GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401857016,2026-06-23,2026,Liberty,2998928,Breanna Stewart,F,30,36,7-16,2-3,4-6,2,4,6,4,0,3,4,0,+6,20
401857016,2026-06-23,2026,Liberty,4281929,Satou Sabally,F,0,8,0-3,0-3,0-0,0,3,3,1,0,1,0,1,+8,0
401857016,2026-06-23,2026,Liberty,4683006,Leonie Fiebich,F,13,30,4-7,4-5,0-0,0,1,1,1,2,0,1,0,+8,12
401857016,2026-06-23,2026,Liberty,2999101,Jonquel Jones,C,35,28,5-8,1-4,3-3,1,4,5,3,0,0,0,4,+7,14
401857016,2026-06-23,2026,Liberty,4066533,Sabrina Ionescu,G,20,30,5-12,2-6,4-4,1,9,10,4,1,0,2,0,+5,16
401857016,2026-06-23,2026,Liberty,4337216,Han Xu,C,21,13,4-4,2-2,2-2,1,1,2,0,0,0,1,0,+4,12
401857016,2026-06-23,2026,Liberty,2593770,Betnijah Laney-Hamilton,G,44,17,0-3,0-3,0-0,0,3,3,1,0,1,2,2,-2,0
401857016,2026-06-23,2026,Liberty,4038379,Marine Johannes,G,23,18,2-6,2-5,0-0,0,2,2,3,0,0,1,0,+14,6
401857016,2026-06-23,2026,Liberty,5345320,Pauline Astier,G,18,20,3-6,0-0,1-1,0,2,2,2,0,0,0,5,+5,7
401857016,2026-06-23,2026,Aces,3099736,Stephanie Talbot,F,7,13,1-5,1-4,0-0,0,3,3,0,0,0,0,1,-8,3
401857016,2026-06-23,2026,Aces,4398776,NaLyssa Smith,F,3,23,3-6,0-0,1-2,0,1,1,0,1,2,0,2,-14,7
401857016,2026-06-23,2026,Aces,3149391,A'ja Wilson,C,22,36,7-18,0-3,2-3,1,8,9,5,4,0,3,2,-11,16
401857016,2026-06-23,2026,Aces,2529122,Chelsea Gray,G,12,35,4-8,2-5,1-1,0,5,5,8,2,1,1,0,-6,11
401857016,2026-06-23,2026,Aces,4065870,Jackie Young,G,0,38,9-19,1-6,0-0,0,4,4,7,0,1,2,2,-7,19
401857016,2026-06-23,2026,Aces,2529458,Cheyenne Parker-Tyus,F,32,17,5-7,2-2,2-2,3,3,6,0,1,0,0,3,+5,14
401857016,2026-06-23,2026,Aces,4433633,Kierstan Bell,F,1,9,0-2,0-2,0-0,1,2,3,3,0,0,0,1,-8,0
401857016,2026-06-23,2026,Aces,2987869,Jewell Loyd,G,24,30,2-7,2-5,0-0,0,1,1,0,1,0,1,3,-6,6
