GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401856995,2026-06-16,2026,Tempo,2566453,Isabelle Harrison,F,21,26,4-12,2-5,1-2,2,6,8,2,3,0,0,2,-9,11
401856995,2026-06-16,2026,Tempo,5345444,Laura Juskaite,F,2,25,8-11,2-3,1-2,0,2,2,4,3,0,2,5,-8,19
401856995,2026-06-16,2026,Tempo,2988756,Brittney Sykes,G,20,19,5-8,1-1,0-1,0,2,2,3,0,0,1,2,+6,11
401856995,2026-06-16,2026,Tempo,3904576,Marina Mabrey,G,3,31,7-16,2-5,2-3,0,1,1,7,2,1,4,2,-14,18
401856995,2026-06-16,2026,Tempo,4001679,Julie Allemand,G,22,11,0-2,0-2,0-0,0,0,0,1,0,0,0,3,-3,0
401856995,2026-06-16,2026,Tempo,3910470,Maria Conde,F,10,31,4-8,3-4,1-1,0,4,4,5,0,0,1,3,-22,12
401856995,2026-06-16,2026,Tempo,4434020,Teonni Key,F,7,11,1-3,0-1,0-0,1,1,2,0,0,0,1,1,-11,2
401856995,2026-06-16,2026,Tempo,2569044,Temi Fagbenle,C,14,18,1-4,0-0,1-2,1,4,5,1,0,0,0,2,-16,3
401856995,2026-06-16,2026,Tempo,3142327,Kia Nurse,G,11,15,3-4,0-1,4-4,0,1,1,0,0,0,2,2,-16,10
401856995,2026-06-16,2026,Tempo,5355509,Tima Pouye,G,32,13,1-7,1-3,2-4,1,1,2,2,1,0,1,5,-17,5
401856995,2026-06-16,2026,Fever,3142255,Monique Billings,F,25,20,1-5,0-1,3-4,3,4,7,0,0,0,0,2,+10,5
401856995,2026-06-16,2026,Fever,4432831,Aliyah Boston,C,7,26,7-11,1-2,3-3,2,9,11,4,2,2,3,3,+6,18
401856995,2026-06-16,2026,Fever,3142191,Kelsey Mitchell,G,0,32,9-11,3-4,6-6,0,1,1,2,0,0,4,1,+17,27
401856995,2026-06-16,2026,Fever,4398829,Lexie Hull,G,10,20,3-6,0-3,0-0,1,3,4,0,0,0,0,3,+2,6
401856995,2026-06-16,2026,Fever,4433403,Caitlin Clark,G,22,32,5-15,1-8,10-14,1,4,5,14,1,1,6,2,+14,21
401856995,2026-06-16,2026,Fever,3142055,Myisha Hines-Allen,F,2,7,0-1,0-0,0-0,0,2,2,2,0,0,0,0,+5,0
401856995,2026-06-16,2026,Fever,4433546,Makayla Timpson,F,21,23,1-3,0-0,0-0,1,5,6,0,1,2,2,4,+17,2
401856995,2026-06-16,2026,Fever,5105731,Grace VanSlooten,F,14,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
401856995,2026-06-16,2026,Fever,2955898,Damiris Dantas,C,12,2,0-1,0-1,4-4,1,0,1,0,0,0,0,0,-2,4
401856995,2026-06-16,2026,Fever,3907781,Sophie Cunningham,G,8,24,8-11,6-7,2-2,1,5,6,2,0,0,0,2,+26,24
401856995,2026-06-16,2026,Fever,4433797,Raven Johnson,G,3,14,2-5,2-4,0-0,0,0,0,1,0,0,1,1,+15,6
