GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401857037,2026-07-03,2026,Lynx,2529130,Natasha Howard,F,1,31,3-10,0-0,1-1,2,4,6,2,0,0,0,4,-23,7
401857037,2026-07-03,2026,Lynx,3054590,Nia Coffey,F,12,28,2-11,1-6,2-2,1,4,5,3,1,1,1,0,-13,7
401857037,2026-07-03,2026,Lynx,2529205,Kayla McBride,G,21,33,7-16,4-9,0-0,1,0,1,1,3,0,3,1,-17,18
401857037,2026-07-03,2026,Lynx,2987891,Courtney Williams,G,10,25,7-13,2-4,0-0,2,3,5,3,0,0,2,3,-19,16
401857037,2026-07-03,2026,Lynx,4433791,Olivia Miles,G,5,26,5-16,0-4,4-4,4,1,5,5,1,0,1,3,-4,14
401857037,2026-07-03,2026,Lynx,4596309,Liatu King,F,2,7,3-3,0-0,0-0,1,1,2,0,1,0,0,0,+4,6
401857037,2026-07-03,2026,Lynx,4873358,Antonia Delaere,F,8,13,2-7,2-7,0-0,1,1,2,2,0,0,0,1,-1,6
401857037,2026-07-03,2026,Lynx,5278237,Anastasiia Olairi Kosu,F,7,14,4-6,0-0,1-2,3,0,3,3,1,0,0,2,+6,9
401857037,2026-07-03,2026,Lynx,4280850,Maya Caldwell,G,3,23,1-3,1-1,0-0,1,1,2,3,1,0,1,1,+2,3
401857037,2026-07-03,2026,Liberty,2998928,Breanna Stewart,F,30,36,14-19,2-4,6-6,1,6,7,0,0,2,4,1,+17,36
401857037,2026-07-03,2026,Liberty,4683006,Leonie Fiebich,F,13,36,5-10,3-6,0-0,1,2,3,4,3,0,0,4,+18,13
401857037,2026-07-03,2026,Liberty,2999101,Jonquel Jones,C,35,33,5-10,2-3,2-3,3,12,15,5,2,0,3,2,+16,14
401857037,2026-07-03,2026,Liberty,4066533,Sabrina Ionescu,G,20,35,5-12,3-10,4-4,0,2,2,6,2,2,2,1,+18,17
401857037,2026-07-03,2026,Liberty,5345320,Pauline Astier,G,18,30,5-6,0-0,4-4,1,1,2,6,0,0,3,2,+14,14
401857037,2026-07-03,2026,Liberty,4790258,Raquel Carrera,F,14,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-1,0
401857037,2026-07-03,2026,Liberty,4337216,Han Xu,C,21,8,2-2,0-0,1-1,1,0,1,0,0,2,0,1,-6,5
401857037,2026-07-03,2026,Liberty,2327695,Rebekah Gardner,G,7,4,0-2,0-1,0-0,0,0,0,0,0,0,0,1,-5,0
401857037,2026-07-03,2026,Liberty,4038379,Marine Johannes,G,23,15,0-1,0-1,0-0,0,4,4,5,1,0,3,1,-6,0
401857038,2026-07-03,2026,Sky,3142010,Azura Stevens,F,30,26,4-6,0-1,3-3,1,1,2,0,2,0,3,3,-11,11
401857038,2026-07-03,2026,Sky,4433405,Kamilla Cardoso,C,10,27,4-11,0-0,8-8,4,6,10,4,1,2,5,4,-8,16
401857038,2026-07-03,2026,Sky,2491205,Skylar Diggins,G,4,34,7-13,2-4,3-3,0,1,1,4,0,1,3,2,-9,19
401857038,2026-07-03,2026,Sky,4594786,Sydney Taylor,G,12,26,2-10,1-5,1-1,1,0,1,1,0,0,0,5,-7,6
401857038,2026-07-03,2026,Sky,4858656,Gabriela Jaquez,G,11,12,0-2,0-1,2-2,0,2,2,0,1,0,1,2,-15,2
401857038,2026-07-03,2026,Sky,2566081,Elizabeth Williams,C,1,18,2-4,0-0,1-2,0,4,4,2,0,1,0,2,0,5
401857038,2026-07-03,2026,Sky,981,Courtney Vandersloot,G,22,19,4-6,1-1,2-4,0,2,2,3,2,0,2,2,+14,11
401857038,2026-07-03,2026,Sky,2529137,Natasha Cloud,G,9,34,4-8,2-4,5-6,0,3,3,5,2,0,2,4,-2,15
401857038,2026-07-03,2026,Sky,4432865,Jacy Sheldon,G,0,19,1-3,1-2,2-2,0,2,2,1,0,0,0,3,+1,5
401857038,2026-07-03,2026,Sky,4433433,Aicha Coulibaly,G,35,9,0-2,0-2,0-0,0,5,5,0,0,0,2,2,-3,0
401857038,2026-07-03,2026,Aces,3099736,Stephanie Talbot,F,7,28,2-2,0-0,0-0,0,5,5,0,2,0,1,2,+30,4
401857038,2026-07-03,2026,Aces,4398776,NaLyssa Smith,F,3,33,11-14,0-0,7-10,2,6,8,1,0,0,1,4,+15,29
401857038,2026-07-03,2026,Aces,2529122,Chelsea Gray,G,12,41,7-17,0-4,4-4,0,4,4,6,2,0,3,2,+9,18
401857038,2026-07-03,2026,Aces,2987869,Jewell Loyd,G,24,39,6-13,3-9,4-5,1,4,5,3,1,1,0,1,+18,19
401857038,2026-07-03,2026,Aces,4065870,Jackie Young,G,0,39,6-11,0-4,4-4,0,6,6,5,2,0,5,3,+5,16
401857038,2026-07-03,2026,Aces,2529458,Cheyenne Parker-Tyus,F,32,20,1-6,0-2,3-5,1,2,3,1,3,2,2,2,-17,5
401857038,2026-07-03,2026,Aces,4433633,Kierstan Bell,F,1,13,1-5,1-3,0-0,2,1,3,0,0,2,0,3,-7,3
401857038,2026-07-03,2026,Aces,4280892,Chennedy Carter,G,23,11,1-1,0-0,2-2,0,0,0,1,0,1,1,2,-13,4
