GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401857122,2026-08-07,2026,Mercury,869,DeWanna Bonner,F,24,34,3-12,0-6,0-0,1,10,11,2,0,1,0,2,-9,6
401857122,2026-08-07,2026,Mercury,2529140,Alyssa Thomas,F,25,35,3-9,0-0,4-10,1,7,8,5,4,0,2,4,-5,10
401857122,2026-08-07,2026,Mercury,5345524,Noemie Brochant,F,1,22,3-6,0-3,0-0,0,0,0,1,0,0,2,0,-4,6
401857122,2026-08-07,2026,Mercury,2998938,Kahleah Copper,G,2,34,6-15,1-6,3-5,0,2,2,4,2,0,3,2,+1,16
401857122,2026-08-07,2026,Mercury,3065570,Kelsey Plum,G,0,28,9-16,3-7,4-6,0,0,0,3,1,0,3,5,-5,25
401857122,2026-08-07,2026,Mercury,3919496,Valeriane Ayayi,F,11,12,0-1,0-1,0-0,0,1,1,0,1,0,0,3,-6,0
401857122,2026-08-07,2026,Mercury,4068042,Natasha Mack,F,4,18,2-3,0-0,0-0,4,2,6,2,1,0,0,2,+10,4
401857122,2026-08-07,2026,Mercury,4873359,Kyara Linskens,C,31,4,0-2,0-2,0-0,0,0,0,1,0,0,0,2,+2,0
401857122,2026-08-07,2026,Mercury,887,Sami Whitcomb,G,33,13,1-4,1-3,2-2,0,1,1,1,1,0,0,1,+1,5
401857122,2026-08-07,2026,Sun,4433635,Diamond Miller,F,1,24,3-10,2-6,1-2,0,4,4,1,0,1,2,4,+2,9
401857122,2026-08-07,2026,Sun,2490553,Brittney Griner,C,42,24,2-6,0-0,1-2,2,5,7,4,0,2,3,1,-1,5
401857122,2026-08-07,2026,Sun,4398966,Olivia Nelson-Ododa,C,10,16,3-4,0-0,1-2,0,4,4,0,0,0,3,2,-2,7
401857122,2026-08-07,2026,Sun,4703609,Charlisse Leger-Walker,G,4,20,2-3,2-3,0-0,0,1,1,5,0,0,3,4,+5,6
401857122,2026-08-07,2026,Sun,5208981,Leila Lacan,G,47,31,3-9,0-3,3-4,0,3,3,4,1,0,3,3,0,9
401857122,2026-08-07,2026,Sun,4433408,Aaliyah Edwards,F,8,24,5-7,0-0,4-5,1,7,8,0,0,0,0,2,+8,14
401857122,2026-08-07,2026,Sun,5345319,Nell Angloma,F,33,11,0-1,0-1,0-0,0,2,2,0,1,1,0,1,-4,0
401857122,2026-08-07,2026,Sun,3922628,Kennedy Burke,G,25,20,5-7,2-4,3-4,0,2,2,0,1,1,2,3,+5,15
401857122,2026-08-07,2026,Sun,4433412,Hailey Van Lith,G,2,14,2-4,1-2,1-1,0,2,2,1,2,0,1,3,+4,6
401857122,2026-08-07,2026,Sun,4433514,Saniya Rivers,G,22,17,2-6,0-1,0-0,0,1,1,4,0,0,1,1,-2,4
401857123,2026-08-07,2026,Dream,4398915,Naz Hillmon,F,00,20,2-4,0-0,1-1,2,2,4,1,0,0,1,2,-5,5
401857123,2026-08-07,2026,Dream,4433402,Angel Reese,F,5,33,1-12,0-0,5-8,7,9,16,2,2,1,2,5,-1,7
401857123,2026-08-07,2026,Dream,3058901,Allisha Gray,G,15,38,11-23,2-9,2-3,0,6,6,2,1,1,1,3,-2,26
