GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401857134,2026-08-11,2026,Liberty,2998928,Breanna Stewart,F,30,30,8-21,1-5,2-2,2,5,7,5,1,0,0,2,-2,19
401857134,2026-08-11,2026,Liberty,2999101,Jonquel Jones,C,35,30,5-7,3-4,1-1,2,8,10,2,1,3,1,4,-17,14
401857134,2026-08-11,2026,Liberty,3102133,Rebecca Allen,G,9,24,4-6,3-5,0-0,1,1,2,1,0,0,1,1,-5,11
401857134,2026-08-11,2026,Liberty,4066533,Sabrina Ionescu,G,20,28,7-11,1-5,4-4,1,3,4,5,2,0,5,1,-5,19
401857134,2026-08-11,2026,Liberty,5345320,Pauline Astier,G,18,18,0-3,0-0,3-4,1,2,3,3,0,0,1,3,-5,3
401857134,2026-08-11,2026,Liberty,4790258,Raquel Carrera,F,14,4,0-1,0-1,0-0,0,1,1,0,0,0,0,1,0,0
401857134,2026-08-11,2026,Liberty,4337216,Han Xu,C,21,17,3-7,0-3,1-2,2,3,5,1,2,1,0,1,-9,7
401857134,2026-08-11,2026,Liberty,2327695,Rebekah Gardner,G,7,16,3-4,0-1,0-0,4,2,6,2,0,1,0,4,-4,6
401857134,2026-08-11,2026,Liberty,4038379,Marine Johannes,G,23,18,3-10,2-9,0-0,0,0,0,1,1,0,1,0,-13,8
401857134,2026-08-11,2026,Liberty,4790260,Marine Fauthoux,G,4,16,2-6,1-3,0-0,0,1,1,3,0,0,4,1,-10,5
401857134,2026-08-11,2026,Fever,4433546,Makayla Timpson,F,21,28,1-2,0-0,1-2,0,7,7,0,0,0,3,5,+8,3
401857134,2026-08-11,2026,Fever,4432831,Aliyah Boston,C,7,26,7-15,3-5,2-2,2,5,7,4,1,1,1,2,+7,19
401857134,2026-08-11,2026,Fever,3142191,Kelsey Mitchell,G,0,31,11-16,4-4,2-3,1,2,3,3,2,0,2,1,+15,28
401857134,2026-08-11,2026,Fever,4398829,Lexie Hull,G,10,18,2-2,1-1,0-0,1,0,1,1,0,0,0,2,-3,5
401857134,2026-08-11,2026,Fever,4433403,Caitlin Clark,G,22,35,7-15,4-8,4-4,0,4,4,10,1,0,4,2,+7,22
401857134,2026-08-11,2026,Fever,3142055,Myisha Hines-Allen,F,2,8,1-4,0-2,0-0,0,2,2,0,1,1,1,1,+5,2
401857134,2026-08-11,2026,Fever,3142255,Monique Billings,F,25,17,4-8,0-0,6-6,0,1,1,1,2,0,0,1,+11,14
401857134,2026-08-11,2026,Fever,3056672,Mercedes Russell,C,5,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-3,0
401857134,2026-08-11,2026,Fever,3907781,Sophie Cunningham,G,8,22,4-5,4-5,0-0,0,2,2,0,0,1,0,3,+17,12
401857134,2026-08-11,2026,Fever,4065760,Tyasha Harris,G,52,11,0-1,0-0,1-2,0,0,0,3,0,1,0,0,+7,1
401857134,2026-08-11,2026,Fever,4433797,Raven Johnson,G,3,3,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-1,0
401857135,2026-08-11,2026,Mystics,4282173,Michaela Onyenwere,F,12,25,0-3,0-3,2-2,3,0,3,2,1,0,4,5,-14,2
401857135,2026-08-11,2026,Mystics,4898384,Kiki Iriafen,F,44,34,6-11,0-0,3-8,5,8,13,1,0,0,1,1,+2,15
401857135,2026-08-11,2026,Mystics,4398911,Shakira Austin,C,0,30,8-21,0-2,4-4,3,5,8,3,2,1,3,2,-10,20
401857135,2026-08-11,2026,Mystics,4433524,Sonia Citron,G,22,33,7-15,1-4,4-4,2,5,7,2,0,0,3,2,-13,19
401857135,2026-08-11,2026,Mystics,4704180,Georgia Amoore,G,8,20,0-3,0-2,0-0,0,0,0,4,0,0,1,1,+3,0
401857135,2026-08-11,2026,Mystics,4433411,Angela Dugalic,F,32,1,2-2,1-1,0-0,1,0,1,0,0,0,0,0,+3,5
401857135,2026-08-11,2026,Mystics,5105737,Lauren Betts,C,51,14,2-2,0-0,0-0,0,4,4,1,0,1,0,0,-15,4
401857135,2026-08-11,2026,Mystics,2593770,Betnijah Laney-Hamilton,G,4,14,2-4,2-4,0-0,0,2,2,2,1,0,2,4,+1,6
401857135,2026-08-11,2026,Mystics,4583144,Cotie McMahon,G,23,21,2-6,1-2,0-0,0,2,2,3,1,0,1,2,-7,5
401857135,2026-08-11,2026,Mystics,5122345,Cassandre Prosper,G,18,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+3,0
