GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401857030,2026-06-28,2026,Lynx,2529130,Natasha Howard,F,1,36,9-17,0-0,3-4,4,10,14,2,3,1,0,2,+13,21
401857030,2026-06-28,2026,Lynx,3054590,Nia Coffey,F,12,34,3-7,2-3,1-2,3,5,8,2,2,1,0,3,+4,9
401857030,2026-06-28,2026,Lynx,2529205,Kayla McBride,G,21,38,6-16,4-10,1-1,0,1,1,2,0,0,1,2,+6,17
401857030,2026-06-28,2026,Lynx,2987891,Courtney Williams,G,10,36,5-16,1-5,1-2,0,5,5,4,2,1,2,2,+6,12
401857030,2026-06-28,2026,Lynx,4433791,Olivia Miles,G,5,34,6-13,1-4,8-8,1,2,3,8,1,1,5,2,+13,21
401857030,2026-06-28,2026,Lynx,4596309,Liatu King,F,2,6,0-0,0-0,0-0,1,1,2,0,0,0,1,2,-9,0
401857030,2026-06-28,2026,Lynx,4873358,Antonia Delaere,F,8,2,0-0,0-0,0-0,0,0,0,0,0,0,1,1,+2,0
401857030,2026-06-28,2026,Lynx,5278237,Anastasiia Olairi Kosu,F,7,4,0-0,0-0,0-0,0,0,0,0,0,1,0,0,+8,0
401857030,2026-06-28,2026,Lynx,4280850,Maya Caldwell,G,3,10,2-3,1-1,0-0,0,3,3,1,1,0,0,1,-3,5
401857030,2026-06-28,2026,Wings,3906949,Jessica Shepard,F,32,35,4-6,0-0,0-0,5,11,16,3,0,0,3,4,-13,8
401857030,2026-06-28,2026,Wings,4790266,Awak Kuier,F,34,16,1-5,0-2,0-0,0,3,3,0,0,1,1,0,-11,2
401857030,2026-06-28,2026,Wings,3904577,Arike Ogunbowale,G,24,26,1-9,1-3,2-2,1,3,4,0,1,0,2,1,-14,5
401857030,2026-06-28,2026,Wings,4433730,Paige Bueckers,G,5,36,10-17,2-4,3-3,0,3,3,4,1,1,4,3,-3,25
401857030,2026-06-28,2026,Wings,4433790,Azzi Fudd,G,35,38,8-23,4-9,1-1,1,0,1,3,4,1,2,3,-2,21
401857030,2026-06-28,2026,Wings,4399415,Maddy Siegrist,F,20,24,3-4,0-1,6-7,3,2,5,2,0,0,1,2,+3,12
401857030,2026-06-28,2026,Wings,4336633,Li Yueru,C,28,5,0-2,0-1,0-0,1,3,4,0,0,0,1,1,+5,0
401857030,2026-06-28,2026,Wings,4068159,Sug Sutton,G,0,9,1-4,0-2,0-0,0,1,1,1,1,0,0,0,-4,2
401857030,2026-06-28,2026,Wings,4433807,Aziaha James,G,10,11,0-4,0-1,2-2,0,1,1,0,0,0,1,1,-1,2
401857031,2026-06-28,2026,Fire,3906972,Bridget Carleton,F,6,51,5-13,3-7,3-3,0,3,3,2,3,2,3,6,-1,16
401857031,2026-06-28,2026,Fire,4398729,Emily Engstler,F,21,38,3-11,0-4,0-0,0,11,11,2,2,3,3,6,-7,6
401857031,2026-06-28,2026,Fire,3934218,Megan Gustafson,C,17,46,7-14,4-7,2-2,2,3,5,4,3,1,2,6,-13,20
401857031,2026-06-28,2026,Fire,4703794,Sarah Ashlee Barker,G,3,46,10-16,1-4,4-4,1,5,6,3,0,0,5,5,-20,25
401857031,2026-06-28,2026,Fire,5208982,Carla Leite,G,0,48,12-26,3-6,5-6,3,3,6,9,3,0,6,5,-9,32
401857031,2026-06-28,2026,Fire,5105406,Frieda Buhner,F,20,22,3-10,1-6,2-2,1,0,1,1,1,1,0,3,+6,9
401857031,2026-06-28,2026,Fire,5209202,Nyadiew Puoch,F,13,19,3-6,2-4,1-2,1,1,2,1,0,0,0,3,+10,9
401857031,2026-06-28,2026,Fire,5108550,Serah Williams,C,25,14,1-3,0-0,2-2,4,3,7,0,0,0,0,2,+12,4
401857031,2026-06-28,2026,Fire,5108051,Jordan Harrison,G,2,7,0-0,0-0,0-0,0,0,0,4,0,1,0,2,+12,0
401857031,2026-06-28,2026,Fire,5346554,Teja Oblak,G,7,9,1-2,0-1,0-0,0,3,3,3,0,0,3,1,+5,2
401857031,2026-06-28,2026,Mystics,4282173,Michaela Onyenwere,F,12,49,9-16,6-9,6-6,2,3,5,5,1,1,1,2,+10,30
401857031,2026-06-28,2026,Mystics,4898384,Kiki Iriafen,F,44,48,11-25,1-2,4-9,3,8,11,6,2,1,2,6,+19,27
401857031,2026-06-28,2026,Mystics,4398911,Shakira Austin,C,0,47,3-9,1-3,2-2,4,9,13,6,0,4,1,1,+5,9
401857031,2026-06-28,2026,Mystics,4433524,Sonia Citron,G,22,53,9-20,1-7,13-14,0,6,6,4,1,1,8,3,+16,32
401857031,2026-06-28,2026,Mystics,4704180,Georgia Amoore,G,8,12,0-3,0-3,2-2,0,0,0,3,0,0,1,2,-1,2
401857031,2026-06-28,2026,Mystics,4433411,Angela Dugalic,F,32,11,1-3,0-1,1-2,1,1,2,0,0,1,2,1,-19,3
401857031,2026-06-28,2026,Mystics,5105737,Lauren Betts,C,51,13,2-6,0-0,0-2,2,0,2,1,1,0,0,1,-4,4
401857031,2026-06-28,2026,Mystics,4433815,Lucy Olsen,G,33,14,1-4,0-1,2-2,0,2,2,1,0,0,0,3,+1,4
401857031,2026-06-28,2026,Mystics,4583144,Cotie McMahon,G,23,21,2-5,1-3,0-0,0,1,1,2,0,0,0,3,-23,5
401857031,2026-06-28,2026,Mystics,5349415,Alicia Florez,G,2,34,4-7,0-0,0-2,0,3,3,4,5,1,2,1,+1,8
401857032,2026-06-28,2026,Aces,3099736,Stephanie Talbot,F,7,20,1-2,0-1,1-2,1,0,1,0,2,0,1,3,-8,3
401857032,2026-06-28,2026,Aces,4398776,NaLyssa Smith,F,3,14,2-6,0-0,2-3,0,1,1,2,1,1,1,5,+2,6
401857032,2026-06-28,2026,Aces,3149391,A'ja Wilson,C,22,34,8-14,1-3,13-16,4,11,15,1,4,3,4,2,+9,30
401857032,2026-06-28,2026,Aces,2529122,Chelsea Gray,G,12,35,6-9,1-3,5-5,0,6,6,8,0,0,3,3,+5,18
401857032,2026-06-28,2026,Aces,4065870,Jackie Young,G,0,36,9-14,4-6,6-6,0,5,5,8,0,0,1,2,+6,28
401857032,2026-06-28,2026,Aces,2529458,Cheyenne Parker-Tyus,F,32,4,0-1,0-0,0-0,0,1,1,0,0,0,0,0,-3,0
401857032,2026-06-28,2026,Aces,3142086,Brianna Turner,F,21,4,0-0,0-0,0-0,0,1,1,0,0,0,0,0,+5,0
401857032,2026-06-28,2026,Aces,4433633,Kierstan Bell,F,1,10,2-4,1-3,0-0,0,0,0,0,0,0,0,1,+10,5
401857032,2026-06-28,2026,Aces,2987869,Jewell Loyd,G,24,28,2-7,2-7,0-0,0,1,1,0,2,0,0,3,+6,6
401857032,2026-06-28,2026,Aces,4280892,Chennedy Carter,G,23,16,3-6,1-2,4-5,1,0,1,1,0,0,1,2,+8,11
401857032,2026-06-28,2026,Sky,3142010,Azura Stevens,F,30,30,8-14,3-6,5-7,2,4,6,3,2,0,1,4,-1,24
401857032,2026-06-28,2026,Sky,4433405,Kamilla Cardoso,C,10,30,10-15,0-0,4-4,3,5,8,2,2,0,1,4,-7,24
401857032,2026-06-28,2026,Sky,2491205,Skylar Diggins,G,4,28,2-11,2-5,1-5,0,6,6,5,0,0,2,4,-14,7
401857032,2026-06-28,2026,Sky,4594786,Sydney Taylor,G,12,32,6-13,2-6,0-0,0,3,3,0,2,1,4,3,-10,14
401857032,2026-06-28,2026,Sky,4858656,Gabriela Jaquez,G,11,12,1-3,0-0,0-0,2,1,3,2,1,0,0,1,-8,2
401857032,2026-06-28,2026,Sky,2566081,Elizabeth Williams,C,1,10,5-7,0-0,0-1,1,2,3,1,0,0,0,1,-1,10
401857032,2026-06-28,2026,Sky,981,Courtney Vandersloot,G,22,16,0-4,0-1,5-6,1,3,4,8,1,0,1,1,+9,5
