GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401856986,2026-06-13,2026,Fever,3142255,Monique Billings,F,25,27,3-5,0-0,4-4,1,7,8,2,1,2,0,2,+18,10
401856986,2026-06-13,2026,Fever,4432831,Aliyah Boston,C,7,32,5-13,1-2,2-5,2,9,11,5,1,0,2,3,+16,13
401856986,2026-06-13,2026,Fever,3142191,Kelsey Mitchell,G,0,37,6-15,2-9,5-7,0,2,2,5,1,0,4,2,+11,19
401856986,2026-06-13,2026,Fever,4398829,Lexie Hull,G,10,22,0-3,0-2,2-2,3,3,6,2,0,0,2,1,+12,2
401856986,2026-06-13,2026,Fever,4433403,Caitlin Clark,G,22,36,10-17,5-10,0-0,0,3,3,5,0,1,6,2,+15,25
401856986,2026-06-13,2026,Fever,3142055,Myisha Hines-Allen,F,2,10,0-0,0-0,0-0,0,0,0,0,0,0,1,3,-9,0
401856986,2026-06-13,2026,Fever,4433546,Makayla Timpson,F,21,11,1-1,0-0,0-1,2,3,5,0,0,2,1,0,-5,2
401856986,2026-06-13,2026,Fever,3907781,Sophie Cunningham,G,8,18,4-5,3-4,0-0,0,2,2,0,0,0,1,2,-2,11
401856986,2026-06-13,2026,Fever,4065760,Tyasha Harris,G,52,4,0-1,0-1,0-0,0,0,0,0,1,0,0,0,-2,0
401856986,2026-06-13,2026,Fever,4433797,Raven Johnson,G,3,3,1-1,1-1,0-0,1,0,1,0,0,0,0,1,-4,3
401856986,2026-06-13,2026,Sun,4433408,Aaliyah Edwards,F,8,14,3-6,1-1,0-0,1,2,3,1,0,0,1,2,-11,7
401856986,2026-06-13,2026,Sun,4433635,Diamond Miller,F,1,17,1-5,1-3,1-1,0,1,1,1,0,0,1,2,-17,4
401856986,2026-06-13,2026,Sun,2490553,Brittney Griner,C,42,22,5-11,0-0,0-0,1,1,2,4,0,2,1,3,-9,10
401856986,2026-06-13,2026,Sun,4433514,Saniya Rivers,G,22,27,4-10,1-4,0-0,0,3,3,4,2,1,0,3,-5,9
401856986,2026-06-13,2026,Sun,5208981,Leila Lacan,G,47,30,5-9,1-2,0-0,1,0,1,7,4,0,1,5,-6,11
401856986,2026-06-13,2026,Sun,4684384,Aneesah Morrow,F,24,21,4-14,0-4,0-0,2,3,5,2,0,0,0,2,+7,8
401856986,2026-06-13,2026,Sun,5105732,Raegan Beers,F,15,2,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0,0
401856986,2026-06-13,2026,Sun,5345319,Nell Angloma,F,33,9,0-1,0-0,1-2,0,0,0,0,0,1,1,1,-5,1
401856986,2026-06-13,2026,Sun,4398966,Olivia Nelson-Ododa,C,10,21,6-12,0-0,0-2,3,4,7,1,0,0,1,2,-7,12
401856986,2026-06-13,2026,Sun,3922628,Kennedy Burke,G,25,24,3-4,0-1,4-4,1,3,4,0,0,0,1,0,+7,10
401856986,2026-06-13,2026,Sun,4703609,Charlisse Leger-Walker,G,4,14,1-3,1-2,0-0,0,0,0,4,1,0,1,2,-4,3
401856987,2026-06-13,2026,Lynx,2529130,Natasha Howard,F,1,32,8-12,0-0,6-6,5,4,9,2,4,1,2,6,+1,22
401856987,2026-06-13,2026,Lynx,3054590,Nia Coffey,F,12,26,1-2,1-2,0-0,2,1,3,2,0,2,0,2,0,3
401856987,2026-06-13,2026,Lynx,2529205,Kayla McBride,G,21,34,6-14,3-8,4-4,0,2,2,5,2,0,0,3,-4,19
401856987,2026-06-13,2026,Lynx,2987891,Courtney Williams,G,10,33,8-19,1-3,0-0,0,5,5,4,0,0,1,1,-3,17
401856987,2026-06-13,2026,Lynx,4433791,Olivia Miles,G,5,34,11-20,3-6,4-4,0,4,4,1,1,0,6,3,-3,29
401856987,2026-06-13,2026,Lynx,4596309,Liatu King,F,2,9,1-2,0-1,2-4,2,2,4,0,0,0,0,2,-4,4
401856987,2026-06-13,2026,Lynx,4873358,Antonia Delaere,F,8,13,1-1,1-1,0-0,0,2,2,2,1,0,1,1,0,3
401856987,2026-06-13,2026,Lynx,5278237,Anastasiia Olairi Kosu,F,7,10,0-2,0-0,0-0,2,0,2,0,0,0,0,1,0,0
401856987,2026-06-13,2026,Lynx,3913903,Teaira McCowan,C,15,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-3,0
