GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401857066,2026-07-14,2026,Fire,3906972,Bridget Carleton,F,6,32,5-11,2-7,0-0,1,2,3,3,3,1,1,3,+2,12
401857066,2026-07-14,2026,Fire,4398729,Emily Engstler,F,21,29,5-12,1-5,3-4,0,6,6,7,3,1,1,5,+5,14
401857066,2026-07-14,2026,Fire,3934218,Megan Gustafson,C,17,31,6-12,2-6,1-1,0,5,5,0,1,1,0,1,+2,15
401857066,2026-07-14,2026,Fire,4703794,Sarah Ashlee Barker,G,3,25,3-7,0-2,3-3,1,4,5,2,0,0,3,1,-6,9
401857066,2026-07-14,2026,Fire,5208982,Carla Leite,G,0,33,6-11,0-0,6-6,1,0,1,6,0,0,6,1,+3,18
401857066,2026-07-14,2026,Fire,5105406,Frieda Buhner,F,20,11,2-4,2-3,1-1,0,1,1,1,0,0,0,1,-8,7
401857066,2026-07-14,2026,Fire,5209202,Nyadiew Puoch,F,13,8,0-0,0-0,0-0,0,1,1,0,0,0,0,0,-5,0
401857066,2026-07-14,2026,Fire,5108550,Serah Williams,C,25,9,0-0,0-0,2-2,1,1,2,0,1,0,0,0,-5,2
401857066,2026-07-14,2026,Fire,3056730,Karlie Samuelson,G,44,16,2-2,2-2,2-2,0,0,0,0,1,0,0,1,+3,8
401857066,2026-07-14,2026,Fire,5346554,Teja Oblak,G,7,7,0-1,0-1,2-2,0,0,0,0,1,0,4,1,-6,2
401857066,2026-07-14,2026,Sun,4433635,Diamond Miller,F,1,32,3-8,2-5,0-0,0,1,1,5,2,0,2,3,-5,8
401857066,2026-07-14,2026,Sun,2490553,Brittney Griner,C,42,24,8-11,0-0,4-5,1,3,4,6,1,2,2,2,+3,20
401857066,2026-07-14,2026,Sun,4398966,Olivia Nelson-Ododa,C,10,26,4-9,0-0,8-8,3,3,6,1,0,0,3,3,-9,16
401857066,2026-07-14,2026,Sun,4703609,Charlisse Leger-Walker,G,4,33,2-8,0-5,0-0,0,4,4,7,3,0,2,2,+5,4
401857066,2026-07-14,2026,Sun,5208981,Leila Lacan,G,47,30,6-11,1-2,1-2,0,1,1,3,3,1,2,2,+1,14
401857066,2026-07-14,2026,Sun,4433408,Aaliyah Edwards,F,8,24,9-13,0-1,3-3,3,5,8,3,0,0,1,2,+8,21
