GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401857002,2026-06-18,2026,Dream,4398915,Naz Hillmon,F,00,32,4-8,3-5,6-6,1,3,4,2,1,1,2,6,+4,17
401857002,2026-06-18,2026,Dream,4433402,Angel Reese,F,5,29,8-14,0-0,5-8,4,7,11,1,0,0,4,4,+8,21
401857002,2026-06-18,2026,Dream,3058901,Allisha Gray,G,15,34,6-11,1-3,4-5,0,0,0,3,3,0,2,4,+16,17
401857002,2026-06-18,2026,Dream,3142250,Jordin Canada,G,3,29,5-10,1-3,7-8,0,2,2,5,4,0,1,4,+9,18
401857002,2026-06-18,2026,Dream,4398674,Rhyne Howard,G,10,38,6-12,1-3,3-3,3,2,5,6,2,1,1,1,+4,16
401857002,2026-06-18,2026,Dream,5017721,Sika Kone,F,23,5,1-1,0-0,1-4,1,0,1,0,0,0,1,0,-6,3
401857002,2026-06-18,2026,Dream,5108587,Madina Okot,C,11,5,0-1,0-1,0-0,0,4,4,1,0,0,0,2,+3,0
401857002,2026-06-18,2026,Dream,4433431,Te-Hina Paopao,G,2,14,3-5,1-2,0-0,0,1,1,3,0,0,1,2,-2,7
401857002,2026-06-18,2026,Dream,5208983,Isobel Borlase,G,20,13,4-7,0-1,1-1,0,2,2,0,0,1,0,4,-1,9
401857002,2026-06-18,2026,Fever,3142255,Monique Billings,F,25,13,2-3,0-0,2-2,2,0,2,1,1,0,1,3,-10,6
401857002,2026-06-18,2026,Fever,4432831,Aliyah Boston,C,7,34,8-15,1-2,6-8,0,8,8,3,1,3,4,3,-2,23
401857002,2026-06-18,2026,Fever,3142191,Kelsey Mitchell,G,0,34,10-15,3-7,3-3,0,1,1,1,1,0,2,2,0,26
401857002,2026-06-18,2026,Fever,4398829,Lexie Hull,G,10,11,1-2,0-0,0-0,0,3,3,0,0,0,0,4,-6,2
401857002,2026-06-18,2026,Fever,4433403,Caitlin Clark,G,22,31,8-17,2-5,8-12,0,2,2,7,0,0,5,5,-13,26
401857002,2026-06-18,2026,Fever,3142055,Myisha Hines-Allen,F,2,9,0-1,0-0,0-0,0,1,1,0,0,0,0,2,-3,0
401857002,2026-06-18,2026,Fever,4433546,Makayla Timpson,F,21,21,2-3,0-0,2-2,2,2,4,0,3,0,1,2,+8,6
401857002,2026-06-18,2026,Fever,3907781,Sophie Cunningham,G,8,30,4-5,2-3,2-2,0,2,2,2,0,0,1,2,-7,12
401857002,2026-06-18,2026,Fever,4065760,Tyasha Harris,G,52,14,0-1,0-0,0-0,1,1,2,2,1,0,1,3,+3,0
401857002,2026-06-18,2026,Fever,4433797,Raven Johnson,G,3,3,0-1,0-0,0-0,0,0,0,0,0,0,2,0,-5,0
