GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401857145,2026-08-15,2026,Liberty,2998928,Breanna Stewart,F,30,33,3-12,1-2,4-4,0,4,4,2,1,1,4,1,+5,11
401857145,2026-08-15,2026,Liberty,2999101,Jonquel Jones,C,35,35,9-16,3-7,2-2,2,9,11,2,0,0,3,4,+7,23
401857145,2026-08-15,2026,Liberty,3102133,Rebecca Allen,G,9,29,2-5,2-4,0-0,0,5,5,0,0,0,1,5,+2,6
401857145,2026-08-15,2026,Liberty,4038379,Marine Johannes,G,23,31,6-9,5-8,0-0,0,2,2,5,1,1,2,2,+9,17
401857145,2026-08-15,2026,Liberty,5345320,Pauline Astier,G,18,26,4-8,0-2,0-0,0,0,0,4,1,0,1,3,+6,8
401857145,2026-08-15,2026,Liberty,4281930,Anneli Maley,F,24,8,0-2,0-0,0-0,1,1,2,2,0,1,0,1,+1,0
401857145,2026-08-15,2026,Liberty,4337216,Han Xu,C,21,13,1-3,0-1,0-0,0,1,1,1,0,1,0,2,+2,2
401857145,2026-08-15,2026,Liberty,2327695,Rebekah Gardner,G,7,15,3-4,1-1,0-0,0,3,3,1,0,0,0,2,-1,7
401857145,2026-08-15,2026,Liberty,4790260,Marine Fauthoux,G,4,11,2-6,1-2,3-5,0,2,2,1,0,0,1,1,+4,8
401857145,2026-08-15,2026,Sun,4433635,Diamond Miller,F,1,32,3-13,2-6,4-4,0,7,7,3,0,0,0,3,-4,12
401857145,2026-08-15,2026,Sun,4398966,Olivia Nelson-Ododa,C,10,28,7-9,0-0,7-7,3,7,10,0,0,0,0,3,-3,21
401857145,2026-08-15,2026,Sun,3922628,Kennedy Burke,G,25,21,2-7,1-5,2-2,1,0,1,1,2,0,2,0,+1,7
401857145,2026-08-15,2026,Sun,4703609,Charlisse Leger-Walker,G,4,32,5-14,4-9,0-0,2,3,5,4,1,2,3,2,-6,14
