week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
14,2024,401671814,2024-12-06T01:15Z,Green Bay Packers,GB,31,Detroit Lions,DET,34,Detroit Lions,3,Final,17,7,7,3,1,5,0,0,45,298,6.6,10,199,12,20,9.5,0,1,7,99,24,4.1,4-5,7,59,1,1,0,23:54,27,18,7,2,7,15,4,5,76,391,5.1,10,280,32,41,6.7,1,1,3,111,34,3.3,4-5,7,56,1,0,0,36:06,63987,Ford Field,Detroit,MI
14,2024,401671821,2024-12-08T18:00Z,Jacksonville Jaguars,JAX,10,Tennessee Titans,TEN,6,Jacksonville Jaguars,4,Final,16,11,5,0,6,13,1,1,58,291,5.0,9,220,23,31,6.9,2,1,0,71,26,2.7,1-2,5,39,2,0,0,28:16,17,8,8,1,8,16,0,3,62,272,4.4,9,146,19,32,4.3,0,2,22,126,28,4.5,0-2,4,25,0,0,0,31:44,61644,Nissan Stadium,Nashville,TN
14,2024,401671848,2024-12-08T18:00Z,New York Jets,NYJ,26,Miami Dolphins,MIA,32,Miami Dolphins,6,Final,23,18,3,2,4,12,2,2,63,402,6.4,10,319,27,39,7.6,0,3,20,83,21,4.0,2-5,10,83,0,0,0,31:02,28,21,3,4,1,9,2,2,66,375,5.7,10,331,33,47,7.0,0,0,0,44,19,2.3,3-4,8,49,0,0,0,32:53,65787,Hard Rock Stadium,Miami Gardens,FL
14,2024,401671648,2024-12-08T18:00Z,Atlanta Falcons,ATL,21,Minnesota Vikings,MIN,42,Minnesota Vikings,21,Final,25,15,10,0,7,13,1,3,70,496,7.1,10,338,23,37,8.9,2,1,6,158,32,4.9,2-5,12,127,3,1,0,31:35,23,15,5,3,8,12,0,0,56,433,7.7,11,318,22,28,9.9,0,4,29,115,24,4.8,4-4,6,35,0,0,0,28:25,67008,U.S. Bank Stadium,Minneapolis,MN
14,2024,401671601,2024-12-08T18:00Z,New Orleans Saints,NO,14,New York Giants,NYG,11,New Orleans Saints,3,Final,18,10,7,1,5,15,0,1,66,292,4.4,14,200,20,31,6.1,1,2,19,92,33,2.8,2-2,6,40,1,0,0,31:49,16,12,4,0,5,19,2,4,74,325,4.4,13,213,21,49,4.2,1,2,14,112,23,4.9,1-3,12,112,1,0,0,28:11,76143,MetLife Stadium,East Rutherford,NJ
14,2024,401671713,2024-12-08T18:00Z,Carolina Panthers,CAR,16,Philadelphia Eagles,PHI,22,Philadelphia Eagles,6,Final,20,11,7,2,7,16,3,5,69,302,4.4,9,184,19,34,5.3,1,1,7,118,34,3.5,2-2,7,43,1,0,0,33:33,18,7,11,0,7,12,0,0,56,292,5.2,9,83,14,21,3.3,0,4,25,209,31,6.7,3-3,7,40,0,0,0,26:27,69879,Lincoln Financial Field,Philadelphia,PA
14,2024,401671631,2024-12-08T18:00Z,Cleveland Browns,CLE,14,Pittsburgh Steelers,PIT,27,Pittsburgh Steelers,13,Final,20,11,7,2,2,13,3,4,69,300,4.3,12,196,24,41,4.5,2,3,16,104,25,4.2,1-3,9,81,3,1,0,30:00,15,6,8,1,6,14,0,0,62,267,4.3,14,147,15,26,5.4,0,1,11,120,35,3.4,2-4,6,61,1,1,0,30:00,66845,Acrisure Stadium,Pittsburgh,PA
14,2024,401671654,2024-12-08T18:00Z,Las Vegas Raiders,LV,13,Tampa Bay Buccaneers,TB,28,Tampa Bay Buccaneers,15,Final,16,8,7,1,4,13,3,3,64,286,4.5,11,195,23,37,5.0,1,2,10,91,25,3.6,1-4,3,31,2,1,0,31:30,21,13,7,1,5,12,1,1,59,420,7.1,10,268,18,29,8.1,2,4,27,152,26,5.8,3-3,5,31,3,1,0,28:30,63250,Raymond James Stadium,Tampa,FL
14,2024,401671660,2024-12-08T21:05Z,Seattle Seahawks,SEA,30,Arizona Cardinals,ARI,18,Seattle Seahawks,12,Final,18,10,8,0,7,15,0,0,61,409,6.7,11,233,24,30,7.8,0,0,0,176,31,5.7,2-5,9,62,0,0,0,33:02,21,14,7,0,4,12,1,1,63,356,5.7,12,235,25,38,5.9,2,2,24,121,23,5.3,1-3,6,49,2,0,0,26:58,64533,State Farm Stadium,Glendale,AZ
14,2024,401671773,2024-12-08T21:25Z,Buffalo Bills,BUF,42,Los Angeles Rams,LAR,44,Los Angeles Rams,2,Final,25,14,6,5,5,9,0,0,54,445,8.2,9,342,22,37,9.2,0,0,0,103,17,6.1,3-3,7,59,0,0,0,21:30,28,15,10,3,11,15,1,1,72,457,6.3,9,320,23,30,10.7,0,0,0,137,42,3.3,5-6,9,99,0,0,0,38:30,73493,SoFi Stadium,Inglewood,CA
14,2024,401671774,2024-12-08T21:25Z,Chicago Bears,CHI,13,San Francisco 49ers,SF,38,San Francisco 49ers,25,Final,14,10,4,0,4,10,0,0,52,162,3.1,10,94,18,24,3.0,0,7,46,68,21,3.2,2-2,2,30,1,1,0,28:12,22,13,8,1,6,12,2,2,61,452,7.4,10,321,20,26,11.9,1,1,4,131,34,3.9,5-6,7,31,1,0,0,31:48,71662,Levi's Stadium,Santa Clara,CA
14,2024,401671788,2024-12-09T01:20Z,Los Angeles Chargers,LAC,17,Kansas City Chiefs,KC,19,Kansas City Chiefs,2,Final,20,11,6,3,6,13,1,1,57,288,5.1,9,194,21,30,5.9,0,3,19,94,24,3.9,2-3,7,50,0,0,0,30:53,20,11,7,2,8,15,0,0,65,298,4.6,9,202,24,37,5.1,0,3,8,96,25,3.8,1-3,8,98,0,0,0,29:07,73571,GEHA Field at Arrowhead Stadium,Kansas City,MO
14,2024,401671690,2024-12-10T01:15Z,Cincinnati Bengals,CIN,27,Dallas Cowboys,DAL,20,Cincinnati Bengals,7,Final,23,18,4,1,4,10,0,1,65,433,6.7,12,359,33,44,7.8,1,2,10,74,19,3.9,2-4,10,77,1,0,0,33:11,17,9,7,1,4,12,1,2,59,322,5.5,10,166,16,31,4.9,1,3,17,156,25,6.2,2-4,4,36,2,1,0,26:49,92587,AT&T Stadium,Arlington,TX
