week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
15,2024,401671818,2024-12-13T01:15Z,Los Angeles Rams,LAR,12,San Francisco 49ers,SF,6,Los Angeles Rams,6,Final,14,6,8,0,4,15,1,1,65,302,4.6,11,160,16,27,5.9,0,0,0,142,38,3.7,0-3,4,40,0,0,0,35:04,11,7,4,0,3,12,0,0,53,191,3.6,11,128,14,31,3.8,1,3,14,63,19,3.3,0-0,4,25,1,0,0,24:56,71201,Levi's Stadium,Santa Clara,CA
15,2024,401671854,2024-12-15T18:00Z,Kansas City Chiefs,KC,21,Cleveland Browns,CLE,7,Kansas City Chiefs,14,Final,18,12,6,0,7,18,0,1,75,311,4.1,15,179,21,40,4.5,0,0,0,132,35,3.8,2-4,4,30,0,0,0,31:37,16,9,5,2,4,12,0,1,60,266,4.4,14,127,20,34,3.3,4,5,37,139,21,6.6,0-0,6,45,6,2,0,28:23,67983,Huntington Bank Field,Cleveland,OH
15,2024,401671825,2024-12-15T18:00Z,Cincinnati Bengals,CIN,37,Tennessee Titans,TEN,27,Cincinnati Bengals,10,Final,24,12,9,3,10,13,0,0,64,370,5.8,9,269,26,37,7.1,2,1,2,101,26,3.9,3-5,14,113,4,2,1,28:31,25,13,9,3,5,8,0,0,65,374,5.8,12,291,29,38,7.5,4,1,7,83,26,3.2,4-4,12,110,6,2,0,31:29,63745,Nissan Stadium,Nashville,TN
15,2024,401671737,2024-12-15T18:00Z,Washington Commanders,WSH,20,New Orleans Saints,NO,19,Washington Commanders,1,Final,23,11,11,1,9,17,1,1,74,326,4.4,9,189,25,31,4.8,0,8,37,137,35,3.9,2-3,9,84,0,0,0,40:50,17,11,3,3,3,11,1,1,51,245,4.8,9,176,15,32,5.0,1,3,29,69,16,4.3,1-2,4,36,1,0,0,19:10,70003,Caesars Superdome,New Orleans,LA
15,2024,401671731,2024-12-15T18:00Z,Dallas Cowboys,DAL,30,Carolina Panthers,CAR,14,Dallas Cowboys,16,Final,24,11,12,1,6,12,0,0,70,410,5.9,11,199,18,29,6.6,0,1,15,211,40,5.3,3-4,14,99,1,1,0,33:46,16,7,4,5,3,11,1,1,50,235,4.7,10,175,19,28,5.1,2,6,44,60,16,3.8,1-2,8,65,4,2,0,26:14,70570,Bank of America Stadium,Charlotte,NC
15,2024,401671706,2024-12-15T18:00Z,New York Jets,NYJ,32,Jacksonville Jaguars,JAX,25,New York Jets,7,Final,22,10,8,4,4,10,1,1,54,400,7.4,10,275,16,30,8.9,0,1,14,125,23,5.4,2-3,8,62,0,0,0,25:36,27,13,10,4,8,15,0,0,77,421,5.5,10,285,31,46,5.9,2,2,9,136,29,4.7,2-4,8,106,2,0,0,34:24,63251,EverBank Stadium,Jacksonville,FL
15,2024,401671860,2024-12-15T18:00Z,Miami Dolphins,MIA,12,Houston Texans,HOU,20,Houston Texans,8,Final,18,11,3,4,4,13,2,2,62,224,3.6,10,172,29,40,4.0,3,3,24,52,19,2.7,1-2,8,64,4,1,0,33:24,12,8,3,1,5,13,1,1,50,181,3.6,11,104,18,26,3.5,0,4,27,77,20,3.9,2-3,7,70,1,1,0,26:36,71221,NRG Stadium,Houston,TX
15,2024,401671669,2024-12-15T21:25Z,Indianapolis Colts,IND,13,Denver Broncos,DEN,31,Denver Broncos,18,Final,18,8,7,3,4,15,2,4,72,310,4.3,15,161,17,38,4.0,2,2,11,149,32,4.7,0-1,8,69,5,3,0,31:32,13,5,5,3,6,17,0,0,61,193,3.2,15,121,20,33,3.6,3,1,9,72,27,2.7,2-2,6,58,3,0,1,28:28,76496,Empower Field at Mile High,Denver,CO
15,2024,401671681,2024-12-15T21:25Z,Buffalo Bills,BUF,48,Detroit Lions,DET,42,Buffalo Bills,6,Final,28,15,11,2,5,10,1,1,68,559,8.2,12,362,23,34,10.6,0,0,0,197,34,5.8,5-7,6,49,0,0,0,32:42,30,27,3,0,6,13,3,3,77,521,6.8,11,473,38,59,7.6,0,3,21,48,15,3.2,5-5,5,41,1,1,0,27:18,65327,Ford Field,Detroit,MI
15,2024,401671766,2024-12-15T21:25Z,Pittsburgh Steelers,PIT,13,Philadelphia Eagles,PHI,27,Philadelphia Eagles,14,Final,10,5,4,1,3,10,0,0,41,163,4.0,9,107,14,22,4.5,0,2,21,56,17,3.3,1-2,5,60,1,1,0,20:08,26,15,10,1,10,17,1,1,77,401,5.2,9,270,25,32,7.7,0,3,20,131,42,3.1,3-6,7,54,2,2,0,39:52,69879,Lincoln Financial Field,Philadelphia,PA
15,2024,401671677,2024-12-15T21:25Z,New England Patriots,NE,17,Arizona Cardinals,ARI,30,Arizona Cardinals,13,Final,17,10,7,0,0,6,1,2,49,311,6.3,9,195,19,23,7.8,1,2,7,116,24,4.8,2-3,4,45,1,0,0,25:52,21,9,9,3,10,15,0,0,64,395,6.2,9,232,25,32,7.3,0,0,0,163,32,5.1,3-4,4,35,0,0,0,34:08,64135,State Farm Stadium,Glendale,AZ
15,2024,401671762,2024-12-15T21:25Z,Tampa Bay Buccaneers,TB,40,Los Angeles Chargers,LAC,17,Tampa Bay Buccaneers,23,Final,24,12,9,3,9,15,1,1,67,506,7.6,11,283,22,27,10.1,1,1,5,223,39,5.7,1-4,8,83,2,1,0,36:48,14,10,1,3,0,6,0,2,48,206,4.3,11,174,22,34,4.7,1,3,25,32,11,2.9,2-3,7,60,2,1,0,23:12,69496,SoFi Stadium,Inglewood,CA
15,2024,401671796,2024-12-16T01:20Z,Green Bay Packers,GB,30,Seattle Seahawks,SEA,13,Green Bay Packers,17,Final,21,10,8,3,5,12,0,1,61,369,6.0,12,229,20,27,8.5,0,0,0,140,34,4.1,2-4,5,27,1,1,0,32:58,14,7,5,2,4,13,0,0,56,208,3.7,12,128,20,33,3.2,2,7,45,80,16,5.0,0-1,5,108,2,0,0,27:02,68766,Lumen Field,Seattle,WA
15,2024,401671489,2024-12-17T01:00Z,Chicago Bears,CHI,12,Minnesota Vikings,MIN,30,Minnesota Vikings,18,Final,16,8,7,1,1,12,1,3,63,284,4.5,11,171,19,32,5.0,0,2,25,113,29,3.9,1-3,9,93,1,1,0,30:06,24,14,8,2,7,14,0,1,71,329,4.6,10,215,24,40,5.1,1,2,16,114,29,3.9,3-4,10,56,1,0,0,29:54,67017,U.S. Bank Stadium,Minneapolis,MN
15,2024,401671697,2024-12-17T01:30Z,Atlanta Falcons,ATL,15,Las Vegas Raiders,LV,9,Atlanta Falcons,6,Final,14,6,7,1,4,13,0,0,57,261,4.6,11,93,11,17,4.7,1,3,19,168,37,4.5,0-0,6,30,1,0,0,33:52,16,11,5,0,4,14,2,2,65,249,3.8,12,184,23,39,4.3,2,4,24,65,22,3.0,1-1,7,55,3,1,0,26:08,62364,Allegiant Stadium,Las Vegas,NV
