week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
12,2024,401671875,2024-11-22T01:15Z,Pittsburgh Steelers,PIT,19,Cleveland Browns,CLE,24,Cleveland Browns,5,Final,17,10,5,2,7,16,1,3,67,368,5.5,11,248,21,29,7.5,0,4,22,120,34,3.5,1-2,6,39,1,1,0,35:02,17,8,8,1,1,10,4,4,55,304,5.5,10,219,18,27,7.8,1,1,0,85,27,3.1,3-4,8,48,3,2,0,24:58,67431,Huntington Bank Field,Cleveland,OH
12,2024,401671870,2024-11-24T18:00Z,Minnesota Vikings,MIN,30,Chicago Bears,CHI,27,Minnesota Vikings,3,Final,22,13,7,2,6,13,0,1,65,452,7.0,12,328,23,35,8.6,0,3,16,124,27,4.6,3-7,5,45,1,1,0,33:26,20,14,6,0,6,17,2,3,73,398,5.5,13,320,32,48,6.3,0,3,20,78,22,3.5,3-3,7,80,1,1,0,34:24,57659,Soldier Field,Chicago,IL
12,2024,401671866,2024-11-24T18:00Z,Detroit Lions,DET,24,Indianapolis Colts,IND,6,Detroit Lions,18,Final,26,15,10,1,9,15,0,1,72,390,5.4,10,253,26,36,6.5,0,3,16,137,33,4.2,3-4,5,45,0,0,0,37:01,11,7,3,1,3,12,0,1,49,268,5.5,10,172,11,28,6.1,0,0,0,96,21,4.6,0-2,10,75,0,0,0,22:59,66696,Lucas Oil Stadium,Indianapolis,IN
12,2024,401671847,2024-11-24T18:00Z,New England Patriots,NE,15,Miami Dolphins,MIA,34,Miami Dolphins,19,Final,14,8,4,2,3,14,1,3,63,268,4.3,12,182,22,38,4.3,1,4,39,86,21,4.0,0-0,10,75,2,1,1,27:56,23,19,2,2,4,12,0,0,66,373,5.7,13,308,29,40,7.3,0,2,9,65,24,2.7,3-4,3,17,1,1,0,32:04,65479,Hard Rock Stadium,Miami Gardens,FL
12,2024,401671638,2024-11-24T18:00Z,Tampa Bay Buccaneers,TB,30,New York Giants,NYG,7,Tampa Bay Buccaneers,23,Final,24,12,10,2,6,11,1,2,62,451,7.3,9,294,24,30,9.8,0,0,0,157,32,4.9,4-5,4,29,1,1,0,33:59,17,11,5,1,5,11,0,2,56,245,4.4,10,169,22,32,4.7,0,4,23,76,20,3.8,1-3,4,42,1,1,0,26:01,77554,MetLife Stadium,East Rutherford,NJ
12,2024,401671715,2024-11-24T18:00Z,Dallas Cowboys,DAL,34,Washington Commanders,WSH,26,Dallas Cowboys,8,Final,19,12,3,4,2,11,0,0,61,332,5.4,15,241,24,32,7.3,0,1,6,91,28,3.3,2-3,4,20,1,1,1,35:12,19,11,8,0,4,12,0,0,67,412,6.1,16,267,25,38,6.4,2,4,8,145,25,5.8,2-2,8,78,3,1,0,24:48,64955,Northwest Stadium,Landover,MD
12,2024,401671651,2024-11-24T18:00Z,Kansas City Chiefs,KC,30,Carolina Panthers,CAR,27,Kansas City Chiefs,3,Final,27,15,8,4,8,13,1,1,68,391,5.8,8,226,27,37,5.4,0,5,43,165,26,6.3,2-5,10,91,0,0,0,32:16,21,13,6,2,5,13,2,2,58,334,5.8,8,249,21,35,6.7,0,2,14,85,21,4.0,2-6,9,53,0,0,0,27:44,73216,Bank of America Stadium,Charlotte,NC
12,2024,401671858,2024-11-24T18:00Z,Tennessee Titans,TEN,32,Houston Texans,HOU,27,Tennessee Titans,5,Final,19,8,8,3,4,14,1,1,66,369,5.6,14,237,18,25,7.2,1,8,41,132,33,4.0,1-1,6,35,3,2,0,34:29,12,11,0,1,3,13,0,0,54,260,4.8,13,220,20,33,5.9,2,4,27,40,17,2.4,2-4,11,81,2,0,1,25:31,71055,NRG Stadium,Houston,TX
12,2024,401671656,2024-11-24T21:05Z,Denver Broncos,DEN,29,Las Vegas Raiders,LV,19,Denver Broncos,10,Final,19,13,5,1,6,15,0,0,65,325,5.0,11,262,25,42,6.1,0,1,11,63,22,2.9,2-4,6,58,0,0,0,31:11,21,15,4,2,4,14,2,2,74,369,5.0,12,300,31,53,5.2,1,5,28,69,16,4.3,1-5,4,44,2,1,0,28:49,62460,Allegiant Stadium,Las Vegas,NV
12,2024,401671768,2024-11-24T21:25Z,San Francisco 49ers,SF,10,Green Bay Packers,GB,38,Green Bay Packers,28,Final,11,8,3,0,3,10,0,2,47,241,5.1,12,197,17,29,6.4,1,2,2,44,16,2.8,1-1,9,77,3,2,0,23:17,22,9,12,1,6,13,1,2,67,325,4.9,11,156,13,23,6.2,0,2,7,169,42,4.0,5-5,5,40,0,0,0,36:43,78222,Lambeau Field,Green Bay,WI
12,2024,401671775,2024-11-24T21:25Z,Arizona Cardinals,ARI,6,Seattle Seahawks,SEA,16,Seattle Seahawks,10,Final,15,15,0,0,3,12,0,1,56,298,5.3,10,249,24,37,5.9,1,5,36,49,14,3.5,0-2,5,60,1,0,0,26:47,17,12,4,1,7,14,0,0,61,285,4.7,10,220,22,31,6.1,1,5,34,65,25,2.6,1-2,5,51,1,0,1,33:13,68649,Lumen Field,Seattle,WA
12,2024,401671794,2024-11-25T01:20Z,Philadelphia Eagles,PHI,37,Los Angeles Rams,LAR,20,Philadelphia Eagles,17,Final,24,10,12,2,9,15,0,1,68,481,7.1,10,167,15,22,7.3,0,1,12,314,45,7.0,2-5,4,52,0,0,0,33:41,23,13,8,2,0,8,3,3,59,290,4.9,10,198,24,36,4.8,0,5,45,92,18,5.1,2-4,4,38,1,1,0,26:19,74400,SoFi Stadium,Inglewood,CA
12,2024,401671689,2024-11-26T01:15Z,Baltimore Ravens,BAL,30,Los Angeles Chargers,LAC,23,Baltimore Ravens,7,Final,19,6,12,1,8,15,3,3,60,389,6.5,9,177,16,22,7.7,0,1,0,212,37,5.7,2-2,9,102,0,0,0,30:57,19,9,7,3,5,14,2,2,60,285,4.8,9,202,21,36,5.1,0,4,16,83,20,4.2,2-2,7,62,0,0,0,29:03,70240,SoFi Stadium,Inglewood,CA
