Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2011-03-15,1,Ohio St. 1,B10,32-2,.9804,124.7,1,88.7,9,65.6,229,+.053,54,.7464,21,107.7,17,98.0,40,.4185,243
2011-03-15,2,Duke 1,ACC,30-4,.9756,119.9,5,87.0,3,69.6,46,+.007,162,.7436,22,106.4,29,97.0,12,.6054,71
2011-03-15,3,Kansas 1,B12,32-2,.9691,120.8,4,89.5,13,69.6,48,+.076,22,.6986,44,106.4,30,98.9,60,.4852,180
2011-03-15,4,Texas 4,B12,27-7,.9625,114.9,21,86.7,1,66.9,156,-.052,298,.7206,34,106.0,34,97.7,28,.5753,93
2011-03-15,5,Pittsburgh 1,BE,28-5,.9625,119.7,6,90.3,18,63.2,314,-.006,195,.7237,32,106.3,31,97.8,30,.4238,234
2011-03-15,6,San Diego St. 2,MWC,33-2,.9570,114.1,26,87.1,4,63.9,296,+.065,32,.7016,40,106.0,35,98.4,51,.6112,66
2011-03-15,7,Purdue 3,B10,25-7,.9560,115.3,19,88.2,7,67.1,148,+.005,169,.7781,13,108.1,14,97.0,11,.5157,155
2011-03-15,8,Wisconsin 4,B10,24-8,.9553,124.1,2,95.1,57,57.6,345,+.001,180,.7789,12,108.9,9,97.6,26,.5100,159
2011-03-15,9,Kentucky 4,SEC,26-8,.9531,118.8,7,91.4,24,66.3,189,-.051,295,.7392,25,106.5,28,97.3,15,.6602,44
2011-03-15,10,Notre Dame 2,BE,26-6,.9496,123.1,3,95.4,60,64.5,274,+.078,21,.7573,16,107.4,20,97.3,16,.4190,241
2011-03-15,11,Syracuse 3,BE,26-7,.9470,115.4,18,89.8,16,66.6,172,+.048,63,.7558,18,107.6,19,97.5,21,.4548,210
