week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
15,2022,401437901,2022-12-16T01:15Z,San Francisco 49ers,SF,21,Seattle Seahawks,SEA,13,San Francisco 49ers,8,Final,15,8,7,0,6,13,0,0,61,381,6.2,12,211,17,26,7.8,0,1,6,170,34,5.0,1-2,7,60,0,0,0,33:01,16,12,3,1,4,13,0,0,61,277,4.5,11,207,31,44,4.4,0,3,31,70,14,5.0,1-1,8,79,1,1,0,26:59,68957,Lumen Field,Seattle,WA
15,2022,401437904,2022-12-17T18:00Z,Indianapolis Colts,IND,36,Minnesota Vikings,MIN,39,Minnesota Vikings,3,Final,20,11,8,1,6,19,0,1,79,341,4.3,16,170,19,33,4.7,0,3,12,171,43,4.0,1-4,11,103,1,1,2,36:37,32,22,4,6,5,15,0,3,86,518,6.0,19,426,34,55,6.9,2,7,34,92,24,3.8,4-4,9,74,3,1,0,33:20,66801,U.S. Bank Stadium,Minneapolis,MN
15,2022,401437903,2022-12-17T21:40Z,Baltimore Ravens,BAL,3,Cleveland Browns,CLE,13,Cleveland Browns,10,Final,17,6,10,1,5,12,0,3,61,324,5.3,9,126,17,30,3.8,1,3,12,198,28,7.1,0-2,3,25,2,1,0,26:52,19,10,8,1,5,15,2,2,64,283,4.4,9,140,18,28,4.5,0,3,21,143,33,4.3,1-4,3,32,0,0,0,33:08,67431,Huntington Bank Field,Cleveland,OH
15,2022,401437902,2022-12-18T01:15Z,Miami Dolphins,MIA,29,Buffalo Bills,BUF,32,Buffalo Bills,3,Final,20,9,8,3,5,14,1,1,57,405,7.1,10,217,17,30,6.8,0,2,17,188,25,7.5,1-3,8,51,0,0,0,30:07,29,16,9,4,8,14,0,0,71,446,6.3,11,296,25,40,7.0,0,2,8,150,29,5.2,4-5,7,51,1,1,0,29:53,70794,Highmark Stadium,Orchard Park,NY
15,2022,401437908,2022-12-18T18:00Z,Philadelphia Eagles,PHI,25,Chicago Bears,CHI,20,Philadelphia Eagles,5,Final,20,11,8,1,9,16,1,2,71,421,5.9,12,309,22,37,8.1,2,1,6,112,33,3.4,2-3,2,25,3,1,0,29:53,15,8,7,0,5,13,0,1,58,248,4.3,12,91,14,22,3.3,0,6,61,157,30,5.2,2-3,6,30,1,1,0,30:07,48423,Soldier Field,Chicago,IL
15,2022,401437905,2022-12-18T18:00Z,Atlanta Falcons,ATL,18,New Orleans Saints,NO,21,New Orleans Saints,3,Final,21,6,13,2,9,16,0,1,69,320,4.6,10,89,13,26,3.0,0,4,8,231,39,5.9,2-3,3,30,1,1,0,30:56,17,11,6,0,5,11,0,1,55,348,6.3,10,214,13,19,10.2,0,2,17,134,34,3.9,1-2,6,46,1,1,0,29:04,70041,Caesars Superdome,New Orleans,LA
15,2022,401437911,2022-12-18T18:00Z,Detroit Lions,DET,20,New York Jets,NYJ,17,Detroit Lions,3,Final,17,14,3,0,5,15,2,3,66,359,5.4,9,252,23,38,6.6,0,0,0,107,28,3.8,0-3,6,52,0,0,1,32:32,18,14,3,1,7,14,1,1,61,337,5.5,11,287,18,35,7.4,1,4,30,50,22,2.3,1-2,2,20,1,0,0,27:28,75076,MetLife Stadium,East Rutherford,NJ
15,2022,401437907,2022-12-18T18:00Z,Pittsburgh Steelers,PIT,24,Carolina Panthers,CAR,16,Pittsburgh Steelers,8,Final,22,9,13,0,12,16,0,0,68,325,4.8,9,169,17,22,7.3,0,1,10,156,45,3.5,3-3,7,81,0,0,0,36:11,12,10,0,2,4,11,0,0,43,209,4.9,8,188,14,23,7.0,0,4,37,21,16,1.3,1-3,5,40,0,0,0,23:49,73548,Bank of America Stadium,Charlotte,NC
15,2022,401437910,2022-12-18T18:00Z,Dallas Cowboys,DAL,34,Jacksonville Jaguars,JAX,40,Jacksonville Jaguars,6,Final,24,14,9,1,9,16,0,0,74,397,5.4,12,243,23,30,7.4,2,3,13,154,41,3.8,3-4,2,18,2,0,0,35:26,26,13,13,0,8,12,0,0,70,503,7.2,13,311,27,42,7.2,1,1,7,192,27,7.1,3-4,4,37,3,2,1,27:42,69050,EverBank Stadium,Jacksonville,FL
15,2022,401437909,2022-12-18T18:00Z,Kansas City Chiefs,KC,30,Houston Texans,HOU,24,Kansas City Chiefs,6,Final,33,20,11,2,6,12,0,0,76,502,6.6,12,313,36,41,7.3,0,2,23,189,33,5.7,2-3,10,102,2,2,0,37:22,18,8,5,5,4,10,0,0,58,219,3.8,12,125,14,29,4.2,0,1,4,94,28,3.4,3-4,4,33,1,1,0,27:25,70541,NRG Stadium,Houston,TX
