week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
10,2022,401437832,2022-11-11T01:15Z,Atlanta Falcons,ATL,15,Carolina Panthers,CAR,25,Carolina Panthers,10,Final,20,11,6,3,3,11,0,2,60,291,4.8,12,153,19,30,4.4,1,5,33,138,25,5.5,1-2,4,37,1,0,0,25:48,18,4,13,1,6,15,0,0,64,333,5.2,11,101,10,16,5.9,0,1,7,232,47,4.9,1-2,10,89,0,0,0,34:12,72029,Bank of America Stadium,Charlotte,NC
10,2022,401435638,2022-11-13T14:30Z,Seattle Seahawks,SEA,16,Tampa Bay Buccaneers,TB,21,Tampa Bay Buccaneers,5,Final,19,15,2,2,1,9,2,2,50,283,5.7,9,244,23,33,6.8,0,3,31,39,14,2.8,1-2,6,46,1,1,0,23:05,26,15,10,1,10,15,0,0,74,419,5.7,10,258,22,30,8.6,2,0,0,161,44,3.7,2-3,4,40,2,0,0,36:55,69811,Allianz Arena,Munich,
10,2022,401437833,2022-11-13T18:00Z,Minnesota Vikings,MIN,33,Buffalo Bills,BUF,30,Minnesota Vikings,3,Final,24,14,8,2,7,17,3,5,79,481,6.1,13,334,30,50,6.2,2,4,23,147,25,5.9,1-4,7,64,2,0,1,35:02,29,17,9,3,7,13,0,1,72,486,6.8,13,311,29,43,6.9,2,2,19,175,27,6.5,3-6,7,64,4,2,0,33:46,70844,Highmark Stadium,Orchard Park,NY
10,2022,401437834,2022-11-13T18:00Z,Detroit Lions,DET,31,Chicago Bears,CHI,30,Detroit Lions,1,Final,25,12,9,4,5,11,1,1,59,323,5.5,10,228,19,26,8.1,0,2,8,95,31,3.1,3-5,2,15,0,0,1,30:48,19,6,12,1,6,11,0,1,58,408,7.0,10,150,12,20,6.5,1,3,17,258,35,7.4,2-3,9,86,1,0,0,29:12,61817,Soldier Field,Chicago,IL
10,2022,401437839,2022-11-13T18:00Z,Denver Broncos,DEN,10,Tennessee Titans,TEN,17,Tennessee Titans,7,Final,18,10,5,3,4,17,2,3,73,313,4.3,13,248,21,42,5.2,1,6,38,65,25,2.6,0-0,8,50,1,0,0,33:57,14,11,2,1,6,16,0,0,60,307,5.1,13,244,19,36,6.6,0,1,11,63,23,2.7,1-2,9,60,1,1,0,26:03,69240,Nissan Stadium,Nashville,TN
10,2022,401437835,2022-11-13T18:00Z,Jacksonville Jaguars,JAX,17,Kansas City Chiefs,KC,27,Kansas City Chiefs,10,Final,17,14,3,0,4,14,2,2,61,315,5.2,11,240,29,40,5.3,0,5,19,75,16,4.7,2-3,5,30,0,0,0,31:39,26,17,7,2,7,10,1,1,62,486,7.8,10,331,26,35,9.5,1,0,0,155,27,5.7,4-5,0,0,3,2,0,28:21,73493,GEHA Field at Arrowhead Stadium,Kansas City,MO
10,2022,401437836,2022-11-13T18:00Z,Cleveland Browns,CLE,17,Miami Dolphins,MIA,39,Miami Dolphins,22,Final,20,10,7,3,5,12,2,5,62,297,4.8,9,185,22,35,4.9,0,3,27,112,24,4.7,1-2,6,52,1,1,0,26:46,29,17,11,1,6,11,1,2,67,491,7.3,9,296,26,33,8.7,0,1,6,195,33,5.9,3-5,5,43,0,0,0,33:14,66563,Hard Rock Stadium,Miami Gardens,FL
10,2022,401437837,2022-11-13T18:00Z,Houston Texans,HOU,16,New York Giants,NYG,24,New York Giants,8,Final,22,15,6,1,3,10,0,0,60,387,6.4,11,286,22,37,7.0,1,4,33,101,19,5.3,1-6,7,40,2,1,0,26:40,19,8,10,1,7,14,0,0,67,367,5.5,12,176,13,17,8.8,0,3,21,191,47,4.1,2-2,5,24,0,0,0,33:20,71615,MetLife Stadium,East Rutherford,NJ
10,2022,401437838,2022-11-13T18:00Z,New Orleans Saints,NO,10,Pittsburgh Steelers,PIT,20,Pittsburgh Steelers,10,Final,10,8,1,1,3,12,0,1,45,186,4.1,10,157,17,28,5.2,2,2,17,29,15,1.9,1-1,10,74,2,0,0,21:04,28,9,13,6,9,17,1,1,79,379,4.8,11,162,18,30,4.5,0,6,37,217,43,5.0,2-5,3,40,0,0,0,38:56,66544,Acrisure Stadium,Pittsburgh,PA
10,2022,401437840,2022-11-13T21:05Z,Indianapolis Colts,IND,25,Las Vegas Raiders,LV,20,Indianapolis Colts,5,Final,20,10,8,2,6,11,0,0,59,415,7.0,11,208,21,28,7.2,0,1,14,207,30,6.9,1-2,4,25,1,1,0,29:01,18,10,7,1,5,13,1,3,64,309,4.8,10,232,24,38,5.8,0,2,16,77,24,3.2,2-3,10,74,0,0,0,30:59,62197,Allegiant Stadium,Las Vegas,NV
