week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
5,2022,401437762,2022-10-07T00:15Z,Indianapolis Colts,IND,12,Denver Broncos,DEN,9,Indianapolis Colts,3,Final,19,14,4,1,4,16,0,0,73,306,4.2,13,200,26,41,4.3,2,6,51,106,26,4.1,0-2,8,64,2,0,0,34:36,18,11,6,1,2,15,1,2,71,375,5.3,14,250,21,39,5.8,2,4,24,125,28,4.5,0-4,7,49,2,0,0,32:51,76667,Empower Field at Mile High,Denver,CO
5,2022,401435640,2022-10-09T13:30Z,New York Giants,NYG,27,Green Bay Packers,GB,22,New York Giants,5,Final,24,12,8,4,6,11,0,1,59,338,5.7,8,213,21,27,7.6,0,1,4,125,31,4.0,3-4,6,63,0,0,0,32:11,22,15,5,2,4,10,0,1,61,301,4.9,9,207,25,39,5.0,0,2,15,94,20,4.7,2-3,7,37,0,0,0,27:49,61024,Tottenham Hotspur Stadium,London,
5,2022,401437763,2022-10-09T17:00Z,Pittsburgh Steelers,PIT,3,Buffalo Bills,BUF,38,Buffalo Bills,35,Final,23,19,2,2,5,15,0,3,72,364,5.1,11,310,34,52,5.6,1,3,17,54,17,3.2,0-4,6,54,2,1,0,36:08,21,15,4,2,5,9,0,0,54,552,10.2,13,432,22,36,12.0,1,0,0,120,18,6.7,1-4,5,28,2,1,0,23:52,70764,Highmark Stadium,Orchard Park,NY
5,2022,401437764,2022-10-09T17:00Z,Los Angeles Chargers,LAC,30,Cleveland Browns,CLE,28,Los Angeles Chargers,2,Final,26,13,9,4,3,10,0,2,69,465,6.7,11,227,22,34,6.5,0,1,1,238,34,7.0,2-5,4,17,0,0,0,29:58,27,15,11,1,4,10,0,1,65,443,6.8,10,230,21,34,6.8,1,0,0,213,31,6.9,3-4,6,65,1,0,0,30:02,67431,Huntington Bank Field,Cleveland,OH
5,2022,401437766,2022-10-09T17:00Z,Chicago Bears,CHI,22,Minnesota Vikings,MIN,29,Minnesota Vikings,7,Final,14,9,4,1,4,10,1,1,47,271,5.8,8,193,15,21,8.4,0,2,15,78,24,3.3,2-2,6,40,1,1,0,23:16,29,18,10,1,12,15,0,0,74,429,5.8,9,312,33,42,7.3,1,1,7,117,31,3.8,4-4,7,70,1,0,0,36:44,66929,U.S. Bank Stadium,Minneapolis,MN
5,2022,401437767,2022-10-09T17:00Z,Detroit Lions,DET,0,New England Patriots,NE,29,New England Patriots,29,Final,17,9,6,2,4,12,0,6,64,312,4.9,10,211,19,35,5.7,1,2,18,101,27,3.7,0-3,7,82,2,1,0,28:31,22,11,7,4,3,9,0,0,56,364,6.5,9,188,17,21,9.0,1,0,0,176,35,5.0,0-4,6,46,1,0,1,31:29,65878,Gillette Stadium,Foxborough,MA
5,2022,401437768,2022-10-09T17:00Z,Seattle Seahawks,SEA,32,New Orleans Saints,NO,39,New Orleans Saints,7,Final,15,9,4,2,1,9,0,1,49,396,8.1,13,245,16,25,8.8,0,3,23,151,21,7.2,0-1,12,85,1,1,0,22:25,26,9,14,3,8,14,0,0,74,438,5.9,14,203,17,25,7.8,1,1,6,235,48,4.9,3-3,6,57,2,1,0,37:35,70003,Caesars Superdome,New Orleans,LA
5,2022,401437769,2022-10-09T17:00Z,Miami Dolphins,MIA,17,New York Jets,NYJ,40,New York Jets,23,Final,19,8,8,3,4,11,0,2,62,295,4.8,12,158,19,34,4.4,1,2,8,137,26,5.3,2-3,11,102,2,1,0,29:02,21,9,8,4,5,11,0,1,56,322,5.8,13,187,14,21,8.1,0,2,23,135,33,4.1,5-6,5,105,0,0,0,30:58,82500,MetLife Stadium,East Rutherford,NJ
5,2022,401437770,2022-10-09T17:00Z,Atlanta Falcons,ATL,15,Tampa Bay Buccaneers,TB,21,Tampa Bay Buccaneers,6,Final,19,7,10,2,6,14,1,1,61,261,4.3,9,110,14,25,3.7,0,5,37,151,31,4.9,2-2,6,55,0,0,0,30:34,26,17,7,2,9,16,0,1,75,420,5.6,10,351,35,52,6.8,0,0,0,69,23,3.0,2-5,6,45,0,0,0,29:26,68299,Raymond James Stadium,Tampa,FL
5,2022,401437771,2022-10-09T17:00Z,Tennessee Titans,TEN,21,Washington Commanders,WSH,17,Tennessee Titans,4,Final,15,6,7,2,4,14,1,1,62,241,3.9,12,136,15,25,4.5,0,5,45,105,32,3.3,3-3,8,69,0,0,0,32:40,17,11,4,2,1,11,1,2,58,385,6.6,12,342,25,38,8.3,1,3,17,43,17,2.5,0-1,9,71,1,0,0,27:20,51836,Northwest Stadium,Landover,MD
