season,week,home_team,home_id,home_conference,home_points,home_pregame_elo,home_postgame_elo,away_team,away_id,away_conference,away_points,away_pregame_elo,away_postgame_elo,conference_game,margin
2010,1,Wake Forest,154,ACC,53,,,Presbyterian,2506,Big South,13,,,0,40
2010,1,Buffalo,2084,Mid-American,31,,,Rhode Island,227,CAA,0,,,0,31
2010,1,Maine,311,CAA,0,,,UAlbany,399,NEC,3,,,0,-3
2010,1,Ball State,2050,Mid-American,27,,,Southeast Missouri State,2546,OVC,10,,,0,17
2010,1,Delaware,48,CAA,31,,,West Chester,223,,0,,,0,31
2010,1,Kent State,2309,Mid-American,41,,,Murray State,93,OVC,10,,,0,31
2010,1,North Carolina Central,2428,MEAC,59,,,Johnson C Smith,2304,,0,,,0,59
2010,1,Central Michigan,2117,Mid-American,33,,,Hampton,2261,MEAC,0,,,0,33
2010,1,Western Illinois,2710,MVFC,45,,,Valparaiso,2674,Pioneer,0,,,0,45
2010,1,Miami,2390,ACC,45,,,Florida A&M,50,MEAC,0,,,0,45
2010,1,Illinois State,2287,MVFC,55,,,Central Missouri,2118,,54,,,0,1
2010,1,Ohio State,194,Big Ten,45,1808.0,1861.0,Marshall,276,Conference USA,7,1365.0,1312.0,0,38
2010,1,Georgia State,2247,FCS Independents,41,,,Shorter,2560,,7,,,0,34
2010,1,Middle Tennessee,2393,Sun Belt,17,1524.0,1507.0,Minnesota,135,Big Ten,24,1476.0,1493.0,0,-7
2010,1,South Carolina,2579,SEC,41,1565.0,1634.0,Southern Miss,2572,Conference USA,13,1533.0,1464.0,0,28
2010,1,Indiana,84,Big Ten,51,,,Towson,119,CAA,17,,,0,34
2010,1,Rutgers,164,Big East,31,,,Norfolk State,2450,MEAC,0,,,0,31
2010,1,Iowa State,66,Big 12,27,1423.0,1465.0,Northern Illinois,2459,Mid-American,10,1475.0,1433.0,0,17
2010,1,Southern Illinois,79,MVFC,70,,,Quincy,2825,,7,,,0,63
2010,1,Central Arkansas,2110,Southland,47,,,Elizabeth City State,2207,,20,,,0,27
2010,1,Tulane,2655,Conference USA,27,,,SE Louisiana,2545,Southland,21,,,0,6
2010,1,UAB,5,Conference USA,31,1380.0,1375.0,Florida Atlantic,2226,Sun Belt,32,1307.0,1312.0,0,-1
2010,1,Utah,254,Mountain West,27,1665.0,1666.0,Pittsburgh,221,Big East,24,1688.0,1687.0,0,3
2010,1,Idaho,70,Western Athletic,45,,,North Dakota,155,Great West,0,,,0,45
2010,1,Nevada,2440,Western Athletic,49,,,Eastern Washington,331,Big Sky,24,,,0,25
2010,1,Northern Arizona,2464,Big Sky,48,,,Western New Mexico,2703,,0,,,0,48
2010,1,Hawai'i,62,Western Athletic,36,1313.0,1318.0,USC,30,Pac-10,49,1700.0,1695.0,0,-13
2010,1,Missouri State,2623,MVFC,31,,,Eastern Kentucky,2198,OVC,9,,,0,22
2010,1,Temple,218,Mid-American,31,,,Villanova,222,CAA,24,,,0,7
2010,1,Marist,2368,Pioneer,25,,,Sacred Heart,2529,NEC,28,,,0,-3
2010,1,Toledo,2649,Mid-American,2,1302.0,1227.0,Arizona,12,Pac-10,41,1607.0,1682.0,0,-39
2010,1,Liberty,2335,Big South,52,,,St. Francis (PA),2598,NEC,7,,,0,45
2010,1,Penn State,213,Big Ten,44,,,Youngstown State,2754,MVFC,14,,,0,30
2010,1,New Hampshire,160,CAA,33,,,Central Connecticut,2115,NEC,3,,,0,30
2010,1,Florida State,52,ACC,59,,,Samford,2535,Southern,6,,,0,53
2010,1,Florida,57,SEC,34,1925.0,1910.0,Miami (OH),193,Mid-American,12,1193.0,1208.0,0,22
2010,1,Michigan State,127,Big Ten,38,1560.0,1598.0,Western Michigan,2711,Mid-American,14,1361.0,1323.0,0,24
2010,1,Iowa,2294,Big Ten,37,,,Eastern Illinois,2197,OVC,7,,,0,30
2010,1,Georgia,61,SEC,55,1637.0,1730.0,Louisiana,309,Sun Belt,7,1267.0,1174.0,0,48
2010,1,Missouri,142,Big 12,23,1592.0,1608.0,Illinois,356,Big Ten,13,1488.0,1472.0,0,10
2010,1,Holy Cross,107,Patriot,38,,,Howard,47,MEAC,7,,,0,31
2010,1,Dayton,2168,Pioneer,28,,,Robert Morris,2523,NEC,14,,,0,14
2010,1,Albion,2790,,13,,,Butler,2086,Pioneer,29,,,0,-16
2010,1,Georgia Tech,59,ACC,41,,,South Carolina State,2569,MEAC,10,,,0,31
2010,1,The Citadel,2643,Southern,56,,,Chowan,2804,,14,,,0,42
2010,1,Boston College,103,ACC,38,,,Weber State,2692,Big Sky,20,,,0,18
2010,1,Charleston Southern,2127,Big South,41,,,North Greenville,2822,,31,,,0,10
2010,1,VMI,2678,Big South,48,,,Lock Haven University,209,,6,,,0,42
2010,1,Colorado State,36,Mountain West,3,1335.0,1300.0,Colorado,38,Big 12,24,1439.0,1474.0,0,-21
2010,1,Air Force,2005,Mountain West,65,,,Northwestern State,2466,Southland,21,,,0,44
2010,1,Montana State,147,Big Sky,59,,,Fort Lewis,2237,,10,,,0,49
2010,1,Bryant,2803,NEC,44,,,Fordham,2230,Patriot,30,,,0,14
2010,1,Montana,149,Big Sky,73,,,Western Colorado,2714,,2,,,0,71
2010,1,Chattanooga,236,Southern,41,,,App State,2026,Southern,42,,,1,-1
2010,1,Notre Dame,87,FBS Independents,23,1593.0,1605.0,Purdue,2509,Big Ten,12,1492.0,1480.0,0,11
2010,1,Oregon,2483,Pac-10,72,1801.0,1955.0,New Mexico,167,Mountain West,0,1281.0,1127.0,1,72
2010,1,Louisville,97,Big East,16,1369.0,1370.0,Kentucky,96,SEC,23,1560.0,1559.0,0,-7
2010,1,Michigan,130,Big Ten,30,1467.0,1529.0,UConn,41,Big East,10,1604.0,1542.0,0,20
2010,1,Kansas State,2306,Big 12,31,1496.0,1512.0,UCLA,26,Pac-10,22,1512.0,1496.0,0,9
2010,1,Clemson,228,ACC,35,1698.0,1709.0,North Texas,249,Sun Belt,10,1192.0,1181.0,0,25
2010,1,Rice,242,Conference USA,17,1144.0,1175.0,Texas,251,Big 12,34,1904.0,1873.0,0,-17
2010,1,West Virginia,277,Big East,31,1595.0,1649.0,Coastal Carolina,324,Big South,0,1350.0,1296.0,0,31
2010,1,Massachusetts,113,CAA,27,,,William & Mary,2729,CAA,23,,,1,4
2010,1,Ole Miss,145,SEC,48,,,Jacksonville State,55,OVC,49,,,0,-1
2010,1,Northern Colorado,2458,Big Sky,54,,,Adams State,2001,,0,,,0,54
2010,1,California,25,Pac-10,52,,,UC Davis,302,Great West,3,,,0,49
2010,1,Bethune-Cookman,2065,MEAC,70,,,Edward Waters,2206,,10,,,0,60
2010,1,Jackson State,2296,SWAC,32,,,Delta State,2170,,17,,,0,15
2010,1,Alcorn State,2016,SWAC,50,,,Langston University,2324,,27,,,0,23
2010,1,Idaho State,304,Big Sky,32,,,Montana-Western,2701,,3,,,0,29
2010,1,Akron,2006,Mid-American,3,1254.0,1201.0,Syracuse,183,Big East,29,1393.0,1446.0,0,-26
2010,1,Duquesne,2184,NEC,17,,,Bucknell,2083,Patriot,13,,,0,4
2010,1,Davidson,2166,Pioneer,10,,,Georgetown,46,Patriot,20,,,0,-10
2010,1,Old Dominion,295,FCS Independents,25,,,Jacksonville,294,Pioneer,35,,,0,-10
2010,1,Colgate,2142,Patriot,30,,,Monmouth,2405,NEC,29,,,0,1
2010,1,James Madison,256,CAA,48,,,Morehead State,2413,Pioneer,7,,,0,41
2010,1,NC State,152,ACC,48,,,Western Carolina,2717,Southern,7,,,0,41
2010,1,Gardner-Webb,2241,Big South,28,,,Brevard College,2913,,14,,,0,14
2010,1,Georgia Southern,290,Southern,48,,,Savannah St,2542,MEAC,3,,,0,45
2010,1,UVA Wise,2842,,16,,,Campbell,2097,Pioneer,20,,,0,-4
2010,1,Virginia,258,ACC,34,,,Richmond,257,CAA,13,,,0,21
2010,1,North Carolina A&T,2448,MEAC,14,,,Winston-Salem,2736,CIAA,21,,,0,-7
2010,1,Morgan State,2415,MEAC,14,,,Bowie State,2075,,7,,,0,7
2010,1,UCF,2116,Conference USA,38,,,South Dakota,233,Great West,7,,,0,31
2010,1,Tennessee,2633,SEC,50,,,UT Martin,2630,OVC,0,,,0,50
2010,1,Stanford,24,Pac-10,52,,,Sacramento State,16,Big Sky,17,,,0,35
2010,1,Auburn,2,SEC,52,1585.0,1621.0,Arkansas State,2032,Sun Belt,26,1311.0,1275.0,0,26
2010,1,Ohio,195,Mid-American,33,,,Wofford,2747,Southern,10,,,0,23
2010,1,Grambling,2755,SWAC,6,,,Louisiana Tech,2348,Western Athletic,20,,,0,-14
2010,1,Duke,150,ACC,41,,,Elon,2210,Southern,27,,,0,14
2010,1,Kansas,2305,Big 12,3,,,North Dakota State,2449,MVFC,6,,,0,-3
2010,1,Troy,2653,Sun Belt,30,1511.0,1511.0,Bowling Green,189,Mid-American,27,1473.0,1473.0,0,3
2010,1,Oklahoma State,197,Big 12,65,1639.0,1712.0,Washington State,265,Pac-10,17,1109.0,1036.0,0,48
2010,1,Mississippi State,344,SEC,49,1503.0,1594.0,Memphis,235,Conference USA,7,1265.0,1174.0,0,42
2010,1,BYU,252,Mountain West,23,1727.0,1723.0,Washington,264,Pac-10,17,1482.0,1486.0,1,6
2010,1,Eastern Michigan,2199,Mid-American,27,1100.0,1106.0,Army,349,FBS Independents,31,1299.0,1293.0,0,-4
2010,1,Arkansas,8,SEC,44,,,Tennessee Tech,2635,OVC,3,,,0,41
2010,1,Nebraska,158,Big 12,49,1782.0,1816.0,Western Kentucky,98,Sun Belt,10,1151.0,1117.0,0,39
2010,1,Oklahoma,201,Big 12,31,1889.0,1872.0,Utah State,328,Western Athletic,24,1372.0,1389.0,0,7
2010,1,Alabama,333,SEC,48,1889.0,1931.0,San José State,23,Western Athletic,3,1174.0,1132.0,0,45
2010,1,Tennessee State,2634,OVC,27,,,Alabama A&M,2010,SWAC,14,,,0,13
2010,1,Indiana State,282,MVFC,57,,,St. Joseph's (IN),2601,,7,,,0,50
2010,1,Texas A&M,245,Big 12,48,,,Stephen F. Austin,2617,Southland,7,,,0,41
2010,1,Baylor,239,Big 12,34,,,Sam Houston,2534,Southland,3,,,0,31
2010,1,Drake,2181,Pioneer,14,,,Lehigh,2329,Patriot,28,,,0,-14
2010,1,South Florida,58,Big East,59,,,Stony Brook,2619,Big South,14,,,0,45
2010,1,Vanderbilt,238,SEC,21,1429.0,1431.0,Northwestern,77,Big Ten,23,1517.0,1515.0,0,-2
2010,1,TCU,2628,Mountain West,30,1881.0,1883.0,Oregon State,204,Pac-10,21,1620.0,1618.0,1,9
2010,1,San Diego State,21,Mountain West,47,,,Nicholls,2447,Southland,0,,,0,47
2010,1,North Carolina,153,ACC,24,1621.0,1620.0,LSU,99,SEC,30,1694.0,1695.0,0,-6
2010,1,Houston,248,Conference USA,68,1602.0,1692.0,Texas State,326,Southland,28,1407.0,1317.0,0,40
2010,1,McNeese,2377,Southland,30,,,Lamar,2320,Southland,27,,,1,3
2010,1,Alabama State,2011,SWAC,34,,,Mississippi Valley State,2400,SWAC,6,,,1,28
2010,1,Wyoming,2751,Mountain West,28,,,Southern Utah,253,Great West,20,,,0,8
2010,1,San Diego,301,Pioneer,14,,,Azusa Pacific,2049,,42,,,0,-28
2010,1,Cal Poly,13,Great West,23,,,Humboldt State,2278,,17,,,0,6
2010,1,UTEP,2638,Conference USA,31,,,Arkansas-Pine Bluff,2029,SWAC,10,,,0,21
2010,1,Arizona State,9,Pac-10,54,,,Portland State,2502,Big Sky,9,,,0,45
2010,1,Fresno State,278,Western Athletic,28,1435.0,1484.0,Cincinnati,2132,Big East,14,1661.0,1612.0,0,14
2010,1,UNLV,2439,Mountain West,21,1321.0,1308.0,Wisconsin,275,Big Ten,41,1676.0,1689.0,1,-20
2010,1,Delaware State,2169,MEAC,27,,,Southern,2582,SWAC,37,,,0,-10
2010,1,East Carolina,151,Conference USA,51,1604.0,1603.0,Tulsa,202,Conference USA,49,1496.0,1497.0,1,2
2010,1,Texas Tech,2641,Big 12,35,1794.0,1789.0,SMU,2567,Conference USA,27,1505.0,1510.0,0,8
2010,1,Texas Southern,2640,SWAC,14,,,Prairie View A&M,2504,SWAC,16,,,1,-2
2010,1,Maryland,120,ACC,17,1409.0,1425.0,Navy,2426,FBS Independents,14,1612.0,1596.0,0,3
2010,1,Virginia Tech,259,ACC,30,1785.0,1786.0,Boise State,68,Western Athletic,33,1831.0,1830.0,0,-3
2010,2,Temple,218,Mid-American,13,1536.0,1538.0,Central Michigan,2117,Mid-American,10,1620.0,1618.0,1,3
2010,2,Mississippi State,344,SEC,14,1594.0,1591.0,Auburn,2,SEC,17,1621.0,1624.0,1,-3
2010,2,Marshall,276,Conference USA,21,1312.0,1326.0,West Virginia,277,Big East,24,1649.0,1635.0,0,-3
2010,2,Houston,248,Conference USA,54,1692.0,1740.0,UTEP,2638,Conference USA,24,1419.0,1371.0,1,30
2010,2,UConn,41,Big East,62,,,Texas Southern,2640,SWAC,3,,,0,59
2010,2,Cincinnati,2132,Big East,40,,,Indiana State,282,MVFC,7,,,0,33
2010,2,Duquesne,2184,NEC,35,,,Dayton,2168,Pioneer,31,,,0,4
2010,2,Northwestern,77,Big Ten,37,,,Illinois State,2287,MVFC,3,,,0,34
2010,2,Akron,2006,Mid-American,37,,,Gardner-Webb,2241,Big South,38,,,0,-1
2010,2,Purdue,2509,Big Ten,31,,,Western Illinois,2710,MVFC,21,,,0,10
2010,2,Minnesota,135,Big Ten,38,,,South Dakota,233,Great West,41,,,0,-3
2010,2,East Carolina,151,Conference USA,49,1603.0,1614.0,Memphis,235,Conference USA,27,1174.0,1163.0,1,22
2010,2,South Carolina,2579,SEC,17,1634.0,1661.0,Georgia,61,SEC,6,1730.0,1703.0,1,11
2010,2,Kansas,2305,Big 12,28,1574.0,1576.0,Georgia Tech,59,ACC,25,1675.0,1673.0,0,3
2010,2,Central Connecticut,2115,NEC,45,,,Bentley,2060,,14,,,0,31
2010,2,Wisconsin,275,Big Ten,27,1689.0,1673.0,San José State,23,Western Athletic,14,1132.0,1148.0,0,13
2010,2,Sacred Heart,2529,NEC,31,,,Robert Morris,2523,NEC,35,,,1,-4
2010,2,Army,349,FBS Independents,28,1293.0,1290.0,Hawai'i,62,Western Athletic,31,1318.0,1321.0,0,-3
2010,2,Wake Forest,154,ACC,54,1499.0,1502.0,Duke,150,ACC,48,1411.0,1408.0,1,6
2010,2,Florida Atlantic,2226,Sun Belt,17,1312.0,1314.0,Michigan State,127,Big Ten,30,1598.0,1596.0,0,-13
2010,2,Florida,57,SEC,38,1910.0,1929.0,South Florida,58,Big East,14,1521.0,1502.0,0,24
2010,2,Nebraska,158,Big 12,38,1816.0,1816.0,Idaho,70,Western Athletic,17,1291.0,1291.0,0,21
2010,2,Lehigh,2329,Patriot,0,,,Villanova,222,CAA,35,,,0,-35
2010,2,Pittsburgh,221,Big East,38,,,New Hampshire,160,CAA,16,,,0,22
2010,2,Campbell,2097,Pioneer,13,,,Old Dominion,295,FCS Independents,44,,,0,-31
2010,2,Georgia State,2247,FCS Independents,14,,,Lambuth,2321,,23,,,0,-9
2010,2,Howard,47,MEAC,21,,,Hampton,2261,MEAC,31,,,1,-10
2010,2,Monmouth,2405,NEC,23,,,Maine,311,CAA,31,,,0,-8
2010,2,Bryant,2803,NEC,44,,,St. Anselm,2830,,21,,,0,23
2010,2,Morehead State,2413,Pioneer,31,,,St. Francis (PA),2598,NEC,21,,,0,10
2010,2,Delaware,48,CAA,26,,,South Dakota State,2571,MVFC,3,,,0,23
2010,2,Charleston Southern,2127,Big South,23,,,Wofford,2747,Southern,34,,,0,-11
