year,team,conference,elo,week
2017,Akron,Mid-American,1211,1
2017,Alabama,SEC,2069,1
2017,App State,Sun Belt,1539,1
2017,Arizona State,Pac-12,1408,1
2017,Arkansas State,Sun Belt,1534,1
2017,Auburn,SEC,1823,1
2017,Ball State,Mid-American,1319,1
2017,Baylor,Big 12,1556,1
2017,Boise State,Mountain West,1619,1
2017,Boston College,ACC,1420,1
2017,Bowling Green,Mid-American,1310,1
2017,Buffalo,Mid-American,1228,1
2017,BYU,FBS Independents,1594,1
2017,California,Pac-12,1540,1
2017,Charlotte,Conference USA,1166,1
2017,Clemson,ACC,2043,1
2017,Coastal Carolina,Sun Belt,1455,1
2017,Colorado,Pac-12,1636,1
2017,Colorado State,Mountain West,1576,1
2017,East Carolina,American Athletic,1298,1
2017,Eastern Michigan,Mid-American,1332,1
2017,Florida,SEC,1658,1
2017,Florida Atlantic,Conference USA,1199,1
2017,Florida International,Conference USA,1166,1
2017,Florida State,ACC,1722,1
2017,Georgia,SEC,1653,1
2017,Georgia Southern,Sun Belt,1385,1
2017,Georgia Tech,ACC,1591,1
2017,Hawai'i,Mountain West,1276,1
2017,Illinois,Big Ten,1318,1
2017,Indiana,Big Ten,1487,1
2017,Iowa,Big Ten,1639,1
2017,James Madison,CAA,1461,1
2017,Kent State,Mid-American,1199,1
2017,Kentucky,SEC,1500,1
2017,Liberty,Big South,1416,1
2017,Louisville,ACC,1727,1
2017,LSU,SEC,1874,1
2017,Marshall,Conference USA,1308,1
2017,Maryland,Big Ten,1406,1
2017,Massachusetts,FBS Independents,1226,1
2017,Memphis,American Athletic,1622,1
2017,Miami (OH),Mid-American,1367,1
2017,Michigan,Big Ten,1929,1
2017,Michigan State,Big Ten,1610,1
2017,Middle Tennessee,Conference USA,1326,1
2017,Minnesota,Big Ten,1593,1
2017,Navy,American Athletic,1647,1
2017,NC State,ACC,1558,1
2017,Nebraska,Big Ten,1530,1
2017,Nevada,Mountain West,1399,1
2017,New Mexico State,Sun Belt,1196,1
2017,North Carolina,ACC,1647,1
2017,Northern Illinois,Mid-American,1470,1
2017,Northwestern,Big Ten,1584,1
2017,Notre Dame,FBS Independents,1742,1
2017,Ohio State,Big Ten,1990,1
2017,Oklahoma,Big 12,1928,1
2017,Oklahoma State,Big 12,1817,1
2017,Ole Miss,SEC,1590,1
