year,team,conference,elo,week
2021,Akron,Mid-American,1028,1
2021,Alabama,SEC,2121,1
2021,App State,Sun Belt,1666,1
2021,Arizona,Pac-12,1304,1
2021,Arkansas,SEC,1470,1
2021,Army,FBS Independents,1625,1
2021,Auburn,SEC,1740,1
2021,Baylor,Big 12,1523,1
2021,Boise State,Mountain West,1599,1
2021,Bowling Green,Mid-American,1006,1
2021,BYU,FBS Independents,1811,1
2021,California,Pac-12,1454,1
2021,Central Michigan,Mid-American,1426,1
2021,Charlotte,Conference USA,1366,1
2021,Cincinnati,American Athletic,1837,1
2021,Clemson,ACC,1924,1
2021,Duke,ACC,1295,1
2021,East Carolina,American Athletic,1396,1
2021,Florida,SEC,1730,1
2021,Florida Atlantic,Conference USA,1475,1
2021,Florida State,ACC,1374,1
2021,Fresno State,Mountain West,1564,1
2021,Georgia,SEC,1818,1
2021,Georgia State,Sun Belt,1334,1
2021,Georgia Tech,ACC,1366,1
2021,Hawai'i,Mountain West,1378,1
2021,Houston,American Athletic,1457,1
2021,Illinois,Big Ten,1400,1
2021,Indiana,Big Ten,1595,1
2021,Iowa,Big Ten,1860,1
2021,Kansas State,Big 12,1497,1
2021,Kent State,Mid-American,1394,1
2021,Kentucky,SEC,1593,1
2021,Louisiana,Sun Belt,1611,1
2021,Louisiana Tech,Conference USA,1342,1
2021,Louisville,ACC,1509,1
2021,LSU,SEC,1646,1
2021,Marshall,Conference USA,1640,1
2021,Maryland,Big Ten,1396,1
2021,Massachusetts,FBS Independents,995,1
2021,Miami,ACC,1585,1
2021,Miami (OH),Mid-American,1373,1
2021,Michigan,Big Ten,1672,1
2021,Michigan State,Big Ten,1489,1
2021,Minnesota,Big Ten,1582,1
2021,Mississippi State,SEC,1508,1
2021,Missouri,SEC,1515,1
2021,Navy,American Athletic,1275,1
2021,NC State,ACC,1565,1
2021,Nebraska,Big Ten,1484,1
2021,Nevada,Mountain West,1495,1
2021,New Mexico State,FBS Independents,1178,1
2021,North Carolina,ACC,1704,1
2021,Northern Illinois,Mid-American,1308,1
2021,Northwestern,Big Ten,1574,1
2021,Notre Dame,FBS Independents,1764,1
2021,Ohio,Mid-American,1489,1
2021,Ohio State,Big Ten,1908,1
2021,Oklahoma,Big 12,1869,1
2021,Old Dominion,Conference USA,1242,1
2021,Ole Miss,SEC,1626,1
2021,Oregon,Pac-12,1700,1
2021,Oregon State,Pac-12,1436,1
2021,Penn State,Big Ten,1685,1
2021,Pittsburgh,ACC,1609,1
2021,Purdue,Big Ten,1483,1
2021,Rice,Conference USA,1394,1
2021,Rutgers,Big Ten,1523,1
2021,San Diego State,Mountain West,1582,1
2021,San José State,Mountain West,1469,1
