year,team,conference,elo,week
2022,Air Force,Mountain West,1650,1
2022,Akron,Mid-American,1096,1
2022,Alabama,SEC,2089,1
2022,App State,Sun Belt,1648,1
2022,Arizona,Pac-12,1377,1
2022,Arizona State,Pac-12,1614,1
2022,Arkansas,SEC,1646,1
2022,Arkansas State,Sun Belt,1262,1
2022,Army,FBS Independents,1534,1
2022,Auburn,SEC,1632,1
2022,Ball State,Mid-American,1294,1
2022,Baylor,Big 12,1690,1
2022,Boise State,Mountain West,1615,1
2022,Boston College,ACC,1438,1
2022,Bowling Green,Mid-American,1187,1
2022,Buffalo,Mid-American,1344,1
2022,BYU,FBS Independents,1685,1
2022,California,Pac-12,1510,1
2022,Central Michigan,Mid-American,1528,1
2022,Charlotte,Conference USA,1206,1
2022,Cincinnati,American Athletic,1781,1
2022,Clemson,ACC,1795,1
2022,Coastal Carolina,Sun Belt,1657,1
2022,Colorado,Pac-12,1326,1
2022,Colorado State,Mountain West,1329,1
2022,Duke,ACC,1240,1
2022,East Carolina,American Athletic,1522,1
2022,Eastern Michigan,Mid-American,1380,1
2022,Florida,SEC,1576,1
2022,Florida Atlantic,Conference USA,1485,1
2022,Florida International,Conference USA,1080,1
2022,Florida State,ACC,1504,1
2022,Fresno State,Mountain West,1590,1
2022,Georgia,SEC,2070,1
2022,Georgia Southern,Sun Belt,1382,1
2022,Georgia State,Sun Belt,1468,1
2022,Georgia Tech,ACC,1317,1
2022,Hawai'i,Mountain West,1188,1
2022,Houston,American Athletic,1617,1
2022,Illinois,Big Ten,1579,1
2022,Indiana,Big Ten,1335,1
2022,Iowa,Big Ten,1624,1
2022,Iowa State,Big 12,1779,1
2022,James Madison,Sun Belt,1427,1
2022,Kansas,Big 12,1194,1
2022,Kansas State,Big 12,1616,1
2022,Kent State,Mid-American,1299,1
2022,Kentucky,SEC,1713,1
2022,Liberty,FBS Independents,1586,1
2022,Louisiana,Sun Belt,1720,1
2022,Louisiana Tech,Conference USA,1240,1
2022,Louisville,ACC,1489,1
2022,LSU,SEC,1535,1
2022,Marshall,Sun Belt,1548,1
2022,Maryland,Big Ten,1534,1
2022,Massachusetts,FBS Independents,997,1
2022,Memphis,American Athletic,1427,1
2022,Miami,ACC,1570,1
2022,Miami (OH),Mid-American,1473,1
2022,Michigan,Big Ten,1918,1
2022,Michigan State,Big Ten,1613,1
2022,Middle Tennessee,Conference USA,1318,1
2022,Minnesota,Big Ten,1691,1
2022,Mississippi State,SEC,1583,1
2022,Missouri,SEC,1465,1
2022,Navy,American Athletic,1403,1
2022,NC State,ACC,1628,1
2022,Nebraska,Big Ten,1623,1
2022,Nevada,Mountain West,1585,1
2022,New Mexico,Mountain West,1229,1
2022,New Mexico State,FBS Independents,1140,1
2022,North Carolina,ACC,1563,1
2022,Northern Illinois,Mid-American,1376,1
2022,North Texas,Conference USA,1366,1
2022,Northwestern,Big Ten,1381,1
2022,Notre Dame,FBS Independents,1814,1
2022,Ohio,Mid-American,1371,1
2022,Ohio State,Big Ten,1944,1
2022,Oklahoma,Big 12,1786,1
2022,Oklahoma State,Big 12,1783,1
2022,Old Dominion,Sun Belt,1391,1
2022,Ole Miss,SEC,1670,1
2022,Oregon,Pac-12,1484,1
2022,Oregon State,Pac-12,1593,1
2022,Penn State,Big Ten,1674,1
2022,Pittsburgh,ACC,1667,1
2022,Purdue,Big Ten,1631,1
2022,Rice,Conference USA,1120,1
2022,Rutgers,Big Ten,1370,1
2022,San Diego State,Mountain West,1464,1
2022,San José State,Mountain West,1338,1
2022,SMU,American Athletic,1671,1
2022,South Alabama,Sun Belt,1351,1
2022,South Carolina,SEC,1540,1
2022,Southern Miss,Sun Belt,1280,1
2022,South Florida,American Athletic,1247,1
2022,Stanford,Pac-12,1355,1
2022,Syracuse,ACC,1484,1
2022,TCU,Big 12,1497,1
2022,Temple,American Athletic,1029,1
2022,Tennessee,SEC,1756,1
2022,Texas,Big 12,1700,1
2022,Texas A&M,SEC,1708,1
2022,Texas State,Sun Belt,1241,1
2022,Texas Tech,Big 12,1536,1
2022,Toledo,Mid-American,1534,1
2022,Troy,Sun Belt,1335,1
2022,Tulane,American Athletic,1483,1
2022,Tulsa,American Athletic,1500,1
2022,UAB,Conference USA,1546,1
2022,UCF,American Athletic,1569,1
2022,UCLA,Pac-12,1690,1
2022,UConn,FBS Independents,1117,1
2022,UL Monroe,Sun Belt,1140,1
2022,UNLV,Mountain West,1300,1
2022,USC,Pac-12,1612,1
2022,Utah,Pac-12,1786,1
2022,Utah State,Mountain West,1445,1
2022,UTEP,Conference USA,1286,1
2022,UTSA,Conference USA,1515,1
2022,Vanderbilt,SEC,1425,1
2022,Virginia,ACC,1526,1
2022,Virginia Tech,ACC,1411,1
2022,Wake Forest,ACC,1640,1
2022,Washington,Pac-12,1577,1
2022,Washington State,Pac-12,1590,1
2022,Western Kentucky,Conference USA,1719,1
2022,Western Michigan,Mid-American,1488,1
2022,West Virginia,Big 12,1490,1
2022,Wisconsin,Big Ten,1742,1
2022,Wyoming,Mountain West,1411,1
2022,Air Force,Mountain West,1695,2
2022,Akron,Mid-American,1009,2
2022,Alabama,SEC,2073,2
2022,App State,Sun Belt,1656,2
2022,Arizona,Pac-12,1343,2
2022,Arizona State,Pac-12,1592,2
2022,Arkansas,SEC,1665,2
2022,Arkansas State,Sun Belt,1249,2
2022,Army,FBS Independents,1528,2
2022,Auburn,SEC,1627,2
2022,Ball State,Mid-American,1295,2
2022,Baylor,Big 12,1683,2
2022,Boise State,Mountain West,1618,2
2022,Boston College,ACC,1398,2
2022,Bowling Green,Mid-American,1167,2
2022,Buffalo,Mid-American,1342,2
2022,BYU,FBS Independents,1692,2
2022,California,Pac-12,1507,2
2022,Central Michigan,Mid-American,1477,2
2022,Charlotte,Conference USA,1151,2
2022,Cincinnati,American Athletic,1787,2
2022,Clemson,ACC,1825,2
2022,Coastal Carolina,Sun Belt,1658,2
2022,Colorado,Pac-12,1281,2
2022,Colorado State,Mountain West,1293,2
2022,Duke,ACC,1268,2
2022,East Carolina,American Athletic,1550,2
2022,Eastern Michigan,Mid-American,1345,2
2022,Florida,SEC,1567,2
2022,Florida Atlantic,Conference USA,1487,2
2022,Florida International,Conference USA,1022,2
2022,Florida State,ACC,1504,2
2022,Fresno State,Mountain West,1586,2
2022,Georgia,SEC,2087,2
2022,Georgia Southern,Sun Belt,1402,2
2022,Georgia State,Sun Belt,1462,2
2022,Georgia Tech,ACC,1287,2
2022,Hawai'i,Mountain West,1145,2
2022,Houston,American Athletic,1615,2
2022,Illinois,Big Ten,1623,2
2022,Indiana,Big Ten,1340,2
2022,Iowa,Big Ten,1629,2
2022,Iowa State,Big 12,1774,2
2022,James Madison,Sun Belt,1596,2
2022,Kansas,Big 12,1254,2
2022,Kansas State,Big 12,1671,2
2022,Kent State,Mid-American,1274,2
2022,Kentucky,SEC,1722,2
2022,Liberty,FBS Independents,1593,2
2022,Louisiana,Sun Belt,1755,2
2022,Louisiana Tech,Conference USA,1238,2
2022,Louisville,ACC,1506,2
2022,LSU,SEC,1535,2
2022,Marshall,Sun Belt,1577,2
2022,Maryland,Big Ten,1594,2
2022,Massachusetts,FBS Independents,934,2
2022,Memphis,American Athletic,1488,2
2022,Miami,ACC,1596,2
2022,Miami (OH),Mid-American,1469,2
2022,Michigan,Big Ten,1961,2
2022,Michigan State,Big Ten,1700,2
2022,Middle Tennessee,Conference USA,1354,2
2022,Minnesota,Big Ten,1710,2
2022,Mississippi State,SEC,1617,2
2022,Missouri,SEC,1410,2
2022,Navy,American Athletic,1342,2
2022,NC State,ACC,1630,2
2022,Nebraska,Big Ten,1596,2
2022,Nevada,Mountain West,1613,2
2022,New Mexico,Mountain West,1226,2
2022,New Mexico State,FBS Independents,1138,2
2022,North Carolina,ACC,1569,2
2022,Northern Illinois,Mid-American,1377,2
2022,North Texas,Conference USA,1361,2
2022,Northwestern,Big Ten,1353,2
2022,Notre Dame,FBS Independents,1785,2
2022,Ohio,Mid-American,1308,2
2022,Ohio State,Big Ten,1957,2
2022,Oklahoma,Big 12,1811,2
2022,Oklahoma State,Big 12,1805,2
2022,Old Dominion,Sun Belt,1363,2
2022,Ole Miss,SEC,1681,2
2022,Oregon,Pac-12,1467,2
2022,Oregon State,Pac-12,1597,2
2022,Penn State,Big Ten,1737,2
2022,Pittsburgh,ACC,1661,2
2022,Purdue,Big Ten,1628,2
2022,Rice,Conference USA,1111,2
2022,Rutgers,Big Ten,1370,2
2022,San Diego State,Mountain West,1474,2
2022,San José State,Mountain West,1343,2
2022,SMU,American Athletic,1684,2
2022,South Alabama,Sun Belt,1402,2
2022,South Carolina,SEC,1521,2
