year,team,conference,elo,week
2014,Alabama,SEC,1899,1
2014,App State,Sun Belt,1312,1
2014,Arizona,Pac-12,1704,1
2014,Arkansas,SEC,1399,1
2014,Auburn,SEC,1757,1
2014,Baylor,Big 12,1938,1
2014,Boise State,Mountain West,1588,1
2014,Boston College,ACC,1460,1
2014,Bowling Green,Mid-American,1592,1
2014,BYU,FBS Independents,1695,1
2014,California,Pac-12,1270,1
2014,Clemson,ACC,1721,1
2014,Colorado,Pac-12,1242,1
2014,Colorado State,Mountain West,1556,1
2014,Florida Atlantic,Conference USA,1304,1
2014,Florida State,ACC,2069,1
2014,Fresno State,Mountain West,1507,1
2014,Georgia,SEC,1811,1
2014,Georgia Southern,Sun Belt,1490,1
2014,Hawai'i,Mountain West,1323,1
2014,Houston,American Athletic,1542,1
2014,James Madison,CAA,1317,1
2014,Kent State,Mid-American,1412,1
2014,Liberty,Big South,1428,1
2014,Louisiana Tech,Conference USA,1292,1
2014,Louisville,ACC,1791,1
2014,LSU,SEC,1836,1
2014,Marshall,Conference USA,1612,1
2014,Maryland,Big Ten,1614,1
2014,Massachusetts,Mid-American,1058,1
2014,Miami,ACC,1518,1
2014,Miami (OH),Mid-American,1088,1
2014,Michigan,Big Ten,1739,1
2014,Mississippi State,SEC,1750,1
2014,Navy,FBS Independents,1520,1
2014,NC State,ACC,1414,1
2014,Nebraska,Big Ten,1720,1
2014,New Mexico,Mountain West,1252,1
2014,North Carolina,ACC,1760,1
2014,North Texas,Conference USA,1525,1
2014,Northwestern,Big Ten,1507,1
2014,Notre Dame,FBS Independents,1746,1
2014,Ohio,Mid-American,1331,1
2014,Ohio State,Big Ten,1836,1
2014,Oklahoma,Big 12,1822,1
2014,Oklahoma State,Big 12,1845,1
2014,Ole Miss,SEC,1690,1
2014,Penn State,Big Ten,1582,1
2014,Purdue,Big Ten,1263,1
2014,Rice,Conference USA,1451,1
2014,Rutgers,Big Ten,1435,1
2014,SMU,American Athletic,1369,1
