year,team,conference,elo,week
2015,Miami,ACC,1621,2
2015,Miami (OH),Mid-American,1106,2
2015,Michigan,Big Ten,1609,2
2015,Michigan State,Big Ten,1845,2
2015,Middle Tennessee,Conference USA,1366,2
2015,Minnesota,Big Ten,1643,2
2015,Mississippi State,SEC,1743,2
2015,Missouri,SEC,1690,2
2015,NC State,ACC,1579,2
2015,Nebraska,Big Ten,1732,2
2015,Nevada,Mountain West,1402,2
2015,New Mexico,Mountain West,1255,2
2015,New Mexico State,Sun Belt,1033,2
2015,North Carolina,ACC,1477,2
2015,Northern Illinois,Mid-American,1509,2
2015,North Texas,Conference USA,1271,2
2015,Northwestern,Big Ten,1520,2
2015,Notre Dame,FBS Independents,1686,2
2015,Ohio,Mid-American,1399,2
2015,Ohio State,Big Ten,2059,2
2015,Oklahoma,Big 12,1737,2
2015,Oklahoma State,Big 12,1577,2
2015,Old Dominion,Conference USA,1285,2
2015,Ole Miss,SEC,1804,2
2015,Oregon,Pac-12,1934,2
2015,Oregon State,Pac-12,1396,2
2015,Penn State,Big Ten,1528,2
2015,Pittsburgh,ACC,1544,2
2015,Purdue,Big Ten,1359,2
2015,Rice,Conference USA,1444,2
2015,Rutgers,Big Ten,1469,2
2015,San Diego State,Mountain West,1421,2
2015,San José State,Mountain West,1250,2
2015,SMU,American Athletic,1193,2
2015,South Alabama,Sun Belt,1296,2
2015,South Carolina,SEC,1623,2
2015,Southern Miss,Conference USA,1188,2
2015,South Florida,American Athletic,1337,2
2015,Stanford,Pac-12,1758,2
2015,Syracuse,ACC,1444,2
2015,TCU,Big 12,1951,2
2015,Temple,American Athletic,1553,2
2015,Tennessee,SEC,1661,2
2015,Texas,Big 12,1499,2
2015,Texas A&M,SEC,1752,2
2015,Texas State,Sun Belt,1306,2
2015,Texas Tech,Big 12,1541,2
2015,Toledo,Mid-American,1542,2
2015,Troy,Sun Belt,1174,2
2015,Tulane,American Athletic,1163,2
2015,Tulsa,American Athletic,1335,2
2015,UCF,American Athletic,1560,2
2015,UCLA,Pac-12,1751,2
2015,UConn,American Athletic,1265,2
2015,UL Monroe,Sun Belt,1274,2
2015,UNLV,Mountain West,1198,2
2015,USC,Pac-12,1913,2
2015,Utah,Pac-12,1624,2
2015,Utah State,Mountain West,1558,2
2015,UTEP,Conference USA,1172,2
2015,UTSA,Conference USA,1279,2
2015,Vanderbilt,SEC,1379,2
2015,Virginia,ACC,1475,2
2015,Virginia Tech,ACC,1575,2
2015,Wake Forest,ACC,1308,2
2015,Washington,Pac-12,1625,2
2015,Washington State,Pac-12,1429,2
2015,Western Kentucky,Conference USA,1519,2
2015,Western Michigan,Mid-American,1375,2
2015,West Virginia,Big 12,1739,2
2015,Wisconsin,Big Ten,1813,2
2015,Wyoming,Mountain West,1216,2
2015,Air Force,Mountain West,1488,3
2015,Akron,Mid-American,1237,3
2015,Alabama,SEC,1935,3
2015,App State,Sun Belt,1433,3
2015,Arizona,Pac-12,1683,3
2015,Arizona State,Pac-12,1641,3
2015,Arkansas,SEC,1721,3
2015,Arkansas State,Sun Belt,1374,3
2015,Army,FBS Independents,1281,3
2015,Auburn,SEC,1681,3
2015,Ball State,Mid-American,1384,3
2015,Baylor,Big 12,1889,3
2015,Boise State,Mountain West,1686,3
2015,Boston College,ACC,1528,3
2015,Bowling Green,Mid-American,1407,3
2015,Buffalo,Mid-American,1419,3
2015,BYU,FBS Independents,1618,3
2015,California,Pac-12,1503,3
2015,Central Michigan,Mid-American,1407,3
2015,Charlotte,Conference USA,1270,3
2015,Cincinnati,American Athletic,1542,3
2015,Clemson,ACC,1813,3
2015,Colorado,Pac-12,1431,3
2015,Colorado State,Mountain West,1531,3
2015,Duke,ACC,1597,3
2015,East Carolina,American Athletic,1527,3
2015,Eastern Michigan,Mid-American,1114,3
2015,Florida,SEC,1721,3
2015,Florida Atlantic,Conference USA,1245,3
2015,Florida International,Conference USA,1316,3
2015,Florida State,ACC,1854,3
2015,Fresno State,Mountain West,1254,3
2015,Georgia,SEC,1941,3
2015,Georgia Southern,Sun Belt,1450,3
2015,Georgia State,Sun Belt,1108,3
2015,Georgia Tech,ACC,1852,3
2015,Hawai'i,Mountain West,1333,3
2015,Houston,American Athletic,1574,3
2015,Idaho,Sun Belt,1086,3
2015,Illinois,Big Ten,1434,3
2015,Indiana,Big Ten,1437,3
2015,Iowa,Big Ten,1577,3
2015,Iowa State,Big 12,1329,3
2015,Kansas,Big 12,1256,3
2015,Kansas State,Big 12,1775,3
2015,Kent State,Mid-American,1147,3
2015,Kentucky,SEC,1448,3
2015,Liberty,Big South,1419,3
2015,Louisiana,Sun Belt,1440,3
2015,Louisiana Tech,Conference USA,1693,3
2015,Louisville,ACC,1664,3
2015,LSU,SEC,1779,3
2015,Marshall,Conference USA,1687,3
2015,Maryland,Big Ten,1452,3
2015,Massachusetts,Mid-American,1176,3
2015,Memphis,American Athletic,1647,3
2015,Miami,ACC,1623,3
2015,Miami (OH),Mid-American,1127,3
2015,Michigan,Big Ten,1619,3
2015,Michigan State,Big Ten,1844,3
2015,Middle Tennessee,Conference USA,1578,3
2015,Minnesota,Big Ten,1638,3
2015,Mississippi State,SEC,1743,3
2015,Missouri,SEC,1686,3
2015,Navy,American Athletic,1610,3
2015,NC State,ACC,1609,3
2015,Nebraska,Big Ten,1730,3
2015,Nevada,Mountain West,1396,3
2015,New Mexico,Mountain West,1233,3
2015,New Mexico State,Sun Belt,1037,3
2015,North Carolina,ACC,1580,3
2015,Northern Illinois,Mid-American,1527,3
2015,North Texas,Conference USA,1255,3
2015,Northwestern,Big Ten,1547,3
2015,Notre Dame,FBS Independents,1711,3
2015,Ohio,Mid-American,1399,3
2015,Ohio State,Big Ten,2041,3
2015,Oklahoma,Big 12,1733,3
2015,Oklahoma State,Big 12,1705,3
2015,Old Dominion,Conference USA,1255,3
2015,Ole Miss,SEC,1827,3
2015,Oregon,Pac-12,1934,3
2015,Oregon State,Pac-12,1412,3
2015,Penn State,Big Ten,1584,3
2015,Pittsburgh,ACC,1543,3
2015,Purdue,Big Ten,1311,3
2015,Rice,Conference USA,1460,3
2015,Rutgers,Big Ten,1413,3
2015,San Diego State,Mountain West,1398,3
2015,San José State,Mountain West,1234,3
2015,SMU,American Athletic,1215,3
2015,South Alabama,Sun Belt,1319,3
2015,South Carolina,SEC,1568,3
2015,Southern Miss,Conference USA,1208,3
2015,South Florida,American Athletic,1305,3
2015,Stanford,Pac-12,1793,3
2015,Syracuse,ACC,1444,3
2015,TCU,Big 12,1929,3
2015,Temple,American Athletic,1536,3
2015,Tennessee,SEC,1661,3
2015,Texas,Big 12,1498,3
2015,Texas A&M,SEC,1758,3
2015,Texas State,Sun Belt,1286,3
2015,Texas Tech,Big 12,1586,3
2015,Toledo,Mid-American,1540,3
2015,Troy,Sun Belt,1175,3
2015,Tulane,American Athletic,1163,3
2015,Tulsa,American Athletic,1339,3
2015,UCF,American Athletic,1560,3
2015,UCLA,Pac-12,1748,3
2015,UConn,American Athletic,1269,3
2015,UL Monroe,Sun Belt,1274,3
2015,UNLV,Mountain West,1188,3
2015,USC,Pac-12,1878,3
2015,Utah,Pac-12,1640,3
2015,Utah State,Mountain West,1536,3
2015,UTEP,Conference USA,1168,3
2015,UTSA,Conference USA,1151,3
2015,Vanderbilt,SEC,1379,3
2015,Virginia,ACC,1475,3
2015,Virginia Tech,ACC,1623,3
2015,Wake Forest,ACC,1311,3
2015,Washington,Pac-12,1647,3
2015,Washington State,Pac-12,1447,3
2015,Western Kentucky,Conference USA,1517,3
2015,Western Michigan,Mid-American,1375,3
2015,West Virginia,Big 12,1739,3
2015,Wisconsin,Big Ten,1812,3
2015,Wyoming,Mountain West,1198,3
2015,Air Force,Mountain West,1488,4
2015,Akron,Mid-American,1316,4
2015,Alabama,SEC,1953,4
2015,App State,Sun Belt,1560,4
2015,Arizona,Pac-12,1621,4
2015,Arizona State,Pac-12,1593,4
2015,Arkansas,SEC,1716,4
2015,Arkansas State,Sun Belt,1314,4
2015,Army,FBS Independents,1319,4
2015,Auburn,SEC,1670,4
2015,Ball State,Mid-American,1385,4
2015,Baylor,Big 12,1991,4
2015,Boise State,Mountain West,1783,4
2015,Boston College,ACC,1529,4
2015,Bowling Green,Mid-American,1413,4
2015,Buffalo,Mid-American,1413,4
2015,BYU,FBS Independents,1534,4
2015,California,Pac-12,1525,4
2015,Central Michigan,Mid-American,1402,4
2015,Charlotte,Conference USA,1247,4
2015,Cincinnati,American Athletic,1538,4
2015,Clemson,ACC,1813,4
2015,Colorado,Pac-12,1431,4
2015,Colorado State,Mountain West,1515,4
2015,Duke,ACC,1649,4
2015,East Carolina,American Athletic,1542,4
2015,Eastern Michigan,Mid-American,1076,4
2015,Florida,SEC,1720,4
2015,Florida Atlantic,Conference USA,1268,4
2015,Florida International,Conference USA,1324,4
2015,Florida State,ACC,1854,4
2015,Fresno State,Mountain West,1185,4
2015,Georgia,SEC,1941,4
2015,Georgia Southern,Sun Belt,1473,4
2015,Georgia State,Sun Belt,1108,4
2015,Georgia Tech,ACC,1800,4
2015,Hawai'i,Mountain West,1312,4
2015,Houston,American Athletic,1668,4
2015,Idaho,Sun Belt,1063,4
2015,Illinois,Big Ten,1436,4
2015,Indiana,Big Ten,1441,4
2015,Iowa,Big Ten,1670,4
2015,Iowa State,Big 12,1329,4
2015,James Madison,CAA,1373,4
2015,Kansas,Big 12,1243,4
2015,Kansas State,Big 12,1775,4
2015,Kent State,Mid-American,1171,4
2015,Kentucky,SEC,1476,4
2015,Liberty,Big South,1419,4
2015,Louisiana,Sun Belt,1361,4
2015,Louisiana Tech,Conference USA,1685,4
2015,Louisville,ACC,1664,4
2015,LSU,SEC,1772,4
2015,Marshall,Conference USA,1663,4
2015,Maryland,Big Ten,1378,4
2015,Massachusetts,Mid-American,1142,4
2015,Memphis,American Athletic,1651,4
2015,Miami,ACC,1623,4
2015,Miami (OH),Mid-American,1056,4
2015,Michigan,Big Ten,1703,4
2015,Michigan State,Big Ten,1849,4
2015,Middle Tennessee,Conference USA,1576,4
2015,Minnesota,Big Ten,1636,4
2015,Mississippi State,SEC,1754,4
2015,Missouri,SEC,1658,4
2015,Navy,American Athletic,1603,4
2015,NC State,ACC,1723,4
2015,Nebraska,Big Ten,1713,4
2015,Nevada,Mountain West,1402,4
2015,New Mexico,Mountain West,1251,4
2015,New Mexico State,Sun Belt,1037,4
2015,North Carolina,ACC,1580,4
2015,Northern Illinois,Mid-American,1526,4
2015,North Texas,Conference USA,1162,4
2015,Northwestern,Big Ten,1546,4
2015,Notre Dame,FBS Independents,1745,4
2015,Ohio,Mid-American,1401,4
2015,Ohio State,Big Ten,2040,4
2015,Oklahoma,Big 12,1733,4
2015,Oklahoma State,Big 12,1697,4
2015,Old Dominion,Conference USA,1128,4
2015,Ole Miss,SEC,1816,4
2015,Oregon,Pac-12,1757,4
2015,Oregon State,Pac-12,1406,4
2015,Penn State,Big Ten,1601,4
2015,Pittsburgh,ACC,1543,4
2015,Purdue,Big Ten,1305,4
2015,Rice,Conference USA,1358,4
2015,Rutgers,Big Ten,1426,4
2015,San Diego State,Mountain West,1381,4
2015,San José State,Mountain West,1303,4
2015,SMU,American Athletic,1220,4
2015,South Alabama,Sun Belt,1205,4
2015,South Carolina,SEC,1605,4
2015,Southern Miss,Conference USA,1225,4
2015,South Florida,American Athletic,1305,4
2015,Stanford,Pac-12,1799,4
2015,Syracuse,ACC,1451,4
2015,TCU,Big 12,1914,4
2015,Temple,American Athletic,1536,4
2015,Tennessee,SEC,1662,4
2015,Texas,Big 12,1506,4
2015,Texas A&M,SEC,1763,4
2015,Texas State,Sun Belt,1192,4
2015,Texas Tech,Big 12,1601,4
2015,Toledo,Mid-American,1600,4
2015,Troy,Sun Belt,1175,4
2015,Tulane,American Athletic,1163,4
2015,Tulsa,American Athletic,1339,4
2015,UCF,American Athletic,1523,4
2015,UCLA,Pac-12,1810,4
2015,UConn,American Athletic,1276,4
2015,UL Monroe,Sun Belt,1256,4
2015,UNLV,Mountain West,1188,4
2015,USC,Pac-12,1926,4
2015,Utah,Pac-12,1817,4
2015,Utah State,Mountain West,1536,4
2015,UTEP,Conference USA,1168,4
2015,UTSA,Conference USA,1167,4
2015,Vanderbilt,SEC,1390,4
2015,Virginia,ACC,1378,4
2015,Virginia Tech,ACC,1608,4
2015,Wake Forest,ACC,1307,4
2015,Washington,Pac-12,1625,4
2015,Washington State,Pac-12,1447,4
2015,Western Kentucky,Conference USA,1588,4
2015,Western Michigan,Mid-American,1376,4
2015,West Virginia,Big 12,1813,4
2015,Wisconsin,Big Ten,1833,4
2015,Wyoming,Mountain West,1180,4
2015,Air Force,Mountain West,1447,5
2015,Akron,Mid-American,1318,5
2015,Alabama,SEC,2029,5
2015,App State,Sun Belt,1566,5
2015,Arizona,Pac-12,1536,5
2015,Arizona State,Pac-12,1651,5
2015,Arkansas,SEC,1719,5
2015,Arkansas State,Sun Belt,1322,5
2015,Army,FBS Independents,1325,5
2015,Auburn,SEC,1669,5
2015,Ball State,Mid-American,1373,5
2015,Baylor,Big 12,2028,5
2015,Boise State,Mountain West,1886,5
2015,Boston College,ACC,1530,5
2015,Bowling Green,Mid-American,1424,5
2015,Buffalo,Mid-American,1402,5
2015,BYU,FBS Independents,1548,5
2015,California,Pac-12,1528,5
2015,Central Michigan,Mid-American,1428,5
2015,Charlotte,Conference USA,1186,5
2015,Cincinnati,American Athletic,1564,5
2015,Clemson,ACC,1813,5
2015,Colorado,Pac-12,1422,5
2015,Colorado State,Mountain West,1486,5
2015,Duke,ACC,1648,5
2015,East Carolina,American Athletic,1575,5
2015,Eastern Michigan,Mid-American,1088,5
2015,Florida,SEC,1806,5
2015,Florida Atlantic,Conference USA,1268,5
2015,Florida International,Conference USA,1293,5
2015,Florida State,ACC,1830,5
2015,Fresno State,Mountain West,1173,5
2015,Georgia,SEC,1865,5
2015,Georgia Southern,Sun Belt,1500,5
2015,Georgia State,Sun Belt,1116,5
2015,Georgia Tech,ACC,1769,5
2015,Hawai'i,Mountain West,1209,5
2015,Houston,American Athletic,1670,5
2015,Idaho,Sun Belt,1055,5
2015,Illinois,Big Ten,1444,5
2015,Indiana,Big Ten,1469,5
2015,Iowa,Big Ten,1688,5
2015,Iowa State,Big 12,1382,5
2015,James Madison,CAA,1373,5
2015,Kansas,Big 12,1190,5
2015,Kansas State,Big 12,1773,5
2015,Kent State,Mid-American,1173,5
2015,Kentucky,SEC,1476,5
2015,Liberty,Big South,1411,5
2015,Louisiana,Sun Belt,1322,5
2015,Louisiana Tech,Conference USA,1724,5
2015,Louisville,ACC,1682,5
2015,LSU,SEC,1760,5
2015,Marshall,Conference USA,1660,5
2015,Maryland,Big Ten,1340,5
2015,Massachusetts,Mid-American,1173,5
2015,Memphis,American Athletic,1639,5
2015,Miami,ACC,1597,5
2015,Miami (OH),Mid-American,1054,5
2015,Michigan,Big Ten,1741,5
2015,Michigan State,Big Ten,1844,5
2015,Middle Tennessee,Conference USA,1557,5
2015,Minnesota,Big Ten,1555,5
2015,Mississippi State,SEC,1729,5
2015,Missouri,SEC,1682,5
2015,Navy,American Athletic,1644,5
2015,NC State,ACC,1705,5
2015,Nebraska,Big Ten,1705,5
2015,Nevada,Mountain West,1374,5
2015,New Mexico,Mountain West,1252,5
2015,New Mexico State,Sun Belt,1036,5
2015,North Carolina,ACC,1611,5
2015,Northern Illinois,Mid-American,1500,5
2015,North Texas,Conference USA,1072,5
2015,Northwestern,Big Ten,1627,5
2015,Notre Dame,FBS Independents,1745,5
2015,Ohio,Mid-American,1399,5
2015,Ohio State,Big Ten,2012,5
2015,Oklahoma,Big 12,1788,5
2015,Oklahoma State,Big 12,1699,5
2015,Old Dominion,Conference USA,1131,5
2015,Ole Miss,SEC,1730,5
2015,Oregon,Pac-12,1766,5
2015,Oregon State,Pac-12,1406,5
2015,Penn State,Big Ten,1595,5
2015,Pittsburgh,ACC,1554,5
2015,Purdue,Big Ten,1310,5
2015,Rice,Conference USA,1273,5
2015,Rutgers,Big Ten,1426,5
2015,San Diego State,Mountain West,1393,5
2015,San José State,Mountain West,1304,5
2015,SMU,American Athletic,1187,5
2015,South Alabama,Sun Belt,1214,5
2015,South Carolina,SEC,1581,5
2015,Southern Miss,Conference USA,1315,5
2015,South Florida,American Athletic,1317,5
2015,Stanford,Pac-12,1884,5
2015,Syracuse,ACC,1451,5
2015,TCU,Big 12,1986,5
2015,Temple,American Athletic,1597,5
2015,Tennessee,SEC,1659,5
2015,Texas,Big 12,1434,5
2015,Texas A&M,SEC,1788,5
2015,Texas State,Sun Belt,1192,5
2015,Texas Tech,Big 12,1564,5
2015,Toledo,Mid-American,1612,5
2015,Troy,Sun Belt,1166,5
2015,Tulane,American Athletic,1226,5
2015,Tulsa,American Athletic,1337,5
2015,UCF,American Athletic,1460,5
2015,UCLA,Pac-12,1752,5
2015,UConn,American Athletic,1262,5
2015,UL Monroe,Sun Belt,1229,5
2015,UNLV,Mountain West,1216,5
2015,USC,Pac-12,1926,5
2015,Utah,Pac-12,1817,5
2015,Utah State,Mountain West,1565,5
2015,UTEP,Conference USA,1121,5
2015,UTSA,Conference USA,1214,5
2015,Vanderbilt,SEC,1409,5
2015,Virginia,ACC,1378,5
2015,Virginia Tech,ACC,1597,5
2015,Wake Forest,ACC,1331,5
2015,Washington,Pac-12,1625,5
2015,Washington State,Pac-12,1444,5
2015,Western Kentucky,Conference USA,1673,5
2015,Western Michigan,Mid-American,1376,5
2015,West Virginia,Big 12,1758,5
2015,Wisconsin,Big Ten,1815,5
2015,Wyoming,Mountain West,1174,5
2015,Air Force,Mountain West,1453,6
2015,Akron,Mid-American,1361,6
2015,Alabama,SEC,2030,6
2015,App State,Sun Belt,1608,6
2015,Arizona,Pac-12,1624,6
2015,Arizona State,Pac-12,1689,6
2015,Arkansas,SEC,1718,6
2015,Arkansas State,Sun Belt,1322,6
2015,Army,FBS Independents,1246,6
2015,Auburn,SEC,1669,6
2015,Ball State,Mid-American,1345,6
2015,Baylor,Big 12,2098,6
2015,Boise State,Mountain West,1925,6
2015,Boston College,ACC,1513,6
2015,Bowling Green,Mid-American,1457,6
2015,Buffalo,Mid-American,1402,6
2015,BYU,FBS Independents,1559,6
2015,California,Pac-12,1534,6
2015,Central Michigan,Mid-American,1427,6
2015,Charlotte,Conference USA,1186,6
2015,Cincinnati,American Athletic,1564,6
2015,Clemson,ACC,1852,6
2015,Colorado,Pac-12,1384,6
2015,Colorado State,Mountain West,1447,6
2015,Duke,ACC,1727,6
2015,East Carolina,American Athletic,1564,6
2015,Eastern Michigan,Mid-American,1045,6
2015,Florida,SEC,1837,6
2015,Florida Atlantic,Conference USA,1267,6
2015,Florida International,Conference USA,1386,6
2015,Florida State,ACC,1826,6
2015,Fresno State,Mountain West,1100,6
2015,Georgia,SEC,1843,6
2015,Georgia Southern,Sun Belt,1500,6
2015,Georgia State,Sun Belt,1074,6
2015,Georgia Tech,ACC,1730,6
2015,Hawai'i,Mountain West,1194,6
2015,Houston,American Athletic,1674,6
2015,Idaho,Sun Belt,1055,6
2015,Illinois,Big Ten,1445,6
2015,Indiana,Big Ten,1429,6
2015,Iowa,Big Ten,1687,6
2015,Iowa State,Big 12,1308,6
2015,James Madison,CAA,1373,6
2015,Kansas,Big 12,1120,6
2015,Kansas State,Big 12,1776,6
2015,Kent State,Mid-American,1140,6
2015,Kentucky,SEC,1476,6
2015,Liberty,Big South,1411,6
2015,Louisiana,Sun Belt,1361,6
2015,Louisiana Tech,Conference USA,1701,6
2015,Louisville,ACC,1682,6
2015,LSU,SEC,1791,6
2015,Marshall,Conference USA,1676,6
2015,Maryland,Big Ten,1352,6
2015,Massachusetts,Mid-American,1140,6
2015,Memphis,American Athletic,1639,6
2015,Miami,ACC,1601,6
2015,Miami (OH),Mid-American,1011,6
2015,Michigan,Big Ten,1835,6
2015,Michigan State,Big Ten,1827,6
2015,Middle Tennessee,Conference USA,1491,6
2015,Minnesota,Big Ten,1602,6
2015,Mississippi State,SEC,1742,6
2015,Missouri,SEC,1651,6
2015,Navy,American Athletic,1616,6
2015,NC State,ACC,1664,6
2015,Nebraska,Big Ten,1708,6
2015,Nevada,Mountain West,1403,6
2015,New Mexico,Mountain West,1223,6
2015,New Mexico State,Sun Belt,980,6
2015,North Carolina,ACC,1611,6
2015,Northern Illinois,Mid-American,1528,6
2015,North Texas,Conference USA,1072,6
2015,Northwestern,Big Ten,1533,6
2015,Notre Dame,FBS Independents,1773,6
2015,Ohio,Mid-American,1442,6
2015,Ohio State,Big Ten,2000,6
2015,Oklahoma,Big 12,1745,6
2015,Oklahoma State,Big 12,1717,6
2015,Old Dominion,Conference USA,1131,6
2015,Ole Miss,SEC,1786,6
2015,Oregon,Pac-12,1725,6
2015,Oregon State,Pac-12,1318,6
2015,Penn State,Big Ten,1635,6
2015,Pittsburgh,ACC,1554,6
2015,Purdue,Big Ten,1263,6
2015,Rice,Conference USA,1274,6
2015,Rutgers,Big Ten,1443,6
2015,San Diego State,Mountain West,1408,6
2015,San José State,Mountain West,1308,6
2015,SMU,American Athletic,1183,6
2015,South Alabama,Sun Belt,1214,6
2015,South Carolina,SEC,1550,6
2015,Southern Miss,Conference USA,1299,6
2015,South Florida,American Athletic,1382,6
2015,Stanford,Pac-12,1884,6
2015,Syracuse,ACC,1386,6
2015,TCU,Big 12,1983,6
2015,Temple,American Athletic,1661,6
2015,Tennessee,SEC,1681,6
2015,Texas,Big 12,1477,6
2015,Texas A&M,SEC,1788,6
2015,Texas State,Sun Belt,1153,6
2015,Texas Tech,Big 12,1638,6
2015,Toledo,Mid-American,1645,6
2015,Troy,Sun Belt,1153,6
2015,Tulane,American Athletic,1162,6
2015,Tulsa,American Athletic,1346,6
2015,UCF,American Athletic,1360,6
2015,UCLA,Pac-12,1752,6
2015,UConn,American Athletic,1362,6
2015,UL Monroe,Sun Belt,1220,6
2015,UNLV,Mountain West,1212,6
2015,USC,Pac-12,1894,6
2015,Utah,Pac-12,1811,6
2015,Utah State,Mountain West,1638,6
2015,UTEP,Conference USA,1028,6
2015,UTSA,Conference USA,1237,6
2015,Vanderbilt,SEC,1409,6
2015,Virginia,ACC,1378,6
2015,Virginia Tech,ACC,1638,6
2015,Wake Forest,ACC,1348,6
2015,Washington,Pac-12,1657,6
2015,Washington State,Pac-12,1485,6
2015,Western Kentucky,Conference USA,1739,6
2015,Western Michigan,Mid-American,1377,6
2015,West Virginia,Big 12,1740,6
2015,Wisconsin,Big Ten,1812,6
2015,Wyoming,Mountain West,1168,6
2015,Air Force,Mountain West,1421,7
2015,Akron,Mid-American,1225,7
2015,Alabama,SEC,2049,7
