year,team,conference,elo,week
2011,Idaho,Western Athletic,1289,2
2011,Illinois,Big Ten,1658,2
2011,Indiana,Big Ten,1301,2
2011,Iowa,Big Ten,1740,2
2011,Iowa State,Big 12,1407,2
2011,James Madison,CAA,1407,2
2011,Kansas,Big 12,1289,2
2011,Kent State,Mid-American,1306,2
2011,Kentucky,SEC,1554,2
2011,Liberty,Big South,1428,2
2011,Louisiana,Sun Belt,1225,2
2011,Louisiana Tech,Western Athletic,1418,2
2011,Louisville,Big East,1563,2
2011,LSU,SEC,1786,2
2011,Marshall,Conference USA,1344,2
2011,Maryland,ACC,1605,2
2011,Memphis,Conference USA,970,2
2011,Miami,ACC,1616,2
2011,Miami (OH),Mid-American,1414,2
2011,Michigan,Big Ten,1549,2
2011,Michigan State,Big Ten,1648,2
2011,Middle Tennessee,Sun Belt,1321,2
2011,Minnesota,Big Ten,1374,2
2011,Mississippi State,SEC,1726,2
2011,Missouri,Big 12,1665,2
2011,Navy,FBS Independents,1629,2
2011,NC State,ACC,1640,2
2011,Nebraska,Big Ten,1722,2
2011,Nevada,Western Athletic,1565,2
2011,New Mexico,Mountain West,1066,2
2011,New Mexico State,Western Athletic,1113,2
2011,North Carolina,ACC,1669,2
2011,Northern Illinois,Mid-American,1728,2
2011,North Texas,Sun Belt,1217,2
2011,Northwestern,Big Ten,1445,2
2011,Notre Dame,FBS Independents,1651,2
2011,Ohio,Mid-American,1416,2
2011,Ohio State,Big Ten,1902,2
2011,Oklahoma,Big 12,1936,2
2011,Oklahoma State,Big 12,1832,2
2011,Ole Miss,SEC,1492,2
2011,Oregon,Pac-12,1970,2
2011,Oregon State,Pac-12,1510,2
2011,Penn State,Big Ten,1589,2
2011,Pittsburgh,Big East,1651,2
2011,Purdue,Big Ten,1370,2
2011,Rice,Conference USA,1266,2
2011,Rutgers,Big East,1414,2
2011,San Diego State,Mountain West,1550,2
2011,San José State,Western Athletic,1124,2
2011,SMU,Conference USA,1413,2
2011,South Carolina,SEC,1700,2
2011,Southern Miss,Conference USA,1545,2
2011,South Florida,Big East,1611,2
2011,Stanford,Pac-12,1987,2
2011,Syracuse,Big East,1464,2
2011,TCU,Mountain West,1931,2
2011,Temple,Mid-American,1569,2
2011,Tennessee,SEC,1640,2
2011,Texas,Big 12,1638,2
2011,Texas A&M,Big 12,1709,2
2011,Texas State,FCS Independents,1199,2
2011,Texas Tech,Big 12,1667,2
2011,Toledo,Mid-American,1424,2
2011,Troy,Sun Belt,1455,2
2011,Tulane,Conference USA,1174,2
2011,Tulsa,Conference USA,1609,2
2011,UAB,Conference USA,1289,2
2011,UCF,Conference USA,1681,2
2011,UCLA,Pac-12,1408,2
2011,UConn,Big East,1547,2
2011,UL Monroe,Sun Belt,1224,2
2011,UNLV,Mountain West,1025,2
2011,USC,Pac-12,1625,2
2011,Utah,Pac-12,1630,2
2011,Utah State,Western Athletic,1278,2
2011,UTEP,Conference USA,1350,2
2011,Vanderbilt,SEC,1311,2
2011,Virginia,ACC,1390,2
2011,Virginia Tech,ACC,1865,2
2011,Wake Forest,ACC,1350,2
2011,Washington,Pac-12,1502,2
2011,Washington State,Pac-12,1439,2
2011,Western Kentucky,Sun Belt,1219,2
2011,Western Michigan,Mid-American,1466,2
2011,West Virginia,Big East,1686,2
2011,Wisconsin,Big Ten,1909,2
2011,Wyoming,Mountain West,1439,2
2011,Air Force,Mountain West,1600,3
2011,Akron,Mid-American,971,3
2011,Alabama,SEC,2024,3
2011,App State,Southern,1322,3
2011,Arizona,Pac-12,1531,3
2011,Arizona State,Pac-12,1583,3
2011,Arkansas,SEC,1809,3
2011,Arkansas State,Sun Belt,1473,3
2011,Army,FBS Independents,1414,3
2011,Auburn,SEC,1780,3
2011,Ball State,Mid-American,1249,3
2011,Baylor,Big 12,1507,3
2011,Boise State,Mountain West,1961,3
2011,Boston College,ACC,1419,3
2011,Bowling Green,Mid-American,1316,3
2011,Buffalo,Mid-American,1197,3
2011,BYU,FBS Independents,1489,3
2011,California,Pac-12,1535,3
2011,Central Michigan,Mid-American,1345,3
2011,Cincinnati,Big East,1535,3
2011,Clemson,ACC,1697,3
2011,Coastal Carolina,Big South,1223,3
2011,Colorado,Pac-12,1425,3
2011,Colorado State,Mountain West,1171,3
2011,Duke,ACC,1374,3
2011,East Carolina,Conference USA,1354,3
2011,Eastern Michigan,Mid-American,1025,3
2011,Florida,SEC,1831,3
2011,Florida Atlantic,Sun Belt,1082,3
2011,Florida International,Sun Belt,1503,3
2011,Florida State,ACC,1768,3
2011,Fresno State,Western Athletic,1393,3
2011,Georgia,SEC,1810,3
2011,Georgia Tech,ACC,1688,3
2011,Hawai'i,Western Athletic,1447,3
2011,Houston,Conference USA,1572,3
2011,Idaho,Western Athletic,1257,3
2011,Illinois,Big Ten,1658,3
2011,Indiana,Big Ten,1301,3
2011,Iowa,Big Ten,1740,3
2011,Iowa State,Big 12,1423,3
2011,James Madison,CAA,1407,3
2011,Kansas,Big 12,1209,3
2011,Kansas State,Big 12,1646,3
2011,Kent State,Mid-American,1236,3
2011,Kentucky,SEC,1542,3
2011,Liberty,Big South,1428,3
2011,Louisiana,Sun Belt,1225,3
2011,Louisiana Tech,Western Athletic,1424,3
2011,Louisville,Big East,1575,3
2011,LSU,SEC,1809,3
2011,Marshall,Conference USA,1248,3
2011,Maryland,ACC,1600,3
2011,Memphis,Conference USA,970,3
2011,Miami,ACC,1687,3
2011,Miami (OH),Mid-American,1405,3
2011,Michigan,Big Ten,1567,3
2011,Michigan State,Big Ten,1608,3
2011,Middle Tennessee,Sun Belt,1321,3
2011,Minnesota,Big Ten,1383,3
2011,Mississippi State,SEC,1703,3
2011,Missouri,Big 12,1665,3
2011,Navy,FBS Independents,1629,3
2011,NC State,ACC,1678,3
2011,Nebraska,Big Ten,1730,3
2011,Nevada,Western Athletic,1545,3
2011,New Mexico,Mountain West,1006,3
2011,New Mexico State,Western Athletic,1119,3
2011,North Carolina,ACC,1669,3
2011,Northern Illinois,Mid-American,1635,3
2011,North Texas,Sun Belt,1193,3
2011,Northwestern,Big Ten,1433,3
2011,Notre Dame,FBS Independents,1691,3
2011,Ohio,Mid-American,1512,3
2011,Ohio State,Big Ten,1831,3
2011,Oklahoma,Big 12,1943,3
2011,Oklahoma State,Big 12,1876,3
2011,Ole Miss,SEC,1414,3
2011,Oregon,Pac-12,1970,3
2011,Oregon State,Pac-12,1510,3
2011,Penn State,Big Ten,1594,3
2011,Pittsburgh,Big East,1651,3
2011,Purdue,Big Ten,1370,3
2011,Rice,Conference USA,1266,3
2011,Rutgers,Big East,1414,3
2011,San Diego State,Mountain West,1580,3
2011,San José State,Western Athletic,1144,3
2011,SMU,Conference USA,1413,3
2011,South Carolina,SEC,1700,3
2011,Southern Miss,Conference USA,1545,3
2011,South Florida,Big East,1611,3
2011,Stanford,Pac-12,2011,3
2011,Syracuse,Big East,1431,3
2011,TCU,Mountain West,1916,3
2011,Temple,Mid-American,1564,3
2011,Tennessee,SEC,1636,3
2011,Texas,Big 12,1690,3
2011,Texas A&M,Big 12,1741,3
2011,Texas State,FCS Independents,1199,3
2011,Texas Tech,Big 12,1727,3
2011,Toledo,Mid-American,1415,3
2011,Troy,Sun Belt,1462,3
2011,Tulane,Conference USA,1309,3
2011,Tulsa,Conference USA,1565,3
2011,UAB,Conference USA,1154,3
2011,UCF,Conference USA,1660,3
2011,UCLA,Pac-12,1356,3
2011,UConn,Big East,1531,3
2011,UL Monroe,Sun Belt,1239,3
2011,UNLV,Mountain West,1136,3
2011,USC,Pac-12,1658,3
2011,Utah,Pac-12,1765,3
2011,Utah State,Western Athletic,1278,3
2011,UTEP,Conference USA,1344,3
2011,Vanderbilt,SEC,1389,3
2011,Virginia,ACC,1390,3
2011,Virginia Tech,ACC,1873,3
2011,Wake Forest,ACC,1350,3
2011,Washington,Pac-12,1494,3
2011,Washington State,Pac-12,1409,3
2011,Western Kentucky,Sun Belt,1219,3
2011,Western Michigan,Mid-American,1540,3
2011,West Virginia,Big East,1691,3
2011,Wisconsin,Big Ten,2002,3
2011,Wyoming,Mountain West,1434,3
2011,Air Force,Mountain West,1600,4
2011,Akron,Mid-American,971,4
2011,Alabama,SEC,2060,4
2011,App State,Southern,1322,4
2011,Arizona,Pac-12,1513,4
2011,Arizona State,Pac-12,1641,4
2011,Arkansas,SEC,1773,4
2011,Arkansas State,Sun Belt,1473,4
2011,Army,FBS Independents,1323,4
2011,Auburn,SEC,1758,4
2011,Ball State,Mid-American,1340,4
2011,Baylor,Big 12,1544,4
2011,Boise State,Mountain West,1970,4
2011,Boston College,ACC,1498,4
2011,Bowling Green,Mid-American,1357,4
2011,Buffalo,Mid-American,1196,4
2011,BYU,FBS Independents,1509,4
2011,California,Pac-12,1520,4
2011,Central Michigan,Mid-American,1271,4
2011,Cincinnati,Big East,1634,4
2011,Clemson,ACC,1705,4
2011,Coastal Carolina,Big South,1223,4
2011,Colorado,Pac-12,1417,4
2011,Colorado State,Mountain West,1178,4
2011,Duke,ACC,1417,4
2011,East Carolina,Conference USA,1351,4
2011,Eastern Michigan,Mid-American,1013,4
2011,Florida,SEC,1904,4
2011,Florida Atlantic,Sun Belt,1104,4
2011,Florida International,Sun Belt,1473,4
2011,Florida State,ACC,1760,4
2011,Fresno State,Western Athletic,1441,4
2011,Georgia,SEC,1806,4
2011,Georgia State,FCS Independents,1280,4
2011,Georgia Tech,ACC,1696,4
2011,Hawai'i,Western Athletic,1447,4
2011,Houston,Conference USA,1728,4
2011,Idaho,Western Athletic,1209,4
2011,Illinois,Big Ten,1657,4
2011,Indiana,Big Ten,1299,4
2011,Iowa,Big Ten,1759,4
2011,Iowa State,Big 12,1423,4
2011,James Madison,CAA,1407,4
2011,Kansas,Big 12,1209,4
2011,Kansas State,Big 12,1655,4
2011,Kent State,Mid-American,1263,4
2011,Kentucky,SEC,1469,4
2011,Liberty,Big South,1428,4
2011,Louisiana,Sun Belt,1255,4
2011,Louisiana Tech,Western Athletic,1430,4
2011,Louisville,Big East,1575,4
2011,LSU,SEC,1865,4
2011,Marshall,Conference USA,1259,4
2011,Maryland,ACC,1507,4
2011,Massachusetts,CAA,1386,4
2011,Memphis,Conference USA,903,4
2011,Miami,ACC,1678,4
2011,Miami (OH),Mid-American,1364,4
2011,Michigan,Big Ten,1618,4
2011,Michigan State,Big Ten,1682,4
2011,Middle Tennessee,Sun Belt,1322,4
2011,Minnesota,Big Ten,1383,4
2011,Mississippi State,SEC,1697,4
2011,Missouri,Big 12,1667,4
2011,Navy,FBS Independents,1629,4
2011,NC State,ACC,1579,4
2011,Nebraska,Big Ten,1760,4
2011,Nevada,Western Athletic,1550,4
2011,New Mexico,Mountain West,1006,4
2011,New Mexico State,Western Athletic,1104,4
2011,North Carolina,ACC,1661,4
2011,Northern Illinois,Mid-American,1635,4
2011,North Texas,Sun Belt,1195,4
2011,Northwestern,Big Ten,1433,4
2011,Notre Dame,FBS Independents,1693,4
2011,Ohio,Mid-American,1481,4
2011,Ohio State,Big Ten,1839,4
2011,Oklahoma,Big 12,1941,4
2011,Oklahoma State,Big 12,1871,4
2011,Ole Miss,SEC,1418,4
2011,Oregon,Pac-12,1988,4
2011,Oregon State,Pac-12,1481,4
2011,Penn State,Big Ten,1606,4
2011,Pittsburgh,Big East,1649,4
2011,Purdue,Big Ten,1370,4
2011,Rice,Conference USA,1229,4
2011,Rutgers,Big East,1445,4
2011,San Diego State,Mountain West,1529,4
2011,San José State,Western Athletic,1159,4
2011,SMU,Conference USA,1480,4
2011,South Carolina,SEC,1712,4
2011,Southern Miss,Conference USA,1545,4
2011,South Florida,Big East,1654,4
2011,Stanford,Pac-12,2011,4
2011,Syracuse,Big East,1432,4
2011,TCU,Mountain West,1916,4
2011,Temple,Mid-American,1657,4
2011,Tennessee,SEC,1636,4
2011,Texas,Big 12,1690,4
2011,Texas A&M,Big 12,1746,4
2011,Texas State,FCS Independents,1199,4
2011,Texas Tech,Big 12,1722,4
2011,Toledo,Mid-American,1414,4
2011,Troy,Sun Belt,1461,4
2011,Tulane,Conference USA,1266,4
2011,Tulsa,Conference USA,1556,4
2011,UAB,Conference USA,1157,4
2011,UCF,Conference USA,1640,4
2011,UCLA,Pac-12,1385,4
2011,UConn,Big East,1532,4
2011,UL Monroe,Sun Belt,1220,4
2011,UNLV,Mountain West,1136,4
2011,USC,Pac-12,1600,4
2011,Utah,Pac-12,1765,4
2011,Utah State,Western Athletic,1271,4
2011,UTEP,Conference USA,1301,4
2011,Vanderbilt,SEC,1377,4
2011,Virginia,ACC,1390,4
2011,Virginia Tech,ACC,1862,4
2011,Wake Forest,ACC,1350,4
2011,Washington,Pac-12,1509,4
2011,Washington State,Pac-12,1409,4
2011,Western Kentucky,Sun Belt,1219,4
2011,Western Michigan,Mid-American,1541,4
2011,West Virginia,Big East,1635,4
2011,Wisconsin,Big Ten,2002,4
2011,Wyoming,Mountain West,1404,4
2011,Air Force,Mountain West,1603,5
2011,Akron,Mid-American,962,5
2011,Alabama,SEC,2118,5
2011,App State,Southern,1322,5
2011,Arizona,Pac-12,1508,5
2011,Arizona State,Pac-12,1658,5
2011,Arkansas,SEC,1780,5
2011,Arkansas State,Sun Belt,1464,5
2011,Army,FBS Independents,1428,5
2011,Auburn,SEC,1760,5
2011,Ball State,Mid-American,1251,5
2011,Baylor,Big 12,1547,5
2011,Boise State,Mountain West,1977,5
2011,Boston College,ACC,1470,5
2011,Bowling Green,Mid-American,1261,5
2011,Buffalo,Mid-American,1163,5
2011,BYU,FBS Independents,1507,5
2011,California,Pac-12,1520,5
2011,Central Michigan,Mid-American,1303,5
2011,Cincinnati,Big East,1675,5
2011,Clemson,ACC,1774,5
2011,Coastal Carolina,Big South,1223,5
2011,Colorado,Pac-12,1410,5
2011,Colorado State,Mountain West,1163,5
2011,Duke,ACC,1427,5
2011,East Carolina,Conference USA,1345,5
2011,Eastern Michigan,Mid-American,1022,5
2011,Florida,SEC,1846,5
2011,Florida Atlantic,Sun Belt,1105,5
2011,Florida International,Sun Belt,1463,5
2011,Florida State,ACC,1760,5
2011,Fresno State,Western Athletic,1418,5
2011,Georgia,SEC,1825,5
2011,Georgia State,FCS Independents,1280,5
2011,Georgia Tech,ACC,1707,5
2011,Hawai'i,Western Athletic,1489,5
2011,Houston,Conference USA,1711,5
2011,Idaho,Western Athletic,1214,5
2011,Illinois,Big Ten,1655,5
2011,Indiana,Big Ten,1310,5
2011,Iowa,Big Ten,1759,5
2011,Iowa State,Big 12,1393,5
2011,James Madison,CAA,1407,5
2011,Kansas,Big 12,1227,5
2011,Kansas State,Big 12,1652,5
2011,Kent State,Mid-American,1265,5
2011,Kentucky,SEC,1440,5
2011,Liberty,Big South,1428,5
2011,Louisiana,Sun Belt,1254,5
2011,Louisiana Tech,Western Athletic,1388,5
2011,Louisville,Big East,1546,5
2011,LSU,SEC,1894,5
2011,Marshall,Conference USA,1288,5
2011,Maryland,ACC,1507,5
2011,Massachusetts,CAA,1386,5
2011,Memphis,Conference USA,915,5
2011,Miami,ACC,1678,5
2011,Miami (OH),Mid-American,1323,5
2011,Michigan,Big Ten,1766,5
2011,Michigan State,Big Ten,1696,5
2011,Middle Tennessee,Sun Belt,1310,5
2011,Minnesota,Big Ten,1235,5
2011,Mississippi State,SEC,1678,5
2011,Missouri,Big 12,1667,5
2011,Navy,FBS Independents,1626,5
2011,NC State,ACC,1568,5
2011,Nebraska,Big Ten,1706,5
2011,Nevada,Western Athletic,1543,5
2011,New Mexico,Mountain West,983,5
2011,New Mexico State,Western Athletic,1127,5
2011,North Carolina,ACC,1667,5
2011,Northern Illinois,Mid-American,1603,5
2011,North Texas,Sun Belt,1190,5
2011,Northwestern,Big Ten,1435,5
2011,Notre Dame,FBS Independents,1732,5
2011,Ohio,Mid-American,1479,5
2011,Ohio State,Big Ten,1825,5
2011,Oklahoma,Big 12,2030,5
2011,Oklahoma State,Big 12,1871,5
2011,Ole Miss,SEC,1441,5
2011,Oregon,Pac-12,1988,5
2011,Oregon State,Pac-12,1464,5
2011,Penn State,Big Ten,1595,5
2011,Pittsburgh,Big East,1720,5
2011,Purdue,Big Ten,1331,5
2011,Rice,Conference USA,1203,5
2011,Rutgers,Big East,1449,5
2011,San Diego State,Mountain West,1529,5
2011,San José State,Western Athletic,1174,5
2011,SMU,Conference USA,1532,5
2011,South Carolina,SEC,1710,5
2011,Southern Miss,Conference USA,1571,5
2011,South Florida,Big East,1583,5
2011,Stanford,Pac-12,2013,5
2011,Syracuse,Big East,1428,5
2011,TCU,Mountain West,1864,5
2011,Temple,Mid-American,1566,5
2011,Tennessee,SEC,1669,5
2011,Texas,Big 12,1720,5
2011,Texas A&M,Big 12,1739,5
2011,Texas State,FCS Independents,1199,5
2011,Texas Tech,Big 12,1704,5
2011,Toledo,Mid-American,1505,5
2011,Troy,Sun Belt,1452,5
2011,Tulane,Conference USA,1161,5
2011,Tulsa,Conference USA,1561,5
2011,UAB,Conference USA,1166,5
2011,UCF,Conference USA,1640,5
2011,UCLA,Pac-12,1383,5
2011,UConn,Big East,1520,5
2011,UL Monroe,Sun Belt,1220,5
2011,UNLV,Mountain West,1136,5
2011,USC,Pac-12,1605,5
2011,Utah,Pac-12,1695,5
2011,Utah State,Western Athletic,1273,5
2011,UTEP,Conference USA,1318,5
2011,Vanderbilt,SEC,1377,5
2011,Virginia,ACC,1385,5
2011,Virginia Tech,ACC,1793,5
2011,Wake Forest,ACC,1378,5
2011,Washington,Pac-12,1579,5
2011,Washington State,Pac-12,1416,5
2011,Western Kentucky,Sun Belt,1228,5
2011,Western Michigan,Mid-American,1553,5
2011,West Virginia,Big East,1731,5
2011,Wisconsin,Big Ten,2056,5
2011,Wyoming,Mountain West,1404,5
2011,Air Force,Mountain West,1551,6
2011,Akron,Mid-American,981,6
2011,Alabama,SEC,2128,6
2011,App State,Southern,1322,6
2011,Arizona,Pac-12,1488,6
2011,Arizona State,Pac-12,1716,6
2011,Arkansas,SEC,1837,6
2011,Arkansas State,Sun Belt,1456,6
2011,Army,FBS Independents,1412,6
2011,Auburn,SEC,1703,6
2011,Ball State,Mid-American,1168,6
2011,Baylor,Big 12,1587,6
2011,Boise State,Mountain West,2054,6
2011,Boston College,ACC,1448,6
2011,Bowling Green,Mid-American,1232,6
2011,Buffalo,Mid-American,1172,6
2011,BYU,FBS Independents,1506,6
2011,California,Pac-12,1498,6
2011,Central Michigan,Mid-American,1297,6
2011,Cincinnati,Big East,1675,6
2011,Clemson,ACC,1796,6
2011,Coastal Carolina,Big South,1223,6
2011,Colorado,Pac-12,1367,6
2011,Colorado State,Mountain West,1163,6
2011,Duke,ACC,1427,6
2011,East Carolina,Conference USA,1234,6
2011,Eastern Michigan,Mid-American,974,6
2011,Florida,SEC,1772,6
2011,Florida Atlantic,Sun Belt,1084,6
2011,Florida International,Sun Belt,1444,6
2011,Florida State,ACC,1738,6
2011,Fresno State,Western Athletic,1341,6
2011,Georgia,SEC,1828,6
2011,Georgia State,FCS Independents,1280,6
2011,Georgia Tech,ACC,1704,6
2011,Hawai'i,Western Athletic,1489,6
2011,Houston,Conference USA,1822,6
2011,Idaho,Western Athletic,1201,6
2011,Illinois,Big Ten,1672,6
2011,Indiana,Big Ten,1293,6
2011,Iowa,Big Ten,1729,6
2011,Iowa State,Big 12,1353,6
2011,James Madison,CAA,1407,6
2011,Kansas,Big 12,1186,6
2011,Kansas State,Big 12,1662,6
2011,Kent State,Mid-American,1224,6
2011,Kentucky,SEC,1322,6
2011,Liberty,Big South,1428,6
2011,Louisiana,Sun Belt,1301,6
2011,Louisiana Tech,Western Athletic,1401,6
2011,Louisville,Big East,1543,6
2011,LSU,SEC,1968,6
2011,Marshall,Conference USA,1294,6
2011,Maryland,ACC,1510,6
2011,Massachusetts,CAA,1386,6
2011,Memphis,Conference USA,891,6
2011,Miami,ACC,1679,6
2011,Miami (OH),Mid-American,1339,6
2011,Michigan,Big Ten,1777,6
2011,Michigan State,Big Ten,1696,6
2011,Middle Tennessee,Sun Belt,1300,6
2011,Minnesota,Big Ten,1173,6
2011,Mississippi State,SEC,1673,6
2011,Missouri,Big 12,1657,6
2011,Navy,FBS Independents,1541,6
2011,NC State,ACC,1574,6
2011,Nebraska,Big Ten,1723,6
2011,Nevada,Western Athletic,1597,6
2011,New Mexico,Mountain West,983,6
2011,New Mexico State,Western Athletic,1127,6
2011,North Carolina,ACC,1670,6
2011,Northern Illinois,Mid-American,1644,6
2011,North Texas,Sun Belt,1211,6
2011,Northwestern,Big Ten,1424,6
2011,Notre Dame,FBS Independents,1784,6
2011,Ohio,Mid-American,1470,6
2011,Ohio State,Big Ten,1808,6
2011,Oklahoma,Big 12,2093,6
2011,Oklahoma State,Big 12,1912,6
2011,Ole Miss,SEC,1441,6
2011,Oregon,Pac-12,2010,6
2011,Oregon State,Pac-12,1484,6
2011,Penn State,Big Ten,1625,6
2011,Pittsburgh,Big East,1627,6
2011,Purdue,Big Ten,1393,6
2011,Rice,Conference USA,1227,6
2011,Rutgers,Big East,1542,6
2011,San Diego State,Mountain West,1530,6
2011,San José State,Western Athletic,1175,6
2011,SMU,Conference USA,1532,6
2011,South Carolina,SEC,1828,6
2011,Southern Miss,Conference USA,1656,6
2011,South Florida,Big East,1583,6
2011,Stanford,Pac-12,2056,6
2011,Syracuse,Big East,1417,6
2011,TCU,Mountain West,1863,6
2011,Temple,Mid-American,1649,6
2011,Tennessee,SEC,1666,6
2011,Texas,Big 12,1657,6
2011,Texas A&M,Big 12,1745,6
2011,Texas State,FCS Independents,1199,6
2011,Texas Tech,Big 12,1698,6
2011,Toledo,Mid-American,1553,6
2011,Troy,Sun Belt,1405,6
2011,Tulane,Conference USA,1172,6
2011,Tulsa,Conference USA,1561,6
2011,UAB,Conference USA,1171,6
2011,UCF,Conference USA,1634,6
2011,UCLA,Pac-12,1384,6
2011,UConn,Big East,1474,6
2011,UL Monroe,Sun Belt,1228,6
2011,UNLV,Mountain West,1082,6
2011,USC,Pac-12,1605,6
2011,Utah,Pac-12,1637,6
2011,Utah State,Western Athletic,1426,6
2011,UTEP,Conference USA,1318,6
2011,Vanderbilt,SEC,1367,6
2011,Virginia,ACC,1385,6
2011,Virginia Tech,ACC,1792,6
2011,Wake Forest,ACC,1400,6
2011,Washington,Pac-12,1579,6
2011,Washington State,Pac-12,1415,6
2011,Western Kentucky,Sun Belt,1238,6
2011,Western Michigan,Mid-American,1582,6
2011,West Virginia,Big East,1777,6
2011,Wisconsin,Big Ten,2056,6
2011,Wyoming,Mountain West,1251,6
2011,Air Force,Mountain West,1517,7
2011,Akron,Mid-American,981,7
2011,Alabama,SEC,2174,7
2011,App State,Southern,1322,7
2011,Arizona,Pac-12,1488,7
2011,Arizona State,Pac-12,1712,7
2011,Arkansas,SEC,1837,7
2011,Arkansas State,Sun Belt,1456,7
2011,Army,FBS Independents,1412,7
2011,Auburn,SEC,1728,7
2011,Ball State,Mid-American,1192,7
2011,Baylor,Big 12,1535,7
2011,Boise State,Mountain West,2091,7
2011,Boston College,ACC,1448,7
2011,Bowling Green,Mid-American,1242,7
2011,Buffalo,Mid-American,1135,7
