year,team,conference,elo,week
2018,Western Michigan,Mid-American,1502,1
2018,West Virginia,Big 12,1612,1
2018,Wisconsin,Big Ten,1887,1
2018,Wyoming,Mountain West,1513,1
2018,Air Force,Mountain West,1443,2
2018,Alabama,SEC,2145,2
2018,App State,Sun Belt,1696,2
2018,Arizona,Pac-12,1436,2
2018,Arizona State,Pac-12,1613,2
2018,Arkansas,SEC,1448,2
2018,Arkansas State,Sun Belt,1481,2
2018,Army,FBS Independents,1550,2
2018,Auburn,SEC,1840,2
2018,Ball State,Mid-American,1095,2
2018,Baylor,Big 12,1462,2
2018,Boise State,Mountain West,1837,2
2018,Boston College,ACC,1675,2
2018,Bowling Green,Mid-American,1143,2
2018,Buffalo,Mid-American,1399,2
2018,BYU,FBS Independents,1416,2
2018,California,Pac-12,1556,2
2018,Central Michigan,Mid-American,1301,2
2018,Charlotte,Conference USA,1097,2
2018,Cincinnati,American Athletic,1383,2
2018,Clemson,ACC,1894,2
2018,Coastal Carolina,Sun Belt,1324,2
2018,Colorado,Pac-12,1572,2
2018,Colorado State,Mountain West,1414,2
2018,Duke,ACC,1671,2
2018,East Carolina,American Athletic,1326,2
2018,Eastern Michigan,Mid-American,1439,2
2018,Florida,SEC,1503,2
2018,Florida Atlantic,Conference USA,1531,2
2018,Florida International,Conference USA,1371,2
2018,Florida State,ACC,1604,2
2018,Fresno State,Mountain West,1513,2
2018,Georgia,SEC,1906,2
2018,Georgia Southern,Sun Belt,1408,2
2018,Georgia State,Sun Belt,1268,2
2018,Georgia Tech,ACC,1544,2
2018,Hawai'i,Mountain West,1358,2
2018,Houston,American Athletic,1637,2
2018,Illinois,Big Ten,1305,2
2018,Indiana,Big Ten,1562,2
2018,Iowa,Big Ten,1765,2
2018,Iowa State,Big 12,1636,2
2018,James Madison,CAA,1466,2
2018,Kansas,Big 12,1252,2
2018,Kansas State,Big 12,1582,2
2018,Kent State,Mid-American,1129,2
2018,Kentucky,SEC,1510,2
2018,Liberty,FBS Independents,1474,2
2018,Louisiana Tech,Conference USA,1525,2
2018,Louisville,ACC,1625,2
2018,LSU,SEC,1774,2
2018,Marshall,Conference USA,1482,2
2018,Maryland,Big Ten,1408,2
2018,Massachusetts,FBS Independents,1269,2
2018,Memphis,American Athletic,1717,2
2018,Miami,ACC,1658,2
2018,Miami (OH),Mid-American,1319,2
2018,Michigan,Big Ten,1804,2
2018,Michigan State,Big Ten,1623,2
2018,Middle Tennessee,Conference USA,1347,2
2018,Minnesota,Big Ten,1588,2
2018,Mississippi State,SEC,1739,2
2018,Missouri,SEC,1670,2
2018,Navy,American Athletic,1558,2
2018,NC State,ACC,1695,2
2018,Nebraska,Big Ten,1398,2
2018,Nevada,Mountain West,1319,2
2018,New Mexico,Mountain West,1257,2
2018,New Mexico State,FBS Independents,1115,2
2018,North Carolina,ACC,1380,2
2018,Northern Illinois,Mid-American,1461,2
2018,North Texas,Conference USA,1397,2
2018,Northwestern,Big Ten,1651,2
2018,Notre Dame,FBS Independents,1707,2
2018,Ohio State,Big Ten,2022,2
2018,Oklahoma,Big 12,2004,2
2018,Oklahoma State,Big 12,1832,2
2018,Old Dominion,Conference USA,1155,2
2018,Ole Miss,SEC,1574,2
2018,Oregon,Pac-12,1665,2
2018,Oregon State,Pac-12,1181,2
2018,Penn State,Big Ten,2005,2
2018,Pittsburgh,ACC,1470,2
2018,Purdue,Big Ten,1550,2
2018,Rice,Conference USA,1147,2
2018,Rutgers,Big Ten,1233,2
2018,San Diego State,Mountain West,1552,2
2018,San José State,Mountain West,1007,2
2018,SMU,American Athletic,1289,2
2018,South Alabama,Sun Belt,1191,2
2018,South Carolina,SEC,1597,2
2018,Southern Miss,Conference USA,1412,2
2018,South Florida,American Athletic,1665,2
2018,Stanford,Pac-12,1812,2
2018,Syracuse,ACC,1392,2
2018,TCU,Big 12,1748,2
2018,Temple,American Athletic,1508,2
2018,Tennessee,SEC,1367,2
2018,Texas,Big 12,1623,2
2018,Texas A&M,SEC,1622,2
2018,Texas State,Sun Belt,1070,2
2018,Texas Tech,Big 12,1477,2
2018,Troy,Sun Belt,1496,2
2018,Tulane,American Athletic,1393,2
2018,Tulsa,American Athletic,1439,2
2018,UAB,Conference USA,1311,2
2018,UCF,American Athletic,1780,2
2018,UCLA,Pac-12,1424,2
2018,UConn,American Athletic,1098,2
2018,UL Monroe,Sun Belt,1297,2
2018,UNLV,Mountain West,1378,2
2018,USC,Pac-12,1707,2
2018,Utah,Pac-12,1634,2
2018,Utah State,Mountain West,1580,2
2018,UTEP,Conference USA,1040,2
2018,UTSA,Conference USA,1286,2
2018,Vanderbilt,SEC,1560,2
2018,Virginia,ACC,1377,2
2018,Virginia Tech,ACC,1775,2
2018,Wake Forest,ACC,1588,2
2018,Washington,Pac-12,1828,2
2018,Washington State,Pac-12,1629,2
2018,Western Kentucky,Conference USA,1401,2
2018,Western Michigan,Mid-American,1391,2
2018,West Virginia,Big 12,1612,2
2018,Wisconsin,Big Ten,1902,2
2018,Wyoming,Mountain West,1455,2
2018,Air Force,Mountain West,1443,3
2018,Akron,Mid-American,1315,3
2018,Alabama,SEC,2237,3
2018,App State,Sun Belt,1696,3
2018,Arizona,Pac-12,1436,3
2018,Arizona State,Pac-12,1600,3
2018,Arkansas,SEC,1368,3
2018,Arkansas State,Sun Belt,1496,3
2018,Army,FBS Independents,1549,3
2018,Auburn,SEC,1836,3
2018,Ball State,Mid-American,1073,3
2018,Baylor,Big 12,1452,3
2018,Boise State,Mountain West,1780,3
2018,Boston College,ACC,1681,3
2018,Bowling Green,Mid-American,1143,3
2018,Buffalo,Mid-American,1411,3
2018,BYU,FBS Independents,1454,3
2018,California,Pac-12,1556,3
2018,Central Michigan,Mid-American,1299,3
2018,Charlotte,Conference USA,1099,3
2018,Cincinnati,American Athletic,1383,3
2018,Clemson,ACC,1922,3
2018,Coastal Carolina,Sun Belt,1324,3
2018,Colorado,Pac-12,1572,3
2018,Colorado State,Mountain West,1317,3
2018,Duke,ACC,1681,3
2018,East Carolina,American Athletic,1326,3
2018,Eastern Michigan,Mid-American,1427,3
2018,Florida,SEC,1600,3
2018,Florida Atlantic,Conference USA,1531,3
2018,Florida International,Conference USA,1470,3
2018,Florida State,ACC,1522,3
2018,Fresno State,Mountain West,1566,3
2018,Georgia,SEC,1957,3
2018,Georgia Southern,Sun Belt,1380,3
2018,Georgia State,Sun Belt,1219,3
2018,Georgia Tech,ACC,1536,3
2018,Hawai'i,Mountain West,1359,3
2018,Houston,American Athletic,1594,3
2018,Illinois,Big Ten,1321,3
2018,Indiana,Big Ten,1584,3
2018,Iowa,Big Ten,1765,3
2018,Iowa State,Big 12,1645,3
2018,James Madison,CAA,1466,3
2018,Kansas,Big 12,1370,3
2018,Kansas State,Big 12,1610,3
2018,Kent State,Mid-American,1083,3
2018,Kentucky,SEC,1510,3
2018,Liberty,FBS Independents,1474,3
2018,Louisiana,Sun Belt,1162,3
2018,Louisiana Tech,Conference USA,1525,3
2018,Louisville,ACC,1623,3
2018,LSU,SEC,1778,3
2018,Marshall,Conference USA,1482,3
2018,Maryland,Big Ten,1366,3
2018,Massachusetts,FBS Independents,1170,3
2018,Memphis,American Athletic,1766,3
2018,Miami,ACC,1714,3
2018,Miami (OH),Mid-American,1291,3
2018,Michigan,Big Ten,1814,3
2018,Michigan State,Big Ten,1623,3
2018,Middle Tennessee,Conference USA,1296,3
2018,Minnesota,Big Ten,1616,3
2018,Mississippi State,SEC,1808,3
2018,Missouri,SEC,1667,3
2018,Navy,American Athletic,1558,3
2018,NC State,ACC,1695,3
2018,Nebraska,Big Ten,1396,3
2018,Nevada,Mountain West,1318,3
2018,New Mexico,Mountain West,1283,3
2018,New Mexico State,FBS Independents,1089,3
2018,North Carolina,ACC,1380,3
2018,Northern Illinois,Mid-American,1463,3
2018,North Texas,Conference USA,1477,3
2018,Northwestern,Big Ten,1613,3
2018,Notre Dame,FBS Independents,1706,3
2018,Ohio,Mid-American,1556,3
2018,Ohio State,Big Ten,2019,3
2018,Oklahoma,Big 12,1995,3
2018,Oklahoma State,Big 12,1889,3
2018,Old Dominion,Conference USA,1153,3
2018,Ole Miss,SEC,1482,3
2018,Oregon,Pac-12,1643,3
2018,Oregon State,Pac-12,1182,3
2018,Penn State,Big Ten,2051,3
2018,Pittsburgh,ACC,1478,3
2018,Purdue,Big Ten,1553,3
2018,Rice,Conference USA,1147,3
2018,Rutgers,Big Ten,1115,3
2018,San Diego State,Mountain West,1565,3
2018,San José State,Mountain West,1029,3
2018,SMU,American Athletic,1279,3
2018,South Alabama,Sun Belt,1200,3
2018,South Carolina,SEC,1597,3
2018,Southern Miss,Conference USA,1412,3
2018,South Florida,American Athletic,1649,3
2018,Stanford,Pac-12,1812,3
2018,Syracuse,ACC,1474,3
2018,TCU,Big 12,1751,3
2018,Temple,American Athletic,1550,3
2018,Tennessee,SEC,1392,3
2018,Texas,Big 12,1689,3
2018,Texas A&M,SEC,1689,3
2018,Texas State,Sun Belt,1061,3
2018,Texas Tech,Big 12,1520,3
2018,Toledo,Mid-American,1508,3
2018,Troy,Sun Belt,1498,3
2018,Tulane,American Athletic,1379,3
2018,Tulsa,American Athletic,1424,3
2018,UAB,Conference USA,1325,3
2018,UCF,American Athletic,1780,3
2018,UCLA,Pac-12,1371,3
2018,UConn,American Athletic,1098,3
2018,UL Monroe,Sun Belt,1230,3
2018,UNLV,Mountain West,1378,3
2018,USC,Pac-12,1641,3
2018,Utah,Pac-12,1620,3
2018,Utah State,Mountain West,1580,3
2018,UTEP,Conference USA,1015,3
2018,UTSA,Conference USA,1258,3
2018,Vanderbilt,SEC,1561,3
2018,Virginia,ACC,1427,3
2018,Virginia Tech,ACC,1775,3
2018,Wake Forest,ACC,1582,3
2018,Washington,Pac-12,1842,3
2018,Washington State,Pac-12,1629,3
2018,Western Kentucky,Conference USA,1403,3
2018,Western Michigan,Mid-American,1391,3
2018,West Virginia,Big 12,1612,3
2018,Wisconsin,Big Ten,1864,3
2018,Wyoming,Mountain West,1455,3
2018,Air Force,Mountain West,1436,4
2018,Akron,Mid-American,1315,4
2018,Alabama,SEC,2237,4
2018,App State,Sun Belt,1696,4
2018,Arizona,Pac-12,1462,4
2018,Arizona State,Pac-12,1603,4
2018,Arkansas,SEC,1338,4
2018,Arkansas State,Sun Belt,1499,4
2018,Army,FBS Independents,1562,4
2018,Auburn,SEC,1866,4
2018,Ball State,Mid-American,1082,4
2018,Baylor,Big 12,1487,4
2018,Boise State,Mountain West,1780,4
2018,Boston College,ACC,1631,4
2018,Bowling Green,Mid-American,1123,4
2018,Buffalo,Mid-American,1455,4
2018,BYU,FBS Independents,1454,4
2018,California,Pac-12,1556,4
2018,Central Michigan,Mid-American,1299,4
2018,Charlotte,Conference USA,1066,4
2018,Cincinnati,American Athletic,1391,4
2018,Clemson,ACC,1954,4
2018,Coastal Carolina,Sun Belt,1318,4
2018,Colorado,Pac-12,1572,4
2018,Colorado State,Mountain West,1317,4
2018,Duke,ACC,1681,4
2018,East Carolina,American Athletic,1333,4
2018,Eastern Michigan,Mid-American,1428,4
2018,Florida,SEC,1646,4
2018,Florida Atlantic,Conference USA,1509,4
2018,Florida International,Conference USA,1462,4
2018,Florida State,ACC,1557,4
2018,Fresno State,Mountain West,1566,4
2018,Georgia,SEC,1962,4
2018,Georgia Southern,Sun Belt,1380,4
2018,Georgia State,Sun Belt,1190,4
2018,Georgia Tech,ACC,1504,4
2018,Hawai'i,Mountain West,1359,4
2018,Houston,American Athletic,1594,4
2018,Illinois,Big Ten,1296,4
2018,Indiana,Big Ten,1556,4
2018,Iowa,Big Ten,1750,4
2018,Iowa State,Big 12,1645,4
2018,James Madison,CAA,1466,4
2018,Kansas,Big 12,1335,4
2018,Kansas State,Big 12,1533,4
2018,Kent State,Mid-American,1072,4
2018,Kentucky,SEC,1595,4
2018,Liberty,FBS Independents,1354,4
2018,Louisiana,Sun Belt,1168,4
2018,Louisiana Tech,Conference USA,1511,4
2018,Louisville,ACC,1540,4
2018,LSU,SEC,1792,4
2018,Marshall,Conference USA,1463,4
2018,Maryland,Big Ten,1476,4
2018,Massachusetts,FBS Independents,1203,4
2018,Memphis,American Athletic,1755,4
2018,Miami,ACC,1722,4
2018,Miami (OH),Mid-American,1311,4
2018,Michigan,Big Ten,1894,4
2018,Michigan State,Big Ten,1651,4
2018,Middle Tennessee,Conference USA,1296,4
2018,Minnesota,Big Ten,1506,4
2018,Mississippi State,SEC,1723,4
2018,Missouri,SEC,1662,4
2018,Navy,American Athletic,1550,4
2018,NC State,ACC,1714,4
2018,Nebraska,Big Ten,1316,4
2018,Nevada,Mountain West,1293,4
2018,New Mexico,Mountain West,1283,4
2018,New Mexico State,FBS Independents,1096,4
2018,North Carolina,ACC,1382,4
2018,Northern Illinois,Mid-American,1428,4
2018,North Texas,Conference USA,1597,4
2018,Northwestern,Big Ten,1613,4
2018,Notre Dame,FBS Independents,1771,4
2018,Ohio,Mid-American,1548,4
2018,Ohio State,Big Ten,2064,4
2018,Oklahoma,Big 12,1982,4
2018,Oklahoma State,Big 12,1776,4
2018,Old Dominion,Conference USA,1246,4
2018,Ole Miss,SEC,1493,4
2018,Oregon,Pac-12,1643,4
2018,Oregon State,Pac-12,1156,4
2018,Penn State,Big Ten,2076,4
2018,Pittsburgh,ACC,1476,4
2018,Purdue,Big Ten,1603,4
2018,Rice,Conference USA,1131,4
2018,Rutgers,Big Ten,1071,4
2018,San Diego State,Mountain West,1564,4
2018,San José State,Mountain West,1029,4
2018,SMU,American Athletic,1287,4
2018,South Alabama,Sun Belt,1211,4
2018,South Carolina,SEC,1653,4
2018,Southern Miss,Conference USA,1428,4
2018,South Florida,American Athletic,1642,4
2018,Stanford,Pac-12,1812,4
2018,Syracuse,ACC,1511,4
2018,TCU,Big 12,1714,4
2018,Temple,American Athletic,1568,4
2018,Tennessee,SEC,1346,4
2018,Texas,Big 12,1726,4
2018,Texas A&M,SEC,1689,4
2018,Texas State,Sun Belt,1064,4
2018,Texas Tech,Big 12,1633,4
2018,Toledo,Mid-American,1533,4
2018,Troy,Sun Belt,1493,4
2018,Tulane,American Athletic,1334,4
2018,Tulsa,American Athletic,1406,4
2018,UAB,Conference USA,1325,4
2018,UCF,American Athletic,1802,4
2018,UCLA,Pac-12,1371,4
2018,UConn,American Athletic,1061,4
2018,UL Monroe,Sun Belt,1235,4
2018,UNLV,Mountain West,1375,4
2018,USC,Pac-12,1642,4
2018,Utah,Pac-12,1620,4
2018,Utah State,Mountain West,1587,4
2018,UTEP,Conference USA,1008,4
2018,UTSA,Conference USA,1255,4
2018,Vanderbilt,SEC,1505,4
2018,Virginia,ACC,1510,4
2018,Virginia Tech,ACC,1682,4
2018,Wake Forest,ACC,1517,4
2018,Washington,Pac-12,1839,4
2018,Washington State,Pac-12,1628,4
2018,Western Kentucky,Conference USA,1394,4
2018,Western Michigan,Mid-American,1420,4
2018,West Virginia,Big 12,1689,4
2018,Wisconsin,Big Ten,1879,4
2018,Wyoming,Mountain West,1455,4
2018,Air Force,Mountain West,1422,5
2018,Akron,Mid-American,1315,5
2018,Alabama,SEC,2235,5
2018,App State,Sun Belt,1765,5
2018,Arizona,Pac-12,1467,5
2018,Arizona State,Pac-12,1627,5
2018,Arkansas,SEC,1345,5
2018,Arkansas State,Sun Belt,1482,5
2018,Army,FBS Independents,1629,5
2018,Auburn,SEC,1855,5
2018,Ball State,Mid-American,1154,5
2018,Baylor,Big 12,1455,5
2018,Boise State,Mountain West,1796,5
2018,Boston College,ACC,1644,5
2018,Bowling Green,Mid-American,1038,5
2018,Buffalo,Mid-American,1388,5
2018,BYU,FBS Independents,1424,5
2018,California,Pac-12,1521,5
2018,Central Michigan,Mid-American,1304,5
2018,Charlotte,Conference USA,1042,5
2018,Cincinnati,American Athletic,1472,5
2018,Clemson,ACC,1945,5
2018,Coastal Carolina,Sun Belt,1277,5
2018,Colorado,Pac-12,1604,5
2018,Colorado State,Mountain West,1317,5
2018,Duke,ACC,1640,5
2018,East Carolina,American Athletic,1333,5
2018,Eastern Michigan,Mid-American,1424,5
2018,Florida,SEC,1665,5
2018,Florida Atlantic,Conference USA,1502,5
2018,Florida International,Conference USA,1462,5
2018,Florida State,ACC,1562,5
2018,Fresno State,Mountain West,1616,5
2018,Georgia,SEC,1965,5
2018,Georgia Southern,Sun Belt,1397,5
2018,Georgia State,Sun Belt,1283,5
2018,Georgia Tech,ACC,1589,5
2018,Hawai'i,Mountain West,1345,5
2018,Houston,American Athletic,1594,5
2018,Illinois,Big Ten,1296,5
2018,Indiana,Big Ten,1535,5
2018,Iowa,Big Ten,1750,5
2018,Iowa State,Big 12,1645,5
2018,James Madison,CAA,1466,5
2018,Kansas,Big 12,1330,5
2018,Kansas State,Big 12,1537,5
2018,Kent State,Mid-American,1000,5
2018,Kentucky,SEC,1628,5
2018,Liberty,FBS Independents,1366,5
2018,Louisiana,Sun Belt,1170,5
2018,Louisiana Tech,Conference USA,1519,5
2018,Louisville,ACC,1535,5
2018,LSU,SEC,1834,5
2018,Marshall,Conference USA,1463,5
2018,Maryland,Big Ten,1476,5
2018,Massachusetts,FBS Independents,1199,5
2018,Memphis,American Athletic,1676,5
2018,Miami,ACC,1784,5
2018,Miami (OH),Mid-American,1315,5
2018,Michigan,Big Ten,1882,5
2018,Michigan State,Big Ten,1646,5
2018,Middle Tennessee,Conference USA,1303,5
2018,Minnesota,Big Ten,1506,5
2018,Mississippi State,SEC,1704,5
2018,Missouri,SEC,1662,5
2018,Navy,American Athletic,1550,5
2018,NC State,ACC,1725,5
2018,Nebraska,Big Ten,1311,5
2018,Nevada,Mountain West,1307,5
2018,New Mexico,Mountain West,1271,5
2018,New Mexico State,FBS Independents,1096,5
2018,North Carolina,ACC,1320,5
2018,Northern Illinois,Mid-American,1432,5
2018,North Texas,Conference USA,1589,5
2018,Northwestern,Big Ten,1625,5
2018,Notre Dame,FBS Independents,1825,5
2018,Ohio,Mid-American,1552,5
2018,Ohio State,Big Ten,2066,5
2018,Oklahoma,Big 12,2014,5
2018,Oklahoma State,Big 12,1781,5
2018,Old Dominion,Conference USA,1246,5
2018,Ole Miss,SEC,1451,5
2018,Oregon,Pac-12,1678,5
2018,Oregon State,Pac-12,1132,5
2018,Penn State,Big Ten,2074,5
2018,Pittsburgh,ACC,1431,5
2018,Purdue,Big Ten,1608,5
2018,Rice,Conference USA,1090,5
2018,Rutgers,Big Ten,1092,5
2018,San Diego State,Mountain West,1564,5
2018,San José State,Mountain West,1043,5
2018,SMU,American Athletic,1287,5
2018,South Alabama,Sun Belt,1142,5
2018,South Carolina,SEC,1620,5
2018,Southern Miss,Conference USA,1439,5
2018,South Florida,American Athletic,1642,5
2018,Stanford,Pac-12,1758,5
2018,Syracuse,ACC,1520,5
2018,TCU,Big 12,1714,5
2018,Temple,American Athletic,1555,5
2018,Tennessee,SEC,1343,5
2018,Texas,Big 12,1722,5
2018,Texas A&M,SEC,1682,5
2018,Texas State,Sun Belt,1064,5
2018,Texas Tech,Big 12,1622,5
2018,Toledo,Mid-American,1483,5
2018,Troy,Sun Belt,1534,5
2018,Tulane,American Athletic,1413,5
2018,Tulsa,American Athletic,1406,5
2018,UAB,Conference USA,1349,5
2018,UCF,American Athletic,1847,5
2018,UCLA,Pac-12,1339,5
2018,UConn,American Athletic,980,5
2018,UL Monroe,Sun Belt,1142,5
2018,UNLV,Mountain West,1375,5
2018,USC,Pac-12,1637,5
2018,Utah,Pac-12,1617,5
2018,Utah State,Mountain West,1587,5
2018,UTEP,Conference USA,1009,5
2018,UTSA,Conference USA,1254,5
2018,Vanderbilt,SEC,1505,5
2018,Virginia,ACC,1499,5
2018,Virginia Tech,ACC,1723,5
2018,Wake Forest,ACC,1558,5
2018,Washington,Pac-12,1869,5
2018,Washington State,Pac-12,1631,5
2018,Western Kentucky,Conference USA,1394,5
2018,Western Michigan,Mid-American,1416,5
2018,West Virginia,Big 12,1700,5
2018,Wisconsin,Big Ten,1879,5
2018,Wyoming,Mountain West,1439,5
2018,Air Force,Mountain West,1512,6
2018,Akron,Mid-American,1251,6
2018,Alabama,SEC,2231,6
2018,App State,Sun Belt,1765,6
2018,Arizona,Pac-12,1480,6
2018,Arizona State,Pac-12,1616,6
2018,Arkansas,SEC,1349,6
2018,Arkansas State,Sun Belt,1482,6
2018,Army,FBS Independents,1629,6
2018,Auburn,SEC,1813,6
2018,Ball State,Mid-American,1160,6
2018,Baylor,Big 12,1457,6
2018,Boise State,Mountain West,1767,6
2018,Boston College,ACC,1642,6
2018,Bowling Green,Mid-American,1041,6
2018,Buffalo,Mid-American,1402,6
2018,BYU,FBS Independents,1376,6
2018,California,Pac-12,1508,6
2018,Central Michigan,Mid-American,1290,6
2018,Charlotte,Conference USA,1042,6
2018,Cincinnati,American Athletic,1501,6
2018,Clemson,ACC,2080,6
2018,Coastal Carolina,Sun Belt,1277,6
2018,Colorado,Pac-12,1615,6
2018,Colorado State,Mountain West,1319,6
2018,Duke,ACC,1640,6
2018,East Carolina,American Athletic,1237,6
2018,Eastern Michigan,Mid-American,1423,6
2018,Florida,SEC,1688,6
2018,Florida Atlantic,Conference USA,1521,6
2018,Florida International,Conference USA,1462,6
2018,Florida State,ACC,1568,6
2018,Fresno State,Mountain West,1629,6
2018,Georgia,SEC,1988,6
2018,Georgia Southern,Sun Belt,1462,6
2018,Georgia State,Sun Belt,1269,6
2018,Georgia Tech,ACC,1684,6
2018,Hawai'i,Mountain West,1351,6
2018,Houston,American Athletic,1609,6
2018,Illinois,Big Ten,1327,6
2018,Indiana,Big Ten,1531,6
2018,Iowa,Big Ten,1766,6
2018,Iowa State,Big 12,1666,6
2018,James Madison,CAA,1466,6
2018,Kansas,Big 12,1328,6
2018,Kansas State,Big 12,1535,6
2018,Kent State,Mid-American,1022,6
2018,Kentucky,SEC,1623,6
2018,Liberty,FBS Independents,1336,6
2018,Louisiana,Sun Belt,1194,6
2018,Louisiana Tech,Conference USA,1445,6
2018,Louisville,ACC,1440,6
2018,LSU,SEC,1811,6
2018,Marshall,Conference USA,1427,6
2018,Maryland,Big Ten,1466,6
2018,Massachusetts,FBS Independents,1203,6
2018,Memphis,American Athletic,1709,6
2018,Miami,ACC,1778,6
2018,Miami (OH),Mid-American,1379,6
2018,Michigan,Big Ten,1892,6
2018,Michigan State,Big Ten,1623,6
2018,Middle Tennessee,Conference USA,1339,6
2018,Minnesota,Big Ten,1490,6
2018,Mississippi State,SEC,1746,6
2018,Missouri,SEC,1661,6
2018,Navy,American Athletic,1460,6
2018,NC State,ACC,1727,6
2018,Nebraska,Big Ten,1322,6
2018,Nevada,Mountain West,1294,6
2018,New Mexico,Mountain West,1392,6
2018,New Mexico State,FBS Independents,1126,6
2018,North Carolina,ACC,1320,6
2018,Northern Illinois,Mid-American,1426,6
2018,North Texas,Conference USA,1563,6
2018,Northwestern,Big Ten,1648,6
2018,Notre Dame,FBS Independents,1870,6
2018,Ohio,Mid-American,1530,6
2018,Ohio State,Big Ten,2070,6
2018,Oklahoma,Big 12,1999,6
2018,Oklahoma State,Big 12,1760,6
2018,Old Dominion,Conference USA,1227,6
2018,Ole Miss,SEC,1556,6
2018,Oregon,Pac-12,1678,6
2018,Oregon State,Pac-12,1134,6
2018,Penn State,Big Ten,2074,6
2018,Pittsburgh,ACC,1446,6
2018,Purdue,Big Ten,1608,6
2018,Rice,Conference USA,1066,6
2018,Rutgers,Big Ten,1061,6
2018,San Diego State,Mountain West,1593,6
2018,San José State,Mountain West,1041,6
2018,SMU,American Athletic,1274,6
2018,South Alabama,Sun Belt,1077,6
2018,South Carolina,SEC,1621,6
2018,Southern Miss,Conference USA,1439,6
2018,South Florida,American Athletic,1638,6
2018,Stanford,Pac-12,1694,6
2018,Syracuse,ACC,1505,6
2018,TCU,Big 12,1714,6
2018,Temple,American Athletic,1651,6
2018,Tennessee,SEC,1343,6
2018,Texas,Big 12,1737,6
2018,Texas A&M,SEC,1687,6
2018,Texas State,Sun Belt,1040,6
2018,Texas Tech,Big 12,1622,6
2018,Toledo,Mid-American,1480,6
2018,Troy,Sun Belt,1548,6
2018,Tulane,American Athletic,1384,6
2018,Tulsa,American Athletic,1391,6
2018,UAB,Conference USA,1423,6
2018,UCF,American Athletic,1860,6
2018,UCLA,Pac-12,1363,6
2018,UConn,American Athletic,947,6
2018,UL Monroe,Sun Belt,1037,6
2018,UNLV,Mountain West,1254,6
2018,USC,Pac-12,1637,6
2018,Utah,Pac-12,1681,6
2018,Utah State,Mountain West,1635,6
