year,team,conference,elo,week
2024,Air Force,Mountain West,1572,1
2024,Akron,Mid-American,1161,1
2024,Alabama,SEC,1997,1
2024,App State,Sun Belt,1578,1
2024,Arizona,Big 12,1720,1
2024,Arizona State,Big 12,1497,1
2024,Arkansas,SEC,1454,1
2024,Arkansas State,Sun Belt,1406,1
2024,Army,American Athletic,1425,1
2024,Auburn,SEC,1556,1
2024,Baylor,Big 12,1422,1
2024,Boise State,Mountain West,1629,1
2024,Boston College,ACC,1462,1
2024,Bowling Green,Mid-American,1431,1
2024,Buffalo,Mid-American,1357,1
2024,BYU,Big 12,1409,1
2024,California,ACC,1483,1
2024,Central Michigan,Mid-American,1333,1
2024,Charlotte,American Athletic,1195,1
2024,Cincinnati,Big 12,1394,1
2024,Clemson,ACC,1625,1
2024,Coastal Carolina,Sun Belt,1537,1
2024,Colorado,Big 12,1324,1
2024,Colorado State,Mountain West,1261,1
2024,Duke,ACC,1602,1
2024,East Carolina,American Athletic,1404,1
2024,Eastern Michigan,Mid-American,1305,1
2024,Florida,SEC,1497,1
2024,Florida Atlantic,American Athletic,1413,1
2024,Florida International,Conference USA,1129,1
2024,Florida State,ACC,1610,1
2024,Fresno State,Mountain West,1551,1
2024,Georgia,SEC,2066,1
2024,Georgia Southern,Sun Belt,1381,1
2024,Georgia State,Sun Belt,1370,1
2024,Georgia Tech,ACC,1559,1
2024,Hawai'i,Mountain West,1242,1
2024,Houston,Big 12,1402,1
2024,Illinois,Big Ten,1502,1
2024,Indiana,Big Ten,1430,1
2024,Iowa,Big Ten,1550,1
2024,Iowa State,Big 12,1612,1
2024,Jacksonville State,Conference USA,1449,1
2024,James Madison,Sun Belt,1699,1
2024,Kansas,Big 12,1619,1
2024,Kansas State,Big 12,1794,1
2024,Kennesaw State,Conference USA,1485,1
2024,Kent State,Mid-American,1108,1
2024,Kentucky,SEC,1640,1
2024,Liberty,Conference USA,1572,1
2024,Louisiana,Sun Belt,1496,1
2024,Louisiana Tech,Conference USA,1246,1
2024,Louisville,ACC,1625,1
2024,LSU,SEC,1803,1
2024,Marshall,Sun Belt,1406,1
2024,Maryland,Big Ten,1703,1
2024,Massachusetts,FBS Independents,1123,1
2024,Memphis,American Athletic,1569,1
2024,Miami,ACC,1618,1
2024,Miami (OH),Mid-American,1490,1
2024,Michigan,Big Ten,1980,1
2024,Michigan State,Big Ten,1401,1
2024,Middle Tennessee,Conference USA,1400,1
2024,Minnesota,Big Ten,1492,1
2024,Mississippi State,SEC,1447,1
2024,Missouri,SEC,1744,1
2024,Navy,American Athletic,1368,1
2024,NC State,ACC,1606,1
2024,Nebraska,Big Ten,1571,1
2024,Nevada,Mountain West,1271,1
2024,New Mexico,Mountain West,1228,1
2024,New Mexico State,Conference USA,1432,1
2024,North Carolina,ACC,1546,1
2024,Northern Illinois,Mid-American,1446,1
2024,North Texas,American Athletic,1469,1
2024,Northwestern,Big Ten,1514,1
2024,Notre Dame,FBS Independents,1888,1
2024,Ohio,Mid-American,1469,1
2024,Ohio State,Big Ten,1927,1
2024,Oklahoma,SEC,1849,1
2024,Oklahoma State,Big 12,1522,1
2024,Old Dominion,Sun Belt,1408,1
2024,Ole Miss,SEC,1658,1
2024,Oregon,Big Ten,1904,1
2024,Oregon State,Pac-12,1648,1
2024,Penn State,Big Ten,1861,1
2024,Pittsburgh,ACC,1486,1
2024,Purdue,Big Ten,1492,1
2024,Rice,American Athletic,1314,1
2024,Rutgers,Big Ten,1460,1
2024,Sam Houston,Conference USA,1436,1
2024,San Diego State,Mountain West,1416,1
2024,San José State,Mountain West,1544,1
2024,SMU,ACC,1684,1
2024,South Alabama,Sun Belt,1593,1
2024,South Carolina,SEC,1560,1
2024,Southern Miss,Sun Belt,1230,1
2024,South Florida,American Athletic,1442,1
2024,Stanford,ACC,1295,1
2024,Syracuse,ACC,1383,1
2024,TCU,Big 12,1578,1
2024,Temple,American Athletic,1115,1
2024,Tennessee,SEC,1751,1
2024,Texas,SEC,1939,1
2024,Texas A&M,SEC,1677,1
2024,Texas State,Sun Belt,1399,1
2024,Texas Tech,Big 12,1541,1
2024,Toledo,Mid-American,1526,1
2024,Troy,Sun Belt,1629,1
2024,Tulane,American Athletic,1565,1
2024,Tulsa,American Athletic,1248,1
2024,UAB,American Athletic,1363,1
2024,UCF,Big 12,1578,1
2024,UCLA,Big Ten,1553,1
2024,UConn,FBS Independents,1157,1
2024,UL Monroe,Sun Belt,1156,1
2024,UNLV,Mountain West,1541,1
2024,USC,Big Ten,1668,1
2024,Utah,Big 12,1622,1
2024,Utah State,Mountain West,1346,1
2024,UTEP,Conference USA,1232,1
2024,UTSA,American Athletic,1613,1
2024,Vanderbilt,SEC,1313,1
2024,Virginia,ACC,1310,1
2024,Virginia Tech,ACC,1575,1
2024,Wake Forest,ACC,1431,1
2024,Washington,Big Ten,1752,1
2024,Washington State,Pac-12,1530,1
2024,Western Kentucky,Conference USA,1323,1
2024,Western Michigan,Mid-American,1309,1
2024,West Virginia,Big 12,1546,1
2024,Wisconsin,Big Ten,1593,1
2024,Wyoming,Mountain West,1354,1
2024,Air Force,Mountain West,1549,2
2024,Akron,Mid-American,1110,2
2024,Alabama,SEC,2006,2
2024,App State,Sun Belt,1446,2
2024,Arizona,Big 12,1739,2
2024,Arizona State,Big 12,1504,2
2024,Arkansas,SEC,1446,2
2024,Arkansas State,Sun Belt,1404,2
2024,Army,American Athletic,1465,2
2024,Auburn,SEC,1537,2
2024,Ball State,Mid-American,1341,2
2024,Baylor,Big 12,1417,2
2024,Boise State,Mountain West,1631,2
2024,Boston College,ACC,1450,2
2024,Bowling Green,Mid-American,1444,2
2024,Buffalo,Mid-American,1298,2
2024,BYU,Big 12,1430,2
2024,California,ACC,1502,2
2024,Central Michigan,Mid-American,1191,2
2024,Charlotte,American Athletic,1187,2
2024,Cincinnati,Big 12,1397,2
2024,Clemson,ACC,1757,2
2024,Coastal Carolina,Sun Belt,1537,2
2024,Colorado,Big 12,1307,2
2024,Colorado State,Mountain West,1237,2
2024,Duke,ACC,1602,2
2024,East Carolina,American Athletic,1415,2
2024,Eastern Michigan,Mid-American,1298,2
2024,Florida,SEC,1493,2
2024,Florida Atlantic,American Athletic,1373,2
2024,Florida International,Conference USA,1271,2
2024,Florida State,ACC,1610,2
2024,Fresno State,Mountain West,1535,2
2024,Georgia,SEC,2079,2
2024,Georgia Southern,Sun Belt,1379,2
2024,Georgia State,Sun Belt,1369,2
2024,Georgia Tech,ACC,1556,2
2024,Hawai'i,Mountain West,1242,2
2024,Houston,Big 12,1411,2
2024,Illinois,Big Ten,1515,2
2024,Indiana,Big Ten,1438,2
2024,Iowa,Big Ten,1552,2
2024,Iowa State,Big 12,1610,2
2024,Jacksonville State,Conference USA,1374,2
2024,James Madison,Sun Belt,1728,2
2024,Kansas,Big 12,1606,2
2024,Kansas State,Big 12,1790,2
2024,Kennesaw State,Conference USA,1423,2
2024,Kent State,Mid-American,1096,2
2024,Kentucky,SEC,1563,2
2024,Liberty,Conference USA,1573,2
2024,Louisiana,Sun Belt,1558,2
2024,Louisiana Tech,Conference USA,1246,2
2024,Louisville,ACC,1700,2
2024,LSU,SEC,1805,2
2024,Marshall,Sun Belt,1384,2
2024,Maryland,Big Ten,1679,2
2024,Massachusetts,FBS Independents,1125,2
2024,Memphis,American Athletic,1625,2
2024,Miami,ACC,1622,2
2024,Miami (OH),Mid-American,1490,2
2024,Michigan,Big Ten,1928,2
2024,Michigan State,Big Ten,1425,2
2024,Middle Tennessee,Conference USA,1288,2
2024,Minnesota,Big Ten,1490,2
2024,Mississippi State,SEC,1440,2
2024,Missouri,SEC,1803,2
2024,Navy,American Athletic,1409,2
2024,NC State,ACC,1512,2
2024,Nebraska,Big Ten,1588,2
2024,Nevada,Mountain West,1273,2
2024,New Mexico,Mountain West,1228,2
2024,New Mexico State,Conference USA,1431,2
2024,North Carolina,ACC,1554,2
2024,Northern Illinois,Mid-American,1476,2
2024,North Texas,American Athletic,1460,2
2024,Northwestern,Big Ten,1514,2
2024,Notre Dame,FBS Independents,1858,2
2024,Ohio,Mid-American,1486,2
2024,Ohio State,Big Ten,2014,2
2024,Oklahoma,SEC,1840,2
2024,Oklahoma State,Big 12,1530,2
2024,Old Dominion,Sun Belt,1397,2
2024,Ole Miss,SEC,1770,2
2024,Oregon,Big Ten,1902,2
2024,Oregon State,Pac-12,1676,2
2024,Penn State,Big Ten,1848,2
2024,Pittsburgh,ACC,1483,2
2024,Purdue,Big Ten,1492,2
2024,Rice,American Athletic,1309,2
2024,Rutgers,Big Ten,1511,2
2024,Sam Houston,Conference USA,1370,2
2024,San Diego State,Mountain West,1388,2
2024,San José State,Mountain West,1567,2
2024,SMU,ACC,1648,2
2024,South Alabama,Sun Belt,1576,2
2024,South Carolina,SEC,1637,2
2024,Southern Miss,Sun Belt,1217,2
2024,South Florida,American Athletic,1433,2
2024,Stanford,ACC,1282,2
2024,Syracuse,ACC,1386,2
2024,TCU,Big 12,1591,2
2024,Temple,American Athletic,1074,2
2024,Tennessee,SEC,1845,2
2024,Texas,SEC,1991,2
2024,Texas A&M,SEC,1666,2
2024,Texas State,Sun Belt,1545,2
2024,Texas Tech,Big 12,1490,2
2024,Toledo,Mid-American,1524,2
2024,Troy,Sun Belt,1573,2
2024,Tulane,American Athletic,1569,2
2024,Tulsa,American Athletic,1250,2
2024,UAB,American Athletic,1270,2
2024,UCF,Big 12,1644,2
2024,UCLA,Big Ten,1553,2
2024,UConn,FBS Independents,1139,2
2024,UL Monroe,Sun Belt,1249,2
2024,UNLV,Mountain West,1548,2
2024,USC,Big Ten,1768,2
2024,Utah,Big 12,1627,2
2024,Utah State,Mountain West,1246,2
2024,UTEP,Conference USA,1224,2
2024,UTSA,American Athletic,1467,2
2024,Vanderbilt,SEC,1303,2
2024,Virginia,ACC,1317,2
2024,Virginia Tech,ACC,1597,2
2024,Wake Forest,ACC,1424,2
2024,Washington,Big Ten,1759,2
2024,Washington State,Pac-12,1581,2
2024,Western Kentucky,Conference USA,1307,2
2024,Western Michigan,Mid-American,1222,2
2024,West Virginia,Big 12,1527,2
2024,Wisconsin,Big Ten,1601,2
2024,Wyoming,Mountain West,1369,2
2024,Air Force,Mountain West,1459,3
2024,Akron,Mid-American,1098,3
2024,Alabama,SEC,2046,3
2024,App State,Sun Belt,1447,3
2024,Arizona,Big 12,1668,3
2024,Arizona State,Big 12,1511,3
2024,Arkansas,SEC,1451,3
2024,Arkansas State,Sun Belt,1421,3
2024,Army,American Athletic,1465,3
2024,Auburn,SEC,1569,3
2024,Ball State,Mid-American,1185,3
2024,Baylor,Big 12,1507,3
2024,Boise State,Mountain West,1631,3
2024,Boston College,ACC,1470,3
2024,Bowling Green,Mid-American,1444,3
2024,Buffalo,Mid-American,1360,3
2024,BYU,Big 12,1472,3
2024,California,ACC,1540,3
2024,Central Michigan,Mid-American,1173,3
2024,Charlotte,American Athletic,1174,3
2024,Cincinnati,Big 12,1429,3
2024,Clemson,ACC,1757,3
2024,Coastal Carolina,Sun Belt,1519,3
2024,Colorado,Big 12,1349,3
2024,Colorado State,Mountain West,1219,3
2024,Duke,ACC,1590,3
2024,East Carolina,American Athletic,1414,3
2024,Eastern Michigan,Mid-American,1300,3
2024,Florida,SEC,1485,3
2024,Florida Atlantic,American Athletic,1403,3
2024,Florida International,Conference USA,1241,3
2024,Florida State,ACC,1596,3
2024,Fresno State,Mountain West,1680,3
2024,Georgia,SEC,2046,3
2024,Georgia Southern,Sun Belt,1383,3
2024,Georgia State,Sun Belt,1371,3
2024,Georgia Tech,ACC,1551,3
2024,Hawai'i,Mountain West,1214,3
2024,Houston,Big 12,1466,3
2024,Illinois,Big Ten,1533,3
2024,Indiana,Big Ten,1527,3
2024,Iowa,Big Ten,1591,3
2024,Iowa State,Big 12,1610,3
2024,Jacksonville State,Conference USA,1372,3
2024,James Madison,Sun Belt,1728,3
2024,Kansas,Big 12,1603,3
2024,Kansas State,Big 12,1842,3
2024,Kennesaw State,Conference USA,1388,3
2024,Kent State,Mid-American,989,3
2024,Kentucky,SEC,1583,3
2024,Liberty,Conference USA,1582,3
2024,Louisiana,Sun Belt,1558,3
2024,Louisiana Tech,Conference USA,1247,3
2024,Louisville,ACC,1700,3
2024,LSU,SEC,1798,3
2024,Marshall,Sun Belt,1384,3
2024,Maryland,Big Ten,1678,3
2024,Massachusetts,FBS Independents,1063,3
2024,Memphis,American Athletic,1639,3
2024,Miami,ACC,1774,3
2024,Miami (OH),Mid-American,1458,3
2024,Michigan,Big Ten,1911,3
2024,Michigan State,Big Ten,1418,3
2024,Middle Tennessee,Conference USA,1215,3
2024,Minnesota,Big Ten,1537,3
2024,Mississippi State,SEC,1386,3
2024,Missouri,SEC,1795,3
2024,Navy,American Athletic,1409,3
2024,NC State,ACC,1511,3
2024,Nebraska,Big Ten,1596,3
2024,Nevada,Mountain West,1228,3
2024,New Mexico,Mountain West,1196,3
2024,New Mexico State,Conference USA,1302,3
2024,North Carolina,ACC,1567,3
2024,Northern Illinois,Mid-American,1476,3
2024,North Texas,American Athletic,1336,3
2024,Northwestern,Big Ten,1508,3
2024,Notre Dame,FBS Independents,1992,3
2024,Ohio,Mid-American,1481,3
2024,Ohio State,Big Ten,2014,3
2024,Oklahoma,SEC,1848,3
2024,Oklahoma State,Big 12,1595,3
2024,Old Dominion,Sun Belt,1368,3
2024,Ole Miss,SEC,1824,3
2024,Oregon,Big Ten,1974,3
2024,Oregon State,Pac-12,1604,3
2024,Penn State,Big Ten,1848,3
2024,Pittsburgh,ACC,1488,3
2024,Purdue,Big Ten,1358,3
2024,Rice,American Athletic,1259,3
2024,Rutgers,Big Ten,1511,3
2024,Sam Houston,Conference USA,1398,3
2024,San Diego State,Mountain West,1350,3
2024,San José State,Mountain West,1602,3
2024,SMU,ACC,1648,3
2024,South Alabama,Sun Belt,1581,3
2024,South Carolina,SEC,1642,3
2024,Southern Miss,Sun Belt,1187,3
2024,South Florida,American Athletic,1476,3
2024,Stanford,ACC,1282,3
2024,Syracuse,ACC,1386,3
2024,TCU,Big 12,1580,3
2024,Temple,American Athletic,1092,3
2024,Tennessee,SEC,1964,3
2024,Texas,SEC,2068,3
2024,Texas A&M,SEC,1689,3
2024,Texas State,Sun Belt,1538,3
2024,Texas Tech,Big 12,1623,3
2024,Toledo,Mid-American,1578,3
2024,Troy,Sun Belt,1534,3
2024,Tulane,American Athletic,1561,3
2024,Tulsa,American Athletic,1185,3
2024,UAB,American Athletic,1265,3
2024,UCF,Big 12,1642,3
2024,UCLA,Big Ten,1456,3
2024,UConn,FBS Independents,1169,3
2024,UL Monroe,Sun Belt,1249,3
2024,UNLV,Mountain West,1544,3
2024,USC,Big Ten,1768,3
2024,Utah,Big 12,1631,3
2024,Utah State,Mountain West,1242,3
2024,UTEP,Conference USA,1223,3
2024,UTSA,American Athletic,1390,3
2024,Vanderbilt,SEC,1312,3
2024,Virginia,ACC,1318,3
2024,Virginia Tech,ACC,1626,3
2024,Wake Forest,ACC,1370,3
2024,Washington,Big Ten,1745,3
2024,Washington State,Pac-12,1595,3
2024,Western Kentucky,Conference USA,1396,3
2024,Western Michigan,Mid-American,1193,3
2024,West Virginia,Big 12,1541,3
2024,Wisconsin,Big Ten,1553,3
2024,Wyoming,Mountain West,1312,3
2024,Air Force,Mountain West,1459,4
2024,Akron,Mid-American,1053,4
2024,Alabama,SEC,2046,4
2024,App State,Sun Belt,1366,4
2024,Arizona,Big 12,1668,4
2024,Arizona State,Big 12,1506,4
2024,Arkansas,SEC,1483,4
