season,week,home_team,home_id,home_conference,home_points,home_pregame_elo,home_postgame_elo,away_team,away_id,away_conference,away_points,away_pregame_elo,away_postgame_elo,conference_game,margin
2014,1,Eastern Washington,331,Big Sky,56,,,Sam Houston,2534,Southland,35,,,0,21
2014,1,Georgia State,2247,Sun Belt,38,,,Abilene Christian,2000,Southland,37,,,0,1
2014,1,South Carolina,2579,SEC,28,1863.0,1787.0,Texas A&M,245,SEC,52,1765.0,1841.0,1,-24
2014,1,Northwestern State,2466,Southland,27,,,Missouri State,2623,MVFC,34,,,0,-7
2014,1,Stony Brook,2619,CAA,7,,,Bryant,2803,NEC,13,,,0,-6
2014,1,Robert Morris,2523,NEC,10,,,Eastern Kentucky,2198,OVC,29,,,0,-19
2014,1,Charleston Southern,2127,Big South,61,,,Point University,3179,,9,,,0,52
2014,1,Mercer,2382,Southern,45,,,Reinhardt University,2890,,42,,,0,3
2014,1,Campbell,2097,Pioneer,9,,,Charlotte,2429,FCS Independents,33,,,0,-24
2014,1,UL Monroe,2433,Sun Belt,17,1304.0,1318.0,Wake Forest,154,ACC,10,1377.0,1363.0,0,7
2014,1,Minnesota,135,Big Ten,42,,,Eastern Illinois,2197,OVC,20,,,0,22
2014,1,Akron,2006,Mid-American,41,,,Howard,47,MEAC,0,,,0,41
2014,1,Northern Illinois,2459,Mid-American,55,,,Presbyterian,2506,Big South,3,,,0,52
2014,1,Central Michigan,2117,Mid-American,20,,,Chattanooga,236,Southern,16,,,0,4
2014,1,Southeast Missouri State,2546,OVC,77,,,St. Louis,2880,,0,,,0,77
2014,1,Utah,254,Pac-12,56,,,Idaho State,304,Big Sky,14,,,0,42
2014,1,Western Illinois,2710,MVFC,45,,,Valparaiso,2674,Pioneer,6,,,0,39
2014,1,Tulsa,202,American Athletic,38,1345.0,1356.0,Tulane,2655,American Athletic,31,1374.0,1363.0,1,7
2014,1,Tennessee Tech,2635,OVC,33,,,Kentucky Christian,3077,,7,,,0,26
2014,1,Murray State,93,OVC,73,,,Union College,2841,,26,,,0,47
2014,1,New Mexico State,166,Sun Belt,28,,,Cal Poly,13,Big Sky,10,,,0,18
2014,1,Ole Miss,145,SEC,35,1625.0,1690.0,Boise State,68,Mountain West,13,1653.0,1588.0,0,22
2014,1,Southern Illinois,79,MVFC,45,,,Taylor,620,,0,,,0,45
2014,1,Washington State,265,Pac-12,38,1450.0,1444.0,Rutgers,164,Big Ten,41,1429.0,1435.0,0,-3
2014,1,San José State,23,Mountain West,42,,,North Dakota,155,Big Sky,10,,,0,32
2014,1,Arizona State,9,Pac-12,45,,,Weber State,2692,Big Sky,14,,,0,31
2014,1,Vanderbilt,238,SEC,7,1599.0,1495.0,Temple,218,American Athletic,37,1455.0,1559.0,0,-30
2014,1,UConn,41,American Athletic,10,1428.0,1388.0,BYU,252,FBS Independents,35,1655.0,1695.0,0,-25
2014,1,Syracuse,183,ACC,27,,,Villanova,222,CAA,26,,,0,1
2014,1,Michigan State,127,Big Ten,45,,,Jacksonville State,55,OVC,7,,,0,38
2014,1,Western Kentucky,98,Conference USA,59,1469.0,1572.0,Bowling Green,189,Mid-American,31,1695.0,1592.0,0,28
2014,1,Colorado,38,Pac-12,17,1239.0,1242.0,Colorado State,36,Mountain West,31,1559.0,1556.0,0,-14
2014,1,Houston,248,American Athletic,7,1612.0,1542.0,UTSA,2636,Conference USA,27,1451.0,1521.0,0,-20
2014,1,Arizona,12,Pac-12,58,1601.0,1704.0,UNLV,2439,Mountain West,13,1374.0,1271.0,0,45
2014,1,UCF,2116,American Athletic,24,1721.0,1716.0,Penn State,213,Big Ten,26,1577.0,1582.0,0,-2
