season,week,home_team,home_id,home_conference,home_points,home_pregame_elo,home_postgame_elo,away_team,away_id,away_conference,away_points,away_pregame_elo,away_postgame_elo,conference_game,margin
2015,1,Montana,149,Big Sky,38,,,North Dakota State,2449,MVFC,35,,,0,3
2015,1,South Carolina,2579,SEC,17,1646.0,1646.0,North Carolina,153,ACC,13,1477.0,1477.0,0,4
2015,1,UCF,2116,American Athletic,14,1626.0,1609.0,Florida International,2229,Conference USA,15,1321.0,1338.0,0,-1
2015,1,Eastern Kentucky,2198,OVC,52,,,Valparaiso,2674,Pioneer,10,,,0,42
2015,1,Ball State,2050,Mid-American,48,,,VMI,2678,Southern,36,,,0,12
2015,1,Central Michigan,2117,Mid-American,13,1417.0,1407.0,Oklahoma State,197,Big 12,24,1567.0,1577.0,0,-11
2015,1,Wake Forest,154,ACC,41,,,Elon,2210,CAA,3,,,0,38
2015,1,Northwestern State,2466,Southland,20,,,SE Louisiana,2545,Southland,34,,,1,-14
2015,1,Samford,2535,Southern,45,,,Central Arkansas,2110,Southland,16,,,0,29
2015,1,Western Illinois,2710,MVFC,33,,,Eastern Illinois,2197,OVC,5,,,0,28
2015,1,Campbell,2097,Pioneer,41,,,Pikeville,95,,20,,,0,21
2015,1,Murray State,93,OVC,52,,,Kentucky Wesleyan,2316,Independent DII,12,,,0,40
2015,1,Charleston Southern,2127,Big South,41,,,North Greenville,2822,Independent DII,14,,,0,27
2015,1,UConn,41,American Athletic,20,,,Villanova,222,CAA,15,,,0,5
2015,1,East Tennessee State,2193,FCS Independents,16,,,Kennesaw State,338,Big South,56,,,0,-40
2015,1,Georgia Tech,59,ACC,69,,,Alcorn State,2016,SWAC,6,,,0,63
2015,1,Vanderbilt,238,SEC,12,1365.0,1371.0,Western Kentucky,98,Conference USA,14,1521.0,1515.0,0,-2
2015,1,Utah,254,Pac-12,24,1603.0,1610.0,Michigan,130,Big Ten,17,1553.0,1546.0,0,7
2015,1,Idaho,70,Sun Belt,28,1167.0,1142.0,Ohio,195,Mid-American,45,1321.0,1346.0,0,-17
2015,1,Minnesota,135,Big Ten,17,1633.0,1645.0,TCU,2628,Big 12,23,1963.0,1951.0,0,-6
2015,1,Utah State,328,Mountain West,12,,,Southern Utah,253,Big Sky,9,,,0,3
2015,1,Montana State,147,Big Sky,45,,,Fort Lewis,2237,Rocky Mountain,14,,,0,31
2015,1,Tulane,2655,American Athletic,7,1311.0,1259.0,Duke,150,ACC,37,1572.0,1624.0,0,-30
2015,1,Nevada,2440,Mountain West,31,,,UC Davis,302,Big Sky,17,,,0,14
2015,1,San José State,23,Mountain West,43,,,New Hampshire,160,CAA,13,,,0,30
2015,1,Arizona,12,Pac-12,42,1649.0,1642.0,UTSA,2636,Conference USA,32,1294.0,1301.0,0,10
2015,1,Fresno State,278,Mountain West,34,,,Abilene Christian,2000,Southland,13,,,0,21
2015,1,Hawai'i,62,Mountain West,28,1347.0,1360.0,Colorado,38,Pac-12,20,1357.0,1344.0,0,8
2015,1,Georgia State,2247,Sun Belt,20,1092.0,1110.0,Charlotte,2429,Conference USA,23,1500.0,1482.0,0,-3
2015,1,Delaware,48,CAA,14,,,Jacksonville,294,Pioneer,20,,,0,-6
2015,1,Army,349,FBS Independents,35,,,Fordham,2230,Patriot,37,,,0,-2
2015,1,Syracuse,183,ACC,47,,,Rhode Island,227,CAA,0,,,0,47
2015,1,SMU,2567,American Athletic,21,1147.0,1132.0,Baylor,239,Big 12,56,1874.0,1889.0,0,-35
2015,1,Western Michigan,2711,Mid-American,24,1444.0,1451.0,Michigan State,127,Big Ten,37,1850.0,1843.0,0,-13
2015,1,Central Connecticut,2115,NEC,14,,,Lehigh,2329,Patriot,20,,,0,-6
2015,1,Oregon State,204,Pac-12,26,,,Weber State,2692,Big Sky,7,,,0,19
2015,1,Boise State,68,Mountain West,16,1716.0,1716.0,Washington,264,Pac-12,13,1625.0,1625.0,0,3
2015,1,St. Francis (PA),2598,NEC,48,,,Georgetown,46,Patriot,20,,,0,28
2015,1,Duquesne,2184,NEC,47,,,Kentucky Christian,3077,,7,,,0,40
2015,1,Kansas,2305,Big 12,38,,,South Dakota State,2571,MVFC,41,,,0,-3
2015,1,Ole Miss,145,SEC,76,,,UT Martin,2630,OVC,3,,,0,73
2015,1,Iowa,2294,Big Ten,31,,,Illinois State,2287,MVFC,14,,,0,17
