season,seasonType,week,pollDate,pollType,teamId,team,conference,ranking,points,firstPlaceVotes
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,131,Kansas,Big 12,1.0,1581,37
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,135,Kentucky,SEC,2.0,1529,19
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,102,Gonzaga,WCC,3.0,1461,1
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,72,Duke,ACC,4.0,1452,4
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,339,Virginia,ACC,5.0,1286,2
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,292,Tennessee,SEC,6.0,1268,1
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,189,Nevada,Mountain West,7.0,1230,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,200,North Carolina,ACC,8.0,1221,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,338,Villanova,Big East,9.0,1085,1
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,169,Michigan State,Big Ten,10.0,1024,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,16,Auburn,SEC,11.0,974,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,132,Kansas State,Big 12,12.0,922,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,347,West Virginia,Big 12,13.0,678,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,223,Oregon,Pac-12,14.0,638,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,340,Virginia Tech,ACC,15.0,630,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,286,Syracuse,ACC,16.0,620,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,90,Florida State,ACC,17.0,530,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,174,Mississippi State,SEC,18.0,451,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,170,Michigan,Big Ten,19.0,437,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,287,TCU,Big 12,20.0,311,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,313,UCLA,Pac-12,21.0,297,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,52,Clemson,ACC,22.0,268,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,136,LSU,SEC,23.0,187,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,236,Purdue,Big Ten,24.0,170,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,343,Washington,Pac-12,25.0,165,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,10,Arizona State,Pac-12,,3,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,185,NC State,ACC,,1,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,168,Miami,ACC,,10,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,213,Notre Dame,ACC,,22,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,150,Louisville,ACC,,11,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,51,Cincinnati,American,,21,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,312,UCF,American,,15,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,295,Texas,Big 12,,5,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,298,Texas Tech,Big 12,,6,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,279,St. John's,Big East,,3,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,235,Providence,Big East,,2,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,157,Marquette,Big East,,124,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,359,Xavier,Big East,,2,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,34,Butler,Big East,,6,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,121,Indiana,Big Ten,,98,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,355,Wisconsin,Big Ten,,24,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,160,Maryland,Big Ten,,28,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,188,Nebraska,Big Ten,,35,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,158,Marshall,CUSA,,1,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,33,Buffalo,MAC,,14,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,151,Loyola Chicago,MVC,,162,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,257,San Diego State,Mountain West,,9,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,5,Alabama,SEC,,15,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,87,Florida,SEC,,71,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,177,Missouri,SEC,,1,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,323,USC,Pac-12,,6,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,11,Arizona,Pac-12,,14,0
2019,regular,1,2018-10-22T00:00:00.000Z,AP Top 25,63,Davidson,A-10,,1,0
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,339,Virginia,ACC,1.0,800,32
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,131,Kansas,Big 12,1.0,771,14
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,298,Texas Tech,Big 12,2.0,767,0
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,135,Kentucky,SEC,2.0,761,12
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,169,Michigan State,Big Ten,3.0,722,0
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,72,Duke,ACC,3.0,743,4
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,72,Duke,ACC,4.0,667,0
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,102,Gonzaga,WCC,4.0,699,1
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,339,Virginia,ACC,5.0,656,1
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,16,Auburn,SEC,5.0,665,0
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,292,Tennessee,SEC,6.0,613,0
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,102,Gonzaga,WCC,6.0,633,0
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,135,Kentucky,SEC,7.0,590,0
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,200,North Carolina,ACC,7.0,610,0
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,338,Villanova,Big East,8.0,543,0
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,236,Purdue,Big Ten,8.0,563,0
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,189,Nevada,Mountain West,9.0,521,0
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,200,North Carolina,ACC,9.0,552,0
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,292,Tennessee,SEC,10.0,535,0
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,169,Michigan State,Big Ten,10.0,486,0
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,170,Michigan,Big Ten,11.0,485,0
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,132,Kansas State,Big 12,11.0,469,0
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,113,Houston,American,12.0,470,0
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,16,Auburn,SEC,12.0,432,0
2019,regular,1,2018-10-25T00:00:00.000Z,Coaches Poll,347,West Virginia,Big 12,13.0,343,0
2019,postseason,1,2019-04-09T00:00:00.000Z,Coaches Poll,90,Florida State,ACC,13.0,409,0
