season,seasonType,week,pollDate,pollType,teamId,team,conference,ranking,points,firstPlaceVotes
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,200,North Carolina,ACC,1.0,1532,47
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,102,Gonzaga,WCC,2.0,1479,12
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,113,Houston,American,3.0,1404,1
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,135,Kentucky,SEC,4.0,1364,2
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,131,Kansas,Big 12,5.0,1200,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,20,Baylor,Big 12,5.0,1200,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,72,Duke,ACC,7.0,1168,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,313,UCLA,Pac-12,8.0,1093,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,61,Creighton,Big East,9.0,1060,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,12,Arkansas,SEC,10.0,1026,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,292,Tennessee,SEC,11.0,880,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,295,Texas,Big 12,12.0,844,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,121,Indiana,Big Ten,13.0,745,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,287,TCU,Big 12,14.0,735,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,16,Auburn,SEC,15.0,623,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,338,Villanova,Big East,16.0,578,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,11,Arizona,Pac-12,17.0,543,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,339,Virginia,ACC,18.0,462,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,257,San Diego State,Mountain West,19.0,394,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,5,Alabama,SEC,20.0,281,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,223,Oregon,Pac-12,21.0,260,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,170,Michigan,Big Ten,22.0,229,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,118,Illinois,Big Ten,23.0,215,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,64,Dayton,A-10,24.0,170,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,298,Texas Tech,Big 12,25.0,122,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,305,UAB,CUSA,,1,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,252,Saint Louis,A-10,,36,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,90,Florida State,ACC,,32,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,168,Miami,ACC,,66,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,340,Virginia Tech,ACC,,1,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,213,Notre Dame,ACC,,1,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,163,Memphis,American,,1,0
2023,regular,1,2022-10-17T00:00:00.000Z,AP Top 25,314,UConn,Big East,,101,0
