season,seasonType,week,pollDate,pollType,teamId,team,conference,ranking,points,firstPlaceVotes
2012,regular,1,,AP Top 25,200,North Carolina,ACC,1.0,1620,62
2012,regular,1,,AP Top 25,135,Kentucky,SEC,2.0,1501,0
2012,regular,1,,AP Top 25,216,Ohio State,Big Ten,3.0,1482,1
2012,regular,1,,AP Top 25,314,UConn,Big East,4.0,1433,2
2012,regular,1,,AP Top 25,286,Syracuse,Big East,5.0,1338,0
2012,regular,1,,AP Top 25,72,Duke,ACC,6.0,1301,0
2012,regular,1,,AP Top 25,336,Vanderbilt,SEC,7.0,1120,0
2012,regular,1,,AP Top 25,87,Florida,SEC,8.0,1086,0
2012,regular,1,,AP Top 25,150,Louisville,Big East,9.0,1055,0
2012,regular,1,,AP Top 25,229,Pittsburgh,Big East,10.0,1027,0
2012,regular,1,,AP Top 25,163,Memphis,CUSA,11.0,997,0
2012,regular,1,,AP Top 25,20,Baylor,Big 12,12.0,892,0
2012,regular,1,,AP Top 25,131,Kansas,Big 12,13.0,755,0
2012,regular,1,,AP Top 25,359,Xavier,A-10,14.0,747,0
2012,regular,1,,AP Top 25,355,Wisconsin,Big Ten,15.0,720,0
2012,regular,1,,AP Top 25,11,Arizona,Pac-12,16.0,616,0
2012,regular,1,,AP Top 25,313,UCLA,Pac-12,17.0,404,0
2012,regular,1,,AP Top 25,170,Michigan,Big Ten,18.0,401,0
2012,regular,1,,AP Top 25,5,Alabama,SEC,19.0,395,0
2012,regular,1,,AP Top 25,293,Texas A&M,Big 12,20.0,357,0
2012,regular,1,,AP Top 25,51,Cincinnati,Big East,21.0,353,0
2012,regular,1,,AP Top 25,157,Marquette,Big East,22.0,335,0
2012,regular,1,,AP Top 25,102,Gonzaga,WCC,23.0,283,0
2012,regular,1,,AP Top 25,40,California,Pac-12,24.0,230,0
2012,regular,1,,AP Top 25,177,Missouri,Big 12,25.0,139,0
2012,regular,1,,AP Top 25,107,Harvard,Ivy,,2,0
2012,regular,1,,AP Top 25,34,Butler,Horizon,,25,0
2012,regular,1,,AP Top 25,158,Marshall,CUSA,,1,0
2012,regular,1,,AP Top 25,253,Saint Mary's,WCC,,6,0
2012,regular,1,,AP Top 25,71,Drexel,CAA,,8,0
2012,regular,1,,AP Top 25,95,George Mason,CAA,,5,0
2012,regular,1,,AP Top 25,338,Villanova,Big East,,14,0
2012,regular,1,,AP Top 25,145,Long Beach State,Big West,,3,0
2012,regular,1,,AP Top 25,169,Michigan State,Big Ten,,128,0
2012,regular,1,,AP Top 25,173,Minnesota,Big Ten,,1,0
2012,regular,1,,AP Top 25,289,Temple,A-10,,69,0
2012,regular,1,,AP Top 25,168,Miami,ACC,,3,0
2012,regular,1,,AP Top 25,22,Belmont,ASUN,,8,0
2012,regular,1,,AP Top 25,191,New Mexico,Mountain West,,33,0
2012,regular,1,,AP Top 25,295,Texas,Big 12,,21,0
2012,regular,1,,AP Top 25,322,UNLV,Mountain West,,7,0
2012,regular,1,,AP Top 25,257,San Diego State,Mountain West,,1,0
2012,regular,1,,AP Top 25,61,Creighton,MVC,,12,0
2012,regular,1,,AP Top 25,343,Washington,Pac-12,,44,0
2012,regular,1,,AP Top 25,118,Illinois,Big Ten,,2,0
2012,regular,1,,AP Top 25,236,Purdue,Big Ten,,10,0
2012,regular,1,,AP Top 25,90,Florida State,ACC,,131,0
2012,regular,1,,AP Top 25,347,West Virginia,Big East,,4,0
2012,regular,1,,Coaches Poll,200,North Carolina,ACC,1.0,774,30
2012,postseason,1,,Coaches Poll,135,Kentucky,SEC,1.0,775,31
2012,regular,1,,Coaches Poll,135,Kentucky,SEC,2.0,721,1
2012,postseason,1,,Coaches Poll,131,Kansas,Big 12,2.0,744,0
2012,regular,1,,Coaches Poll,216,Ohio State,Big Ten,3.0,702,0
2012,postseason,1,,Coaches Poll,216,Ohio State,Big Ten,3.0,705,0
2012,regular,1,,Coaches Poll,314,UConn,Big East,4.0,655,0
2012,postseason,1,,Coaches Poll,150,Louisville,Big East,4.0,661,0
2012,postseason,1,,Coaches Poll,286,Syracuse,Big East,5.0,641,0
2012,regular,1,,Coaches Poll,286,Syracuse,Big East,5.0,649,0
2012,regular,1,,Coaches Poll,72,Duke,ACC,6.0,635,0
2012,postseason,1,,Coaches Poll,200,North Carolina,ACC,6.0,624,0
2012,postseason,1,,Coaches Poll,169,Michigan State,Big Ten,7.0,566,0
2012,regular,1,,Coaches Poll,336,Vanderbilt,SEC,7.0,567,0
2012,regular,1,,Coaches Poll,150,Louisville,Big East,8.0,514,0
2012,postseason,1,,Coaches Poll,20,Baylor,Big 12,8.0,564,0
2012,regular,1,,Coaches Poll,163,Memphis,CUSA,9.0,482,0
2012,postseason,1,,Coaches Poll,87,Florida,SEC,9.0,506,0
2012,regular,1,,Coaches Poll,87,Florida,SEC,10.0,474,0
2012,postseason,1,,Coaches Poll,157,Marquette,Big East,10.0,464,0
2012,regular,1,,Coaches Poll,229,Pittsburgh,Big East,11.0,471,0
2012,postseason,1,,Coaches Poll,177,Missouri,Big 12,11.0,425,0
2012,regular,1,,Coaches Poll,20,Baylor,Big 12,12.0,358,0
2012,postseason,1,,Coaches Poll,355,Wisconsin,Big Ten,12.0,424,0
2012,regular,1,,Coaches Poll,131,Kansas,Big 12,13.0,331,0
2012,postseason,1,,Coaches Poll,121,Indiana,Big Ten,13.0,382,0
2012,postseason,1,,Coaches Poll,72,Duke,ACC,14.0,336,0
2012,regular,1,,Coaches Poll,355,Wisconsin,Big Ten,14.0,313,0
2012,postseason,1,,Coaches Poll,90,Florida State,ACC,15.0,325,0
2012,regular,1,,Coaches Poll,359,Xavier,A-10,15.0,277,0
2012,regular,1,,Coaches Poll,11,Arizona,Pac-12,16.0,269,0
2012,postseason,1,,Coaches Poll,184,Murray State,OVC,16.0,283,0
2012,postseason,1,,Coaches Poll,97,Georgetown,Big East,17.0,242,0
2012,regular,1,,Coaches Poll,5,Alabama,SEC,17.0,194,0
2012,postseason,1,,Coaches Poll,51,Cincinnati,Big East,18.0,216,0
2012,regular,1,,Coaches Poll,170,Michigan,Big Ten,18.0,187,0
2012,postseason,1,,Coaches Poll,336,Vanderbilt,SEC,19.0,161,0
2012,regular,1,,Coaches Poll,293,Texas A&M,Big 12,19.0,161,0
2012,regular,1,,Coaches Poll,313,UCLA,Pac-12,20.0,147,0
2012,postseason,1,,Coaches Poll,185,NC State,ACC,20.0,146,0
2012,regular,1,,Coaches Poll,157,Marquette,Big East,21.0,145,0
2012,postseason,1,,Coaches Poll,61,Creighton,MVC,21.0,129,0
2012,postseason,1,,Coaches Poll,170,Michigan,Big Ten,22.0,119,0
2012,regular,1,,Coaches Poll,51,Cincinnati,Big East,22.0,141,0
2012,postseason,1,,Coaches Poll,191,New Mexico,Mountain West,23.0,107,0
2012,regular,1,,Coaches Poll,102,Gonzaga,WCC,23.0,125,0
2012,regular,1,,Coaches Poll,40,California,Pac-12,24.0,111,0
2012,postseason,1,,Coaches Poll,359,Xavier,A-10,24.0,92,0
2012,regular,1,,Coaches Poll,177,Missouri,Big 12,25.0,110,0
2012,postseason,1,,Coaches Poll,215,Ohio,MAC,25.0,91,0
2012,postseason,1,,Coaches Poll,257,San Diego State,Mountain West,,23,0
2012,postseason,1,,Coaches Poll,322,UNLV,Mountain West,,12,0
2012,regular,1,,Coaches Poll,322,UNLV,Mountain West,,16,0
2012,regular,1,,Coaches Poll,333,VCU,CAA,,4,0
2012,regular,1,,Coaches Poll,191,New Mexico,Mountain West,,22,0
2012,regular,1,,Coaches Poll,295,Texas,Big 12,,107,0
2012,postseason,1,,Coaches Poll,333,VCU,CAA,,51,0
2012,regular,1,,Coaches Poll,71,Drexel,CAA,,2,0
2012,regular,1,,Coaches Poll,90,Florida State,ACC,,108,0
2012,regular,1,,Coaches Poll,338,Villanova,Big East,,18,0
2012,regular,1,,Coaches Poll,95,George Mason,CAA,,12,0
2012,regular,1,,Coaches Poll,339,Virginia,ACC,,5,0
2012,regular,1,,Coaches Poll,145,Long Beach State,Big West,,2,0
2012,regular,1,,Coaches Poll,169,Michigan State,Big Ten,,73,0
2012,regular,1,,Coaches Poll,213,Notre Dame,Big East,,1,0
2012,regular,1,,Coaches Poll,279,St. John's,Big East,,11,0
2012,postseason,1,,Coaches Poll,229,Pittsburgh,Big East,,2,0
2012,postseason,1,,Coaches Poll,289,Temple,A-10,,4,0
2012,regular,1,,Coaches Poll,174,Mississippi State,SEC,,11,0
2012,postseason,1,,Coaches Poll,253,Saint Mary's,WCC,,54,0
2012,regular,1,,Coaches Poll,253,Saint Mary's,WCC,,5,0
2012,regular,1,,Coaches Poll,289,Temple,A-10,,59,0
2012,postseason,1,,Coaches Poll,102,Gonzaga,WCC,,67,0
2012,regular,1,,Coaches Poll,236,Purdue,Big Ten,,17,0
2012,regular,1,,Coaches Poll,18,BYU,WCC,,1,0
2012,postseason,1,,Coaches Poll,236,Purdue,Big Ten,,17,0
2012,postseason,1,,Coaches Poll,252,Saint Louis,A-10,,4,0
2012,regular,1,,Coaches Poll,343,Washington,Pac-12,,29,0
2012,postseason,1,,Coaches Poll,271,South Florida,Big East,,1,0
2012,postseason,1,,Coaches Poll,281,Stanford,Pac-12,,17,0
2012,postseason,1,,Coaches Poll,213,Notre Dame,Big East,,16,0
2012,regular,1,,Coaches Poll,132,Kansas State,Big 12,,2,0
2012,regular,1,,Coaches Poll,347,West Virginia,Big East,,13,0
2012,postseason,1,,Coaches Poll,132,Kansas State,Big 12,,22,0
2012,postseason,1,,Coaches Poll,352,Wichita State,MVC,,56,0
2012,regular,1,,Coaches Poll,34,Butler,Horizon,,25,0
2012,regular,1,,Coaches Poll,61,Creighton,MVC,,19,0
2012,postseason,1,,Coaches Poll,125,Iowa State,Big 12,,1,0
2012,regular,2,,AP Top 25,200,North Carolina,ACC,1.0,1620,62
2012,regular,2,,AP Top 25,135,Kentucky,SEC,2.0,1519,0
2012,regular,2,,AP Top 25,216,Ohio State,Big Ten,3.0,1486,1
2012,regular,2,,AP Top 25,314,UConn,Big East,4.0,1429,2
2012,regular,2,,AP Top 25,286,Syracuse,Big East,5.0,1358,0
2012,regular,2,,AP Top 25,72,Duke,ACC,6.0,1274,0
2012,regular,2,,AP Top 25,87,Florida,SEC,7.0,1132,0
2012,regular,2,,AP Top 25,150,Louisville,Big East,8.0,1122,0
2012,regular,2,,AP Top 25,229,Pittsburgh,Big East,9.0,1084,0
2012,regular,2,,AP Top 25,163,Memphis,CUSA,10.0,1017,0
2012,regular,2,,AP Top 25,20,Baylor,Big 12,11.0,962,0
2012,regular,2,,AP Top 25,131,Kansas,Big 12,12.0,835,0
2012,regular,2,,AP Top 25,359,Xavier,A-10,13.0,806,0
2012,regular,2,,AP Top 25,355,Wisconsin,Big Ten,14.0,801,0
2012,regular,2,,AP Top 25,11,Arizona,Pac-12,15.0,607,0
2012,regular,2,,AP Top 25,5,Alabama,SEC,16.0,497,0
2012,regular,2,,AP Top 25,170,Michigan,Big Ten,17.0,475,0
2012,regular,2,,AP Top 25,336,Vanderbilt,SEC,18.0,454,0
2012,regular,2,,AP Top 25,293,Texas A&M,Big 12,19.0,444,0
2012,regular,2,,AP Top 25,51,Cincinnati,Big East,20.0,410,0
2012,regular,2,,AP Top 25,157,Marquette,Big East,21.0,406,0
2012,regular,2,,AP Top 25,102,Gonzaga,WCC,22.0,311,0
2012,regular,2,,AP Top 25,40,California,Pac-12,23.0,295,0
2012,regular,2,,AP Top 25,177,Missouri,Big 12,24.0,200,0
2012,regular,2,,AP Top 25,90,Florida State,ACC,25.0,132,0
2012,regular,2,,AP Top 25,289,Temple,A-10,,79,0
2012,regular,2,,AP Top 25,169,Michigan State,Big Ten,,78,0
2012,regular,2,,AP Top 25,343,Washington,Pac-12,,47,0
2012,regular,2,,AP Top 25,53,Cleveland State,Horizon,,43,0
2012,regular,2,,AP Top 25,191,New Mexico,Mountain West,,34,0
2012,regular,2,,AP Top 25,313,UCLA,Pac-12,,34,0
2012,regular,2,,AP Top 25,22,Belmont,ASUN,,21,0
2012,regular,2,,AP Top 25,338,Villanova,Big East,,19,0
2012,regular,2,,AP Top 25,61,Creighton,MVC,,19,0
2012,regular,2,,AP Top 25,295,Texas,Big 12,,18,0
2012,regular,2,,AP Top 25,71,Drexel,CAA,,13,0
2012,regular,2,,AP Top 25,322,UNLV,Mountain West,,9,0
2012,regular,2,,AP Top 25,253,Saint Mary's,WCC,,6,0
2012,regular,2,,AP Top 25,236,Purdue,Big Ten,,5,0
2012,regular,2,,AP Top 25,95,George Mason,CAA,,3,0
2012,regular,2,,AP Top 25,34,Butler,Horizon,,3,0
2012,regular,2,,AP Top 25,329,Utah State,WAC,,3,0
2012,regular,2,,AP Top 25,145,Long Beach State,Big West,,3,0
2012,regular,2,,AP Top 25,107,Harvard,Ivy,,3,0
2012,regular,2,,AP Top 25,257,San Diego State,Mountain West,,3,0
2012,regular,2,,AP Top 25,118,Illinois,Big Ten,,2,0
2012,regular,2,,AP Top 25,3,Akron,MAC,,1,0
2012,regular,2,,AP Top 25,347,West Virginia,Big East,,1,0
2012,regular,2,,AP Top 25,158,Marshall,CUSA,,1,0
2012,regular,2,,AP Top 25,173,Minnesota,Big Ten,,1,0
2012,regular,2,,Coaches Poll,200,North Carolina,ACC,1.0,774,30
2012,regular,2,,Coaches Poll,135,Kentucky,SEC,2.0,732,1
2012,regular,2,,Coaches Poll,216,Ohio State,Big Ten,3.0,701,0
2012,regular,2,,Coaches Poll,314,UConn,Big East,4.0,669,0
2012,regular,2,,Coaches Poll,286,Syracuse,Big East,5.0,654,0
2012,regular,2,,Coaches Poll,72,Duke,ACC,6.0,632,0
2012,regular,2,,Coaches Poll,150,Louisville,Big East,7.0,538,0
2012,regular,2,,Coaches Poll,87,Florida,SEC,8.0,519,0
2012,regular,2,,Coaches Poll,229,Pittsburgh,Big East,9.0,502,0
2012,regular,2,,Coaches Poll,163,Memphis,CUSA,10.0,452,0
2012,regular,2,,Coaches Poll,131,Kansas,Big 12,11.0,393,0
2012,regular,2,,Coaches Poll,20,Baylor,Big 12,12.0,390,0
2012,regular,2,,Coaches Poll,355,Wisconsin,Big Ten,13.0,359,0
2012,regular,2,,Coaches Poll,359,Xavier,A-10,14.0,333,0
2012,regular,2,,Coaches Poll,5,Alabama,SEC,15.0,261,0
2012,regular,2,,Coaches Poll,11,Arizona,Pac-12,16.0,254,0
2012,regular,2,,Coaches Poll,170,Michigan,Big Ten,17.0,240,0
2012,regular,2,,Coaches Poll,293,Texas A&M,Big 12,18.0,218,0
2012,regular,2,,Coaches Poll,157,Marquette,Big East,19.0,182,0
2012,regular,2,,Coaches Poll,51,Cincinnati,Big East,20.0,176,0
2012,regular,2,,Coaches Poll,336,Vanderbilt,SEC,20.0,176,0
2012,regular,2,,Coaches Poll,40,California,Pac-12,22.0,145,0
2012,regular,2,,Coaches Poll,102,Gonzaga,WCC,23.0,126,0
2012,regular,2,,Coaches Poll,90,Florida State,ACC,24.0,103,0
2012,regular,2,,Coaches Poll,177,Missouri,Big 12,25.0,88,0
2012,regular,2,,Coaches Poll,295,Texas,Big 12,,80,0
2012,regular,2,,Coaches Poll,236,Purdue,Big Ten,,55,0
2012,regular,2,,Coaches Poll,289,Temple,A-10,,54,0
2012,regular,2,,Coaches Poll,343,Washington,Pac-12,,49,0
2012,regular,2,,Coaches Poll,338,Villanova,Big East,,34,0
2012,regular,2,,Coaches Poll,191,New Mexico,Mountain West,,27,0
2012,regular,2,,Coaches Poll,61,Creighton,MVC,,23,0
2012,regular,2,,Coaches Poll,322,UNLV,Mountain West,,21,0
2012,regular,2,,Coaches Poll,169,Michigan State,Big Ten,,20,0
2012,regular,2,,Coaches Poll,53,Cleveland State,Horizon,,13,0
2012,regular,2,,Coaches Poll,95,George Mason,CAA,,11,0
2012,regular,2,,Coaches Poll,347,West Virginia,Big East,,10,0
2012,regular,2,,Coaches Poll,97,Georgetown,Big East,,10,0
2012,regular,2,,Coaches Poll,313,UCLA,Pac-12,,10,0
2012,regular,2,,Coaches Poll,279,St. John's,Big East,,8,0
2012,regular,2,,Coaches Poll,218,Oklahoma State,Big 12,,8,0
2012,regular,2,,Coaches Poll,253,Saint Mary's,WCC,,6,0
2012,regular,2,,Coaches Poll,34,Butler,Horizon,,6,0
2012,regular,2,,Coaches Poll,71,Drexel,CAA,,5,0
2012,regular,2,,Coaches Poll,333,VCU,CAA,,3,0
2012,regular,2,,Coaches Poll,145,Long Beach State,Big West,,3,0
2012,regular,2,,Coaches Poll,352,Wichita State,MVC,,1,0
2012,regular,2,,Coaches Poll,18,BYU,WCC,,1,0
2012,regular,3,,AP Top 25,200,North Carolina,ACC,1.0,1621,62
2012,regular,3,,AP Top 25,135,Kentucky,SEC,2.0,1528,0
2012,regular,3,,AP Top 25,216,Ohio State,Big Ten,3.0,1493,1
2012,regular,3,,AP Top 25,314,UConn,Big East,4.0,1426,2
2012,regular,3,,AP Top 25,286,Syracuse,Big East,5.0,1353,0
2012,regular,3,,AP Top 25,72,Duke,ACC,6.0,1305,0
2012,regular,3,,AP Top 25,150,Louisville,Big East,7.0,1186,0
2012,regular,3,,AP Top 25,163,Memphis,CUSA,8.0,1123,0
2012,regular,3,,AP Top 25,20,Baylor,Big 12,9.0,1079,0
2012,regular,3,,AP Top 25,87,Florida,SEC,10.0,998,0
2012,regular,3,,AP Top 25,355,Wisconsin,Big Ten,11.0,916,0
2012,regular,3,,AP Top 25,359,Xavier,A-10,12.0,912,0
2012,regular,3,,AP Top 25,5,Alabama,SEC,13.0,820,0
2012,regular,3,,AP Top 25,131,Kansas,Big 12,14.0,717,0
2012,regular,3,,AP Top 25,170,Michigan,Big Ten,15.0,587,0
2012,regular,3,,AP Top 25,157,Marquette,Big East,16.0,558,0
2012,regular,3,,AP Top 25,229,Pittsburgh,Big East,17.0,524,0
2012,regular,3,,AP Top 25,336,Vanderbilt,SEC,18.0,468,0
2012,regular,3,,AP Top 25,102,Gonzaga,WCC,19.0,454,0
2012,regular,3,,AP Top 25,40,California,Pac-12,20.0,420,0
2012,regular,3,,AP Top 25,177,Missouri,Big 12,21.0,327,0
2012,regular,3,,AP Top 25,90,Florida State,ACC,22.0,323,0
2012,regular,3,,AP Top 25,11,Arizona,Pac-12,23.0,273,0
2012,regular,3,,AP Top 25,174,Mississippi State,SEC,24.0,215,0
2012,regular,3,,AP Top 25,293,Texas A&M,Big 12,25.0,108,0
2012,regular,3,,AP Top 25,53,Cleveland State,Horizon,,94,0
2012,regular,3,,AP Top 25,169,Michigan State,Big Ten,,58,0
2012,regular,3,,AP Top 25,61,Creighton,MVC,,48,0
2012,regular,3,,AP Top 25,51,Cincinnati,Big East,,30,0
2012,regular,3,,AP Top 25,343,Washington,Pac-12,,27,0
2012,regular,3,,AP Top 25,322,UNLV,Mountain West,,23,0
2012,regular,3,,AP Top 25,338,Villanova,Big East,,18,0
2012,regular,3,,AP Top 25,289,Temple,A-10,,14,0
2012,regular,3,,AP Top 25,257,San Diego State,Mountain West,,12,0
2012,regular,3,,AP Top 25,253,Saint Mary's,WCC,,9,0
2012,regular,3,,AP Top 25,134,Kent State,MAC,,7,0
2012,regular,3,,AP Top 25,224,Oregon State,Pac-12,,7,0
2012,regular,3,,AP Top 25,22,Belmont,ASUN,,6,0
2012,regular,3,,AP Top 25,252,Saint Louis,A-10,,6,0
2012,regular,3,,AP Top 25,236,Purdue,Big Ten,,4,0
2012,regular,3,,AP Top 25,145,Long Beach State,Big West,,4,0
2012,regular,3,,AP Top 25,295,Texas,Big 12,,4,0
2012,regular,3,,AP Top 25,192,New Mexico State,WAC,,4,0
2012,regular,3,,AP Top 25,213,Notre Dame,Big East,,4,0
2012,regular,3,,AP Top 25,107,Harvard,Ivy,,3,0
2012,regular,3,,AP Top 25,171,Middle Tennessee,Sun Belt,,2,0
2012,regular,3,,AP Top 25,118,Illinois,Big Ten,,2,0
