season,seasonType,week,pollDate,pollType,teamId,team,conference,ranking,points,firstPlaceVotes
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,72,Duke,ACC,1.0,1572,33
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,169,Michigan State,Big Ten,2.0,1520,13
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,11,Arizona,Pac-12,3.0,1506,18
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,131,Kansas,Big 12,4.0,1439,1
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,135,Kentucky,SEC,5.0,1340,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,338,Villanova,Big East,6.0,1284,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,352,Wichita State,American,7.0,1270,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,87,Florida,SEC,8.0,1100,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,200,North Carolina,ACC,9.0,1047,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,323,USC,Pac-12,10.0,995,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,347,West Virginia,Big 12,11.0,840,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,51,Cincinnati,American,12.0,837,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,168,Miami,ACC,13.0,836,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,213,Notre Dame,ACC,14.0,814,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,173,Minnesota,Big Ten,15.0,642,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,150,Louisville,ACC,16.0,570,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,359,Xavier,Big East,17.0,544,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,102,Gonzaga,WCC,18.0,500,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,212,Northwestern,Big Ten,19.0,473,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,236,Purdue,Big Ten,20.0,362,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,313,UCLA,Pac-12,21.0,340,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,253,Saint Mary's,WCC,22.0,333,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,263,Seton Hall,Big East,23.0,274,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,20,Baylor,Big 12,24.0,163,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,293,Texas A&M,SEC,25.0,130,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,339,Virginia,ACC,,57,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,160,Maryland,Big Ten,,7,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,312,UCF,American,,1,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,355,Wisconsin,Big Ten,,14,0
2018,regular,1,2017-11-01T00:00:00.000Z,AP Top 25,177,Missouri,SEC,,19,0
