season,seasonType,week,pollDate,pollType,teamId,team,conference,ranking,points,firstPlaceVotes
2016,regular,1,,AP Top 25,200,North Carolina,ACC,1.0,1566,35
2016,regular,1,,AP Top 25,135,Kentucky,SEC,2.0,1520,10
2016,regular,1,,AP Top 25,160,Maryland,Big Ten,3.0,1487,14
2016,regular,1,,AP Top 25,131,Kansas,Big 12,4.0,1410,5
2016,regular,1,,AP Top 25,72,Duke,ACC,5.0,1350,0
2016,regular,1,,AP Top 25,339,Virginia,ACC,6.0,1347,1
2016,regular,1,,AP Top 25,125,Iowa State,Big 12,7.0,1185,0
2016,regular,1,,AP Top 25,217,Oklahoma,Big 12,8.0,1088,0
2016,regular,1,,AP Top 25,102,Gonzaga,WCC,9.0,1047,0
2016,regular,1,,AP Top 25,352,Wichita State,MVC,10.0,1032,0
2016,regular,1,,AP Top 25,338,Villanova,Big East,11.0,1013,0
2016,regular,1,,AP Top 25,11,Arizona,Pac-12,12.0,917,0
2016,regular,1,,AP Top 25,169,Michigan State,Big Ten,13.0,838,0
2016,regular,1,,AP Top 25,40,California,Pac-12,14.0,757,0
2016,regular,1,,AP Top 25,121,Indiana,Big Ten,15.0,755,0
2016,regular,1,,AP Top 25,331,Utah,Pac-12,16.0,499,0
2016,regular,1,,AP Top 25,355,Wisconsin,Big Ten,17.0,433,0
2016,regular,1,,AP Top 25,336,Vanderbilt,SEC,18.0,393,0
2016,regular,1,,AP Top 25,213,Notre Dame,ACC,19.0,360,0
2016,regular,1,,AP Top 25,314,UConn,American,20.0,307,0
2016,regular,1,,AP Top 25,314,UConn,Big East,20.0,307,0
2016,regular,1,,AP Top 25,136,LSU,SEC,21.0,268,0
2016,regular,1,,AP Top 25,20,Baylor,Big 12,22.0,265,0
2016,regular,1,,AP Top 25,236,Purdue,Big Ten,23.0,236,0
2016,regular,1,,AP Top 25,34,Butler,Big East,24.0,223,0
2016,regular,1,,AP Top 25,170,Michigan,Big Ten,25.0,126,0
2016,regular,1,,AP Top 25,45,Central Michigan,MAC,,1,0
2016,regular,1,,AP Top 25,359,Xavier,Big East,,12,0
2016,regular,1,,AP Top 25,360,Yale,Ivy,,1,0
2016,regular,1,,AP Top 25,51,Cincinnati,American,,63,0
2016,regular,1,,AP Top 25,248,SMU,American,,112,0
2016,regular,1,,AP Top 25,257,San Diego State,Mountain West,,2,0
2016,regular,1,,AP Top 25,25,Boise State,Mountain West,,4,0
2016,regular,1,,AP Top 25,335,Valparaiso,Horizon,,5,0
2016,regular,1,,AP Top 25,150,Louisville,ACC,,46,0
2016,regular,1,,AP Top 25,219,Old Dominion,CUSA,,3,0
2016,regular,1,,AP Top 25,293,Texas A&M,SEC,,72,0
2016,regular,1,,AP Top 25,219,Old Dominion,Sun Belt,,3,0
2016,regular,1,,AP Top 25,240,Rhode Island,A-10,,17,0
2016,regular,1,,AP Top 25,308,UC Irvine,Big West,,1,0
2016,regular,1,,AP Top 25,18,BYU,WCC,,5,0
2016,regular,1,,AP Top 25,185,NC State,ACC,,19,0
