season,seasonType,week,pollDate,pollType,teamId,team,conference,ranking,points,firstPlaceVotes
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,314,UConn,Big East,1.0,1450,58
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,131,Kansas,Big 12,1.0,1548,46
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,72,Duke,ACC,2.0,1466,11
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,236,Purdue,Big Ten,2.0,1386,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,5,Alabama,SEC,3.0,1216,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,113,Houston,Big 12,3.0,1216,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,236,Purdue,Big Ten,3.0,1436,3
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,169,Michigan State,Big Ten,4.0,1346,1
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,157,Marquette,Big East,5.0,1283,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,292,Tennessee,SEC,5.0,1203,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,314,UConn,Big East,6.0,1243,2
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,118,Illinois,Big Ten,6.0,1099,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,113,Houston,Big 12,7.0,1117,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,200,North Carolina,ACC,7.0,1046,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,61,Creighton,Big East,8.0,1099,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,125,Iowa State,Big 12,8.0,1008,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,72,Duke,ACC,9.0,980,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,292,Tennessee,SEC,9.0,1032,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,86,Florida Atlantic,American,10.0,1011,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,185,NC State,ACC,10.0,927,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,157,Marquette,Big East,11.0,827,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,102,Gonzaga,WCC,11.0,830,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,11,Arizona,Pac-12,12.0,776,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,11,Arizona,Pac-12,12.0,824,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,168,Miami,ACC,13.0,750,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,61,Creighton,Big East,13.0,800,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,12,Arkansas,SEC,14.0,685,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,52,Clemson,ACC,14.0,748,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,293,Texas A&M,SEC,15.0,597,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,102,Gonzaga,WCC,15.0,683,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,20,Baylor,Big 12,16.0,536,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,135,Kentucky,SEC,16.0,530,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,257,San Diego State,Mountain West,17.0,529,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,257,San Diego State,Mountain West,17.0,504,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,16,Auburn,SEC,18.0,465,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,295,Texas,Big 12,18.0,493,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,200,North Carolina,ACC,19.0,474,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,131,Kansas,Big 12,19.0,268,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,135,Kentucky,SEC,20.0,244,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,20,Baylor,Big 12,20.0,431,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,253,Saint Mary's,WCC,21.0,206,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,323,USC,Pac-12,21.0,427,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,338,Villanova,Big East,22.0,395,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,329,Utah State,Mountain West,22.0,183,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,253,Saint Mary's,WCC,23.0,335,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,344,Washington State,Pac-12,23.0,140,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,5,Alabama,SEC,24.0,163,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,64,Dayton,A-10,24.0,119,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,118,Illinois,Big Ten,25.0,104,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,266,South Carolina,SEC,25.0,110,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,177,Missouri,SEC,,6,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,191,New Mexico,Mountain West,,1,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,73,Duquesne,A-10,,9,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,104,Grand Canyon,WAC,,37,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,56,Colorado,Pac-12,,49,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,56,Colorado,Pac-12,,75,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,339,Virginia,ACC,,27,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,168,Miami,ACC,,13,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,163,Memphis,American,,7,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,223,Oregon,Pac-12,,77,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,313,UCLA,Pac-12,,47,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,295,Texas,Big 12,,62,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,129,James Madison,Sun Belt,,57,0
2024,regular,1,2023-10-16T00:00:00.000Z,AP Top 25,132,Kansas State,Big 12,,13,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,191,New Mexico,Mountain West,,6,0
2024,postseason,1,2024-04-09T00:00:00.000Z,AP Top 25,298,Texas Tech,Big 12,,19,0
