season,seasonType,week,pollDate,pollType,teamId,team,conference,ranking,points,firstPlaceVotes
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,102,Gonzaga,WCC,1.0,1562,55
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,313,UCLA,Pac-12,2.0,1459,8
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,131,Kansas,Big 12,3.0,1427,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,338,Villanova,Big East,4.0,1332,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,295,Texas,Big 12,5.0,1315,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,170,Michigan,Big Ten,6.0,1255,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,236,Purdue,Big Ten,7.0,1213,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,20,Baylor,Big 12,8.0,992,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,72,Duke,ACC,9.0,963,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,135,Kentucky,SEC,10.0,894,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,118,Illinois,Big Ten,11.0,861,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,163,Memphis,American,12.0,831,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,223,Oregon,Pac-12,13.0,775,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,5,Alabama,SEC,14.0,713,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,113,Houston,American,15.0,694,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,12,Arkansas,SEC,16.0,673,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,216,Ohio State,Big Ten,17.0,581,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,292,Tennessee,SEC,18.0,563,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,200,North Carolina,ACC,19.0,547,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,90,Florida State,ACC,20.0,381,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,160,Maryland,Big Ten,21.0,294,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,16,Auburn,SEC,22.0,267,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,277,St. Bonaventure,A-10,23.0,238,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,314,UConn,Big East,24.0,161,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,339,Virginia,ACC,25.0,125,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,18,BYU,WCC,,3,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,218,Oklahoma State,Big 12,,25,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,174,Mississippi State,SEC,,5,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,213,Notre Dame,ACC,,3,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,150,Louisville,ACC,,3,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,136,LSU,SEC,,7,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,340,Virginia Tech,ACC,,25,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,245,Rutgers,Big Ten,,11,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,169,Michigan State,Big Ten,,87,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,298,Texas Tech,Big 12,,17,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,11,Arizona,Pac-12,,26,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,242,Richmond,A-10,,13,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,56,Colorado,Pac-12,,4,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,121,Indiana,Big Ten,,41,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,279,St. John's,Big East,,5,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,323,USC,Pac-12,,30,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,22,Belmont,OVC,,7,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,57,Colorado State,Mountain West,,11,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,286,Syracuse,ACC,,5,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,257,San Diego State,Mountain West,,5,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,70,Drake,MVC,,4,0
2022,regular,1,2021-10-18T00:00:00.000Z,AP Top 25,359,Xavier,Big East,,22,0
2022,regular,1,2021-10-27T00:00:00.000Z,Coaches Poll,102,Gonzaga,WCC,1.0,771,29
2022,postseason,1,2022-04-05T00:00:00.000Z,Coaches Poll,131,Kansas,Big 12,1.0,800,32
2022,regular,1,2021-10-27T00:00:00.000Z,Coaches Poll,313,UCLA,Pac-12,2.0,709,2
2022,postseason,1,2022-04-05T00:00:00.000Z,Coaches Poll,200,North Carolina,ACC,2.0,741,0
2022,postseason,1,2022-04-05T00:00:00.000Z,Coaches Poll,72,Duke,ACC,3.0,706,0
