season,seasonType,week,pollDate,pollType,teamId,team,conference,ranking,points,firstPlaceVotes
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,131,Kansas,Big 12,1.0,1449,30
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,5,Alabama,SEC,2.0,1428,14
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,314,UConn,Big East,3.0,1345,11
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,113,Houston,Big 12,4.0,1343,4
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,125,Iowa State,Big 12,5.0,1177,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,102,Gonzaga,WCC,6.0,1157,1
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,72,Duke,ACC,7.0,1154,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,20,Baylor,Big 12,8.0,1109,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,200,North Carolina,ACC,9.0,1037,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,11,Arizona,Big 12,10.0,905,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,16,Auburn,SEC,11.0,901,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,292,Tennessee,SEC,12.0,775,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,293,Texas A&M,SEC,13.0,737,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,236,Purdue,Big Ten,14.0,678,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,61,Creighton,Big East,15.0,631,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,12,Arkansas,SEC,16.0,625,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,121,Indiana,Big Ten,17.0,492,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,157,Marquette,Big East,18.0,484,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,295,Texas,SEC,19.0,332,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,51,Cincinnati,Big 12,20.0,271,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,87,Florida,SEC,21.0,249,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,313,UCLA,Big Ten,22.0,210,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,135,Kentucky,SEC,23.0,191,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,220,Ole Miss,SEC,24.0,132,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,245,Rutgers,Big Ten,25.0,102,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,298,Texas Tech,Big 12,,58,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,252,Saint Louis,A-10,,9,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,333,VCU,A-10,,6,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,342,Wake Forest,ACC,,37,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,52,Clemson,ACC,,9,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,168,Miami,ACC,,11,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,150,Louisville,ACC,,4,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,305,UAB,American,,4,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,132,Kansas State,Big 12,,30,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,18,BYU,Big 12,,14,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,10,Arizona State,Big 12,,2,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,279,St. John's,Big East,,91,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,235,Providence,Big East,,9,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,359,Xavier,Big East,,73,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,109,High Point,Big South,,1,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,118,Illinois,Big Ten,,92,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,216,Ohio State,Big Ten,,29,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,355,Wisconsin,Big Ten,,5,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,170,Michigan,Big Ten,,19,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,169,Michigan State,Big Ten,,29,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,160,Maryland,Big Ten,,1,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,223,Oregon,Big Ten,,12,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,234,Princeton,Ivy,,2,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,257,San Diego State,Mountain West,,2,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,25,Boise State,Mountain West,,9,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,144,Little Rock,OVC,,3,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,174,Mississippi State,SEC,,6,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,162,McNeese,Southland,,11,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,253,Saint Mary's,WCC,,5,0
2025,regular,1,2024-10-14T00:00:00.000Z,AP Top 25,104,Grand Canyon,WAC,,3,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,131,Kansas,Big 12,1.0,743,15
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,5,Alabama,SEC,2.0,718,6
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,314,UConn,Big East,3.0,717,6
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,113,Houston,Big 12,4.0,698,4
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,72,Duke,ACC,5.0,625,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,125,Iowa State,Big 12,6.0,591,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,102,Gonzaga,WCC,7.0,575,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,20,Baylor,Big 12,8.0,545,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,11,Arizona,Big 12,9.0,510,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,200,North Carolina,ACC,10.0,498,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,16,Auburn,SEC,11.0,465,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,292,Tennessee,SEC,12.0,437,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,236,Purdue,Big Ten,13.0,390,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,61,Creighton,Big East,14.0,342,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,293,Texas A&M,SEC,15.0,332,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,12,Arkansas,SEC,16.0,272,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,157,Marquette,Big East,17.0,268,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,121,Indiana,Big Ten,18.0,208,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,295,Texas,SEC,19.0,166,0
2025,regular,1,2024-10-23T00:00:00.000Z,Coaches Poll,51,Cincinnati,Big 12,20.0,163,0
