season,seasonType,week,pollDate,pollType,teamId,team,conference,ranking,points,firstPlaceVotes
2013,regular,1,,AP Top 25,34,Butler,A-10,,33,0
2013,regular,1,,AP Top 25,252,Saint Louis,A-10,,46,0
2013,regular,1,,AP Top 25,253,Saint Mary's,WCC,,6,0
2013,regular,1,,AP Top 25,132,Kansas State,Big 12,,12,0
2013,regular,1,,AP Top 25,281,Stanford,Pac-12,,2,0
2013,regular,1,,AP Top 25,347,West Virginia,Big 12,,6,0
2013,regular,1,,AP Top 25,97,Georgetown,Big East,,9,0
2013,regular,1,,AP Top 25,229,Pittsburgh,Big East,,32,0
2013,regular,1,,AP Top 25,157,Marquette,Big East,,23,0
2013,regular,1,,AP Top 25,160,Maryland,ACC,,1,0
2013,regular,1,,AP Top 25,173,Minnesota,Big Ten,,40,0
2013,regular,1,,AP Top 25,71,Drexel,CAA,,5,0
2013,regular,1,,AP Top 25,335,Valparaiso,Horizon,,3,0
2013,regular,1,,AP Top 25,168,Miami,ACC,,8,0
2013,regular,1,,AP Top 25,215,Ohio,MAC,,9,0
2013,regular,1,,AP Top 25,209,Northern Iowa,MVC,,5,0
2013,postseason,1,,Coaches Poll,150,Louisville,Big East,1.0,775,31
2013,regular,1,,Coaches Poll,121,Indiana,Big Ten,1.0,761,21
2013,postseason,1,,Coaches Poll,170,Michigan,Big Ten,2.0,744,0
2013,regular,1,,Coaches Poll,150,Louisville,Big East,2.0,738,5
2013,regular,1,,Coaches Poll,135,Kentucky,SEC,3.0,718,5
2013,postseason,1,,Coaches Poll,286,Syracuse,Big East,3.0,696,0
2013,postseason,1,,Coaches Poll,352,Wichita State,MVC,4.0,643,0
2013,regular,1,,Coaches Poll,216,Ohio State,Big Ten,4.0,617,0
2013,postseason,1,,Coaches Poll,72,Duke,ACC,5.0,607,0
2013,regular,1,,Coaches Poll,170,Michigan,Big Ten,5.0,605,0
2013,regular,1,,Coaches Poll,185,NC State,ACC,6.0,581,0
2013,postseason,1,,Coaches Poll,216,Ohio State,Big Ten,6.0,594,0
2013,postseason,1,,Coaches Poll,121,Indiana,Big Ten,7.0,568,0
2013,regular,1,,Coaches Poll,131,Kansas,Big 12,7.0,563,0
2013,regular,1,,Coaches Poll,72,Duke,ACC,8.0,516,0
2013,postseason,1,,Coaches Poll,131,Kansas,Big 12,8.0,533,0
2013,postseason,1,,Coaches Poll,87,Florida,SEC,9.0,530,0
2013,regular,1,,Coaches Poll,286,Syracuse,Big East,9.0,502,0
2013,postseason,1,,Coaches Poll,168,Miami,ACC,10.0,487,0
2013,regular,1,,Coaches Poll,87,Florida,SEC,10.0,422,0
2013,regular,1,,Coaches Poll,11,Arizona,Pac-12,11.0,411,0
2013,postseason,1,,Coaches Poll,157,Marquette,Big East,11.0,475,0
2013,postseason,1,,Coaches Poll,102,Gonzaga,WCC,12.0,444,0
2013,regular,1,,Coaches Poll,200,North Carolina,ACC,12.0,401,0
2013,regular,1,,Coaches Poll,313,UCLA,Pac-12,13.0,396,0
2013,postseason,1,,Coaches Poll,169,Michigan State,Big Ten,13.0,440,0
2013,postseason,1,,Coaches Poll,11,Arizona,Pac-12,14.0,359,0
2013,regular,1,,Coaches Poll,169,Michigan State,Big Ten,14.0,391,0
2013,postseason,1,,Coaches Poll,223,Oregon,Pac-12,15.0,320,0
2013,regular,1,,Coaches Poll,61,Creighton,MVC,15.0,325,0
2013,regular,1,,Coaches Poll,163,Memphis,CUSA,16.0,307,0
2013,postseason,1,,Coaches Poll,252,Saint Louis,A-10,16.0,265,0
2013,regular,1,,Coaches Poll,177,Missouri,SEC,17.0,289,0
2013,postseason,1,,Coaches Poll,97,Georgetown,Big East,17.0,253,0
2013,regular,1,,Coaches Poll,20,Baylor,Big 12,18.0,266,0
2013,postseason,1,,Coaches Poll,163,Memphis,CUSA,18.0,185,0
2013,postseason,1,,Coaches Poll,191,New Mexico,Mountain West,19.0,165,0
2013,regular,1,,Coaches Poll,322,UNLV,Mountain West,19.0,203,0
2013,postseason,1,,Coaches Poll,132,Kansas State,Big 12,20.0,147,0
2013,regular,1,,Coaches Poll,257,San Diego State,Mountain West,20.0,196,0
2013,postseason,1,,Coaches Poll,61,Creighton,MVC,21.0,134,0
2013,regular,1,,Coaches Poll,355,Wisconsin,Big Ten,21.0,191,0
2013,postseason,1,,Coaches Poll,355,Wisconsin,Big Ten,22.0,101,0
2013,regular,1,,Coaches Poll,102,Gonzaga,WCC,22.0,166,0
2013,postseason,1,,Coaches Poll,333,VCU,A-10,23.0,99,0
2013,regular,1,,Coaches Poll,213,Notre Dame,Big East,23.0,122,0
2013,postseason,1,,Coaches Poll,137,La Salle,A-10,24.0,97,0
2013,regular,1,,Coaches Poll,90,Florida State,ACC,24.0,61,0
2013,regular,1,,Coaches Poll,51,Cincinnati,Big East,24.0,33,0
2013,regular,1,,Coaches Poll,295,Texas,Big 12,24.0,61,0
2013,postseason,1,,Coaches Poll,88,Florida Gulf Coast,ASUN,25.0,91,0
2013,regular,1,,Coaches Poll,56,Colorado,Pac-12,,2,0
2013,postseason,1,,Coaches Poll,289,Temple,A-10,,8,0
2013,regular,1,,Coaches Poll,252,Saint Louis,A-10,,58,0
2013,regular,1,,Coaches Poll,333,VCU,A-10,,40,0
2013,postseason,1,,Coaches Poll,34,Butler,A-10,,76,0
2013,regular,1,,Coaches Poll,34,Butler,A-10,,6,0
2013,postseason,1,,Coaches Poll,200,North Carolina,ACC,,26,0
2013,regular,1,,Coaches Poll,160,Maryland,ACC,,2,0
2013,regular,1,,Coaches Poll,168,Miami,ACC,,2,0
2013,postseason,1,,Coaches Poll,218,Oklahoma State,Big 12,,63,0
2013,regular,1,,Coaches Poll,218,Oklahoma State,Big 12,,6,0
2013,postseason,1,,Coaches Poll,20,Baylor,Big 12,,23,0
2013,postseason,1,,Coaches Poll,125,Iowa State,Big 12,,16,0
2013,regular,1,,Coaches Poll,125,Iowa State,Big 12,,3,0
2013,regular,1,,Coaches Poll,132,Kansas State,Big 12,,13,0
2013,regular,1,,Coaches Poll,314,UConn,Big East,,58,0
2013,postseason,1,,Coaches Poll,229,Pittsburgh,Big East,,8,0
2013,regular,1,,Coaches Poll,229,Pittsburgh,Big East,,9,0
2013,regular,1,,Coaches Poll,157,Marquette,Big East,,8,0
2013,postseason,1,,Coaches Poll,213,Notre Dame,Big East,,1,0
2013,postseason,1,,Coaches Poll,345,Weber State,Big Sky,,1,0
2013,postseason,1,,Coaches Poll,118,Illinois,Big Ten,,13,0
2013,postseason,1,,Coaches Poll,124,Iowa,Big Ten,,7,0
2013,postseason,1,,Coaches Poll,173,Minnesota,Big Ten,,1,0
2013,regular,1,,Coaches Poll,173,Minnesota,Big Ten,,9,0
2013,regular,1,,Coaches Poll,71,Drexel,CAA,,2,0
2013,regular,1,,Coaches Poll,158,Marshall,CUSA,,1,0
2013,regular,1,,Coaches Poll,215,Ohio,MAC,,1,0
2013,regular,1,,Coaches Poll,191,New Mexico,Mountain West,,10,0
2013,postseason,1,,Coaches Poll,57,Colorado State,Mountain West,,11,0
2013,regular,1,,Coaches Poll,57,Colorado State,Mountain West,,4,0
2013,regular,1,,Coaches Poll,184,Murray State,OVC,,30,0
2013,postseason,1,,Coaches Poll,22,Belmont,OVC,,1,0
2013,regular,1,,Coaches Poll,32,Bucknell,Patriot,,2,0
2013,regular,1,,Coaches Poll,292,Tennessee,SEC,,10,0
2013,regular,1,,Coaches Poll,98,Georgia,SEC,,2,0
2013,postseason,1,,Coaches Poll,220,Ole Miss,SEC,,27,0
2013,regular,1,,Coaches Poll,265,South Alabama,Sun Belt,,1,0
2013,regular,1,,Coaches Poll,171,Middle Tennessee,Sun Belt,,3,0
2013,regular,1,,Coaches Poll,261,Santa Clara,WCC,,6,0
2013,postseason,1,,Coaches Poll,253,Saint Mary's,WCC,,15,0
2013,regular,1,,Coaches Poll,253,Saint Mary's,WCC,,11,0
2013,postseason,1,,Coaches Poll,313,UCLA,Pac-12,,3,0
2013,postseason,1,,Coaches Poll,40,California,Pac-12,,23,0
2013,regular,1,,Coaches Poll,281,Stanford,Pac-12,,7,0
2013,regular,1,,Coaches Poll,251,Saint Joseph's,A-10,,2,0
2013,regular,2,,AP Top 25,121,Indiana,Big Ten,1.0,1598,46
2013,regular,2,,AP Top 25,150,Louisville,Big East,2.0,1572,18
2013,regular,2,,AP Top 25,135,Kentucky,SEC,3.0,1438,1
2013,regular,2,,AP Top 25,216,Ohio State,Big Ten,4.0,1339,0
2013,regular,2,,AP Top 25,170,Michigan,Big Ten,5.0,1327,0
2013,regular,2,,AP Top 25,185,NC State,ACC,6.0,1278,0
2013,regular,2,,AP Top 25,131,Kansas,Big 12,7.0,1222,0
2013,regular,2,,AP Top 25,286,Syracuse,Big East,8.0,1163,0
2013,regular,2,,AP Top 25,72,Duke,ACC,9.0,1109,0
2013,regular,2,,AP Top 25,87,Florida,SEC,10.0,1007,0
2013,regular,2,,AP Top 25,200,North Carolina,ACC,11.0,944,0
2013,regular,2,,AP Top 25,11,Arizona,Pac-12,12.0,882,0
2013,regular,2,,AP Top 25,313,UCLA,Pac-12,13.0,746,0
2013,regular,2,,AP Top 25,177,Missouri,SEC,14.0,716,0
2013,regular,2,,AP Top 25,61,Creighton,MVC,15.0,678,0
2013,regular,2,,AP Top 25,20,Baylor,Big 12,16.0,578,0
2013,regular,2,,AP Top 25,163,Memphis,CUSA,17.0,570,0
2013,regular,2,,AP Top 25,322,UNLV,Mountain West,18.0,538,0
2013,regular,2,,AP Top 25,102,Gonzaga,WCC,19.0,437,0
2013,regular,2,,AP Top 25,213,Notre Dame,Big East,20.0,343,0
2013,regular,2,,AP Top 25,169,Michigan State,Big Ten,21.0,325,0
2013,regular,2,,AP Top 25,355,Wisconsin,Big Ten,22.0,324,0
2013,regular,2,,AP Top 25,314,UConn,Big East,23.0,262,0
2013,regular,2,,AP Top 25,51,Cincinnati,Big East,24.0,152,0
2013,regular,2,,AP Top 25,257,San Diego State,Mountain West,25.0,128,0
2013,regular,2,,AP Top 25,333,VCU,A-10,,75,0
2013,regular,2,,AP Top 25,184,Murray State,OVC,,64,0
2013,regular,2,,AP Top 25,173,Minnesota,Big Ten,,58,0
2013,regular,2,,AP Top 25,229,Pittsburgh,Big East,,36,0
2013,regular,2,,AP Top 25,252,Saint Louis,A-10,,32,0
2013,regular,2,,AP Top 25,251,Saint Joseph's,A-10,,30,0
2013,regular,2,,AP Top 25,34,Butler,A-10,,22,0
2013,regular,2,,AP Top 25,295,Texas,Big 12,,20,0
2013,regular,2,,AP Top 25,292,Tennessee,SEC,,18,0
2013,regular,2,,AP Top 25,157,Marquette,Big East,,18,0
2013,regular,2,,AP Top 25,132,Kansas State,Big 12,,12,0
2013,regular,2,,AP Top 25,168,Miami,ACC,,9,0
2013,regular,2,,AP Top 25,253,Saint Mary's,WCC,,8,0
2013,regular,2,,AP Top 25,347,West Virginia,Big 12,,7,0
2013,regular,2,,AP Top 25,191,New Mexico,Mountain West,,7,0
2013,regular,2,,AP Top 25,90,Florida State,ACC,,7,0
2013,regular,2,,AP Top 25,215,Ohio,MAC,,6,0
2013,regular,2,,AP Top 25,5,Alabama,SEC,,5,0
2013,regular,2,,AP Top 25,209,Northern Iowa,MVC,,4,0
2013,regular,2,,AP Top 25,63,Davidson,SoCon,,4,0
2013,regular,2,,AP Top 25,281,Stanford,Pac-12,,4,0
2013,regular,2,,AP Top 25,32,Bucknell,Patriot,,1,0
2013,regular,2,,AP Top 25,160,Maryland,ACC,,1,0
2013,regular,2,,AP Top 25,97,Georgetown,Big East,,1,0
2013,regular,2,,Coaches Poll,121,Indiana,Big Ten,1.0,768,25
2013,regular,2,,Coaches Poll,150,Louisville,Big East,2.0,740,4
2013,regular,2,,Coaches Poll,135,Kentucky,SEC,3.0,701,2
2013,regular,2,,Coaches Poll,216,Ohio State,Big Ten,4.0,648,0
2013,regular,2,,Coaches Poll,170,Michigan,Big Ten,5.0,638,0
2013,regular,2,,Coaches Poll,185,NC State,ACC,6.0,601,0
2013,regular,2,,Coaches Poll,131,Kansas,Big 12,7.0,583,0
2013,regular,2,,Coaches Poll,286,Syracuse,Big East,8.0,522,0
2013,regular,2,,Coaches Poll,72,Duke,ACC,9.0,515,0
2013,regular,2,,Coaches Poll,87,Florida,SEC,10.0,465,0
2013,regular,2,,Coaches Poll,200,North Carolina,ACC,11.0,447,0
2013,regular,2,,Coaches Poll,11,Arizona,Pac-12,12.0,426,0
2013,regular,2,,Coaches Poll,61,Creighton,MVC,13.0,360,0
2013,regular,2,,Coaches Poll,313,UCLA,Pac-12,14.0,351,0
2013,regular,2,,Coaches Poll,177,Missouri,SEC,15.0,319,0
2013,regular,2,,Coaches Poll,163,Memphis,CUSA,16.0,310,0
2013,regular,2,,Coaches Poll,20,Baylor,Big 12,17.0,270,0
2013,regular,2,,Coaches Poll,322,UNLV,Mountain West,18.0,241,0
2013,regular,2,,Coaches Poll,102,Gonzaga,WCC,19.0,221,0
2013,regular,2,,Coaches Poll,355,Wisconsin,Big Ten,20.0,212,0
2013,regular,2,,Coaches Poll,213,Notre Dame,Big East,21.0,143,0
2013,regular,2,,Coaches Poll,169,Michigan State,Big Ten,22.0,135,0
2013,regular,2,,Coaches Poll,257,San Diego State,Mountain West,23.0,66,0
2013,regular,2,,Coaches Poll,51,Cincinnati,Big East,24.0,63,0
2013,regular,2,,Coaches Poll,295,Texas,Big 12,25.0,60,0
2013,regular,2,,Coaches Poll,314,UConn,Big East,,58,0
2013,regular,2,,Coaches Poll,333,VCU,A-10,,54,0
2013,regular,2,,Coaches Poll,184,Murray State,OVC,,34,0
2013,regular,2,,Coaches Poll,132,Kansas State,Big 12,,19,0
2013,regular,2,,Coaches Poll,229,Pittsburgh,Big East,,15,0
2013,regular,2,,Coaches Poll,253,Saint Mary's,WCC,,13,0
2013,regular,2,,Coaches Poll,157,Marquette,Big East,,11,0
2013,regular,2,,Coaches Poll,191,New Mexico,Mountain West,,11,0
2013,regular,2,,Coaches Poll,292,Tennessee,SEC,,8,0
2013,regular,2,,Coaches Poll,252,Saint Louis,A-10,,8,0
2013,regular,2,,Coaches Poll,173,Minnesota,Big Ten,,7,0
2013,regular,2,,Coaches Poll,261,Santa Clara,WCC,,6,0
2013,regular,2,,Coaches Poll,57,Colorado State,Mountain West,,4,0
2013,regular,2,,Coaches Poll,125,Iowa State,Big 12,,3,0
2013,regular,2,,Coaches Poll,90,Florida State,ACC,,3,0
2013,regular,2,,Coaches Poll,281,Stanford,Pac-12,,3,0
2013,regular,2,,Coaches Poll,251,Saint Joseph's,A-10,,2,0
2013,regular,2,,Coaches Poll,32,Bucknell,Patriot,,2,0
2013,regular,2,,Coaches Poll,160,Maryland,ACC,,2,0
2013,regular,2,,Coaches Poll,98,Georgia,SEC,,2,0
2013,regular,2,,Coaches Poll,56,Colorado,Pac-12,,2,0
2013,regular,2,,Coaches Poll,171,Middle Tennessee,Sun Belt,,1,0
2013,regular,2,,Coaches Poll,215,Ohio,MAC,,1,0
2013,regular,2,,Coaches Poll,265,South Alabama,Sun Belt,,1,0
2013,regular,3,,AP Top 25,121,Indiana,Big Ten,1.0,1602,46
2013,regular,3,,AP Top 25,150,Louisville,Big East,2.0,1579,19
2013,regular,3,,AP Top 25,216,Ohio State,Big Ten,3.0,1404,0
2013,regular,3,,AP Top 25,170,Michigan,Big Ten,4.0,1388,0
2013,regular,3,,AP Top 25,72,Duke,ACC,5.0,1372,0
2013,regular,3,,AP Top 25,286,Syracuse,Big East,6.0,1291,0
2013,regular,3,,AP Top 25,87,Florida,SEC,7.0,1203,0
2013,regular,3,,AP Top 25,135,Kentucky,SEC,8.0,1166,0
2013,regular,3,,AP Top 25,200,North Carolina,ACC,9.0,1064,0
2013,regular,3,,AP Top 25,11,Arizona,Pac-12,10.0,983,0
2013,regular,3,,AP Top 25,313,UCLA,Pac-12,11.0,845,0
2013,regular,3,,AP Top 25,131,Kansas,Big 12,12.0,797,0
2013,regular,3,,AP Top 25,177,Missouri,SEC,13.0,794,0
2013,regular,3,,AP Top 25,61,Creighton,MVC,14.0,721,0
2013,regular,3,,AP Top 25,169,Michigan State,Big Ten,15.0,692,0
2013,regular,3,,AP Top 25,185,NC State,ACC,16.0,600,0
2013,regular,3,,AP Top 25,102,Gonzaga,WCC,17.0,559,0
2013,regular,3,,AP Top 25,322,UNLV,Mountain West,18.0,556,0
2013,regular,3,,AP Top 25,163,Memphis,CUSA,19.0,548,0
2013,regular,3,,AP Top 25,218,Oklahoma State,Big 12,20.0,449,0
2013,regular,3,,AP Top 25,314,UConn,Big East,21.0,321,0
2013,regular,3,,AP Top 25,51,Cincinnati,Big East,22.0,265,0
2013,regular,3,,AP Top 25,56,Colorado,Pac-12,23.0,237,0
2013,regular,3,,AP Top 25,20,Baylor,Big 12,24.0,202,0
2013,regular,3,,AP Top 25,257,San Diego State,Mountain West,25.0,98,0
2013,regular,3,,AP Top 25,173,Minnesota,Big Ten,,93,0
2013,regular,3,,AP Top 25,355,Wisconsin,Big Ten,,60,0
2013,regular,3,,AP Top 25,229,Pittsburgh,Big East,,43,0
2013,regular,3,,AP Top 25,213,Notre Dame,Big East,,40,0
2013,regular,3,,AP Top 25,295,Texas,Big 12,,25,0
2013,regular,3,,AP Top 25,251,Saint Joseph's,A-10,,24,0
2013,regular,3,,AP Top 25,90,Florida State,ACC,,15,0
2013,regular,3,,AP Top 25,352,Wichita State,MVC,,13,0
2013,regular,3,,AP Top 25,5,Alabama,SEC,,13,0
2013,regular,3,,AP Top 25,157,Marquette,Big East,,13,0
2013,regular,3,,AP Top 25,253,Saint Mary's,WCC,,9,0
2013,regular,3,,AP Top 25,359,Xavier,A-10,,7,0
2013,regular,3,,AP Top 25,132,Kansas State,Big 12,,7,0
2013,regular,3,,AP Top 25,215,Ohio,MAC,,7,0
2013,regular,3,,AP Top 25,191,New Mexico,Mountain West,,6,0
2013,regular,3,,AP Top 25,32,Bucknell,Patriot,,5,0
2013,regular,3,,AP Top 25,184,Murray State,OVC,,4,0
2013,regular,3,,AP Top 25,292,Tennessee,SEC,,2,0
2013,regular,3,,AP Top 25,209,Northern Iowa,MVC,,2,0
2013,regular,3,,AP Top 25,160,Maryland,ACC,,1,0
2013,regular,3,,Coaches Poll,121,Indiana,Big Ten,1.0,770,26
2013,regular,3,,Coaches Poll,150,Louisville,Big East,2.0,745,5
2013,regular,3,,Coaches Poll,216,Ohio State,Big Ten,3.0,666,0
2013,regular,3,,Coaches Poll,170,Michigan,Big Ten,4.0,643,0
2013,regular,3,,Coaches Poll,72,Duke,ACC,5.0,642,0
2013,regular,3,,Coaches Poll,286,Syracuse,Big East,6.0,603,0
2013,regular,3,,Coaches Poll,135,Kentucky,SEC,7.0,547,0
2013,regular,3,,Coaches Poll,87,Florida,SEC,8.0,541,0
2013,regular,3,,Coaches Poll,200,North Carolina,ACC,9.0,488,0
2013,regular,3,,Coaches Poll,11,Arizona,Pac-12,10.0,482,0
2013,regular,3,,Coaches Poll,131,Kansas,Big 12,11.0,458,0
2013,regular,3,,Coaches Poll,61,Creighton,MVC,12.0,390,0
2013,regular,3,,Coaches Poll,313,UCLA,Pac-12,13.0,377,0
2013,regular,3,,Coaches Poll,177,Missouri,SEC,14.0,363,0
2013,regular,3,,Coaches Poll,185,NC State,ACC,15.0,323,0
2013,regular,3,,Coaches Poll,102,Gonzaga,WCC,16.0,305,0
2013,regular,3,,Coaches Poll,163,Memphis,CUSA,17.0,288,0
2013,regular,3,,Coaches Poll,322,UNLV,Mountain West,18.0,254,0
2013,regular,3,,Coaches Poll,169,Michigan State,Big Ten,19.0,239,0
2013,regular,3,,Coaches Poll,51,Cincinnati,Big East,20.0,117,0
2013,regular,3,,Coaches Poll,20,Baylor,Big 12,21.0,116,0
2013,regular,3,,Coaches Poll,218,Oklahoma State,Big 12,22.0,113,0
2013,regular,3,,Coaches Poll,314,UConn,Big East,23.0,101,0
2013,regular,3,,Coaches Poll,355,Wisconsin,Big Ten,24.0,79,0
2013,regular,3,,Coaches Poll,257,San Diego State,Mountain West,25.0,77,0
2013,regular,3,,Coaches Poll,295,Texas,Big 12,,61,0
2013,regular,3,,Coaches Poll,56,Colorado,Pac-12,,59,0
2013,regular,3,,Coaches Poll,213,Notre Dame,Big East,,31,0
2013,regular,3,,Coaches Poll,229,Pittsburgh,Big East,,28,0
2013,regular,3,,Coaches Poll,173,Minnesota,Big Ten,,23,0
2013,regular,3,,Coaches Poll,253,Saint Mary's,WCC,,18,0
2013,regular,3,,Coaches Poll,191,New Mexico,Mountain West,,16,0
2013,regular,3,,Coaches Poll,132,Kansas State,Big 12,,15,0
2013,regular,3,,Coaches Poll,333,VCU,A-10,,12,0
2013,regular,3,,Coaches Poll,5,Alabama,SEC,,12,0
2013,regular,3,,Coaches Poll,157,Marquette,Big East,,11,0
2013,regular,3,,Coaches Poll,90,Florida State,ACC,,11,0
2013,regular,3,,Coaches Poll,184,Murray State,OVC,,10,0
2013,regular,3,,Coaches Poll,32,Bucknell,Patriot,,9,0
2013,regular,3,,Coaches Poll,160,Maryland,ACC,,9,0
2013,regular,3,,Coaches Poll,292,Tennessee,SEC,,5,0
2013,regular,3,,Coaches Poll,215,Ohio,MAC,,5,0
2013,regular,3,,Coaches Poll,281,Stanford,Pac-12,,4,0
2013,regular,3,,Coaches Poll,251,Saint Joseph's,A-10,,3,0
2013,regular,3,,Coaches Poll,22,Belmont,OVC,,3,0
2013,regular,3,,Coaches Poll,57,Colorado State,Mountain West,,2,0
2013,regular,3,,Coaches Poll,265,South Alabama,Sun Belt,,1,0
2013,regular,4,,AP Top 25,121,Indiana,Big Ten,1.0,1606,47
2013,regular,4,,AP Top 25,72,Duke,ACC,2.0,1554,18
2013,regular,4,,AP Top 25,170,Michigan,Big Ten,3.0,1421,0
2013,regular,4,,AP Top 25,216,Ohio State,Big Ten,4.0,1416,0
2013,regular,4,,AP Top 25,150,Louisville,Big East,5.0,1347,0
2013,regular,4,,AP Top 25,286,Syracuse,Big East,6.0,1323,0
2013,regular,4,,AP Top 25,87,Florida,SEC,7.0,1227,0
2013,regular,4,,AP Top 25,135,Kentucky,SEC,8.0,1180,0
2013,regular,4,,AP Top 25,11,Arizona,Pac-12,9.0,1076,0
2013,regular,4,,AP Top 25,131,Kansas,Big 12,10.0,937,0
2013,regular,4,,AP Top 25,61,Creighton,MVC,11.0,926,0
2013,regular,4,,AP Top 25,102,Gonzaga,WCC,12.0,854,0
2013,regular,4,,AP Top 25,169,Michigan State,Big Ten,13.0,818,0
2013,regular,4,,AP Top 25,200,North Carolina,ACC,14.0,718,0
2013,regular,4,,AP Top 25,218,Oklahoma State,Big 12,15.0,668,0
2013,regular,4,,AP Top 25,177,Missouri,SEC,16.0,665,0
2013,regular,4,,AP Top 25,51,Cincinnati,Big East,17.0,571,0
2013,regular,4,,AP Top 25,185,NC State,ACC,18.0,553,0
2013,regular,4,,AP Top 25,56,Colorado,Pac-12,19.0,478,0
2013,regular,4,,AP Top 25,97,Georgetown,Big East,20.0,257,0
2013,regular,4,,AP Top 25,173,Minnesota,Big Ten,21.0,197,0
2013,regular,4,,AP Top 25,118,Illinois,Big Ten,22.0,185,0
2013,regular,4,,AP Top 25,257,San Diego State,Mountain West,23.0,182,0
2013,regular,4,,AP Top 25,322,UNLV,Mountain West,24.0,175,0
2013,regular,4,,AP Top 25,191,New Mexico,Mountain West,25.0,141,0
2013,regular,4,,AP Top 25,5,Alabama,SEC,,108,0
2013,regular,4,,AP Top 25,352,Wichita State,MVC,,99,0
2013,regular,4,,AP Top 25,314,UConn,Big East,,93,0
2013,regular,4,,AP Top 25,313,UCLA,Pac-12,,85,0
2013,regular,4,,AP Top 25,229,Pittsburgh,Big East,,55,0
2013,regular,4,,AP Top 25,223,Oregon,Pac-12,,44,0
2013,regular,4,,AP Top 25,213,Notre Dame,Big East,,42,0
2013,regular,4,,AP Top 25,163,Memphis,CUSA,,23,0
2013,regular,4,,AP Top 25,34,Butler,A-10,,20,0
2013,regular,4,,AP Top 25,355,Wisconsin,Big Ten,,16,0
2013,regular,4,,AP Top 25,40,California,Pac-12,,12,0
2013,regular,4,,AP Top 25,90,Florida State,ACC,,10,0
2013,regular,4,,AP Top 25,251,Saint Joseph's,A-10,,9,0
2013,regular,4,,AP Top 25,215,Ohio,MAC,,8,0
2013,regular,4,,AP Top 25,157,Marquette,Big East,,7,0
2013,regular,4,,AP Top 25,289,Temple,A-10,,5,0
2013,regular,4,,AP Top 25,184,Murray State,OVC,,5,0
2013,regular,4,,AP Top 25,20,Baylor,Big 12,,4,0
2013,regular,4,,AP Top 25,292,Tennessee,SEC,,3,0
2013,regular,4,,AP Top 25,333,VCU,A-10,,1,0
2013,regular,4,,AP Top 25,57,Colorado State,Mountain West,,1,0
2013,regular,4,,Coaches Poll,121,Indiana,Big Ten,1.0,769,27
