GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls,Season
401620435,2024-09-12,Liberty,33,69,47.8,12,30,40.0,21,26,80.8,40,8,32,25,10,4,10,30,38,32,0,10,0,0,0,11,13,2024
401620435,2024-09-12,Wings,26,71,36.6,4,18,22.2,11,16,68.8,33,9,24,17,4,2,15,11,38,0,2,17,0,0,0,20,23,2024
401620436,2024-09-13,Mystics,26,60,43.3,8,21,38.1,12,15,80.0,33,8,25,17,8,6,17,9,36,11,3,20,0,0,0,17,18,2024
401620436,2024-09-13,Dream,21,73,28.8,5,20,25.0,22,25,88.0,41,17,24,14,12,3,14,13,30,10,2,16,0,0,0,15,19,2024
401620437,2024-09-13,Aces,28,70,40.0,9,30,30.0,13,18,72.2,31,1,30,22,7,4,9,5,26,13,0,9,0,0,0,8,18,2024
401620437,2024-09-13,Fever,28,62,45.2,7,23,30.4,11,20,55.0,35,3,32,17,5,2,15,11,34,2,0,15,1,1,0,9,16,2024
401620438,2024-09-13,Storm,34,74,45.9,5,21,23.8,10,10,100.0,32,5,27,23,11,4,16,33,48,13,1,17,0,0,0,14,14,2024
401620438,2024-09-13,Wings,30,78,38.5,4,18,22.2,17,19,89.5,42,15,27,20,9,3,18,14,48,21,1,19,0,0,0,27,12,2024
401620439,2024-09-13,Sky,25,68,36.8,4,17,23.5,12,17,70.6,34,9,25,17,4,6,12,2,30,9,0,12,0,0,0,15,12,2024
401620439,2024-09-13,Lynx,33,73,45.2,8,26,30.8,9,10,90.0,39,7,32,25,8,4,10,14,24,20,1,11,0,0,0,15,14,2024
401620440,2024-09-13,Sun,33,75,44.0,8,26,30.8,14,17,82.4,38,8,30,23,2,5,7,9,40,28,1,8,0,0,0,2,14,2024
401620440,2024-09-13,Mercury,27,72,37.5,6,33,18.2,9,11,81.8,33,6,27,19,4,7,7,6,34,3,3,10,1,1,1,17,16,2024
401620441,2024-09-15,Wings,42,74,56.8,11,24,45.8,14,15,93.3,33,11,22,28,7,3,13,20,54,12,0,13,2,2,1,20,23,2024
401620441,2024-09-15,Fever,38,76,50.0,16,34,47.1,18,21,85.7,26,10,16,21,5,4,9,2,32,9,1,10,1,1,0,18,16,2024
401620442,2024-09-15,Lynx,35,66,53.0,9,18,50.0,9,11,81.8,36,9,27,26,6,3,15,7,26,26,1,16,0,0,0,21,18,2024
401620442,2024-09-15,Liberty,27,69,39.1,8,28,28.6,17,23,73.9,35,14,21,17,8,5,11,16,34,3,1,12,0,0,1,17,15,2024
401620443,2024-09-15,Dream,26,66,39.4,4,24,16.7,20,25,80.0,35,7,28,16,13,1,15,6,22,12,3,18,0,0,0,20,20,2024
401620443,2024-09-15,Mystics,23,59,39.0,10,31,32.3,17,21,81.0,26,4,22,14,6,3,18,6,20,3,2,20,1,1,0,22,21,2024
401620444,2024-09-15,Mercury,36,66,54.5,9,24,37.5,12,17,70.6,30,3,27,29,4,2,8,6,44,6,0,8,0,0,0,12,15,2024
401620444,2024-09-15,Sky,32,72,44.4,14,25,56.0,10,15,66.7,37,11,26,26,4,3,7,6,30,8,0,7,0,0,0,5,16,2024
401620445,2024-09-15,Sun,27,64,42.2,6,19,31.6,11,17,64.7,34,7,27,20,2,3,8,4,30,2,2,10,0,0,0,6,11,2024
401620445,2024-09-15,Aces,35,71,49.3,10,24,41.7,4,6,66.7,33,4,29,24,5,4,6,7,38,21,1,7,0,0,0,6,14,2024
401620446,2024-09-15,Sparks,33,73,45.2,3,16,18.8,18,20,90.0,36,13,23,18,13,1,16,14,58,2,0,16,2,2,0,25,16,2024
401620446,2024-09-15,Storm,33,71,46.5,5,22,22.7,19,22,86.4,32,11,21,19,13,3,15,7,48,16,1,16,1,1,0,25,17,2024
401620447,2024-09-17,Lynx,30,64,46.9,6,14,42.9,12,13,92.3,31,6,25,22,7,7,13,5,28,12,2,15,0,0,1,19,12,2024
401620447,2024-09-17,Sun,30,66,45.5,7,20,35.0,9,11,81.8,31,8,23,21,9,6,16,11,46,5,0,16,0,0,0,16,13,2024
401620448,2024-09-17,Liberty,34,75,45.3,8,31,25.8,11,15,73.3,45,12,33,24,9,5,11,6,50,22,1,12,1,1,0,7,25,2024
401620448,2024-09-17,Mystics,23,61,37.7,9,26,34.6,16,19,84.2,29,3,26,16,4,4,16,5,18,3,1,17,0,0,0,25,14,2024
401620449,2024-09-17,Sky,25,61,41.0,6,18,33.3,14,16,87.5,29,6,23,13,1,2,13,4,34,3,1,14,0,0,0,13,24,2024
401620449,2024-09-17,Dream,30,62,48.4,5,15,33.3,21,30,70.0,35,7,28,19,9,4,7,6,46,18,2,9,1,1,0,11,14,2024
401620451,2024-09-17,Aces,32,60,53.3,9,20,45.0,12,14,85.7,31,3,28,18,5,2,9,4,38,18,2,11,0,0,0,10,11,2024
401620451,2024-09-17,Storm,30,63,47.6,2,9,22.2,10,11,90.9,29,4,25,21,7,1,11,9,42,1,0,11,0,0,0,8,16,2024
401620450,2024-09-17,Mercury,30,64,46.9,7,28,25.0,18,22,81.8,25,7,18,22,11,9,10,8,34,15,2,12,2,2,0,8,19,2024
401620450,2024-09-17,Sparks,28,83,33.7,9,33,27.3,16,20,80.0,49,23,26,16,5,3,18,7,34,10,2,20,2,2,0,31,18,2024
401620452,2024-09-19,Sky,21,62,33.9,6,21,28.6,6,9,66.7,24,6,18,16,5,10,15,0,24,2,1,16,0,0,0,25,19,2024
401620452,2024-09-19,Sun,35,70,50.0,6,14,42.9,11,13,84.6,37,9,28,24,7,9,10,17,42,34,1,11,4,4,0,12,11,2024
401620453,2024-09-19,Dream,31,62,50.0,5,13,38.5,11,16,68.8,35,9,26,22,8,2,14,7,46,20,3,17,0,0,0,17,16,2024
401620453,2024-09-19,Liberty,24,60,40.0,8,17,47.1,11,17,64.7,28,9,19,17,8,6,17,14,24,5,0,17,0,0,0,19,16,2024
401620454,2024-09-19,Fever,34,64,53.1,10,20,50.0,13,15,86.7,32,3,29,28,9,0,16,7,40,18,1,17,1,1,0,13,14,2024
401620454,2024-09-19,Mystics,33,71,46.5,12,34,35.3,14,15,93.3,30,8,22,23,9,1,14,10,38,17,0,14,0,0,0,11,18,2024
401620455,2024-09-19,Sparks,25,59,42.4,10,31,32.3,8,9,88.9,36,5,31,18,5,4,18,6,30,19,2,20,0,0,0,22,12,2024
401620455,2024-09-19,Lynx,16,56,28.6,7,23,30.4,12,16,75.0,28,6,22,11,8,2,17,9,14,3,1,18,0,0,0,19,11,2024
401620456,2024-09-19,Wings,30,70,42.9,9,20,45.0,15,19,78.9,33,7,26,17,7,2,13,17,36,4,0,13,0,0,0,26,12,2024
401620456,2024-09-19,Aces,35,75,46.7,15,37,40.5,13,16,81.3,38,10,28,22,8,7,11,12,38,22,2,13,0,0,0,17,15,2024
401620457,2024-09-19,Storm,35,78,44.9,13,36,36.1,6,8,75.0,41,11,30,27,5,2,10,10,34,24,1,11,0,0,0,11,18,2024
401620457,2024-09-19,Mercury,24,63,38.1,6,26,23.1,16,23,69.6,33,6,27,19,8,1,11,3,28,0,2,13,0,0,0,19,12,2024
401721255,2024-09-22,Dream,27,68,39.7,3,16,18.8,12,19,63.2,36,10,26,16,9,5,14,14,38,0,2,16,0,0,0,18,14,2024
401721255,2024-09-22,Liberty,29,67,43.3,8,23,34.8,17,18,94.4,37,6,31,22,10,5,14,11,28,22,1,15,0,0,0,14,18,2024
401721253,2024-09-22,Fever,27,67,40.3,6,28,21.4,9,12,75.0,29,6,23,23,8,5,13,9,36,2,1,14,2,2,0,16,15,2024
401721253,2024-09-22,Sun,36,73,49.3,9,18,50.0,12,15,80.0,36,8,28,27,6,6,10,18,50,26,1,11,0,0,0,8,11,2024
401721261,2024-09-22,Mercury,37,74,50.0,14,27,51.9,7,11,63.6,31,7,24,19,8,5,11,12,32,4,0,11,0,0,0,12,21,2024
401721261,2024-09-22,Lynx,34,69,49.3,10,24,41.7,24,25,96.0,31,6,25,30,8,4,10,13,36,23,0,10,0,0,0,17,13,2024
401721256,2024-09-22,Storm,25,68,36.8,4,16,25.0,13,13,100.0,40,10,30,15,5,4,13,11,30,11,1,14,0,0,1,12,9,2024
401721256,2024-09-22,Aces,30,69,43.5,7,18,38.9,11,11,100.0,33,6,27,16,9,7,8,11,40,11,1,9,1,1,0,10,11,2024
401721258,2024-09-24,Dream,35,65,53.8,7,19,36.8,5,9,55.6,30,8,22,22,3,4,11,9,42,11,3,14,0,0,0,18,14,2024
401721258,2024-09-24,Liberty,35,71,49.3,8,24,33.3,13,14,92.9,31,11,20,24,6,3,9,4,46,11,0,9,0,0,0,11,12,2024
401721262,2024-09-24,Storm,29,75,38.7,8,23,34.8,10,13,76.9,30,7,23,18,11,3,4,6,34,1,1,5,0,0,0,4,14,2024
401721262,2024-09-24,Aces,31,66,47.0,7,22,31.8,14,16,87.5,45,10,35,23,3,4,15,9,42,16,1,16,0,0,0,15,13,2024
401721254,2024-09-25,Fever,33,76,43.4,8,30,26.7,7,9,77.8,43,13,30,21,4,3,13,19,48,9,3,16,0,0,0,14,20,2024
401721254,2024-09-25,Sun,30,72,41.7,5,19,26.3,22,23,95.7,29,9,20,25,6,4,7,9,40,11,1,8,0,0,0,7,11,2024
401721260,2024-09-25,Mercury,35,68,51.5,8,26,30.8,10,14,71.4,31,7,24,25,3,3,14,4,46,8,1,15,1,1,1,24,26,2024
401721260,2024-09-25,Lynx,34,67,50.7,10,26,38.5,23,27,85.2,25,5,20,28,6,2,7,6,38,18,0,7,3,3,0,9,14,2024
401724938,2024-09-29,Aces,29,67,43.3,7,25,28.0,12,15,80.0,22,2,20,19,4,4,10,6,38,0,1,11,0,0,0,11,15,2024
401724938,2024-09-29,Liberty,30,60,50.0,8,19,42.1,19,23,82.6,31,3,28,22,10,4,14,16,42,18,1,15,0,0,0,15,16,2024
401725075,2024-09-29,Sun,31,75,41.3,9,22,40.9,2,3,66.7,39,9,30,24,5,2,9,10,34,9,4,13,0,0,0,8,11,2024
401725075,2024-09-29,Lynx,27,65,41.5,5,20,25.0,11,13,84.6,32,7,25,16,8,7,11,5,32,6,2,13,0,0,0,16,10,2024
401724939,2024-10-01,Aces,30,69,43.5,12,27,44.4,12,19,63.2,29,9,20,23,3,2,12,10,24,8,1,13,0,0,0,22,22,2024
401724939,2024-10-01,Liberty,33,67,49.3,9,29,31.0,13,16,81.3,35,8,27,19,4,3,12,12,44,10,0,12,0,0,0,14,19,2024
401725076,2024-10-01,Sun,24,66,36.4,5,20,25.0,17,20,85.0,32,11,21,16,10,2,12,13,38,3,3,15,0,0,0,10,11,2024
401725076,2024-10-01,Lynx,28,62,45.2,8,19,42.1,13,14,92.9,35,11,24,17,5,5,15,9,30,15,0,15,1,1,0,15,17,2024
401725077,2024-10-04,Lynx,35,61,57.4,5,15,33.3,15,19,78.9,29,6,23,22,5,7,10,5,48,14,0,10,0,0,0,12,19,2024
401725077,2024-10-04,Sun,30,73,41.1,3,20,15.0,18,23,78.3,33,13,20,21,3,1,11,3,44,2,0,11,0,0,0,15,15,2024
401724940,2024-10-04,Liberty,26,67,38.8,12,29,41.4,17,19,89.5,35,8,27,21,5,4,12,13,28,4,0,12,1,1,0,13,10,2024
401724940,2024-10-04,Aces,37,71,52.1,13,32,40.6,8,9,88.9,34,5,29,22,5,3,9,8,42,25,0,9,1,1,0,6,13,2024
401724941,2024-10-06,Liberty,28,71,39.4,10,24,41.7,10,11,90.9,48,13,35,14,5,5,12,4,30,18,2,14,0,0,0,14,20,2024
401724941,2024-10-06,Aces,21,64,32.8,7,30,23.3,13,18,72.2,27,4,23,16,7,7,7,7,28,3,1,8,0,0,0,8,15,2024
401725078,2024-10-06,Lynx,28,60,46.7,10,26,38.5,16,18,88.9,27,3,24,22,5,4,13,2,30,10,0,13,0,0,0,13,22,2024
401725078,2024-10-06,Sun,36,67,53.7,8,15,53.3,12,14,85.7,29,4,25,19,9,3,9,6,50,15,0,9,0,0,0,12,17,2024
401725079,2024-10-08,Sun,25,65,38.5,8,23,34.8,19,22,86.4,35,13,22,11,6,6,18,8,26,5,1,19,1,1,0,22,17,2024
401725079,2024-10-08,Lynx,34,69,49.3,10,26,38.5,10,15,66.7,29,8,21,23,7,9,12,8,40,24,1,13,1,1,0,8,14,2024
401726988,2024-10-10,Lynx,36,71,50.7,9,22,40.9,14,15,93.3,32,5,27,20,8,9,10,17,42,4,2,12,0,0,0,15,16,2024
401726988,2024-10-10,Liberty,34,90,37.8,13,33,39.4,12,14,85.7,44,20,24,21,5,4,11,19,36,18,4,15,0,0,0,17,14,2024
401726989,2024-10-13,Lynx,27,60,45.0,6,20,30.0,6,7,85.7,26,4,22,20,8,0,19,13,34,0,0,19,0,0,0,26,15,2024
401726989,2024-10-13,Liberty,29,61,47.5,11,24,45.8,11,14,78.6,35,10,25,17,12,2,16,19,28,17,2,18,0,0,1,17,15,2024
401726990,2024-10-16,Liberty,28,61,45.9,10,25,40.0,14,14,100.0,33,6,27,18,8,9,16,5,28,4,2,18,0,0,0,18,13,2024
401726990,2024-10-16,Lynx,29,75,38.7,9,21,42.9,10,12,83.3,32,7,25,20,12,1,10,11,28,15,2,12,0,0,0,8,18,2024
401726991,2024-10-18,Liberty,31,71,43.7,9,23,39.1,9,9,100.0,40,9,31,18,7,3,15,12,38,6,1,16,0,0,0,19,14,2024
401726991,2024-10-18,Lynx,29,65,44.6,9,23,39.1,15,20,75.0,31,5,26,20,10,1,12,11,26,5,1,13,0,0,0,10,9,2024
401726992,2024-10-20,Lynx,26,70,37.1,3,19,15.8,7,8,87.5,33,4,29,16,6,4,16,2,44,12,1,17,0,0,0,10,21,2024
401726992,2024-10-20,Liberty,22,72,30.6,2,23,8.7,21,25,84.0,44,9,35,15,9,6,12,4,38,5,0,12,0,0,0,2,17,2024
