game_id,season,week,neutral_site,conference_game,attendance,home_team,home_team_id,home_conference,home_points,away_team,away_team_id,away_conference,away_points
401693677,2024,1,True,False,,Lincoln (CA),124179,Independent DII,7.0,College of Idaho,108382,,45.0
401635525,2024,1,True,True,,Georgia Tech,59,ACC,24.0,Florida State,52,ACC,21.0
401654665,2024,1,False,False,,Tarleton State,2627,UAC,26.0,McNeese,2377,Southland,23.0
401643697,2024,1,False,False,,New Mexico,167,Mountain West,31.0,Montana State,147,Big Sky,35.0
401654662,2024,1,True,False,,Southeast Missouri State,2546,Big South-OVC,37.0,North Alabama,2453,UAC,15.0
401636372,2024,1,True,False,,Norfolk State,2450,MEAC,23.0,Florida A&M,50,SWAC,24.0
401643696,2024,1,False,False,,Nevada,2440,Mountain West,24.0,SMU,2567,ACC,29.0
401643858,2024,1,False,False,,Hawai'i,62,Mountain West,35.0,Delaware State,2169,MEAC,14.0
401675545,2024,1,False,True,,Sul Ross State,2834,Lone Star,21.0,West Texas A&M,2704,Lone Star,42.0
401674318,2024,1,False,False,,Northern Michigan,128,GLIAC,7.0,Minnesota Duluth,134,Northern Sun,35.0
401628458,2024,1,False,False,,Rutgers,164,Big Ten,44.0,Howard,47,MEAC,7.0
401628580,2024,1,False,False,,Villanova,222,CAA,24.0,Youngstown State,2754,MVFC,17.0
401673041,2024,1,False,False,,Morehead State,2413,Pioneer,17.0,Central State (OH),2119,SIAC,10.0
401673370,2024,1,False,False,,Carson-Newman College,2105,South Atlantic,50.0,Reinhardt University,2890,,7.0
401644729,2024,1,False,False,,Bowling Green,189,Mid-American,41.0,Fordham,2230,Patriot,17.0
401634152,2024,1,False,False,,Gardner-Webb,2241,Big South-OVC,20.0,Wofford,2747,Southern,21.0
401628582,2024,1,False,False,,UCF,2116,Big 12,57.0,New Hampshire,160,CAA,3.0
401644730,2024,1,False,False,,Central Michigan,2117,Mid-American,66.0,Central Connecticut,2115,NEC,10.0
401674295,2024,1,False,False,,West Liberty,2699,Mountain East,21.0,Walsh,2682,Great Midwest Athletic,41.0
401674274,2024,1,False,False,,Fairmont State,2986,Mountain East,56.0,Seton Hill,611,Pennsylvania State Athletic,24.0
401674184,2024,1,False,False,,Northwest Missouri St,138,Mid America,22.0,Minnesota State Mankato,2364,Northern Sun,36.0
401636387,2024,1,False,False,,UL Monroe,2433,Sun Belt,30.0,Jackson State,2296,SWAC,14.0
401675822,2024,1,False,False,,University of Mary,559,Northern Sun,23.0,Jamestown College,2939,,6.0
401674221,2024,1,False,False,,Minot State,568,Northern Sun,38.0,Valley City State,628,,7.0
401674525,2024,1,False,False,,Wayne State (NE),2844,Northern Sun,49.0,Missouri S&T,2402,Great Lakes,17.0
401628579,2024,1,False,True,,Delaware,48,CAA,48.0,Bryant,2803,CAA,17.0
401674363,2024,1,False,True,,Edinboro University,2205,Pennsylvania State Athletic,12.0,East Stroudsburg University,2188,Pennsylvania State Athletic,24.0
401676074,2024,1,False,True,,Millersville,210,Pennsylvania State Athletic,7.0,Clarion,2134,Pennsylvania State Athletic,36.0
401628592,2024,1,False,False,,William & Mary,2729,CAA,41.0,VMI,2678,Southern,7.0
401675476,2024,1,False,False,,Mars Hill,2369,South Atlantic,16.0,Delta State,2170,Gulf South,47.0
401644727,2024,1,False,False,,Buffalo,2084,Mid-American,30.0,Lafayette,322,Patriot,13.0
401628581,2024,1,False,False,,Wake Forest,154,ACC,45.0,North Carolina A&T,2448,CAA,13.0
401634299,2024,1,False,False,,NC State,152,ACC,38.0,Western Carolina,2717,Southern,21.0
401634143,2024,1,False,False,,Mercer,2382,Southern,63.0,Presbyterian,2506,Pioneer,10.0
401674174,2024,1,False,False,,Northeastern State,196,Independent DII,31.0,Missouri Western,137,Mid America,33.0
401674307,2024,1,False,False,,Bemidji State,132,Northern Sun,19.0,Michigan Tech,2392,GLIAC,13.0
401674305,2024,1,False,False,,Wheeling,112335,Mountain East,25.0,Mercyhurst,2385,NEC,28.0
401655664,2024,1,False,False,,Drake,2181,Pioneer,0.0,Quincy,2825,Great Lakes,0.0
401644728,2024,1,False,False,,Toledo,2649,Mid-American,49.0,Duquesne,2184,NEC,10.0
401628320,2024,1,True,False,,Arkansas,8,SEC,70.0,Arkansas-Pine Bluff,2029,SWAC,0.0
401634206,2024,1,False,False,,Colorado,38,Big 12,31.0,North Dakota State,2449,MVFC,26.0
401628327,2024,1,False,False,,Missouri,142,SEC,51.0,Murray State,93,MVFC,0.0
401636606,2024,1,True,False,,Kansas,2305,Big 12,48.0,Lindenwood,2815,Big South-OVC,3.0
401675114,2024,1,False,False,,Stephen F. Austin,2617,Southland,77.0,North American University,123086,,0.0
401628448,2024,1,False,False,,Minnesota,135,Big Ten,17.0,North Carolina,153,ACC,19.0
401645318,2024,1,False,False,,Tulsa,202,American Athletic,62.0,Northwestern State,2466,Southland,28.0
401645317,2024,1,False,False,,Tulane,2655,American Athletic,52.0,SE Louisiana,2545,Southland,0.0
401674159,2024,1,False,False,,Fort Hays State,2231,Mid America,21.0,Angelo State,2025,Lone Star,7.0
401674150,2024,1,False,True,,Emporia State University,2214,Mid America,30.0,Washburn,2687,Mid America,14.0
401655860,2024,1,False,False,,St. Thomas (MN),2900,Pioneer,13.0,Sioux Falls,2894,Northern Sun,34.0
401673254,2024,1,False,True,,South Dakota Mines,613,Rocky Mountain,6.0,CSU Pueblo,2570,Rocky Mountain,35.0
401673279,2024,1,False,False,,Texas A&M-Kingsville,2658,Lone Star,13.0,Colorado Mesa,11,Rocky Mountain,16.0
401675538,2024,1,False,False,,Midwestern State,2395,Lone Star,18.0,Missouri Southern State,2403,Mid America,11.0
401673257,2024,1,False,False,,New Mexico Highlands,2424,Rocky Mountain,37.0,Eastern New Mexico,2201,Lone Star,63.0
401673282,2024,1,False,False,,Chadron St,2123,Rocky Mountain,6.0,Nebraska-Kearney,2438,Mid America,18.0
401640998,2024,1,False,False,,Jacksonville State,55,Conference USA,27.0,Coastal Carolina,324,Sun Belt,55.0
401645316,2024,1,False,False,,UAB,5,American Athletic,41.0,Alcorn State,2016,SWAC,3.0
401654562,2024,1,False,False,,South Dakota,233,MVFC,45.0,Northern State,425,Northern Sun,3.0
401654845,2024,1,False,False,,Illinois,356,Big Ten,45.0,Eastern Illinois,2197,Big South-OVC,0.0
401628583,2024,1,False,False,,Eastern Washington,331,Big Sky,42.0,Monmouth,2405,CAA,27.0
401636607,2024,1,False,False,,Utah,254,Big 12,49.0,Southern Utah,253,UAC,0.0
401643698,2024,1,False,False,,San José State,23,Mountain West,42.0,Sacramento State,16,Big Sky,24.0
401645319,2024,1,False,False,,Army,349,American Athletic,42.0,Lehigh,2329,Patriot,7.0
401656600,2024,1,False,False,,Maine,311,CAA,17.0,Colgate,2142,Patriot,14.0
401628328,2024,1,False,False,,Oklahoma,201,SEC,51.0,Temple,218,American Athletic,3.0
401628453,2024,1,False,False,,Michigan State,127,Big Ten,16.0,Florida Atlantic,2226,American Athletic,10.0
401628584,2024,1,False,False,,Duke,150,ACC,26.0,Elon,2210,CAA,3.0
401628461,2024,1,False,False,,Wisconsin,275,Big Ten,28.0,Western Michigan,2711,Mid-American,14.0
401634300,2024,1,False,False,,Stanford,24,ACC,27.0,TCU,2628,Big 12,34.0
401643703,2024,1,False,False,,Utah State,328,Mountain West,36.0,Robert Morris,2523,NEC,14.0
401628451,2024,1,False,False,,Maryland,120,Big Ten,50.0,UConn,41,FBS Independents,7.0
401628457,2024,1,False,False,,West Virginia,277,Big 12,12.0,Penn State,213,Big Ten,34.0
401645322,2024,1,False,False,,Navy,2426,American Athletic,49.0,Bucknell,2083,Patriot,21.0
401654646,2024,1,False,False,,Dayton,2168,Pioneer,18.0,St. Francis (PA),2598,NEC,10.0
