week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
18,2023,401547639,2024-01-06T21:30Z,Pittsburgh Steelers,PIT,17,Baltimore Ravens,BAL,10,Pittsburgh Steelers,7,Final,16,8,8,0,6,15,0,0,62,289,4.7,12,134,18,20,5.8,0,3,18,155,39,4.0,1-2,4,25,2,2,0,34:54,13,9,4,0,4,13,1,1,57,224,3.9,12,118,15,28,3.7,0,4,28,106,25,4.2,0-1,3,26,2,2,0,25:06,70355,M&T Bank Stadium,Baltimore,MD
18,2023,401547644,2024-01-07T01:15Z,Houston Texans,HOU,23,Indianapolis Colts,IND,19,Houston Texans,4,Final,16,10,5,1,5,13,0,1,56,306,5.5,11,246,20,26,8.8,0,2,18,60,28,2.1,2-2,11,69,0,0,0,29:18,21,6,11,4,1,11,0,1,62,360,5.8,12,133,13,24,5.3,0,1,8,227,37,6.1,0-3,3,14,1,1,0,30:42,65925,Lucas Oil Stadium,Indianapolis,IN
18,2023,401547641,2024-01-07T18:00Z,Cleveland Browns,CLE,14,Cincinnati Bengals,CIN,31,Cincinnati Bengals,17,Final,13,8,5,0,2,11,1,1,53,244,4.6,13,140,13,26,4.8,2,3,26,104,24,4.3,0-0,7,35,2,0,0,24:14,22,10,10,2,3,12,0,0,61,328,5.4,12,145,21,28,4.7,1,3,31,183,30,6.1,4-4,1,10,1,0,0,35:46,65865,Paycor Stadium,Cincinnati,OH
18,2023,401547642,2024-01-07T18:00Z,Minnesota Vikings,MIN,20,Detroit Lions,DET,30,Detroit Lions,10,Final,24,15,6,3,2,13,2,3,70,448,6.4,11,359,30,44,7.5,2,4,37,89,22,4.0,0-1,8,77,2,0,0,34:59,19,13,5,1,1,9,2,2,56,381,6.8,11,311,23,32,9.4,0,1,9,70,23,3.0,3-4,4,20,0,0,0,25:01,63233,Ford Field,Detroit,MI
18,2023,401547652,2024-01-07T18:00Z,Jacksonville Jaguars,JAX,20,Tennessee Titans,TEN,28,Tennessee Titans,8,Final,20,12,5,3,8,14,0,3,66,362,5.5,10,280,29,43,6.5,2,0,0,82,23,3.6,1-3,6,40,2,0,0,32:17,19,10,8,1,6,11,0,1,55,327,5.9,10,152,17,27,5.2,1,2,16,175,26,6.7,3-3,5,29,1,0,0,27:43,63744,Nissan Stadium,Nashville,TN
18,2023,401547648,2024-01-07T18:00Z,New York Jets,NYJ,17,New England Patriots,NE,3,New York Jets,14,Final,13,3,9,1,3,15,0,1,63,254,4.0,14,69,8,20,3.3,0,1,1,185,42,4.4,0-2,1,5,1,1,0,33:42,6,3,3,0,1,14,0,3,58,119,2.1,15,31,12,30,0.8,2,7,57,88,21,4.2,0-1,4,35,2,0,0,26:18,64628,Gillette Stadium,Foxborough,MA
18,2023,401547649,2024-01-07T18:00Z,Atlanta Falcons,ATL,17,New Orleans Saints,NO,48,New Orleans Saints,31,Final,14,11,3,0,4,11,0,1,60,389,6.5,13,311,25,34,8.9,2,1,7,78,25,3.1,1-3,8,75,3,1,0,26:10,27,13,12,2,3,10,1,1,66,400,6.1,12,246,22,28,7.9,0,3,18,154,35,4.4,4-6,3,15,0,0,0,33:50,70072,Caesars Superdome,New Orleans,LA
18,2023,401547640,2024-01-07T18:00Z,Tampa Bay Buccaneers,TB,9,Carolina Panthers,CAR,0,Tampa Bay Buccaneers,9,Final,14,6,8,0,6,16,0,0,64,228,3.6,10,115,20,32,3.3,0,3,22,113,29,3.9,0-3,3,15,0,0,0,31:24,11,2,8,1,2,12,2,2,50,199,4.0,9,68,11,18,3.2,0,3,26,131,29,4.5,0-0,3,20,2,2,0,28:36,69010,Bank of America Stadium,Charlotte,NC
18,2023,401547643,2024-01-07T21:25Z,Chicago Bears,CHI,9,Green Bay Packers,GB,17,Green Bay Packers,8,Final,13,8,4,1,3,11,1,1,46,192,4.2,6,117,11,16,5.6,0,5,31,75,25,3.0,0-2,1,10,0,0,0,28:36,24,14,10,0,7,10,0,0,60,432,7.2,7,308,27,32,9.3,0,1,8,124,27,4.6,2-4,1,5,1,1,0,31:24,78188,Lambeau Field,Green Bay,WI
18,2023,401547646,2024-01-07T21:25Z,Denver Broncos,DEN,14,Las Vegas Raiders,LV,27,Las Vegas Raiders,13,Final,17,12,5,0,4,12,2,3,59,286,4.8,10,238,20,34,6.1,1,5,34,48,20,2.4,2-2,4,35,1,0,0,29:24,22,12,10,0,7,13,0,0,66,359,5.4,10,230,20,32,6.6,0,3,14,129,31,4.2,2-3,0,0,0,0,0,30:36,61429,Allegiant Stadium,Las Vegas,NV
