week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
3,2023,401547426,2023-09-22T00:15Z,New York Giants,NYG,12,San Francisco 49ers,SF,30,San Francisco 49ers,18,Final,10,6,2,2,3,12,0,0,46,150,3.3,10,121,22,33,3.5,1,2,16,29,11,2.6,1-1,6,37,1,0,0,20:50,26,13,9,4,9,16,0,0,78,441,5.7,11,300,25,37,7.7,0,2,10,141,39,3.6,2-5,6,71,0,0,0,39:10,71593,Levi's Stadium,Santa Clara,CA
3,2023,401547428,2023-09-24T17:00Z,Tennessee Titans,TEN,3,Cleveland Browns,CLE,27,Cleveland Browns,24,Final,6,5,0,1,2,12,1,1,45,94,2.1,10,68,13,25,2.3,0,5,36,26,15,1.7,0-2,8,80,0,0,0,21:31,23,12,7,4,6,13,1,1,67,341,5.1,9,263,27,33,7.3,0,3,26,78,31,2.5,2-2,5,46,1,1,0,38:29,67919,Huntington Bank Field,Cleveland,OH
3,2023,401547433,2023-09-24T17:00Z,Atlanta Falcons,ATL,6,Detroit Lions,DET,20,Detroit Lions,14,Final,16,9,3,4,4,14,0,1,65,183,2.8,12,139,21,38,3.1,0,7,62,44,20,2.2,0-1,4,24,1,1,0,27:03,18,11,5,2,4,14,0,0,64,358,5.6,12,243,22,33,7.4,1,0,0,115,31,3.7,1-4,10,119,1,0,0,32:57,63803,Ford Field,Detroit,MI
3,2023,401547434,2023-09-24T17:00Z,New Orleans Saints,NO,17,Green Bay Packers,GB,18,Green Bay Packers,1,Final,15,9,5,1,4,14,1,1,60,252,4.2,10,175,23,34,4.6,0,4,29,77,22,3.5,1-2,7,102,0,0,1,27:25,21,13,5,3,8,18,1,3,71,340,4.8,12,245,22,44,5.4,1,1,14,95,26,3.7,2-3,11,90,1,0,0,32:35,78043,Lambeau Field,Green Bay,WI
3,2023,401547429,2023-09-24T17:00Z,Denver Broncos,DEN,20,Miami Dolphins,MIA,70,Miami Dolphins,50,Final,16,13,2,1,3,12,0,1,59,363,6.2,14,294,23,38,7.5,1,1,12,69,20,3.5,1-4,7,46,3,2,1,26:39,30,16,12,2,5,9,1,3,71,726,10.2,14,376,25,28,13.4,0,0,0,350,43,8.1,6-6,6,55,0,0,0,33:21,65522,Hard Rock Stadium,Miami Gardens,FL
3,2023,401547436,2023-09-24T17:00Z,Los Angeles Chargers,LAC,28,Minnesota Vikings,MIN,24,Los Angeles Chargers,4,Final,24,22,2,0,5,11,1,2,64,475,7.4,11,445,41,48,9.1,0,1,9,30,15,2.0,2-2,12,94,1,1,0,26:47,29,15,7,7,4,14,2,3,78,475,6.1,11,345,32,50,6.4,1,4,22,130,24,5.4,1-4,6,45,2,1,0,33:13,66878,U.S. Bank Stadium,Minneapolis,MN
3,2023,401547430,2023-09-24T17:00Z,New England Patriots,NE,15,New York Jets,NYJ,10,New England Patriots,5,Final,17,9,8,0,8,19,0,0,69,358,5.2,13,201,15,29,6.9,0,0,0,157,40,3.9,0-0,6,43,0,0,0,31:52,12,6,5,1,2,14,1,2,61,171,2.8,13,133,18,36,3.4,0,3,24,38,22,1.7,1-1,3,15,0,0,0,28:08,80878,MetLife Stadium,East Rutherford,NJ
3,2023,401547431,2023-09-24T17:00Z,Buffalo Bills,BUF,37,Washington Commanders,WSH,3,Buffalo Bills,34,Final,20,10,10,0,9,15,0,1,65,386,5.9,10,218,20,32,6.8,1,0,0,168,33,5.1,2-4,6,45,1,0,1,34:39,15,8,5,2,1,9,0,1,51,230,4.5,11,125,19,29,3.3,4,9,45,105,13,8.1,0-2,2,15,5,1,0,25:21,64291,Northwest Stadium,Landover,MD
3,2023,401547435,2023-09-24T17:00Z,Houston Texans,HOU,37,Jacksonville Jaguars,JAX,17,Houston Texans,20,Final,15,11,4,0,9,15,0,0,56,366,6.5,11,280,20,30,9.3,0,0,0,86,26,3.3,2-5,8,75,0,0,1,27:57,22,13,8,1,5,13,0,1,69,404,5.9,11,288,29,42,6.9,1,0,0,116,27,4.3,1-2,6,49,2,1,0,32:03,61466,EverBank Stadium,Jacksonville,FL
3,2023,401547427,2023-09-24T17:00Z,Indianapolis Colts,IND,22,Baltimore Ravens,BAL,19,Indianapolis Colts,3,Final,19,9,10,0,8,22,0,1,84,327,3.9,16,188,27,44,3.8,0,5,39,139,35,4.0,1-2,6,31,0,0,0,36:33,20,7,12,1,6,16,0,1,72,364,5.1,15,178,22,31,5.1,0,4,24,186,37,5.0,2-2,1,5,2,2,0,32:18,70038,M&T Bank Stadium,Baltimore,MD
