GameID,Date,Team,PlayerID,PlayerName,Position,Starter,minutes,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points,FGM,FGA,3PM,3PA,FTM,FTA
401736134,20250525,Sun,918,Tina Charles,C,True,30,1,6,7,3,1,0,3,3,-22,11,5,20,0,1,1,2
401736134,20250525,Sun,4398966,Olivia Nelson-Ododa,C,True,21,0,5,5,0,0,2,1,2,-19,11,4,7,0,0,3,6
401736134,20250525,Sun,3904576,Marina Mabrey,G,True,34,1,9,10,4,0,0,1,5,-17,12,4,14,2,7,2,2
401736134,20250525,Sun,4432865,Jacy Sheldon,G,True,23,0,0,0,2,0,1,0,2,-16,4,2,3,0,1,0,1
401736134,20250525,Sun,4433514,Saniya Rivers,G,True,28,1,1,2,3,0,0,2,2,-14,2,1,5,0,0,0,0
401736134,20250525,Sun,2529125,Haley Peters,F,False,8,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
401736134,20250525,Sun,2529567,Robyn Parks,F,False,12,0,1,1,0,1,0,0,2,-7,0,0,2,0,2,0,0
401736134,20250525,Sun,4684384,Aneesah Morrow,F,False,11,2,5,7,0,0,0,1,2,-8,3,1,4,1,1,0,0
401736134,20250525,Sun,4433792,Rayah Marshall,C,False,2,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0
401736134,20250525,Sun,5278686,Kariata Diaby,C,False,11,1,1,2,1,0,0,1,3,-1,5,2,3,0,0,1,1
401736134,20250525,Sun,2529185,Bria Hartley,G,False,19,0,0,0,1,2,0,0,0,-10,7,2,9,1,3,2,2
401736134,20250525,Dream,3054590,Nia Coffey,F,True,26,2,9,11,4,0,0,2,3,+9,18,6,13,3,7,3,4
401736134,20250525,Dream,3058895,Brionna Jones,F,True,27,2,7,9,1,0,0,4,3,+17,8,3,5,0,1,2,2
401736134,20250525,Dream,3058901,Allisha Gray,G,True,33,1,6,7,3,1,0,1,0,+20,18,6,11,2,4,4,5
401736134,20250525,Dream,4280850,Maya Caldwell,G,True,36,2,2,4,6,2,1,3,3,+17,12,5,14,2,7,0,0
