GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401736290,20250802,Lynx,3906972,Bridget Carleton,F,6,25,2-4,2-3,0-0,0,4,4,2,1,0,1,1,+34,6
401736290,20250802,Lynx,3913881,Alanna Smith,F,8,15,3-6,1-4,0-1,4,2,6,3,1,1,0,3,+10,7
401736290,20250802,Lynx,3917450,Napheesa Collier,F,24,26,6-11,2-3,4-4,0,3,3,5,2,0,3,1,+38,18
401736290,20250802,Lynx,2529205,Kayla McBride,G,21,23,8-11,8-10,0-0,0,2,2,5,3,0,0,2,+28,24
401736290,20250802,Lynx,2987891,Courtney Williams,G,10,24,4-5,1-1,0-0,0,6,6,9,2,1,0,1,+40,9
401736290,20250802,Lynx,3906949,Jessica Shepard,F,15,27,7-8,0-0,4-7,2,12,14,2,0,0,1,1,+46,18
401736290,20250802,Lynx,4329370,Maria Kliundikova,F,77,14,4-8,0-1,0-0,2,2,4,0,1,1,2,2,+15,8
401736290,20250802,Lynx,5278237,Anastasiia Olairi Kosu,F,7,10,1-5,0-0,2-2,2,0,2,0,0,0,1,2,+10,4
401736290,20250802,Lynx,2325299,Yvonne Anderson,G,12,12,0-3,0-1,0-0,0,1,1,2,2,0,0,3,+13,0
401736290,20250802,Lynx,3906753,Natisha Hiedeman,G,2,23,7-10,3-4,0-0,0,3,3,4,0,1,2,0,+31,17
401736290,20250802,Aces,4398776,NaLyssa Smith,F,3,17,3-6,0-0,1-2,2,0,2,0,1,0,1,3,-18,7
401736290,20250802,Aces,4433633,Kierstan Bell,F,1,22,2-7,0-3,0-0,0,4,4,1,1,1,2,0,-20,4
401736290,20250802,Aces,3149391,A'ja Wilson,C,22,22,4-11,1-1,1-2,1,4,5,2,0,0,2,1,-27,10
401736290,20250802,Aces,2529122,Chelsea Gray,G,12,21,1-6,1-3,0-0,0,2,2,4,1,0,1,2,-30,3
401736290,20250802,Aces,4065870,Jackie Young,G,0,19,3-7,0-2,0-0,0,1,1,3,1,0,2,3,-26,6
401736290,20250802,Aces,2590093,Kiah Stokes,C,41,15,1-1,1-1,0-0,1,2,3,1,1,1,0,2,-20,3
401736290,20250802,Aces,3934218,Megan Gustafson,C,17,22,2-6,2-4,0-0,0,1,1,0,0,3,2,4,-33,6
401736290,20250802,Aces,2987869,Jewell Loyd,G,24,19,5-10,1-5,1-2,0,1,1,2,1,1,3,1,-35,12
401736290,20250802,Aces,4281190,Dana Evans,G,11,22,0-7,0-3,1-2,0,1,1,4,0,0,2,1,-33,1
401736290,20250802,Aces,4597509,Aaliyah Nye,G,13,21,2-6,2-4,0-0,0,2,2,1,0,1,0,0,-23,6
