GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401736338,20250820,Wings,4399415,Maddy Siegrist,F,20,31,3-9,3-5,4-6,1,3,4,0,1,3,0,1,+10,13
401736338,20250820,Wings,4682797,Luisa Geiselsoder,C,18,36,3-9,3-6,0-0,0,6,6,2,3,0,1,3,+9,9
401736338,20250820,Wings,4398899,Grace Berger,G,9,30,1-6,0-0,0-0,0,6,6,7,2,3,2,3,+8,2
401736338,20250820,Wings,4433730,Paige Bueckers,G,5,36,17-21,4-4,6-6,0,4,4,3,1,0,3,3,+12,44
401736338,20250820,Wings,4595910,Haley Jones,G,30,15,1-5,1-2,0-0,0,4,4,1,2,0,3,3,-2,3
401736338,20250820,Wings,3142055,Myisha Hines-Allen,F,2,14,0-0,0-0,0-0,1,2,3,1,1,0,2,1,-18,0
401736338,20250820,Wings,4433635,Diamond Miller,F,1,2,0-0,0-0,0-0,0,0,0,0,0,0,1,0,-8,0
401736338,20250820,Wings,4433807,Aziaha James,G,10,17,2-5,0-1,0-1,0,3,3,1,0,0,1,1,-10,4
401736338,20250820,Wings,4434015,JJ Quinerly,G,11,18,2-5,0-1,1-1,0,2,2,1,1,1,2,2,-6,5
401736338,20250820,Sparks,2566106,Dearica Hamby,F,5,30,6-13,0-0,1-2,0,9,9,2,0,1,2,1,-15,13
401736338,20250820,Sparks,3142010,Azura Stevens,F,23,25,2-6,1-2,0-0,2,6,8,6,0,0,2,3,+1,5
401736338,20250820,Sparks,4433630,Rickea Jackson,F,2,33,9-15,6-7,1-1,2,3,5,0,2,0,4,1,-10,25
401736338,20250820,Sparks,3065570,Kelsey Plum,G,10,33,9-23,1-9,1-3,2,2,4,1,1,0,2,1,+5,20
401736338,20250820,Sparks,4001679,Julie Allemand,G,20,37,0-1,0-1,0-0,1,2,3,8,2,0,2,3,-5,0
401736338,20250820,Sparks,4433404,Cameron Brink,F,22,19,5-9,1-3,0-0,4,4,8,0,0,0,2,1,+14,11
401736338,20250820,Sparks,2566110,Julie Vanloo,G,35,4,1-2,1-1,2-2,0,0,0,2,0,0,0,0,+2,5
401736338,20250820,Sparks,4398764,Rae Burrell,G,12,19,1-5,0-3,0-0,0,2,2,2,0,1,0,2,+13,2
