GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401820329,20251010,Aces,4398776,NaLyssa Smith,F,3,23,2-4,0-0,1-2,4,1,5,0,1,0,2,4,+16,5
401820329,20251010,Aces,4433633,Kierstan Bell,F,1,7,1-1,1-1,0-0,0,1,1,0,1,0,0,0,-1,3
401820329,20251010,Aces,3149391,A'ja Wilson,C,22,36,7-21,0-2,17-19,1,8,9,4,2,3,2,3,+3,31
401820329,20251010,Aces,2529122,Chelsea Gray,G,12,38,6-15,4-9,2-4,0,4,4,4,2,2,0,2,+9,18
401820329,20251010,Aces,4065870,Jackie Young,G,0,35,5-14,1-6,7-8,2,5,7,8,1,0,2,0,+1,18
401820329,20251010,Aces,2590093,Kiah Stokes,C,41,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
401820329,20251010,Aces,3934218,Megan Gustafson,C,17,9,0-0,0-0,0-0,0,1,1,0,0,0,0,1,+7,0
401820329,20251010,Aces,2987869,Jewell Loyd,G,24,31,4-10,4-8,0-0,3,1,4,1,1,1,1,3,+18,12
401820329,20251010,Aces,4281190,Dana Evans,G,11,21,3-7,2-5,2-2,0,1,1,2,0,0,0,3,+4,10
401820329,20251010,Mercury,869,DeWanna Bonner,F,14,35,4-10,1-2,1-1,1,9,10,1,0,1,0,4,-5,10
401820329,20251010,Mercury,2529140,Alyssa Thomas,F,25,40,7-11,0-0,3-3,3,9,12,10,0,0,9,3,-11,17
401820329,20251010,Mercury,4068042,Natasha Mack,F,4,2,0-0,0-0,0-0,0,0,0,0,0,0,0,2,-1,0
401820329,20251010,Mercury,2998938,Kahleah Copper,G,2,36,12-22,0-4,6-7,1,5,6,1,0,0,3,6,-7,30
401820329,20251010,Mercury,5274110,Monique Akoa Makani,G,8,29,3-7,1-3,3-3,1,4,5,4,2,0,3,2,-13,10
401820329,20251010,Mercury,3142087,Kathryn Westbeld,F,24,16,1-4,1-4,0-0,1,2,3,0,0,1,1,3,-14,3
401820329,20251010,Mercury,3916514,Kalani Brown,C,21,18,3-6,0-0,4-5,1,3,4,0,1,2,2,4,0,10
401820329,20251010,Mercury,887,Sami Whitcomb,G,33,17,1-4,1-4,0-0,0,0,0,1,0,1,0,1,-7,3
401820329,20251010,Mercury,4399342,Lexi Held,G,1,7,1-1,1-1,0-0,0,1,1,0,0,0,0,0,+3,3
