GameID,Date,Team,PlayerID,PlayerName,Position,Starter,minutes,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points,FGM,FGA,3PM,3PA,FTM,FTA
401736189,20250619,Mercury,2529140,Alyssa Thomas,F,True,27,6,9,15,7,2,0,1,2,+12,18,6,10,0,0,6,9
401736189,20250619,Mercury,3142087,Kathryn Westbeld,F,True,15,0,0,0,0,3,0,0,4,+10,4,2,5,0,2,0,0
401736189,20250619,Mercury,4281929,Satou Sabally,F,True,28,1,8,9,0,1,0,4,3,0,15,4,18,0,8,7,9
401736189,20250619,Mercury,887,Sami Whitcomb,G,True,30,0,5,5,5,0,0,2,2,+8,16,5,12,4,9,2,2
401736189,20250619,Mercury,5274110,Monique Akoa Makani,G,True,28,1,0,1,6,0,0,2,3,+6,21,8,12,0,4,5,5
401736189,20250619,Mercury,4068042,Natasha Mack,F,False,20,3,3,6,2,1,3,1,4,+4,0,0,1,0,0,0,0
401736189,20250619,Mercury,3916514,Kalani Brown,C,False,7,0,2,2,0,1,0,1,1,-4,0,0,0,0,0,0,0
401736189,20250619,Mercury,5220167,Murjanatu Musa,C,False,8,2,0,2,0,0,0,0,0,-7,2,0,1,0,0,2,2
401736189,20250619,Mercury,3920741,Kitija Laksa,G,False,28,1,0,1,1,1,0,0,1,+17,13,5,11,3,6,0,0
401736189,20250619,Mercury,4399342,Lexi Held,G,False,9,1,0,1,1,1,0,2,1,-6,0,0,2,0,2,0,0
401736189,20250619,Liberty,2998928,Breanna Stewart,F,True,37,0,3,3,2,3,0,6,1,-2,35,11,17,3,4,10,11
401736189,20250619,Liberty,3922628,Kennedy Burke,F,True,22,1,1,2,1,1,0,2,5,-5,6,2,3,2,2,0,0
401736189,20250619,Liberty,2999101,Jonquel Jones,C,True,9,0,4,4,0,0,1,2,0,-2,2,1,1,0,0,0,0
401736189,20250619,Liberty,2529137,Natasha Cloud,G,True,33,1,2,3,10,0,0,0,5,-2,8,3,8,2,5,0,0
401736189,20250619,Liberty,4066533,Sabrina Ionescu,G,True,35,1,5,6,6,3,0,5,1,-10,16,3,16,1,10,9,9
401736189,20250619,Liberty,2566453,Isabelle Harrison,F,False,4,0,0,0,0,0,0,0,2,-6,1,0,0,0,0,1,2
401736189,20250619,Liberty,4398768,Nyara Sabally,C,False,27,2,5,7,0,0,0,3,3,-1,7,3,6,0,0,1,3
401736189,20250619,Liberty,2327695,Rebekah Gardner,G,False,9,1,4,5,0,0,0,1,1,-1,0,0,2,0,0,0,0
401736189,20250619,Liberty,4038379,Marine Johannes,G,False,22,0,2,2,0,1,1,0,2,-5,6,3,8,0,5,0,0
401736189,20250619,Liberty,4433386,Jaylyn Sherrod,G,False,3,0,0,0,0,0,0,0,2,-6,0,0,0,0,0,0,0
401736190,20250619,Fever,2529130,Natasha Howard,F,True,24,1,4,5,2,0,0,2,2,-5,13,6,11,0,2,1,1
401736190,20250619,Fever,4432831,Aliyah Boston,F,True,30,3,9,12,1,1,3,3,5,0,17,7,11,1,1,2,2
401736190,20250619,Fever,3142191,Kelsey Mitchell,G,True,33,0,1,1,2,0,0,4,5,0,16,6,11,1,5,3,4
401736190,20250619,Fever,4398829,Lexie Hull,G,True,33,0,3,3,3,0,0,0,3,-5,3,1,5,1,2,0,0
401736190,20250619,Fever,4433403,Caitlin Clark,G,True,34,0,7,7,9,1,0,6,3,-10,11,3,14,0,7,5,5
401736190,20250619,Fever,2955898,Damiris Dantas,F,False,8,0,0,0,0,0,0,0,2,-7,3,1,4,1,3,0,0
401736190,20250619,Fever,3142086,Brianna Turner,F,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401736190,20250619,Fever,4433546,Makayla Timpson,F,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401736190,20250619,Fever,1004,Sydney Colson,G,False,13,0,1,1,2,1,0,1,2,-14,5,2,3,1,2,0,0
401736190,20250619,Fever,3907781,Sophie Cunningham,G,False,24,1,5,6,1,0,0,0,0,-14,9,3,7,3,7,0,0
401736190,20250619,Valkyries,2529622,Kayla Thornton,F,True,20,2,4,6,0,1,0,1,4,+3,16,5,11,5,8,1,4
401736190,20250619,Valkyries,3099736,Stephanie Talbot,F,True,15,1,2,3,0,3,0,0,1,-8,0,0,3,0,2,0,0
401736190,20250619,Valkyries,3142255,Monique Billings,F,True,19,3,0,3,1,1,0,2,4,-14,8,4,7,0,2,0,1
401736190,20250619,Valkyries,4398935,Veronica Burton,G,True,32,0,5,5,3,0,1,0,0,+10,11,2,11,1,6,6,6
401736190,20250619,Valkyries,5208982,Carla Leite,G,True,20,0,1,1,4,1,0,2,2,-6,8,4,7,0,1,0,0
401736190,20250619,Valkyries,4280877,Chloe Bibby,F,False,24,1,2,3,1,1,0,0,1,+25,12,4,9,2,6,2,2
401736190,20250619,Valkyries,4432834,Laeticia Amihere,F,False,19,1,2,3,3,1,4,0,2,+13,10,3,6,0,0,4,8
401736190,20250619,Valkyries,1054,Tiffany Hayes,G,False,32,0,3,3,5,1,0,1,3,+20,14,4,9,0,2,6,6
401736190,20250619,Valkyries,4398907,Kate Martin,G,False,20,0,5,5,1,1,0,1,1,+12,9,4,7,1,4,0,0
