GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401736248,20250714,Lynx,3906972,Bridget Carleton,F,6,30,4-8,3-6,0-1,2,3,5,2,3,1,0,2,+18,11
401736248,20250714,Lynx,3913881,Alanna Smith,F,8,25,2-5,0-2,0-2,2,5,7,5,0,1,1,4,+15,4
401736248,20250714,Lynx,3917450,Napheesa Collier,F,24,36,7-14,4-7,11-11,1,2,3,5,3,1,2,2,+17,29
401736248,20250714,Lynx,2529205,Kayla McBride,G,21,31,7-13,3-8,0-0,0,5,5,4,1,0,2,0,+15,17
401736248,20250714,Lynx,2987891,Courtney Williams,G,10,36,7-16,2-7,2-2,1,7,8,7,4,2,1,0,+17,18
401736248,20250714,Lynx,3906949,Jessica Shepard,F,15,12,2-4,0-0,0-0,2,3,5,0,0,0,2,2,0,4
401736248,20250714,Lynx,4329370,Maria Kliundikova,F,77,7,0-1,0-0,0-0,0,0,0,1,1,1,0,1,-6,0
401736248,20250714,Lynx,4433635,Diamond Miller,F,1,6,0-2,0-0,0-0,1,0,1,0,0,0,2,1,-9,0
401736248,20250714,Lynx,5278237,Anastasiia Olairi Kosu,F,7,1,1-1,0-0,0-0,0,0,0,0,0,0,0,0,0,2
401736248,20250714,Lynx,3906753,Natisha Hiedeman,G,2,16,3-7,0-2,0-0,0,0,0,2,2,0,0,2,-2,6
401736248,20250714,Sky,4282173,Michaela Onyenwere,F,12,21,2-6,2-4,2-2,3,2,5,2,0,0,0,3,-18,8
401736248,20250714,Sky,4433402,Angel Reese,F,5,37,9-14,0-1,4-6,0,10,10,3,0,1,5,3,-20,22
401736248,20250714,Sky,4433405,Kamilla Cardoso,C,10,26,3-7,0-0,0-0,2,4,6,1,0,0,3,3,-4,6
401736248,20250714,Sky,2566186,Rachel Banham,G,24,31,5-11,3-8,2-2,0,2,2,2,1,0,5,3,-17,15
401736248,20250714,Sky,3146151,Ariel Atkins,G,7,15,1-3,0-1,0-0,0,0,0,3,1,0,1,1,-5,2
401736248,20250714,Sky,2566081,Elizabeth Williams,C,1,17,3-6,0-0,1-1,1,1,2,3,0,0,1,1,-2,7
401736248,20250714,Sky,3102133,Rebecca Allen,G,9,19,3-5,2-2,2-3,0,4,4,3,1,0,1,3,+11,10
401736248,20250714,Sky,3142327,Kia Nurse,G,11,24,1-3,0-0,2-2,0,3,3,1,0,0,0,0,-8,4
401736248,20250714,Sky,4433412,Hailey Van Lith,G,2,9,2-5,0-0,0-0,1,1,2,1,0,0,2,1,-2,4
401736249,20250714,Mercury,2529140,Alyssa Thomas,F,25,35,7-14,0-0,3-4,1,5,6,11,0,2,6,2,+5,17
401736249,20250714,Mercury,3142087,Kathryn Westbeld,F,24,26,5-11,4-8,0-0,0,2,2,2,1,0,3,1,+4,14
401736249,20250714,Mercury,4068042,Natasha Mack,F,4,28,1-4,0-1,2-3,1,8,9,1,3,2,1,4,+5,4
401736249,20250714,Mercury,887,Sami Whitcomb,G,33,29,2-7,2-5,1-2,0,1,1,5,0,0,2,3,+6,7
401736249,20250714,Mercury,5274110,Monique Akoa Makani,G,8,26,3-6,3-6,0-0,0,1,1,2,1,0,1,5,+11,9
401736249,20250714,Mercury,869,DeWanna Bonner,F,14,29,7-8,3-4,5-8,1,10,11,2,1,0,0,0,-11,22
401736249,20250714,Mercury,3916514,Kalani Brown,C,21,9,2-2,0-0,1-2,0,3,3,0,0,1,0,0,-4,5
401736249,20250714,Mercury,3920741,Kitija Laksa,G,9,18,0-5,0-5,0-0,0,2,2,0,0,0,1,3,-11,0
401736249,20250714,Valkyries,2529622,Kayla Thornton,F,5,38,2-12,2-8,2-3,1,5,6,4,0,0,2,4,-7,8
401736249,20250714,Valkyries,4790264,Janelle Salaun,F,13,19,4-12,1-4,3-3,2,1,3,1,1,0,0,0,-9,12
401736249,20250714,Valkyries,2569044,Temi Fagbenle,C,14,11,0-2,0-1,0-0,3,0,3,1,0,0,0,0,-15,0
401736249,20250714,Valkyries,1054,Tiffany Hayes,G,15,33,5-12,4-5,1-2,0,3,3,4,1,0,3,2,+3,15
401736249,20250714,Valkyries,4398935,Veronica Burton,G,22,31,5-10,4-8,3-3,1,1,2,6,2,1,2,4,-10,17
401736249,20250714,Valkyries,3142255,Monique Billings,F,25,19,3-8,1-2,2-2,3,6,9,1,1,0,0,2,+21,9
401736249,20250714,Valkyries,4257500,Cecilia Zandalasini,F,24,20,3-8,2-4,0-0,0,3,3,3,0,0,1,2,+14,8
401736249,20250714,Valkyries,4432834,Laeticia Amihere,F,3,9,1-2,0-0,0-0,1,1,2,1,1,0,0,0,-6,2
401736249,20250714,Valkyries,4398907,Kate Martin,G,20,5,0-0,0-0,0-0,0,0,0,1,1,0,0,0,-1,0
401736249,20250714,Valkyries,5208982,Carla Leite,G,0,15,2-8,0-1,2-2,0,5,5,1,0,0,1,2,+5,6
