GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401820340,20250930,Fever,2529130,Natasha Howard,F,6,33,7-16,0-2,2-2,4,3,7,5,1,0,3,3,-13,16
401820340,20250930,Fever,4432831,Aliyah Boston,F,7,32,5-12,0-0,1-2,7,9,16,2,0,0,3,6,+2,11
401820340,20250930,Fever,2529047,Odyssey Sims,G,1,41,7-14,1-2,12-13,0,2,2,6,1,0,5,5,-7,27
401820340,20250930,Fever,3142191,Kelsey Mitchell,G,0,23,4-8,3-3,4-5,1,1,2,2,0,0,2,2,-4,15
401820340,20250930,Fever,4398829,Lexie Hull,G,10,43,5-12,0-5,2-2,0,7,7,3,0,1,5,1,-9,12
401820340,20250930,Fever,3142086,Brianna Turner,F,11,23,1-1,0-0,0-0,0,3,3,1,1,0,0,4,-5,2
401820340,20250930,Fever,4433546,Makayla Timpson,F,21,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
401820340,20250930,Fever,1107,Shey Peddy,G,5,22,5-9,3-5,0-0,0,2,2,2,0,0,0,3,-10,13
401820340,20250930,Fever,2999035,Aerial Powers,G,23,6,1-1,0-0,0-0,0,1,1,0,1,0,1,1,+3,2
401820340,20250930,Aces,4398776,NaLyssa Smith,F,3,26,2-5,0-0,1-1,0,1,1,0,1,3,1,5,0,5
401820340,20250930,Aces,4433633,Kierstan Bell,F,1,6,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-6,0
401820340,20250930,Aces,3149391,A'ja Wilson,C,22,41,13-27,1-1,8-10,1,7,8,5,4,4,1,2,+12,35
401820340,20250930,Aces,2529122,Chelsea Gray,G,12,39,7-12,2-5,1-1,0,2,2,6,3,2,1,2,+4,17
401820340,20250930,Aces,4065870,Jackie Young,G,0,44,10-20,4-11,8-8,1,3,4,10,1,0,0,5,+10,32
401820340,20250930,Aces,2590093,Kiah Stokes,C,41,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
401820340,20250930,Aces,3934218,Megan Gustafson,C,17,18,2-2,1-1,0-0,0,0,0,2,0,1,0,1,-1,5
401820340,20250930,Aces,2987869,Jewell Loyd,G,24,32,2-7,2-4,2-2,4,2,6,1,0,0,0,2,+12,8
401820340,20250930,Aces,4281190,Dana Evans,G,11,20,2-7,1-4,0-0,0,0,0,2,0,0,4,3,+16,5
