GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401736238,20250710,Lynx,3906972,Bridget Carleton,F,6,28,2-3,0-1,0-0,1,2,3,6,1,0,2,2,+6,4
401736238,20250710,Lynx,3913881,Alanna Smith,F,8,23,6-7,3-4,0-1,3,2,5,0,2,2,2,1,-5,15
401736238,20250710,Lynx,3917450,Napheesa Collier,F,24,32,8-19,0-6,1-1,5,3,8,5,2,2,2,1,+10,17
401736238,20250710,Lynx,2529205,Kayla McBride,G,21,27,2-11,1-9,0-0,0,1,1,2,2,0,0,1,+2,5
401736238,20250710,Lynx,2987891,Courtney Williams,G,10,33,7-16,2-6,0-0,0,5,5,7,3,1,3,1,+5,16
401736238,20250710,Lynx,3906949,Jessica Shepard,F,15,14,2-4,0-0,1-1,1,4,5,3,0,0,1,1,+10,5
401736238,20250710,Lynx,4329370,Maria Kliundikova,F,77,9,2-4,0-2,1-1,1,3,4,2,1,0,0,0,+6,5
401736238,20250710,Lynx,4433635,Diamond Miller,F,1,12,2-4,2-3,0-0,0,0,0,1,1,0,0,2,+3,6
401736238,20250710,Lynx,5105752,Alissa Pili,F,35,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-3,0
401736238,20250710,Lynx,5278237,Anastasiia Olairi Kosu,F,7,1,0-0,0-0,0-0,0,0,0,0,0,1,0,0,-3,0
401736238,20250710,Lynx,3906753,Natisha Hiedeman,G,2,19,7-12,2-6,2-2,0,1,1,2,1,0,0,2,+14,18
401736238,20250710,Sparks,2566106,Dearica Hamby,F,5,29,6-11,0-1,0-0,2,5,7,2,1,0,4,5,+2,12
401736238,20250710,Sparks,3142010,Azura Stevens,F,23,27,3-8,0-3,0-0,1,9,10,1,0,1,5,1,-13,6
401736238,20250710,Sparks,4433630,Rickea Jackson,F,2,31,4-10,2-5,4-4,0,3,3,1,1,0,3,2,-4,14
401736238,20250710,Sparks,3065570,Kelsey Plum,G,10,32,4-7,3-5,6-6,1,2,3,12,2,0,5,2,-2,17
401736238,20250710,Sparks,4001679,Julie Allemand,G,20,23,3-5,1-3,0-0,0,2,2,4,1,0,1,0,-6,7
401736238,20250710,Sparks,2284331,Emma Cannon,F,32,13,2-4,2-3,1-2,0,1,1,0,2,0,1,2,+4,7
401736238,20250710,Sparks,4433795,Sania Feagin,F,1,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+3,0
401736238,20250710,Sparks,3056672,Mercedes Russell,C,21,9,1-3,0-0,0-0,0,0,0,0,0,0,0,0,-14,2
401736238,20250710,Sparks,2566110,Julie Vanloo,G,35,17,5-7,5-7,0-0,0,2,2,3,0,0,2,2,-4,15
401736238,20250710,Sparks,4398764,Rae Burrell,G,12,9,1-3,0-0,0-0,0,2,2,0,0,0,1,0,-5,2
401736238,20250710,Sparks,4703794,Sarah Ashlee Barker,G,13,8,0-0,0-0,0-0,0,1,1,1,0,0,0,1,-6,0
401736239,20250710,Aces,4398776,NaLyssa Smith,F,3,24,2-6,0-0,2-4,0,4,4,2,1,1,3,6,-3,6
401736239,20250710,Aces,2590093,Kiah Stokes,C,41,16,0-2,0-2,0-0,0,3,3,0,1,0,0,2,+1,0
401736239,20250710,Aces,2529122,Chelsea Gray,G,12,29,6-10,1-2,0-0,1,6,7,3,1,3,3,3,-7,13
401736239,20250710,Aces,2987869,Jewell Loyd,G,24,33,6-13,2-7,6-6,2,1,3,1,2,0,2,2,-8,20
401736239,20250710,Aces,4065870,Jackie Young,G,0,30,5-15,0-2,0-0,3,4,7,3,0,0,0,3,-4,10
401736239,20250710,Aces,4433633,Kierstan Bell,F,1,9,1-9,0-7,0-0,1,0,1,0,0,0,0,1,+1,2
401736239,20250710,Aces,3934218,Megan Gustafson,C,17,22,2-8,0-4,0-0,0,4,4,0,0,1,1,1,-7,4
401736239,20250710,Aces,4281190,Dana Evans,G,11,22,4-7,0-1,3-4,0,0,0,2,2,0,2,0,+14,11
401736239,20250710,Aces,4597509,Aaliyah Nye,G,13,14,1-1,0-0,0-0,0,2,2,1,1,0,0,2,+3,2
401736239,20250710,Mystics,4398911,Shakira Austin,F,0,27,7-16,0-0,2-2,2,6,8,2,1,1,2,2,-4,16
401736239,20250710,Mystics,4898384,Kiki Iriafen,F,44,24,4-4,0-0,4-6,2,6,8,2,0,0,4,4,-2,12
401736239,20250710,Mystics,2988756,Brittney Sykes,G,20,35,7-15,1-3,3-4,1,1,2,4,0,0,5,1,+8,18
401736239,20250710,Mystics,4068159,Sug Sutton,G,1,25,2-6,1-3,0-0,0,1,1,6,1,0,1,3,+4,5
401736239,20250710,Mystics,4433524,Sonia Citron,G,22,38,2-10,0-4,5-5,0,5,5,0,0,0,0,1,+2,9
401736239,20250710,Mystics,4398729,Emily Engstler,F,21,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
401736239,20250710,Mystics,4433408,Aaliyah Edwards,F,24,16,3-5,0-0,0-0,1,5,6,0,0,2,2,1,+4,6
401736239,20250710,Mystics,2529183,Stefanie Dolson,C,31,13,0-2,0-1,0-0,0,3,3,1,0,0,0,3,+6,0
401736239,20250710,Mystics,4433815,Lucy Olsen,G,33,2,0-0,0-0,0-0,0,0,0,0,0,0,0,1,-3,0
401736239,20250710,Mystics,5017726,Jade Melbourne,G,5,18,2-4,0-0,0-0,0,2,2,5,0,0,2,1,-5,4
