GameID,Date,Team,PlayerID,PlayerName,Position,Starter,minutes,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points,FGM,FGA,3PM,3PA,FTM,FTA
401736191,20250620,Mystics,4398911,Shakira Austin,F,True,32,4,6,10,3,3,2,1,5,+16,28,13,17,0,0,2,2
401736191,20250620,Mystics,4898384,Kiki Iriafen,F,True,24,3,3,6,2,0,0,1,5,-12,9,4,9,0,0,1,2
401736191,20250620,Mystics,2988756,Brittney Sykes,G,True,36,0,5,5,8,2,1,5,3,+2,21,5,10,1,1,10,11
401736191,20250620,Mystics,4068159,Sug Sutton,G,True,20,0,5,5,3,0,0,2,1,-3,7,2,7,1,4,2,2
401736191,20250620,Mystics,4433524,Sonia Citron,G,True,37,0,3,3,3,1,0,1,1,+1,17,7,14,2,7,1,1
401736191,20250620,Mystics,4398729,Emily Engstler,F,False,13,1,1,2,1,1,1,2,2,+11,3,1,1,0,0,1,2
401736191,20250620,Mystics,4433408,Aaliyah Edwards,F,False,6,0,0,0,0,1,0,1,0,-7,3,1,1,0,0,1,2
401736191,20250620,Mystics,2529183,Stefanie Dolson,C,False,7,0,0,0,0,0,0,0,2,-13,0,0,1,0,1,0,0
401736191,20250620,Mystics,5017726,Jade Melbourne,G,False,26,1,1,2,5,0,0,1,5,0,3,1,4,0,1,1,2
401736191,20250620,Dream,3058895,Brionna Jones,F,True,22,2,2,4,6,1,0,1,3,-5,14,4,6,1,2,5,6
401736191,20250620,Dream,2490553,Brittney Griner,C,True,27,1,6,7,1,0,1,2,1,+2,10,3,6,0,1,4,4
401736191,20250620,Dream,3058901,Allisha Gray,G,True,33,0,2,2,0,1,2,1,4,+3,18,6,15,2,3,4,5
401736191,20250620,Dream,3142250,Jordin Canada,G,True,25,0,1,1,4,2,0,2,1,-13,11,4,7,1,2,2,2
401736191,20250620,Dream,4398674,Rhyne Howard,G,True,37,1,4,5,6,0,0,0,4,+2,13,3,11,1,7,6,6
401736191,20250620,Dream,3054590,Nia Coffey,F,False,13,0,0,0,3,0,0,0,2,+1,9,4,6,0,1,1,1
401736191,20250620,Dream,4398915,Naz Hillmon,F,False,18,0,3,3,0,1,0,0,1,+4,8,3,7,2,4,0,0
401736191,20250620,Dream,3058893,Shatori Walker-Kimbrough,G,False,10,0,0,0,1,0,0,0,1,-4,2,1,1,0,0,0,0
401736191,20250620,Dream,4433431,Te-Hina Paopao,G,False,15,0,2,2,2,0,1,3,2,+15,7,3,4,1,2,0,0
401736192,20250620,Wings,3142055,Myisha Hines-Allen,F,True,18,1,5,6,2,0,0,2,2,+9,4,2,4,0,0,0,0
401736192,20250620,Wings,4398776,NaLyssa Smith,F,True,17,2,5,7,1,1,0,2,3,+6,12,5,9,0,1,2,2
401736192,20250620,Wings,3904577,Arike Ogunbowale,G,True,34,0,2,2,1,1,0,3,4,-5,7,2,9,1,4,2,2
