GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401736302,20250807,Dream,3058895,Brionna Jones,F,24,30,3-8,1-2,1-2,1,6,7,3,3,1,2,3,+9,8
401736302,20250807,Dream,4398915,Naz Hillmon,F,0,34,1-7,0-4,5-6,3,8,11,4,0,0,3,4,+16,7
401736302,20250807,Dream,3058901,Allisha Gray,G,15,34,9-15,3-5,4-4,0,4,4,2,0,1,1,1,+12,25
401736302,20250807,Dream,3142250,Jordin Canada,G,3,33,6-12,1-4,4-5,0,6,6,6,3,0,2,1,+16,17
401736302,20250807,Dream,4433431,Te-Hina Paopao,G,2,36,4-11,3-5,1-2,0,1,1,2,0,1,2,1,+24,12
401736302,20250807,Dream,3054590,Nia Coffey,F,12,15,3-5,0-0,4-4,1,4,5,1,2,1,1,0,+14,10
401736302,20250807,Dream,4068346,Kamiah Smalls,F,1,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+3,0
401736302,20250807,Dream,4898400,Taylor Thierry,F,5,1,0-0,0-0,0-0,0,1,1,0,0,0,0,0,+3,0
401736302,20250807,Dream,3058893,Shatori Walker-Kimbrough,G,32,16,2-4,1-1,2-2,0,2,2,2,0,0,0,0,+8,7
401736302,20250807,Sky,4282173,Michaela Onyenwere,F,12,16,1-4,0-0,0-0,0,0,0,1,0,0,2,2,-2,2
401736302,20250807,Sky,2566081,Elizabeth Williams,C,1,27,3-11,0-0,2-2,1,3,4,1,1,1,3,2,-15,8
401736302,20250807,Sky,4433405,Kamilla Cardoso,C,10,35,6-12,0-0,0-2,0,6,6,5,2,4,2,2,-22,12
401736302,20250807,Sky,2566186,Rachel Banham,G,24,32,6-12,3-6,3-4,0,4,4,2,0,1,1,2,-20,18
401736302,20250807,Sky,3146151,Ariel Atkins,G,7,25,4-8,0-3,0-0,0,4,4,4,2,1,4,1,-11,8
401736302,20250807,Sky,4433424,Maddy Westbeld,F,21,15,3-5,0-1,0-0,0,3,3,1,1,0,0,2,-5,6
401736302,20250807,Sky,3102133,Rebecca Allen,G,9,12,2-3,1-1,0-0,0,2,2,0,0,1,0,2,-5,5
401736302,20250807,Sky,3142327,Kia Nurse,G,11,16,1-2,0-0,0-0,0,3,3,2,0,0,0,2,-10,2
401736302,20250807,Sky,4433412,Hailey Van Lith,G,2,2,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-5,0
401736302,20250807,Sky,5209660,Sevgi Uzun,G,0,20,2-7,0-2,0-0,0,1,1,3,0,0,1,3,-10,4
401736303,20250807,Sun,4684384,Aneesah Morrow,F,24,20,3-8,0-2,0-0,4,3,7,0,0,1,0,2,-8,6
401736303,20250807,Sun,918,Tina Charles,C,31,36,6-19,1-4,6-7,1,6,7,2,1,2,0,2,-15,19
401736303,20250807,Sun,2529185,Bria Hartley,G,14,26,6-13,4-8,0-0,1,0,1,3,0,0,2,4,0,16
401736303,20250807,Sun,3904576,Marina Mabrey,G,3,36,6-20,5-10,2-2,3,4,7,3,0,0,3,4,-20,19
401736303,20250807,Sun,5208981,Leila Lacan,G,47,26,5-9,0-1,0-0,1,1,2,7,3,0,1,4,-7,10
401736303,20250807,Sun,2529125,Haley Peters,F,7,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-1,0
401736303,20250807,Sun,4398966,Olivia Nelson-Ododa,C,10,21,2-3,0-0,4-6,3,3,6,1,0,1,2,3,+2,8
401736303,20250807,Sun,4433514,Saniya Rivers,G,22,22,3-5,1-2,0-0,1,0,1,3,2,0,1,2,-8,7
401736303,20250807,Sun,5279789,Mamignan Toure,G,28,9,2-3,2-2,0-0,0,0,0,1,1,0,0,1,+2,6
401736303,20250807,Sparks,2566106,Dearica Hamby,F,5,24,8-11,0-0,5-6,1,4,5,4,0,0,2,4,+11,21
401736303,20250807,Sparks,3142010,Azura Stevens,F,23,32,3-9,1-7,3-3,0,7,7,1,1,2,2,2,+16,10
401736303,20250807,Sparks,4433630,Rickea Jackson,F,2,29,6-12,3-5,5-5,1,0,1,2,0,0,2,5,+8,20
401736303,20250807,Sparks,3065570,Kelsey Plum,G,10,35,6-12,3-7,3-5,0,1,1,5,0,0,3,1,+1,18
401736303,20250807,Sparks,4001679,Julie Allemand,G,20,34,5-7,0-1,0-2,1,9,10,11,1,0,1,0,+21,10
401736303,20250807,Sparks,4433404,Cameron Brink,F,22,17,3-4,2-2,3-3,2,3,5,1,0,2,1,3,0,11
401736303,20250807,Sparks,2566110,Julie Vanloo,G,35,5,1-2,1-2,0-0,0,0,0,0,0,0,3,0,-10,3
401736303,20250807,Sparks,4398764,Rae Burrell,G,12,25,3-5,1-1,2-2,1,2,3,0,1,0,0,0,+8,9
401736304,20250807,Fever,2529130,Natasha Howard,F,6,18,3-6,1-1,0-0,0,2,2,0,3,1,2,1,-15,7
401736304,20250807,Fever,4432831,Aliyah Boston,F,7,26,1-6,0-0,2-2,2,7,9,3,2,1,4,4,-9,4
401736304,20250807,Fever,3142191,Kelsey Mitchell,G,0,35,4-17,1-6,3-6,0,1,1,4,1,1,5,0,-39,12
401736304,20250807,Fever,3907781,Sophie Cunningham,G,8,26,6-9,5-8,1-1,0,2,2,2,0,0,4,3,-14,18
401736304,20250807,Fever,4066553,Aari McDonald,G,2,24,2-5,0-3,0-2,0,2,2,3,0,1,2,3,-15,4
401736304,20250807,Fever,2955898,Damiris Dantas,F,12,13,3-6,0-2,0-0,3,0,3,0,0,0,0,1,-18,6
401736304,20250807,Fever,3142086,Brianna Turner,F,11,11,1-2,0-0,0-0,1,2,3,0,1,1,0,0,-11,2
401736304,20250807,Fever,4280877,Chloe Bibby,F,55,9,0-2,0-2,0-0,0,1,1,0,1,0,1,1,-12,0
401736304,20250807,Fever,4433546,Makayla Timpson,F,21,10,2-3,0-0,1-2,1,1,2,0,0,1,1,1,-16,5
401736304,20250807,Fever,1004,Sydney Colson,G,51,1,0-0,0-0,0-0,1,0,1,0,0,0,0,0,-1,0
401736304,20250807,Fever,4398829,Lexie Hull,G,10,27,1-11,0-8,0-0,3,3,6,0,0,0,1,4,-25,2
401736304,20250807,Mercury,2529140,Alyssa Thomas,F,25,30,8-12,0-0,2-2,2,9,11,10,3,0,2,1,+32,18
401736304,20250807,Mercury,4068042,Natasha Mack,F,4,23,2-2,0-0,0-0,0,2,2,0,0,0,0,3,+14,4
401736304,20250807,Mercury,4281929,Satou Sabally,F,0,21,5-11,2-5,3-4,4,4,8,2,1,0,2,2,+10,15
401736304,20250807,Mercury,2998938,Kahleah Copper,G,2,27,5-13,1-4,0-0,1,5,6,4,2,0,3,3,+24,11
401736304,20250807,Mercury,5274110,Monique Akoa Makani,G,8,23,1-7,1-3,2-2,0,2,2,3,0,0,1,3,+14,5
401736304,20250807,Mercury,869,DeWanna Bonner,F,14,24,7-16,2-7,7-7,4,3,7,1,1,0,1,0,+21,23
401736304,20250807,Mercury,3142087,Kathryn Westbeld,F,24,20,1-3,1-3,0-0,1,0,1,2,1,0,2,0,+25,3
401736304,20250807,Mercury,3916514,Kalani Brown,C,21,3,0-0,0-0,0-0,0,0,0,2,0,0,0,0,+3,0
401736304,20250807,Mercury,887,Sami Whitcomb,G,33,23,3-10,2-6,0-0,1,5,6,1,1,0,2,2,+26,8
401736304,20250807,Mercury,3920741,Kitija Laksa,G,9,3,0-1,0-0,3-3,0,1,1,0,0,0,0,0,+3,3
401736304,20250807,Mercury,4399342,Lexi Held,G,1,3,2-2,1-1,0-0,0,0,0,0,0,0,0,1,+3,5
