GameID,Date,Team,PlayerID,PlayerName,Position,Starter,minutes,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points,FGM,FGA,3PM,3PA,FTM,FTA
401736169,20250610,Fever,2529130,Natasha Howard,F,True,27,2,8,10,0,1,2,2,2,-12,15,6,9,0,1,3,6
401736169,20250610,Fever,4432831,Aliyah Boston,F,True,29,1,3,4,5,0,1,2,4,-5,7,3,9,0,1,1,2
401736169,20250610,Fever,1004,Sydney Colson,G,True,25,0,1,1,1,0,0,2,0,-12,3,1,4,1,3,0,0
401736169,20250610,Fever,3142191,Kelsey Mitchell,G,True,31,0,1,1,1,1,0,0,1,-18,11,5,16,0,5,1,2
401736169,20250610,Fever,4398829,Lexie Hull,G,True,32,0,5,5,1,2,0,1,5,-13,0,0,5,0,3,0,0
401736169,20250610,Fever,869,DeWanna Bonner,F,False,20,1,1,2,2,1,0,0,0,-14,5,2,4,1,2,0,0
401736169,20250610,Fever,2955898,Damiris Dantas,F,False,10,1,1,2,1,0,0,1,2,-15,3,1,5,1,4,0,0
401736169,20250610,Fever,3142086,Brianna Turner,F,False,1,0,1,1,0,0,0,0,0,+1,0,0,0,0,0,0,0
401736169,20250610,Fever,4433546,Makayla Timpson,F,False,1,0,0,0,0,0,0,0,1,+1,0,0,0,0,0,0,0
401736169,20250610,Fever,4066553,Aari McDonald,G,False,24,0,1,1,2,0,0,3,1,-8,14,3,6,2,5,6,8
401736169,20250610,Dream,3058895,Brionna Jones,F,True,28,5,5,10,0,1,0,2,3,+9,21,9,14,0,0,3,4
401736169,20250610,Dream,2490553,Brittney Griner,C,True,15,0,4,4,0,0,1,0,3,+8,9,4,7,0,1,1,1
401736169,20250610,Dream,3058901,Allisha Gray,G,True,33,3,3,6,4,2,1,2,0,+20,23,9,13,1,3,4,6
401736169,20250610,Dream,3142250,Jordin Canada,G,True,24,0,2,2,5,0,0,0,2,+4,4,2,8,0,2,0,0
401736169,20250610,Dream,4398674,Rhyne Howard,G,True,37,0,5,5,5,1,2,3,4,+17,3,1,8,0,5,1,2
401736169,20250610,Dream,3054590,Nia Coffey,F,False,20,1,6,7,1,1,0,3,1,+12,10,3,8,3,7,1,2
401736169,20250610,Dream,4398915,Naz Hillmon,F,False,25,0,6,6,5,1,0,1,4,+24,2,1,4,0,2,0,0
401736169,20250610,Dream,4898400,Taylor Thierry,F,False,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
401736169,20250610,Dream,3058893,Shatori Walker-Kimbrough,G,False,6,1,0,1,0,0,0,1,2,+2,0,0,0,0,0,0,0
401736169,20250610,Dream,4280850,Maya Caldwell,G,False,4,0,1,1,0,1,0,0,0,-3,2,1,2,0,1,0,0
401736169,20250610,Dream,4433431,Te-Hina Paopao,G,False,7,0,2,2,1,0,0,0,3,+3,3,1,2,1,1,0,0
401736170,20250610,Sky,4433402,Angel Reese,F,True,31,4,7,11,3,2,0,5,2,-8,17,8,13,1,3,0,1
401736170,20250610,Sky,4433405,Kamilla Cardoso,C,True,19,4,5,9,2,0,0,3,0,0,8,4,8,0,0,0,0
401736170,20250610,Sky,2566186,Rachel Banham,G,True,27,0,1,1,5,0,0,0,3,-4,3,1,6,1,5,0,0
401736170,20250610,Sky,3102133,Rebecca Allen,G,True,21,0,5,5,1,0,0,1,1,-21,0,0,3,0,2,0,0
401736170,20250610,Sky,3146151,Ariel Atkins,G,True,31,1,3,4,0,3,0,5,2,-15,11,5,11,0,4,1,2
401736170,20250610,Sky,4282173,Michaela Onyenwere,F,False,8,0,1,1,1,0,0,1,1,+15,8,3,3,2,2,0,0
401736170,20250610,Sky,4433424,Maddy Westbeld,F,False,7,0,1,1,0,1,0,2,0,-9,2,1,4,0,1,0,0
401736170,20250610,Sky,2566081,Elizabeth Williams,C,False,21,1,3,4,4,0,2,3,2,-17,4,2,7,0,0,0,0
401736170,20250610,Sky,3142327,Kia Nurse,G,False,20,0,1,1,0,0,1,0,0,-26,8,3,6,1,3,1,2
401736170,20250610,Sky,4433412,Hailey Van Lith,G,False,16,0,0,0,2,1,0,2,0,-10,5,1,5,1,3,2,2
401736170,20250610,Liberty,2998928,Breanna Stewart,F,True,27,0,7,7,5,0,2,1,2,+14,18,8,14,0,2,2,3
401736170,20250610,Liberty,4683006,Leonie Fiebich,F,True,24,0,1,1,0,1,0,0,2,+18,6,2,6,1,4,1,2
401736170,20250610,Liberty,4398768,Nyara Sabally,C,True,15,1,2,3,1,1,0,0,1,+12,9,4,4,0,0,1,1
401736170,20250610,Liberty,2529137,Natasha Cloud,G,True,19,1,2,3,3,2,1,2,3,+14,5,2,8,1,5,0,0
401736170,20250610,Liberty,4066533,Sabrina Ionescu,G,True,27,0,1,1,7,4,2,1,0,+30,23,9,14,2,6,3,3
401736170,20250610,Liberty,2566453,Isabelle Harrison,F,False,16,1,4,5,1,0,0,0,0,0,0,0,3,0,1,0,0
401736170,20250610,Liberty,3922628,Kennedy Burke,F,False,22,0,3,3,2,2,0,3,1,+12,15,6,8,3,3,0,0
401736170,20250610,Liberty,2327695,Rebekah Gardner,G,False,19,0,2,2,1,1,0,0,2,+5,4,2,5,0,2,0,0
401736170,20250610,Liberty,4038379,Marine Johannes,G,False,19,0,2,2,1,0,0,0,1,+4,3,1,6,1,5,0,0
401736170,20250610,Liberty,4433386,Jaylyn Sherrod,G,False,10,1,1,2,2,2,0,2,3,-9,0,0,3,0,1,0,0
401736170,20250610,Liberty,4433661,Marquesha Davis,G,False,3,0,0,0,0,0,0,0,0,-5,2,0,0,0,0,2,2
