GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401736250,20250715,Fever,2529130,Natasha Howard,F,6,31,8-11,0-0,2-4,4,9,13,0,1,2,1,0,+4,18
401736250,20250715,Fever,4432831,Aliyah Boston,F,7,33,2-6,0-1,7-8,0,6,6,4,0,1,2,5,+11,11
401736250,20250715,Fever,3142191,Kelsey Mitchell,G,0,33,8-13,0-3,4-5,0,2,2,3,1,0,0,1,+7,20
401736250,20250715,Fever,4398829,Lexie Hull,G,10,14,2-5,1-3,0-0,0,0,0,2,0,0,0,1,0,5
401736250,20250715,Fever,4433403,Caitlin Clark,G,22,28,4-14,1-7,5-6,0,8,8,7,1,0,5,1,+21,14
401736250,20250715,Fever,2955898,Damiris Dantas,F,12,10,1-2,1-1,0-0,0,1,1,2,0,0,1,3,-1,3
401736250,20250715,Fever,4433546,Makayla Timpson,F,21,6,0-0,0-0,1-2,1,3,4,0,0,0,0,0,+1,1
401736250,20250715,Fever,1004,Sydney Colson,G,51,9,0-1,0-1,0-0,0,0,0,0,0,0,0,1,-3,0
401736250,20250715,Fever,3907781,Sophie Cunningham,G,8,26,4-6,2-3,1-2,0,3,3,1,3,0,1,1,+9,11
401736250,20250715,Fever,4066553,Aari McDonald,G,2,10,0-1,0-0,2-2,0,0,0,3,0,0,2,0,-9,2
401736250,20250715,Sun,918,Tina Charles,C,31,34,7-19,0-2,7-9,4,7,11,3,1,1,0,3,-6,21
401736250,20250715,Sun,4398966,Olivia Nelson-Ododa,C,10,20,3-9,0-0,0-0,4,1,5,1,1,0,1,3,-1,6
401736250,20250715,Sun,2529185,Bria Hartley,G,14,29,3-8,3-7,2-2,1,3,4,2,0,0,2,5,-14,11
401736250,20250715,Sun,4432865,Jacy Sheldon,G,4,27,0-7,0-5,1-2,0,0,0,3,2,0,0,1,-12,1
401736250,20250715,Sun,4433514,Saniya Rivers,G,22,29,4-10,0-3,0-0,1,4,5,3,2,0,0,5,-3,8
401736250,20250715,Sun,2529125,Haley Peters,F,7,3,0-1,0-0,0-0,0,1,1,0,0,0,0,1,-4,0
401736250,20250715,Sun,4684384,Aneesah Morrow,F,24,23,3-13,1-4,0-0,2,10,12,1,0,0,1,1,-5,7
401736250,20250715,Sun,3058908,Lindsay Allen,G,15,11,2-3,0-1,0-0,0,1,1,2,1,0,1,1,+6,4
401736250,20250715,Sun,5208981,Leila Lacan,G,47,24,8-13,1-3,2-3,0,1,1,1,3,0,3,0,-1,19
401736251,20250715,Mystics,4398911,Shakira Austin,F,0,27,8-15,0-0,0-0,1,7,8,2,3,3,3,2,-21,16
401736251,20250715,Mystics,4898384,Kiki Iriafen,F,44,26,4-10,0-0,0-0,3,5,8,1,0,0,3,2,-26,8
401736251,20250715,Mystics,2988756,Brittney Sykes,G,20,24,2-7,1-4,3-3,0,1,1,3,0,1,2,4,-12,8
401736251,20250715,Mystics,4068159,Sug Sutton,G,1,27,5-9,2-2,2-3,1,2,3,4,0,0,1,2,-16,14
401736251,20250715,Mystics,4433524,Sonia Citron,G,22,32,3-9,2-5,0-0,0,6,6,6,2,1,5,3,-18,8
401736251,20250715,Mystics,4398729,Emily Engstler,F,21,6,0-1,0-1,0-0,0,1,1,1,0,0,1,2,+3,0
401736251,20250715,Mystics,4433408,Aaliyah Edwards,F,24,14,5-8,0-1,3-4,1,2,3,0,0,0,0,1,+2,13
401736251,20250715,Mystics,5017721,Sika Kone,F,3,3,0-1,0-1,2-2,0,1,1,0,0,0,0,0,0,2
401736251,20250715,Mystics,2529183,Stefanie Dolson,C,31,11,1-2,1-2,0-0,0,2,2,2,0,1,0,0,+7,3
401736251,20250715,Mystics,4433815,Lucy Olsen,G,33,13,1-2,1-2,2-2,1,1,2,2,0,0,1,1,-1,5
401736251,20250715,Mystics,5017726,Jade Melbourne,G,5,17,1-5,1-3,0-0,0,0,0,1,1,0,1,1,-13,3
401736251,20250715,Sparks,2566106,Dearica Hamby,F,5,26,10-19,2-3,4-7,3,3,6,4,1,1,1,1,+13,26
401736251,20250715,Sparks,3142010,Azura Stevens,F,23,29,5-8,3-5,2-2,2,6,8,2,1,0,0,3,+10,15
401736251,20250715,Sparks,4433630,Rickea Jackson,F,2,29,9-13,0-2,4-6,0,3,3,2,1,1,3,3,+15,22
401736251,20250715,Sparks,3065570,Kelsey Plum,G,10,34,7-13,3-5,3-3,0,4,4,6,3,0,4,3,+13,20
401736251,20250715,Sparks,4001679,Julie Allemand,G,20,32,1-3,1-3,0-0,0,5,5,10,1,0,1,2,+22,3
401736251,20250715,Sparks,2284331,Emma Cannon,F,32,2,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,0
401736251,20250715,Sparks,4433795,Sania Feagin,F,1,13,4-8,0-0,0-0,0,1,1,0,0,1,1,2,+5,8
401736251,20250715,Sparks,2566110,Julie Vanloo,G,35,16,0-2,0-2,0-0,0,0,0,3,0,0,0,2,+16,0
401736251,20250715,Sparks,4398764,Rae Burrell,G,12,17,2-4,0-2,1-4,0,1,1,1,2,1,0,2,+1,5
401736251,20250715,Sparks,4703794,Sarah Ashlee Barker,G,13,2,0-0,0-0,0-0,0,2,2,0,0,0,0,0,0,0
