GameID,Date,Team,PlayerID,PlayerName,Position,Starter,minutes,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points,FGM,FGA,3PM,3PA,FTM,FTA
401736116,20250517,Aces,2590093,Kiah Stokes,C,True,18,3,4,7,1,0,0,0,3,-6,0,0,1,0,1,0,0
401736116,20250517,Aces,3149391,A'ja Wilson,C,True,36,2,14,16,3,2,1,4,2,-7,31,11,22,1,3,8,8
401736116,20250517,Aces,2529122,Chelsea Gray,G,True,35,0,3,3,4,2,0,2,5,-8,12,4,13,3,5,1,1
401736116,20250517,Aces,2987869,Jewell Loyd,G,True,31,3,1,4,2,0,0,1,4,-19,5,2,10,1,6,0,0
401736116,20250517,Aces,4065870,Jackie Young,G,True,33,2,3,5,5,0,0,3,1,-13,16,5,19,4,12,2,3
401736116,20250517,Aces,4433633,Kierstan Bell,F,False,5,0,2,2,0,0,0,0,0,-3,2,1,3,0,1,0,0
401736116,20250517,Aces,4433309,Elizabeth Kitley,C,False,1,0,0,0,0,0,0,0,0,-2,2,1,1,0,0,0,0
401736116,20250517,Aces,2984741,Tiffany Mitchell,G,False,17,0,2,2,0,0,0,0,1,-1,0,0,4,0,1,0,0
401736116,20250517,Aces,4281190,Dana Evans,G,False,19,1,0,1,3,0,1,0,2,-4,10,4,7,2,2,0,1
401736116,20250517,Aces,4597509,Aaliyah Nye,G,False,4,1,0,1,0,0,0,0,2,-7,0,0,2,0,1,0,0
401736116,20250517,Liberty,2998928,Breanna Stewart,F,True,27,0,8,8,3,0,1,0,2,+8,25,10,14,0,2,5,5
401736116,20250517,Liberty,4683006,Leonie Fiebich,F,True,30,1,3,4,1,3,1,2,3,+7,2,1,3,0,2,0,0
401736116,20250517,Liberty,2999101,Jonquel Jones,C,True,30,1,9,10,6,0,1,2,3,+19,17,6,12,1,3,4,6
401736116,20250517,Liberty,2529137,Natasha Cloud,G,True,33,0,6,6,9,3,2,2,4,+9,22,8,17,1,4,5,6
401736116,20250517,Liberty,4066533,Sabrina Ionescu,G,True,31,0,7,7,4,0,0,0,0,+7,8,3,12,0,5,2,2
401736116,20250517,Liberty,2566453,Isabelle Harrison,F,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
