GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401736225,20250705,Sparks,2566106,Dearica Hamby,F,5,32,7-11,1-1,3-4,1,2,3,4,1,0,3,5,+7,18
401736225,20250705,Sparks,3142010,Azura Stevens,F,23,29,7-14,3-7,4-6,3,9,12,2,0,0,0,2,0,21
401736225,20250705,Sparks,4433630,Rickea Jackson,F,2,33,6-12,0-1,3-5,1,1,2,5,1,1,2,3,+6,15
401736225,20250705,Sparks,3065570,Kelsey Plum,G,10,37,6-13,4-8,4-4,0,3,3,3,0,0,1,2,-1,20
401736225,20250705,Sparks,4001679,Julie Allemand,G,20,30,2-5,1-2,0-0,0,6,6,5,0,0,1,2,+9,5
401736225,20250705,Sparks,2284331,Emma Cannon,F,32,11,0-2,0-1,0-0,0,1,1,0,0,0,0,1,+2,0
401736225,20250705,Sparks,3056672,Mercedes Russell,C,21,8,2-2,0-0,1-4,1,0,1,1,0,0,0,3,-5,5
401736225,20250705,Sparks,2566110,Julie Vanloo,G,6,10,1-2,1-1,0-0,0,0,0,2,0,0,0,2,-7,3
401736225,20250705,Sparks,4398764,Rae Burrell,G,12,11,1-4,0-1,0-0,0,2,2,0,0,0,0,1,-1,2
401736225,20250705,Fever,2529130,Natasha Howard,F,6,36,8-11,1-2,4-6,3,6,9,3,1,2,4,5,+2,21
401736225,20250705,Fever,4432831,Aliyah Boston,F,7,32,9-17,0-0,5-7,4,8,12,4,0,2,1,4,-3,23
401736225,20250705,Fever,3142191,Kelsey Mitchell,G,0,31,8-17,3-6,0-1,0,0,0,0,0,0,0,2,0,19
401736225,20250705,Fever,4066553,Aari McDonald,G,2,30,2-9,0-4,0-0,0,1,1,8,1,0,1,6,-4,4
401736225,20250705,Fever,4398829,Lexie Hull,G,10,22,2-4,1-2,0-0,1,1,2,1,0,0,1,2,-13,5
401736225,20250705,Fever,4433546,Makayla Timpson,F,21,12,2-4,0-0,1-2,1,5,6,0,0,1,2,3,-2,5
401736225,20250705,Fever,1004,Sydney Colson,G,51,15,2-4,2-3,0-0,0,2,2,5,0,1,0,0,+1,6
401736225,20250705,Fever,3907781,Sophie Cunningham,G,8,23,1-4,0-3,2-3,1,0,1,1,1,0,0,2,+9,4
401736226,20250705,Valkyries,2529622,Kayla Thornton,F,5,34,6-15,1-7,0-0,3,7,10,3,2,0,0,1,-8,13
401736226,20250705,Valkyries,3099736,Stephanie Talbot,F,7,24,4-8,2-5,0-0,1,3,4,4,0,0,0,2,+3,10
401736226,20250705,Valkyries,2569044,Temi Fagbenle,C,14,26,3-6,0-2,1-2,2,4,6,2,0,1,2,5,-2,7
401736226,20250705,Valkyries,1054,Tiffany Hayes,G,15,33,8-11,5-6,2-2,1,2,3,4,0,0,1,3,-6,23
401736226,20250705,Valkyries,4398935,Veronica Burton,G,22,31,2-9,1-3,1-2,1,2,3,4,0,0,3,2,-8,6
401736226,20250705,Valkyries,3142255,Monique Billings,F,25,14,2-3,1-1,0-0,1,3,4,0,0,0,0,2,-9,5
401736226,20250705,Valkyries,4257500,Cecilia Zandalasini,F,24,9,0-3,0-2,2-2,0,0,0,0,0,0,1,0,-8,2
401736226,20250705,Valkyries,4790264,Janelle Salaun,F,13,9,0-2,0-2,0-0,0,1,1,0,0,0,2,1,-10,0
401736226,20250705,Valkyries,4398907,Kate Martin,G,20,15,2-7,1-4,0-0,0,2,2,1,0,0,1,2,-7,5
401736226,20250705,Valkyries,4899328,Kaitlyn Chen,G,2,4,0-1,0-0,0-0,0,0,0,1,0,0,0,1,0,0
401736226,20250705,Lynx,3906972,Bridget Carleton,F,6,35,3-8,1-6,0-0,1,3,4,4,0,0,0,1,+5,7
401736226,20250705,Lynx,3913881,Alanna Smith,F,8,19,2-6,1-3,0-0,3,2,5,6,1,2,3,2,+1,5
401736226,20250705,Lynx,3917450,Napheesa Collier,F,24,35,8-11,1-1,5-5,2,4,6,1,1,1,3,2,+9,22
401736226,20250705,Lynx,2529205,Kayla McBride,G,21,30,3-10,2-6,4-4,0,0,0,3,0,1,1,2,+7,12
401736226,20250705,Lynx,2987891,Courtney Williams,G,10,27,6-14,3-8,0-0,0,3,3,2,0,0,0,2,+3,15
401736226,20250705,Lynx,3906949,Jessica Shepard,F,15,24,3-7,0-0,2-4,3,7,10,5,2,0,0,2,+11,8
401736226,20250705,Lynx,4433635,Diamond Miller,F,1,13,2-3,2-3,2-2,0,0,0,1,0,0,1,2,+8,8
401736226,20250705,Lynx,3906753,Natisha Hiedeman,G,2,16,2-5,1-3,0-0,0,3,3,3,0,0,1,1,+11,5
