GameID,Date,Team,PlayerID,PlayerName,Position,Starter,minutes,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points,FGM,FGA,3PM,3PA,FTM,FTA
401736205,20250625,Liberty,2998928,Breanna Stewart,F,True,37,1,9,10,3,1,2,2,1,+6,23,9,19,2,4,3,3
401736205,20250625,Liberty,4398768,Nyara Sabally,C,True,16,3,1,4,1,0,1,0,3,-3,3,1,4,0,0,1,2
401736205,20250625,Liberty,2327695,Rebekah Gardner,G,True,34,3,0,3,0,0,1,1,3,+9,11,4,10,2,5,1,2
401736205,20250625,Liberty,2529137,Natasha Cloud,G,True,27,0,3,3,7,1,0,3,4,-7,2,1,8,0,6,0,0
401736205,20250625,Liberty,4066533,Sabrina Ionescu,G,True,29,1,6,7,4,1,1,1,2,-8,11,1,11,1,7,8,8
401736205,20250625,Liberty,2566453,Isabelle Harrison,F,False,5,0,0,0,1,0,0,0,1,+5,0,0,0,0,0,0,0
401736205,20250625,Liberty,3922628,Kennedy Burke,F,False,30,4,1,5,1,1,0,0,0,+1,20,6,14,4,9,4,4
401736205,20250625,Liberty,4038379,Marine Johannes,G,False,18,1,4,5,1,1,0,1,1,+12,11,4,6,3,5,0,0
401736205,20250625,Liberty,4433386,Jaylyn Sherrod,G,False,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
401736205,20250625,Valkyries,2529622,Kayla Thornton,F,True,34,1,6,7,3,1,0,1,2,-4,11,5,12,1,5,0,0
401736205,20250625,Valkyries,3099736,Stephanie Talbot,F,True,28,1,4,5,3,0,0,2,1,+7,13,5,7,3,5,0,0
401736205,20250625,Valkyries,3142255,Monique Billings,F,True,20,2,5,7,1,1,0,1,1,+2,2,1,5,0,2,0,0
401736205,20250625,Valkyries,1054,Tiffany Hayes,G,True,34,1,4,5,3,1,1,3,5,-3,15,4,12,2,6,5,6
401736205,20250625,Valkyries,4398935,Veronica Burton,G,True,34,3,2,5,10,0,1,0,4,-2,7,3,10,1,4,0,1
401736205,20250625,Valkyries,4280877,Chloe Bibby,F,False,4,0,2,2,0,0,0,0,0,0,3,1,2,1,1,0,0
401736205,20250625,Valkyries,4432834,Laeticia Amihere,F,False,13,2,3,5,0,1,1,1,0,0,6,2,7,0,1,2,2
401736205,20250625,Valkyries,4398907,Kate Martin,G,False,24,0,2,2,0,1,0,2,1,-9,21,7,15,4,10,3,3
401736205,20250625,Valkyries,4899328,Kaitlyn Chen,G,False,9,0,0,0,0,0,0,0,0,-6,0,0,2,0,1,0,0
401736206,20250625,Sun,918,Tina Charles,C,True,28,1,2,3,2,1,0,3,1,-21,18,7,17,0,0,4,4
401736206,20250625,Sun,4398966,Olivia Nelson-Ododa,C,True,28,2,3,5,0,0,1,4,4,-18,12,4,8,0,0,4,4
401736206,20250625,Sun,2529185,Bria Hartley,G,True,25,0,1,1,2,0,0,0,3,-30,6,2,10,0,2,2,2
401736206,20250625,Sun,4432865,Jacy Sheldon,G,True,24,1,2,3,3,2,0,1,3,-18,8,3,8,2,5,0,0
401736206,20250625,Sun,4433514,Saniya Rivers,G,True,30,0,2,2,3,2,2,1,0,-22,10,5,10,0,1,0,0
401736206,20250625,Sun,2529125,Haley Peters,F,False,22,2,4,6,0,1,0,0,3,-8,1,0,6,0,2,1,2
401736206,20250625,Sun,4684384,Aneesah Morrow,F,False,12,0,6,6,1,0,1,2,3,-6,0,0,5,0,0,0,0
401736206,20250625,Sun,5278686,Kariata Diaby,C,False,1,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0
401736206,20250625,Sun,3058908,Lindsay Allen,G,False,18,0,2,2,4,0,0,0,1,0,2,1,2,0,0,0,0
401736206,20250625,Sun,4066527,Jaelyn Brown,G,False,12,1,1,2,0,1,1,1,1,-3,2,1,5,0,3,0,0
401736206,20250625,Aces,2590093,Kiah Stokes,C,True,20,0,6,6,1,0,0,1,1,+9,0,0,1,0,0,0,0
401736206,20250625,Aces,3149391,A'ja Wilson,C,True,27,1,7,8,4,4,3,0,2,+33,22,8,16,0,0,6,7
401736206,20250625,Aces,2529122,Chelsea Gray,G,True,29,1,6,7,6,0,3,5,2,+27,15,4,10,3,7,4,5
401736206,20250625,Aces,2987869,Jewell Loyd,G,True,27,4,3,7,2,0,0,2,1,+16,13,5,9,3,6,0,0
401736206,20250625,Aces,4065870,Jackie Young,G,True,26,3,5,8,1,0,0,1,1,+25,20,7,12,3,7,3,3
401736206,20250625,Aces,4068161,Joyner Holmes,F,False,4,0,1,1,0,0,0,0,0,+4,2,1,2,0,0,0,0
401736206,20250625,Aces,4433633,Kierstan Bell,F,False,13,1,3,4,0,1,1,0,1,+4,8,3,6,2,3,0,0
401736206,20250625,Aces,4433309,Elizabeth Kitley,C,False,6,0,1,1,0,1,0,0,1,-5,0,0,2,0,0,0,0
401736206,20250625,Aces,2984741,Tiffany Mitchell,G,False,10,0,1,1,1,0,0,3,3,0,2,1,2,0,0,0,0
401736206,20250625,Aces,4281190,Dana Evans,G,False,17,0,0,0,1,0,0,2,0,+6,3,1,6,0,3,1,1
401736206,20250625,Aces,4597509,Aaliyah Nye,G,False,23,0,2,2,2,0,0,1,2,+11,0,0,4,0,2,0,0
