GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401736281,20250730,Mercury,2529140,Alyssa Thomas,F,25,34,14-22,0-1,4-5,3,12,15,7,1,1,8,4,-6,32
401736281,20250730,Mercury,4068042,Natasha Mack,F,4,12,2-4,0-0,0-0,0,3,3,1,1,0,0,3,+2,4
401736281,20250730,Mercury,4281929,Satou Sabally,F,0,24,3-14,0-5,3-5,1,4,5,1,3,0,1,6,-2,9
401736281,20250730,Mercury,2998938,Kahleah Copper,G,2,31,6-10,2-2,8-8,1,0,1,1,1,0,3,5,-5,22
401736281,20250730,Mercury,5274110,Monique Akoa Makani,G,8,14,1-2,0-0,0-0,0,1,1,1,1,0,2,2,-5,2
401736281,20250730,Mercury,869,DeWanna Bonner,F,14,21,1-4,0-1,2-3,0,1,1,0,0,0,0,1,-3,4
401736281,20250730,Mercury,3142087,Kathryn Westbeld,F,24,17,2-3,2-2,0-0,0,3,3,2,1,0,0,3,0,6
401736281,20250730,Mercury,887,Sami Whitcomb,G,33,26,6-10,3-7,3-3,0,1,1,3,0,0,3,3,-1,18
401736281,20250730,Mercury,3920741,Kitija Laksa,G,9,9,0-1,0-1,0-0,0,0,0,0,0,0,0,0,-13,0
401736281,20250730,Mercury,4399342,Lexi Held,G,1,12,1-3,0-2,2-2,1,0,1,2,1,0,0,1,+3,4
401736281,20250730,Fever,2529130,Natasha Howard,F,6,23,3-6,0-0,0-0,1,5,6,3,1,2,1,4,-6,6
401736281,20250730,Fever,4432831,Aliyah Boston,F,7,30,6-11,0-0,10-13,2,10,12,1,0,0,2,2,+4,22
401736281,20250730,Fever,3142191,Kelsey Mitchell,G,0,22,3-10,1-3,1-2,0,3,3,3,0,0,0,5,-6,8
401736281,20250730,Fever,3907781,Sophie Cunningham,G,8,30,4-6,1-3,3-4,1,2,3,1,0,0,2,2,+5,12
401736281,20250730,Fever,4066553,Aari McDonald,G,2,31,7-11,3-4,10-10,0,0,0,4,2,0,4,4,+3,27
401736281,20250730,Fever,2955898,Damiris Dantas,F,12,10,4-6,2-3,2-2,0,3,3,1,0,0,2,1,+2,12
401736281,20250730,Fever,4280877,Chloe Bibby,F,55,13,2-4,2-4,4-5,0,0,0,1,1,0,2,1,+19,10
401736281,20250730,Fever,4433546,Makayla Timpson,F,21,5,0-0,0-0,0-0,0,1,1,0,1,0,0,0,-7,0
401736281,20250730,Fever,1004,Sydney Colson,G,51,13,3-6,2-5,0-0,0,0,0,4,1,0,1,1,+8,8
401736281,20250730,Fever,4398829,Lexie Hull,G,10,23,0-2,0-2,2-2,2,3,5,1,2,0,2,6,+8,2
401736282,20250730,Dream,3058895,Brionna Jones,F,24,27,6-10,0-1,2-2,2,4,6,3,2,2,2,1,+10,14
401736282,20250730,Dream,2490553,Brittney Griner,C,42,16,2-5,0-1,0-0,1,3,4,1,0,1,1,2,-2,4
401736282,20250730,Dream,3058901,Allisha Gray,G,15,35,5-12,3-6,2-3,2,4,6,7,2,0,2,5,+9,15
401736282,20250730,Dream,4280850,Maya Caldwell,G,33,29,5-7,1-3,2-2,0,1,1,2,1,0,2,2,+13,13
401736282,20250730,Dream,4433431,Te-Hina Paopao,G,2,37,5-13,1-5,0-0,0,8,8,6,0,0,2,2,-2,11
401736282,20250730,Dream,3054590,Nia Coffey,F,12,8,2-4,0-1,3-4,1,2,3,3,0,1,1,0,-3,7
401736282,20250730,Dream,4398915,Naz Hillmon,F,00,30,7-9,5-7,2-2,0,1,1,3,0,1,0,1,+1,21
401736282,20250730,Dream,4898400,Taylor Thierry,F,5,3,0-0,0-0,0-0,0,0,0,1,0,0,0,0,+5,0
401736282,20250730,Dream,3058893,Shatori Walker-Kimbrough,G,32,16,1-3,1-2,0-0,0,3,3,0,0,0,2,0,-16,3
401736282,20250730,Wings,4682797,Luisa Geiselsoder,C,18,25,5-9,3-5,0-0,1,3,4,2,0,0,0,3,+12,13
401736282,20250730,Wings,3904577,Arike Ogunbowale,G,24,35,5-13,0-3,2-2,0,2,2,2,1,0,2,0,-4,12
