GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401736322,20250815,Mystics,4898384,Kiki Iriafen,F,44,31,6-8,1-1,5-6,1,11,12,1,0,1,4,5,-2,18
401736322,20250815,Mystics,2529183,Stefanie Dolson,C,31,15,3-4,1-2,2-2,0,0,0,2,0,0,1,3,+11,9
401736322,20250815,Mystics,4068159,Sug Sutton,G,1,33,5-6,0-0,3-4,1,0,1,4,2,0,2,0,0,13
401736322,20250815,Mystics,4433524,Sonia Citron,G,22,31,6-13,3-5,6-6,1,1,2,3,0,0,2,2,+19,21
401736322,20250815,Mystics,5017726,Jade Melbourne,G,5,28,1-2,0-1,5-6,0,3,3,5,0,2,3,2,+7,7
401736322,20250815,Mystics,924,Alysha Clark,F,32,22,4-9,3-5,0-0,0,4,4,0,0,0,0,0,-2,11
401736322,20250815,Mystics,4398729,Emily Engstler,F,21,26,3-9,0-3,1-2,1,6,7,4,3,3,1,5,-5,7
401736322,20250815,Mystics,4433416,Madison Scott,G,24,7,0-1,0-0,0-0,0,0,0,1,1,0,0,1,0,0
401736322,20250815,Mystics,4433815,Lucy Olsen,G,33,7,1-3,0-0,0-0,0,0,0,0,0,0,0,0,-8,2
401736322,20250815,Fever,2529130,Natasha Howard,F,6,26,4-8,0-0,3-4,1,0,1,1,1,0,4,3,-5,11
401736322,20250815,Fever,4432831,Aliyah Boston,F,7,27,8-13,0-0,4-6,4,5,9,1,0,0,1,2,-7,20
401736322,20250815,Fever,3142191,Kelsey Mitchell,G,0,33,6-19,1-6,1-2,0,0,0,9,0,0,1,3,-12,14
401736322,20250815,Fever,3907781,Sophie Cunningham,G,8,28,2-6,2-4,2-2,0,2,2,6,3,0,0,5,+1,8
401736322,20250815,Fever,4398829,Lexie Hull,G,10,35,3-8,1-4,0-0,1,4,5,0,3,0,1,1,-1,7
401736322,20250815,Fever,2955898,Damiris Dantas,F,12,12,4-6,2-4,0-0,0,2,2,1,0,0,1,3,+4,10
401736322,20250815,Fever,4433546,Makayla Timpson,F,21,13,1-3,0-0,1-2,0,3,3,0,0,1,0,1,-4,3
401736322,20250815,Fever,2529047,Odyssey Sims,G,1,26,5-10,1-3,0-0,1,1,2,3,0,0,1,3,+4,11
401736323,20250815,Valkyries,4257500,Cecilia Zandalasini,F,24,29,7-12,2-4,4-4,0,4,4,3,4,0,0,1,+27,20
401736323,20250815,Valkyries,4790264,Janelle Salaun,F,13,29,5-11,3-7,2-2,0,6,6,3,1,0,1,1,+15,15
401736323,20250815,Valkyries,2569044,Temi Fagbenle,C,14,21,0-4,0-2,3-3,2,3,5,1,0,1,0,1,+15,3
401736323,20250815,Valkyries,1054,Tiffany Hayes,G,15,28,4-8,2-3,3-5,1,4,5,2,1,1,3,2,+10,13
401736323,20250815,Valkyries,4398935,Veronica Burton,G,22,30,3-7,2-4,3-4,2,3,5,2,3,0,1,2,+24,11
401736323,20250815,Valkyries,4432834,Laeticia Amihere,F,3,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+2,0
401736323,20250815,Valkyries,4790263,Iliana Rupert,C,12,20,5-6,4-4,0-0,0,2,2,3,0,0,1,2,+21,14
