GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401820327,20250921,Fever,2529130,Natasha Howard,F,6,22,4-5,0-0,4-4,1,10,11,3,2,0,2,2,+18,12
401820327,20250921,Fever,4432831,Aliyah Boston,F,7,29,3-9,0-2,0-0,1,10,11,5,0,0,2,3,+1,6
401820327,20250921,Fever,2529047,Odyssey Sims,G,1,32,7-13,0-1,3-3,1,1,2,3,3,0,1,0,+20,17
401820327,20250921,Fever,3142191,Kelsey Mitchell,G,0,34,12-23,4-6,6-6,0,1,1,3,2,0,3,3,+20,34
401820327,20250921,Fever,4398829,Lexie Hull,G,10,35,2-6,1-3,1-2,0,2,2,2,0,1,0,1,+24,6
401820327,20250921,Fever,3142086,Brianna Turner,F,11,23,3-4,0-0,0-0,1,1,2,0,0,1,1,0,+10,6
401820327,20250921,Fever,4433546,Makayla Timpson,F,21,4,0-0,0-0,2-2,0,1,1,0,0,0,0,0,+2,2
401820327,20250921,Fever,1107,Shey Peddy,G,5,11,2-4,0-1,0-0,0,0,0,1,0,0,0,0,-7,4
401820327,20250921,Fever,2999035,Aerial Powers,G,23,8,0-2,0-2,0-0,0,3,3,0,0,0,1,2,-8,0
401820327,20250921,Fever,4898383,Bree Hall,G,3,1,1-2,0-1,0-0,1,1,2,0,0,0,0,1,0,2
401820327,20250921,Aces,4398776,NaLyssa Smith,F,3,15,2-4,0-0,0-0,1,1,2,0,0,0,0,0,-20,4
401820327,20250921,Aces,4433633,Kierstan Bell,F,1,16,0-2,0-1,0-0,0,0,0,1,0,0,0,0,-15,0
401820327,20250921,Aces,3149391,A'ja Wilson,C,22,34,6-22,0-1,4-5,2,11,13,1,0,4,3,4,-5,16
401820327,20250921,Aces,2529122,Chelsea Gray,G,12,34,5-12,2-5,1-1,2,3,5,4,1,0,2,1,-23,13
401820327,20250921,Aces,4065870,Jackie Young,G,0,35,9-16,1-5,0-1,3,4,7,2,0,0,5,3,-19,19
401820327,20250921,Aces,2529458,Cheyenne Parker-Tyus,F,32,5,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-9,0
401820327,20250921,Aces,2590093,Kiah Stokes,C,41,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
401820327,20250921,Aces,3934218,Megan Gustafson,C,17,8,0-0,0-0,4-4,0,3,3,0,0,0,0,1,+7,4
401820327,20250921,Aces,2987869,Jewell Loyd,G,24,28,1-5,1-4,0-0,0,1,1,1,3,0,1,5,0,3
401820327,20250921,Aces,4281190,Dana Evans,G,11,23,6-9,1-1,1-1,0,2,2,3,1,0,1,1,+4,14
401820327,20250921,Aces,4597509,Aaliyah Nye,G,13,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
401820328,20250921,Mercury,2529140,Alyssa Thomas,F,25,37,9-17,0-0,0-0,2,6,8,7,3,0,2,1,-14,18
401820328,20250921,Mercury,4068042,Natasha Mack,F,4,12,3-4,0-0,0-0,2,1,3,0,0,0,0,0,-3,6
401820328,20250921,Mercury,4281929,Satou Sabally,F,0,32,3-11,0-5,4-4,0,6,6,3,2,0,0,0,-12,10
401820328,20250921,Mercury,2998938,Kahleah Copper,G,2,37,10-23,2-8,0-0,0,2,2,1,0,0,2,1,-13,22
401820328,20250921,Mercury,5274110,Monique Akoa Makani,G,8,22,1-6,0-3,0-0,0,1,1,3,0,0,0,1,-1,2
401820328,20250921,Mercury,869,DeWanna Bonner,F,14,25,0-4,0-3,0-0,2,7,9,2,0,0,1,3,-17,0
401820328,20250921,Mercury,3142087,Kathryn Westbeld,F,24,10,0-1,0-1,0-0,0,3,3,1,1,0,1,0,-1,0
401820328,20250921,Mercury,887,Sami Whitcomb,G,33,24,5-9,1-3,0-0,1,2,3,2,0,0,4,0,-4,11
401820328,20250921,Lynx,3906972,Bridget Carleton,F,6,30,2-5,1-3,0-0,1,7,8,3,0,0,1,4,+18,5
401820328,20250921,Lynx,3913881,Alanna Smith,F,8,26,2-6,0-4,0-0,2,4,6,3,0,1,3,3,+3,4
401820328,20250921,Lynx,3917450,Napheesa Collier,F,24,34,8-16,2-6,0-0,3,6,9,2,0,0,3,1,+9,18
401820328,20250921,Lynx,2529205,Kayla McBride,G,21,38,6-17,4-9,5-5,0,6,6,2,0,1,0,0,+14,21
401820328,20250921,Lynx,2987891,Courtney Williams,G,10,33,11-19,1-2,0-1,0,8,8,7,5,0,3,1,+11,23
401820328,20250921,Lynx,3906949,Jessica Shepard,F,15,12,1-3,0-0,0-0,0,1,1,1,0,0,0,1,0,2
401820328,20250921,Lynx,4329370,Maria Kliundikova,F,77,8,2-3,0-1,0-0,2,2,4,1,2,0,0,0,+14,4
401820328,20250921,Lynx,3906753,Natisha Hiedeman,G,2,19,2-8,1-4,0-0,0,0,0,2,0,0,2,0,-4,5
