GameID,Date,Team,PlayerID,PlayerName,Position,Starter,minutes,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points,FGM,FGA,3PM,3PA,FTM,FTA
401736209,20250627,Lynx,3906972,Bridget Carleton,F,True,37,1,1,2,3,0,0,1,5,+2,14,5,5,4,4,0,0
401736209,20250627,Lynx,3913881,Alanna Smith,F,True,30,3,5,8,4,2,3,4,4,-1,9,4,10,1,5,0,0
401736209,20250627,Lynx,3917450,Napheesa Collier,F,True,40,2,5,7,6,1,2,4,5,+3,26,8,18,2,6,8,8
401736209,20250627,Lynx,2529205,Kayla McBride,G,True,38,0,3,3,3,1,0,5,2,-3,18,5,11,2,6,6,6
401736209,20250627,Lynx,2987891,Courtney Williams,G,True,34,0,2,2,8,2,0,0,4,+4,16,7,16,2,6,0,0
401736209,20250627,Lynx,3906949,Jessica Shepard,F,False,19,1,3,4,4,0,0,1,2,+6,2,1,2,0,0,0,0
401736209,20250627,Lynx,4329370,Maria Kliundikova,F,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401736209,20250627,Lynx,3056730,Karlie Samuelson,G,False,15,1,0,1,0,0,0,0,1,+9,6,2,4,2,4,0,0
401736209,20250627,Lynx,3906753,Natisha Hiedeman,G,False,11,0,1,1,2,0,0,1,0,0,5,1,6,0,3,3,4
401736209,20250627,Dream,3058895,Brionna Jones,F,True,36,6,2,8,0,2,0,1,3,-6,18,8,13,1,1,1,1
401736209,20250627,Dream,2490553,Brittney Griner,C,True,28,2,5,7,1,0,1,3,4,-9,16,6,10,0,0,4,4
401736209,20250627,Dream,3058901,Allisha Gray,G,True,42,0,8,8,4,0,0,2,5,+5,17,4,11,1,4,8,10
401736209,20250627,Dream,3142250,Jordin Canada,G,True,35,0,3,3,7,4,0,1,3,+7,14,6,17,0,4,2,4
401736209,20250627,Dream,4398674,Rhyne Howard,G,True,44,1,5,6,8,3,1,3,4,-1,15,4,14,1,7,6,7
401736209,20250627,Dream,3054590,Nia Coffey,F,False,1,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0
401736209,20250627,Dream,4398915,Naz Hillmon,F,False,25,4,4,8,1,1,0,3,3,+3,10,4,8,1,4,1,1
401736209,20250627,Dream,3058893,Shatori Walker-Kimbrough,G,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401736209,20250627,Dream,4280850,Maya Caldwell,G,False,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0
401736209,20250627,Dream,4433431,Te-Hina Paopao,G,False,10,0,0,0,0,0,0,0,1,-11,2,1,3,0,2,0,0
401736210,20250627,Fever,2529130,Natasha Howard,F,True,32,1,12,13,4,3,0,3,4,+16,15,6,9,0,1,3,3
401736210,20250627,Fever,4432831,Aliyah Boston,F,True,35,3,3,6,3,0,0,2,1,+3,21,9,14,0,0,3,3
401736210,20250627,Fever,3142191,Kelsey Mitchell,G,True,34,0,3,3,7,0,0,3,3,+9,32,11,17,4,6,6,8
401736210,20250627,Fever,4066553,Aari McDonald,G,True,30,0,2,2,6,0,0,1,5,+5,13,6,9,0,1,1,2
401736210,20250627,Fever,4398829,Lexie Hull,G,True,21,0,2,2,0,1,1,1,3,-7,3,1,4,1,3,0,0
401736210,20250627,Fever,4433546,Makayla Timpson,F,False,14,1,1,2,0,1,0,0,4,-3,3,0,2,0,0,3,4
401736210,20250627,Fever,1004,Sydney Colson,G,False,12,0,0,0,3,0,0,0,0,+2,2,1,2,0,1,0,0
401736210,20250627,Fever,3907781,Sophie Cunningham,G,False,24,0,4,4,0,1,0,1,3,+15,5,1,2,1,2,2,2
401736210,20250627,Wings,4398776,NaLyssa Smith,F,True,26,4,6,10,2,0,0,2,5,-5,7,3,8,0,1,1,3
401736210,20250627,Wings,4336633,Li Yueru,C,True,30,1,2,3,1,0,0,2,4,-5,7,3,7,1,2,0,0
401736210,20250627,Wings,3904577,Arike Ogunbowale,G,True,32,0,1,1,1,1,1,2,3,-10,15,5,12,1,4,4,4
401736210,20250627,Wings,4065780,Kaila Charles,G,True,14,3,1,4,3,0,0,0,2,-6,2,0,4,0,0,2,2
401736210,20250627,Wings,4433730,Paige Bueckers,G,True,36,0,1,1,6,2,2,0,0,-9,27,9,18,2,3,7,7
401736210,20250627,Wings,3142055,Myisha Hines-Allen,F,False,23,0,1,1,3,1,0,0,4,-8,9,3,8,1,4,2,3
401736210,20250627,Wings,4433807,Aziaha James,G,False,26,0,1,1,2,1,0,1,1,0,14,5,9,1,3,3,3
401736210,20250627,Wings,4434015,JJ Quinerly,G,False,13,1,1,2,3,0,0,1,2,+3,5,1,2,0,0,3,3
401736211,20250627,Sky,4282173,Michaela Onyenwere,F,True,23,0,3,3,2,3,0,1,5,+12,4,0,3,0,0,4,4
401736211,20250627,Sky,4433402,Angel Reese,F,True,34,7,11,18,2,1,0,3,5,-14,17,7,16,1,2,2,2
401736211,20250627,Sky,2566186,Rachel Banham,G,True,25,0,1,1,1,0,0,1,2,-2,11,4,8,3,6,0,0
401736211,20250627,Sky,3102133,Rebecca Allen,G,True,23,0,4,4,1,0,2,1,1,-2,3,1,7,1,6,0,0
401736211,20250627,Sky,3146151,Ariel Atkins,G,True,38,0,5,5,3,2,2,2,5,-10,20,7,16,2,6,4,5
401736211,20250627,Sky,2566081,Elizabeth Williams,C,False,17,1,4,5,2,1,0,1,1,+1,1,0,3,0,0,1,6
401736211,20250627,Sky,3142327,Kia Nurse,G,False,27,0,4,4,3,0,0,1,3,-8,17,6,14,5,11,0,0
401736211,20250627,Sky,4433412,Hailey Van Lith,G,False,13,0,0,0,1,0,0,1,0,-2,5,1,3,1,2,2,2
401736211,20250627,Valkyries,2529622,Kayla Thornton,F,True,30,0,6,6,1,1,0,3,4,+5,29,8,15,4,7,9,10
401736211,20250627,Valkyries,3099736,Stephanie Talbot,F,True,18,4,2,6,2,0,0,0,2,+2,0,0,6,0,3,0,0
401736211,20250627,Valkyries,3142255,Monique Billings,F,True,28,0,4,4,0,1,2,1,3,+5,9,4,9,0,1,1,2
401736211,20250627,Valkyries,1054,Tiffany Hayes,G,True,26,0,5,5,4,1,0,2,1,+4,13,4,13,1,5,4,7
401736211,20250627,Valkyries,4398935,Veronica Burton,G,True,22,2,1,3,4,1,0,1,1,+1,2,0,5,0,2,2,3
401736211,20250627,Valkyries,4280877,Chloe Bibby,F,False,14,1,3,4,0,0,0,0,2,+1,6,2,4,2,4,0,0
401736211,20250627,Valkyries,4432834,Laeticia Amihere,F,False,17,2,7,9,3,0,0,1,2,+1,3,1,2,0,0,1,2
401736211,20250627,Valkyries,4398907,Kate Martin,G,False,20,0,3,3,0,0,0,0,2,+1,11,4,11,3,7,0,0
401736211,20250627,Valkyries,4899328,Kaitlyn Chen,G,False,25,1,1,2,2,0,0,1,2,+5,10,3,4,1,1,3,5
401736212,20250627,Liberty,2998928,Breanna Stewart,F,True,31,0,5,5,4,1,0,3,3,-20,17,7,13,0,3,3,4
401736212,20250627,Liberty,4398768,Nyara Sabally,C,True,22,3,3,6,0,0,0,0,0,-22,16,6,7,0,0,4,7
401736212,20250627,Liberty,2327695,Rebekah Gardner,G,True,16,0,3,3,0,1,0,1,2,-1,2,1,2,0,1,0,0
401736212,20250627,Liberty,2529137,Natasha Cloud,G,True,30,1,3,4,7,1,0,1,2,-16,14,5,11,0,1,4,4
