GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401736316,20250812,Wings,4399415,Maddy Siegrist,F,20,36,9-13,3-5,1-1,3,2,5,1,1,0,1,0,0,22
401736316,20250812,Wings,4682797,Luisa Geiselsoder,C,18,13,0-2,0-1,0-0,0,2,2,2,0,1,0,4,-6,0
401736316,20250812,Wings,4398899,Grace Berger,G,34,17,1-2,0-0,0-0,0,1,1,0,0,0,2,2,-2,2
401736316,20250812,Wings,4433730,Paige Bueckers,G,5,35,6-19,0-4,4-4,0,5,5,8,2,0,4,1,-1,16
401736316,20250812,Wings,4595910,Haley Jones,G,30,17,2-7,0-2,1-2,2,2,4,1,0,0,1,2,-6,5
401736316,20250812,Wings,3142055,Myisha Hines-Allen,F,2,23,2-7,1-3,3-4,1,5,6,9,1,0,0,3,+7,8
401736316,20250812,Wings,4433635,Diamond Miller,F,1,8,1-2,1-2,0-0,0,1,1,4,0,0,2,2,-4,3
401736316,20250812,Wings,4336633,Li Yueru,C,28,27,7-14,2-6,4-4,1,3,4,0,2,0,1,2,+7,20
401736316,20250812,Wings,4433807,Aziaha James,G,10,5,0-1,0-1,0-0,0,0,0,0,1,0,1,0,+2,0
401736316,20250812,Wings,4434015,JJ Quinerly,G,11,20,2-4,1-2,0-0,0,2,2,0,2,0,2,3,+8,5
401736316,20250812,Fever,2529130,Natasha Howard,F,6,28,5-9,0-1,2-4,1,11,12,1,2,3,1,2,+8,12
401736316,20250812,Fever,4432831,Aliyah Boston,F,7,31,5-10,0-0,4-4,2,3,5,1,0,2,1,3,-2,14
401736316,20250812,Fever,3142191,Kelsey Mitchell,G,0,36,7-15,4-7,6-7,2,4,6,2,1,0,3,1,+6,24
401736316,20250812,Fever,3907781,Sophie Cunningham,G,8,35,5-10,2-4,2-2,0,2,2,3,0,0,1,4,+6,14
401736316,20250812,Fever,4398829,Lexie Hull,G,10,25,0-3,0-1,0-0,1,6,7,3,1,0,3,4,+14,0
401736316,20250812,Fever,2955898,Damiris Dantas,F,12,12,1-6,0-5,1-2,1,2,3,3,0,0,2,0,-6,3
401736316,20250812,Fever,3142086,Brianna Turner,F,11,4,1-1,0-0,0-0,0,0,0,0,1,0,0,0,0,2
401736316,20250812,Fever,4280877,Chloe Bibby,F,55,12,4-5,3-3,0-0,1,1,2,0,1,0,3,1,-15,11
401736316,20250812,Fever,4433546,Makayla Timpson,F,21,5,0-0,0-0,0-0,0,2,2,0,1,0,2,0,-2,0
401736316,20250812,Fever,2529047,Odyssey Sims,G,1,13,0-4,0-1,0-0,0,0,0,2,0,0,1,2,-14,0
401736317,20250812,Liberty,4683006,Leonie Fiebich,F,13,27,7-10,2-4,4-4,0,2,2,4,1,1,0,2,+6,20
401736317,20250812,Liberty,2999101,Jonquel Jones,C,35,31,8-11,4-5,1-4,3,8,11,3,0,2,2,4,+7,21
401736317,20250812,Liberty,3027368,Emma Meesseman,C,33,32,9-15,0-1,6-7,3,6,9,4,0,1,2,0,+1,24
401736317,20250812,Liberty,2529137,Natasha Cloud,G,9,32,5-10,1-2,0-0,0,2,2,2,2,0,1,3,-4,11
401736317,20250812,Liberty,4066533,Sabrina Ionescu,G,20,32,4-8,2-4,4-4,0,3,3,6,0,0,3,1,+4,14
401736317,20250812,Liberty,3099736,Stephanie Talbot,F,6,17,1-4,1-3,0-0,0,1,1,4,0,0,0,0,+10,3
401736317,20250812,Liberty,2327695,Rebekah Gardner,G,7,6,1-2,1-1,0-0,1,1,2,0,0,0,1,0,+6,3
401736317,20250812,Liberty,4038379,Marine Johannes,G,23,23,3-8,3-8,0-0,1,3,4,4,1,1,2,2,+10,9
401736317,20250812,Sparks,2566106,Dearica Hamby,F,5,32,8-15,0-2,5-6,2,6,8,3,4,1,2,2,-5,21
401736317,20250812,Sparks,3142010,Azura Stevens,F,23,35,7-11,1-3,2-2,2,2,4,4,3,0,0,1,-4,17
401736317,20250812,Sparks,4433630,Rickea Jackson,F,2,31,7-20,2-10,0-1,4,3,7,3,0,0,2,4,-3,16
401736317,20250812,Sparks,3065570,Kelsey Plum,G,10,34,8-13,2-5,8-8,1,4,5,5,0,0,1,2,-1,26
401736317,20250812,Sparks,4001679,Julie Allemand,G,20,28,0-3,0-3,0-0,0,5,5,6,0,0,1,2,-5,0
401736317,20250812,Sparks,4433404,Cameron Brink,F,22,5,1-2,0-1,0-0,1,2,3,0,0,0,0,0,-4,2
401736317,20250812,Sparks,2566110,Julie Vanloo,G,35,14,2-4,2-4,0-0,0,0,0,1,0,0,0,2,-7,6
401736317,20250812,Sparks,4398764,Rae Burrell,G,12,17,3-7,2-2,1-2,1,1,2,1,1,0,0,3,-8,9
401736317,20250812,Sparks,4703794,Sarah Ashlee Barker,G,13,3,0-2,0-1,0-0,0,0,0,0,0,0,1,0,-3,0
