GameID,Date,Team,PlayerID,Player,Position,Jersey,minutes,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points
401820318,20250917,Mercury,2529140,Alyssa Thomas,F,25,26,6-13,0-1,3-3,0,6,6,7,1,0,1,2,+17,15
401820318,20250917,Mercury,4068042,Natasha Mack,F,4,17,3-5,0-1,0-0,2,3,5,1,0,1,1,2,+2,6
401820318,20250917,Mercury,4281929,Satou Sabally,F,0,30,5-11,2-4,3-3,3,4,7,4,4,0,2,3,+20,15
401820318,20250917,Mercury,2998938,Kahleah Copper,G,2,29,5-9,0-1,4-4,0,2,2,0,0,1,0,3,+25,14
401820318,20250917,Mercury,5274110,Monique Akoa Makani,G,8,20,3-7,0-3,0-0,1,2,3,3,0,0,0,3,+14,6
401820318,20250917,Mercury,869,DeWanna Bonner,F,14,21,6-9,1-2,1-2,2,6,8,1,2,0,0,1,+29,14
401820318,20250917,Mercury,3142087,Kathryn Westbeld,F,24,19,4-6,2-4,0-0,0,3,3,2,0,0,0,1,+13,10
401820318,20250917,Mercury,3916514,Kalani Brown,C,21,3,0-1,0-0,0-0,0,1,1,0,0,0,0,0,-1,0
401820318,20250917,Mercury,887,Sami Whitcomb,G,33,23,1-7,1-5,0-0,0,2,2,4,3,0,1,2,+16,3
401820318,20250917,Mercury,3920741,Kitija Laksa,G,9,5,1-2,1-2,0-0,0,1,1,0,0,0,1,0,-2,3
401820318,20250917,Mercury,4282168,Kiana Williams,G,23,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-1,0
401820318,20250917,Mercury,4399342,Lexi Held,G,1,5,0-1,0-1,0-0,0,1,1,0,0,0,2,0,-2,0
401820318,20250917,Liberty,2998928,Breanna Stewart,F,30,20,2-6,0-1,2-2,2,0,2,2,0,1,3,1,-24,6
401820318,20250917,Liberty,4683006,Leonie Fiebich,F,13,23,0-5,0-2,2-2,1,1,2,2,1,0,1,1,-19,2
401820318,20250917,Liberty,2999101,Jonquel Jones,C,35,22,3-9,1-3,0-0,2,11,13,1,0,2,2,3,-12,7
401820318,20250917,Liberty,2529137,Natasha Cloud,G,9,28,2-5,2-4,2-2,0,2,2,2,0,0,1,3,-23,8
401820318,20250917,Liberty,4066533,Sabrina Ionescu,G,20,26,3-13,1-8,2-6,0,4,4,3,1,1,1,1,-19,9
401820318,20250917,Liberty,2566453,Isabelle Harrison,F,21,7,2-2,0-0,0-2,1,1,2,0,2,0,0,0,-1,4
401820318,20250917,Liberty,3099736,Stephanie Talbot,F,6,9,0-1,0-1,0-0,0,0,0,0,0,0,0,0,-1,0
401820318,20250917,Liberty,3922628,Kennedy Burke,F,22,16,2-5,1-3,1-2,0,1,1,0,0,0,3,2,-20,6
401820318,20250917,Liberty,3027368,Emma Meesseman,C,33,18,4-9,0-0,3-4,3,3,6,3,0,0,3,0,-10,11
401820318,20250917,Liberty,4398768,Nyara Sabally,C,8,7,0-3,0-0,1-2,0,1,1,1,1,0,0,0,+3,1
401820318,20250917,Liberty,2327695,Rebekah Gardner,G,7,13,1-2,1-2,0-0,0,1,1,0,0,0,0,2,0,3
401820318,20250917,Liberty,4038379,Marine Johannes,G,23,10,0-3,0-2,3-3,0,2,2,0,0,0,1,1,-4,3
401820319,20250917,Lynx,3906972,Bridget Carleton,F,6,22,4-7,4-6,0-0,1,1,2,1,0,0,0,4,+10,12
401820319,20250917,Lynx,3913881,Alanna Smith,F,8,19,1-4,0-2,0-0,1,0,1,0,1,3,1,3,+1,2
401820319,20250917,Lynx,3917450,Napheesa Collier,F,24,39,10-16,1-5,3-7,3,4,7,4,1,0,3,3,+2,24
401820319,20250917,Lynx,2529205,Kayla McBride,G,21,38,8-13,1-3,1-1,0,4,4,3,2,0,0,2,+5,18
401820319,20250917,Lynx,2987891,Courtney Williams,G,10,28,3-9,0-4,0-0,0,5,5,7,0,0,4,1,-10,6
401820319,20250917,Lynx,3906949,Jessica Shepard,F,15,19,0-4,0-1,0-0,1,5,6,0,0,0,1,0,-6,0
401820319,20250917,Lynx,3906753,Natisha Hiedeman,G,2,21,1-5,0-2,0-0,0,2,2,7,2,1,2,1,+1,2
401820319,20250917,Lynx,4066548,DiJonai Carrington,G,3,14,4-9,2-5,1-2,1,1,2,0,0,1,1,2,+2,11
401820319,20250917,Valkyries,4257500,Cecilia Zandalasini,F,24,32,6-16,2-4,0-1,1,4,5,3,1,0,4,3,+3,14
401820319,20250917,Valkyries,4790264,Janelle Salaun,F,13,34,4-7,2-4,4-5,0,4,4,1,0,0,0,2,+3,14
401820319,20250917,Valkyries,4790263,Iliana Rupert,C,12,32,3-5,2-4,0-0,0,2,2,5,0,1,4,2,0,8
401820319,20250917,Valkyries,4065780,Kaila Charles,G,6,28,2-6,1-1,0-0,3,1,4,3,2,1,0,1,-17,5
401820319,20250917,Valkyries,4398935,Veronica Burton,G,22,35,4-12,3-6,2-2,0,6,6,9,4,1,3,4,+5,13
401820319,20250917,Valkyries,3142255,Monique Billings,F,25,25,7-12,0-0,1-1,2,2,4,0,1,1,0,2,+2,15
401820319,20250917,Valkyries,4398907,Kate Martin,G,20,6,2-3,1-2,0-0,0,1,1,0,0,0,0,0,+8,5
401820319,20250917,Valkyries,5208982,Carla Leite,G,0,8,0-3,0-1,0-0,0,2,2,1,0,0,1,0,-9,0
