GameID,Date,Team,PlayerID,PlayerName,Position,Starter,minutes,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points,FGM,FGA,3PM,3PA,FTM,FTA
401736166,20250608,Sun,2529125,Haley Peters,F,True,14,0,0,0,0,1,0,0,0,-28,0,0,1,0,1,0,0
401736166,20250608,Sun,918,Tina Charles,C,True,34,3,6,9,1,1,0,3,3,-21,17,7,17,0,0,3,3
401736166,20250608,Sun,2529185,Bria Hartley,G,True,24,0,1,1,3,0,0,3,5,-23,6,2,8,0,5,2,2
401736166,20250608,Sun,3904576,Marina Mabrey,G,True,30,3,4,7,8,1,1,3,6,-20,15,6,15,2,6,1,1
401736166,20250608,Sun,4433514,Saniya Rivers,G,True,22,0,0,0,2,2,1,3,3,-34,2,1,6,0,2,0,0
401736166,20250608,Sun,4684384,Aneesah Morrow,F,False,17,0,0,0,1,1,1,2,3,-17,2,1,4,0,1,0,0
401736166,20250608,Sun,5278686,Kariata Diaby,C,False,15,0,2,2,1,1,0,2,1,-8,2,0,0,0,0,2,3
401736166,20250608,Sun,4066527,Jaelyn Brown,G,False,21,0,2,2,0,0,0,1,5,-14,8,3,7,2,4,0,0
401736166,20250608,Sun,4432865,Jacy Sheldon,G,False,24,0,1,1,1,1,1,0,3,-20,15,6,8,3,5,0,0
401736166,20250608,Mystics,4898384,Kiki Iriafen,F,True,26,2,3,5,2,1,0,2,0,+26,12,6,8,0,0,0,0
401736166,20250608,Mystics,2529183,Stefanie Dolson,C,True,13,1,2,3,0,0,0,1,2,+4,0,0,1,0,1,0,0
401736166,20250608,Mystics,2988756,Brittney Sykes,G,True,29,0,3,3,6,0,0,2,0,+25,28,6,12,2,4,14,15
401736166,20250608,Mystics,4068159,Sug Sutton,G,True,20,0,1,1,4,2,0,3,1,+18,10,4,7,2,4,0,2
401736166,20250608,Mystics,4433524,Sonia Citron,G,True,27,0,3,3,4,2,0,2,2,+19,11,5,10,0,3,1,2
401736166,20250608,Mystics,4398729,Emily Engstler,F,False,18,2,7,9,2,1,0,1,3,+11,2,1,3,0,1,0,1
401736166,20250608,Mystics,4398911,Shakira Austin,F,False,16,0,5,5,0,0,0,3,4,+14,14,5,6,0,0,4,5
401736166,20250608,Mystics,4433408,Aaliyah Edwards,F,False,20,5,2,7,1,1,0,0,0,+19,13,5,8,0,1,3,5
401736166,20250608,Mystics,5017721,Sika Kone,F,False,4,2,2,4,0,0,0,0,1,+11,4,1,2,0,0,2,2
401736166,20250608,Mystics,4433815,Lucy Olsen,G,False,11,0,1,1,3,0,0,0,2,+24,5,1,1,1,1,2,2
401736166,20250608,Mystics,5017726,Jade Melbourne,G,False,15,0,1,1,2,1,0,1,1,+14,5,2,5,1,3,0,3
401736167,20250608,Lynx,3906972,Bridget Carleton,F,True,34,1,4,5,2,1,0,0,2,+23,8,3,6,2,4,0,0
401736167,20250608,Lynx,3913881,Alanna Smith,F,True,32,2,5,7,6,2,4,2,3,+25,4,2,9,0,5,0,2
401736167,20250608,Lynx,3917450,Napheesa Collier,F,True,37,1,9,10,4,3,3,1,3,+17,28,10,19,3,6,5,5
401736167,20250608,Lynx,2529205,Kayla McBride,G,True,35,0,3,3,3,2,0,0,0,+21,21,6,10,6,10,3,3
401736167,20250608,Lynx,2987891,Courtney Williams,G,True,17,0,2,2,8,2,1,1,0,+20,5,2,8,1,1,0,0
401736167,20250608,Lynx,3906949,Jessica Shepard,F,False,9,3,3,6,1,1,0,0,1,-13,5,2,3,0,0,1,2
