GameID,Date,Team,PlayerID,PlayerName,Position,Starter,minutes,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus,points,FGM,FGA,3PM,3PA,FTM,FTA
401736123,20250521,Wings,3142055,Myisha Hines-Allen,F,True,26,2,5,7,3,0,0,2,4,+12,11,4,6,0,0,3,3
401736123,20250521,Wings,4398776,NaLyssa Smith,F,True,25,3,4,7,0,1,1,1,1,-2,8,4,8,0,2,0,0
401736123,20250521,Wings,3904577,Arike Ogunbowale,G,True,35,0,2,2,5,2,0,2,4,-4,21,8,20,5,13,0,0
401736123,20250521,Wings,4066548,DiJonai Carrington,G,True,27,0,2,2,0,2,0,1,4,-8,11,3,9,2,4,3,3
401736123,20250521,Wings,4433730,Paige Bueckers,G,True,37,0,1,1,10,3,0,2,4,0,12,3,11,2,5,4,6
401736123,20250521,Wings,4399415,Maddy Siegrist,F,False,19,3,0,3,0,0,0,1,2,-14,7,3,8,1,4,0,0
401736123,20250521,Wings,3913903,Teaira McCowan,C,False,10,0,2,2,0,0,0,0,0,-4,3,1,1,0,0,1,2
401736123,20250521,Wings,4065760,Tyasha Harris,G,False,14,0,0,0,2,1,0,0,2,+1,6,2,3,2,3,0,0
401736123,20250521,Wings,4065780,Kaila Charles,G,False,6,1,2,3,0,0,0,2,1,-1,2,1,5,0,2,0,0
401736123,20250521,Lynx,3906972,Bridget Carleton,F,True,33,2,4,6,3,1,0,1,3,-7,9,4,10,1,4,0,0
401736123,20250521,Lynx,3913881,Alanna Smith,F,True,29,1,5,6,2,0,2,2,1,-11,13,5,9,3,7,0,2
401736123,20250521,Lynx,3917450,Napheesa Collier,F,True,37,3,5,8,2,2,1,2,2,+5,28,8,13,0,3,12,12
401736123,20250521,Lynx,2987891,Courtney Williams,G,True,33,1,4,5,7,1,0,6,3,0,13,5,13,1,4,2,2
401736123,20250521,Lynx,3056730,Karlie Samuelson,G,True,18,0,5,5,0,0,0,1,4,-3,9,2,4,2,3,3,3
401736123,20250521,Lynx,3906949,Jessica Shepard,F,False,19,5,5,10,3,0,0,3,1,+17,3,1,4,0,0,1,2
401736123,20250521,Lynx,4433635,Diamond Miller,F,False,4,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0
401736123,20250521,Lynx,3906753,Natisha Hiedeman,G,False,27,0,2,2,8,0,0,2,0,+19,10,3,6,2,4,2,6
401736124,20250521,Mystics,4898384,Kiki Iriafen,F,True,31,3,9,12,0,0,0,0,2,-11,10,5,11,0,0,0,0
401736124,20250521,Mystics,2529183,Stefanie Dolson,C,True,19,2,3,5,3,1,0,2,4,-6,4,2,6,0,1,0,0
401736124,20250521,Mystics,2988756,Brittney Sykes,G,True,33,1,4,5,3,1,0,1,4,+2,30,8,19,3,5,11,14
401736124,20250521,Mystics,4068159,Sug Sutton,G,True,13,0,0,0,2,0,0,0,2,-6,0,0,2,0,1,0,0
401736124,20250521,Mystics,4433524,Sonia Citron,G,True,35,0,8,8,1,1,1,1,2,-9,10,3,11,2,6,2,2
401736124,20250521,Mystics,4398729,Emily Engstler,F,False,6,0,2,2,1,1,1,1,1,+3,3,1,2,0,1,1,2
401736124,20250521,Mystics,4398911,Shakira Austin,F,False,10,1,3,4,0,1,0,5,1,+11,2,1,1,0,0,0,1
401736124,20250521,Mystics,5017721,Sika Kone,F,False,14,0,0,0,2,0,0,2,2,-1,3,1,5,0,1,1,1
401736124,20250521,Mystics,4433815,Lucy Olsen,G,False,10,0,0,0,0,0,1,0,0,+6,4,1,4,1,3,1,2
401736124,20250521,Mystics,5017726,Jade Melbourne,G,False,29,0,7,7,7,1,0,5,3,+1,8,3,5,1,2,1,1
401736124,20250521,Valkyries,2529622,Kayla Thornton,F,True,27,0,5,5,1,2,1,1,4,+19,18,5,14,2,8,6,6
401736124,20250521,Valkyries,4790264,Janelle Salaun,F,True,28,0,4,4,0,1,0,3,2,0,10,4,11,1,4,1,1
401736124,20250521,Valkyries,2569044,Temi Fagbenle,C,True,27,2,5,7,2,4,0,2,5,+6,6,3,10,0,2,0,0
401736124,20250521,Valkyries,1054,Tiffany Hayes,G,True,13,0,1,1,1,0,0,0,1,+4,2,0,4,0,2,2,2
401736124,20250521,Valkyries,4398935,Veronica Burton,G,True,29,4,5,9,5,2,0,3,2,0,22,6,11,3,4,7,8
401736124,20250521,Valkyries,3099736,Stephanie Talbot,F,False,8,1,0,1,0,0,0,1,0,-6,1,0,2,0,2,1,2
401736124,20250521,Valkyries,3142255,Monique Billings,F,False,24,2,1,3,1,1,0,0,2,-6,7,3,7,0,3,1,3
401736124,20250521,Valkyries,2566110,Julie Vanloo,G,False,13,0,2,2,2,0,0,1,0,-9,0,0,4,0,4,0,0
401736124,20250521,Valkyries,4398907,Kate Martin,G,False,9,0,3,3,0,0,1,0,2,-15,0,0,2,0,2,0,0
401736124,20250521,Valkyries,5208982,Carla Leite,G,False,21,2,0,2,3,0,0,0,4,+17,10,2,7,1,6,5,6
401736125,20250521,Sparks,2566106,Dearica Hamby,F,True,33,2,5,7,2,0,0,0,4,+10,15,6,13,1,3,2,2
401736125,20250521,Sparks,3142010,Azura Stevens,F,True,30,1,16,17,0,0,1,1,0,+7,23,7,12,2,4,7,8
